DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;CLASE;ESC;P6030S1;P6030S3;DPTO;fex_c_2011
1024679;1;2;1;10;2;2;1;53;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;1955;23;1079,39029669506
1024679;1;3;1;10;3;1;1;18;4;6;2;2; ; ; ; ;2;1;2; ;3;5; ;2;5;12;1990;23;1079,39029669506
1024680;1;1;1;10;1;1;1;76;1;2;2;1;7; ; ; ;2;1;2; ;3;3; ;2;3;11;1932;23;1095,47619692122
1024680;1;2;1;10;2;2;1;57;2;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;12;1951;23;1095,47619692122
1024687;1;1;1;10;1;1;1;45;1;1;2;1;12; ; ; ;2;1;2; ;4;8; ;2;8;7;1963;23;1313,56612066802
1024687;1;2;1;10;2;2;1;17;2;1;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;3;1991;23;1313,56612066802
1024688;1;1;1;10;1;1;1;38;1;2;2;2; ; ; ; ;1;1;2; ;3;2; ;2;2;6;1970;23;1905,033812103
1024688;1;2;1;10;2;2;1;33;2;1;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;9;1975;23;1905,033812103
1024688;1;3;1;10;3;2;1;16;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;12;1992;23;1905,033812103
1024688;1;4;1;10;4;2;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;1;1994;23;1905,033812103
1024688;1;5;1;10;2;1;1;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;8;1996;23;1905,033812103
1024688;1;6;1;10;2;1;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;3;1998;23;1905,033812103
1024688;1;7;1;10;2;1;1;8;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;11;2000;23;1905,033812103
1024688;1;8;1;10;2;1;1;5;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;8;2003;23;1905,033812103
1024689;1;1;1;10;1;1;1;48;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;1960;23;1221,94755306537
1024689;1;2;1;10;2;2;1;44;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;6;1964;23;1221,94755306537
1024689;1;3;1;10;3;2;1;21;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;12;1987;23;1221,94755306537
1024689;1;4;1;10;2;1;1;19;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;11;1989;23;1221,94755306537
1024690;1;1;1;10;1;1;1;37;1;2;1; ; ;1;4; ;2;1;2; ;3;5; ;2;5;4;1971;23;1427,16503647964
1024690;1;2;1;10;2;2;1;28;2;2;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;6;1980;23;1427,16503647964
1024690;1;3;1;10;2;2;1;11;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;2;5;10;1997;23;1427,16503647964
1024690;1;4;1;10;2;1;1;8;3; ;1; ; ;1;5; ;2;1;1;1;3;4; ;2;4;2;2000;23;1427,16503647964
1024690;1;5;1;10;2;2;1;6;3; ;1; ; ;1;5; ;2;2;1;1;3;1; ;2;1;2;2002;23;1427,16503647964
1024690;1;6;1;10;6;1;1;21;5;6;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;11;1987;23;1427,16503647964
1024691;1;1;1;10;1;1;1;35;1;2;2;1;16; ; ; ;2;1;2; ;5;11;2;2;11;2;1973;23;916,961056466808
1024691;1;2;1;10;2;2;1;26;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;6;1982;23;916,961056466808
1024691;1;3;1;10;2;2;1;0;3; ;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;8;2008;23;916,961056466808
1024692;1;1;1;10;1;1;1;50;1;2;2;2; ; ; ; ;2;1;2; ;3;3; ;2;3;4;1958;23;1096,10846512424
1024692;1;2;1;10;2;2;1;48;2;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;11;1960;23;1096,10846512424
1024692;1;3;1;10;3;1;1;33;3;6;2;2; ; ; ; ;2;1;2; ;3;5; ;2;5;11;1975;23;1096,10846512424
1024692;1;4;1;10;4;1;1;15;3;6;2;2; ; ; ; ;2;1;1;1;3;5; ;2;5;7;1993;23;1096,10846512424
1024692;1;5;1;10;2;1;1;13;3;6;2;2; ; ; ; ;2;1;1;1;3;3; ;2;3;6;1995;23;1096,10846512424
1024692;1;6;1;10;2;1;1;8;3; ;2;2; ; ; ; ;2;1;1;1;3;2; ;2;2;2;2000;23;1096,10846512424
1024692;1;7;1;10;2;2;1;4;3; ;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;4;2004;23;1096,10846512424
1024692;1;8;1;10;8;1;1;83;5;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;4;1925;23;1096,10846512424
1024692;1;9;1;10;9;2;1;85;5;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;7;1923;23;1096,10846512424
1024693;1;1;1;10;1;1;1;19;1;2;2;2; ; ; ; ;2;1;2; ;3;4; ;2;4;1;1989;23;1767,00859143474
1024693;1;2;1;10;2;2;1;14;2;1;2;2; ; ; ; ;2;1;2; ;3;4; ;2;4;5;1994;23;1767,00859143474
1024693;1;3;1;10;2;2;1;0;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;3;2008;23;1767,00859143474
1024694;1;1;1;10;1;1;1;65;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;1943;23;807,634653684011
1024694;1;2;1;10;2;2;1;57;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;7;1951;23;807,634653684011
1024694;1;3;1;10;3;1;1;39;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;1969;23;807,634653684011
1024694;1;4;1;10;4;1;1;37;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;1971;23;807,634653684011
1024694;1;5;1;10;5;1;1;33;3;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;4;1975;23;807,634653684011
1024694;1;6;1;10;6;1;1;24;3;6;1; ; ;3; ; ;2;1;1;1;6;3;2;2;14;1;1984;23;807,634653684011
1024694;1;7;1;10;1;2;1;7;4; ;1; ; ;3; ; ;2;1;1;1;2;0; ;2;0;8;2001;23;807,634653684011
1024694;1;8;1;10;1;2;1;3;4; ;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;7;2005;23;807,634653684011
1024965;1;1;1;10;1;1;1;70;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1938;41;1166,24439427108
1024965;1;2;1;10;2;2;1;62;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;7;1946;41;1166,24439427108
1024965;1;3;1;10;2;1;1;13;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;5;1995;41;1166,24439427108
1024965;1;4;1;10;4;1;1;9;4; ;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;2;1999;41;1166,24439427108
1024966;1;1;1;10;1;1;1;71;1;3;1; ; ;1;5; ;2;1;2; ;3;4; ;2;4;4;1937;41;2032,30137800439
1024966;1;2;1;10;2;2;1;63;2;3;1; ; ;1;5; ;2;1;2; ;3;3; ;2;3;2;1945;41;2032,30137800439
1024966;1;3;1;10;3;1;1;35;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;10;1973;41;2032,30137800439
1024966;1;4;1;10;4;1;1;35;3;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;10;1973;41;2032,30137800439
1024975;1;1;1;10;1;1;1;19;1;6;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;4;1989;41;1113,3755993429
1024976;1;1;1;10;1;1;1;54;1;3;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;3;1954;41;1341,30553113931
1024976;1;2;1;10;2;2;1;54;2;3;1; ; ;1;5; ;2;1;2; ;3;1; ;2;1;4;1954;41;1341,30553113931
1024976;1;3;1;10;3;1;1;24;3;6;1; ; ;1;1;18460;2;1;2; ;5;11;2;2;11;4;1984;41;1341,30553113931
1024976;1;4;1;10;4;1;1;23;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;8;1985;41;1341,30553113931
1024977;1;1;1;10;1;1;1;45;1;3;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;1;1964;41;972,360396062085
1024977;1;2;1;10;2;2;1;43;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;1;1966;41;972,360396062085
1024977;1;3;1;10;3;1;1;16;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;12;1992;41;972,360396062085
1024977;1;4;1;10;4;2;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;4;1994;41;972,360396062085
1024977;1;5;1;10;2;1;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;2;2006;41;972,360396062085
1024978;1;1;1;10;1;1;1;44;1;5;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;8;1964;41;1404,62871478311
1024978;1;2;1;10;2;2;1;20;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;8;1988;41;1404,62871478311
1024978;1;3;1;10;2;2;1;3;4; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;3;2005;41;1404,62871478311
1024978;1;4;1;10;2;2;1;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;3;2008;41;1404,62871478311
1024979;1;1;1;10;1;2;1;43;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;1965;41;567,759742209063
1024979;1;2;1;10;2;1;1;14;3;6;1; ; ;3; ; ;2;2;1;1;3;5; ;2;5;3;1994;41;567,759742209063
1024979;1;3;1;10;1;2;1;11;3;6;1; ; ;3; ; ;2;2;1;1;3;3; ;2;3;8;1997;41;567,759742209063
1024979;1;4;1;10;1;1;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;8;2000;41;567,759742209063
1024979;1;5;1;10;1;2;1;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;7;2003;41;567,759742209063
1024980;1;1;1;10;1;1;1;40;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;5;1968;41;669,861872621126
1024980;1;2;1;10;2;2;1;30;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;11;1978;41;669,861872621126
1024980;1;3;1;10;2;1;1;6;3; ;1; ; ;3; ; ;2;2;1;1;3;1; ;2;1;3;2002;41;669,861872621126
1024980;1;4;1;10;2;1;1;3;3; ;1; ; ;3; ; ;2;1;1;1;2;0; ;2;0;4;2005;41;669,861872621126
1024981;1;1;1;10;1;2;1;78;1;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;6;1930;41;12,2924710457614
1024982;1;1;1;10;1;2;1;91;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;7;1917;41;12,6509599347548
1024982;2;1;2;10;1;2;1;83;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;8;1925;41;12,6509599347548
1024982;2;2;2;10;2;2;1;54;3;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;1954;41;12,6509599347548
1024982;2;3;2;10;3;1;1;38;3;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;3;1970;41;12,6509599347548
1024983;1;1;1;10;1;1;1;46;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;3;1962;41;728,739910640194
1024983;1;2;1;10;2;2;1;39;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;3;1969;41;728,739910640194
1024983;1;3;1;10;3;1;1;17;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;10;1991;41;728,739910640194
1024983;1;4;1;10;4;1;1;13;3;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;9;1995;41;728,739910640194
1024983;1;5;1;10;5;1;1;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;9;1997;41;728,739910640194
1024983;1;6;1;10;1;1;1;8;3; ;1; ; ;3; ; ;2;2;1;1;3;1; ;2;1;9;2000;41;728,739910640194
1024983;1;7;1;10;1;2;1;6;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;8;2002;41;728,739910640194
1024983;1;8;1;10;1;1;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;6;2005;41;728,739910640194
1024983;1;9;1;10;1;1;1;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;4;2007;41;728,739910640194
1024984;1;1;1;10;1;1;1;46;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;2;1962;41;1227,95799272649
1024984;1;2;1;10;2;2;1;35;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;10;1973;41;1227,95799272649
1024984;1;3;1;10;3;1;1;15;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;1993;41;1227,95799272649
1024984;1;4;1;10;2;2;1;9;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;1;2000;41;1227,95799272649
1024984;1;5;1;10;2;2;1;6;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;9;2002;41;1227,95799272649
1024984;1;6;1;10;6;2;1;17;3;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;10;1991;41;1227,95799272649
1024984;1;7;1;10;6;2;1;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;3;2008;41;1227,95799272649
1024985;1;1;1;10;1;1;1;33;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;10;1975;41;1255,48107262928
1024985;1;2;1;10;2;2;1;30;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;5;1978;41;1255,48107262928
1024985;1;3;1;10;3;1;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;6;1998;41;1255,48107262928
1024985;1;4;1;10;2;2;1;8;3; ;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;3;2000;41;1255,48107262928
1024985;1;5;1;10;2;2;1;6;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;4;2002;41;1255,48107262928
1024986;1;1;1;10;1;1;1;33;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;8;1975;41;686,962550367148
1024986;1;2;1;10;2;2;1;26;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;3;1982;41;686,962550367148
1024986;1;3;1;10;2;2;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;8;1999;41;686,962550367148
1024986;1;4;1;10;2;2;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;12;2000;41;686,962550367148
1024986;1;5;1;10;2;1;1;6;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;3;2002;41;686,962550367148
1024986;1;6;1;10;2;2;1;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;10;2003;41;686,962550367148
1024986;1;7;1;10;2;1;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;2;2006;41;686,962550367148
1024987;1;1;1;10;1;1;1;74;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;4;1934;41;894,524169534562
1024987;1;2;1;10;2;2;1;56;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;4;1952;41;894,524169534562
1024987;1;3;1;10;3;1;1;19;3;6;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;4;1989;41;894,524169534562
1024987;1;4;1;10;4;2;1;18;3;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;12;1990;41;894,524169534562
1024987;1;5;1;10;2;1;1;7;4; ;1; ; ;3; ; ;2;2;1;1;3;1; ;2;1;10;2001;41;894,524169534562
1024987;1;6;1;10;2;1;1;3;4; ;1; ; ;3; ; ;2;2;1;1;2;1; ;2;0;3;2005;41;894,524169534562
1024988;1;1;1;10;1;1;1;42;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;8;1966;41;841,912179903248
1024988;1;2;1;10;2;2;1;37;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;3;1971;41;841,912179903248
1024988;1;3;1;10;3;2;1;19;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;10;1989;41;841,912179903248
1024988;1;4;1;10;4;2;1;17;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1991;41;841,912179903248
1024988;1;5;1;10;1;1;1;8;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;12;2000;41;841,912179903248
1024989;1;1;1;10;1;2;2;73;1;5;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1; ; ;41;1307,51640284876
1024989;1;2;1;10;1;1;2;77;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0; ; ;41;1307,51640284876
1024990;1;1;1;10;1;1;1;37;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;1;1971;41;508,075344501099
1024990;1;2;1;10;2;2;1;31;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;3;1977;41;508,075344501099
1024990;1;3;1;10;2;1;1;7;3; ;1; ; ;3; ; ;2;2;1;1;3;1; ;2;1;6;2001;41;508,075344501099
1024990;1;4;1;10;2;1;1;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;9;2004;41;508,075344501099
1024990;1;5;1;10;2;1;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;4;2006;41;508,075344501099
1024992;1;1;1;10;1;1;1;74;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;10;1934;41;1307,51640284876
1024992;1;2;1;10;2;2;1;69;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;1939;41;1307,51640284876
1024994;1;1;1;10;1;1;1;68;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;7;1940;41;910,631125705935
1024994;1;2;1;10;2;2;1;29;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1979;41;910,631125705935
1024994;1;3;1;10;2;2;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;4;1999;41;910,631125705935
1024994;1;4;1;10;4;1;1;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;2;2001;41;910,631125705935
1024994;1;5;1;10;2;2;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;2005;41;910,631125705935
1024994;1;6;1;10;2;2;1;1;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;1;2008;41;910,631125705935
1024995;1;1;1;10;1;1;1;40;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;11;1968;41;1119,33263055511
1024995;1;2;1;10;2;2;1;30;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1978;41;1119,33263055511
1024995;1;3;1;10;3;2;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;9;1994;41;1119,33263055511
1024995;1;4;1;10;2;2;1;5;3; ;1; ; ;3; ; ;2;1;1;1;2;0; ;2;0;10;2003;41;1119,33263055511
1024996;1;1;1;10;1;1;1;61;1;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;10;1947;41;1411,62322519096
1025006;1;1;1;10;1;1;1;83;1;3;1; ; ;1;5; ;2;2;2; ;1;0; ;2;0;12;1925;41;1438,22142430447
1025006;1;2;1;10;2;2;1;73;2;3;1; ; ;1;5; ;2;2;2; ;1;0; ;2;0;2;1935;41;1438,22142430447
1025006;1;3;1;10;3;1;1;53;3;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;1955;41;1438,22142430447
1025006;1;4;1;10;4;2;1;53;5;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;4;1955;41;1438,22142430447
1025007;1;1;1;10;1;1;1;27;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;1;1982;41;914,059017454853
1025007;1;2;1;10;2;2;1;26;2;3;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;11;1982;41;914,059017454853
1025007;1;3;1;10;2;2;1;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;10;2004;41;914,059017454853
1025007;1;4;1;10;2;1;1;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;11;2007;41;914,059017454853
1025008;1;1;1;10;1;1;1;73;1;3;1; ; ;1;5; ;2;1;2; ;3;4; ;2;4;5;1935;41;1125,14545487681
1025008;1;2;1;10;2;2;1;64;2;3;1; ; ;1;3;57700;2;1;2; ;3;5; ;2;5;1;1945;41;1125,14545487681
1025008;1;3;1;10;3;2;1;45;3;6;1; ; ;3; ; ;1;1;2; ;5;11;1;2;11;6;1963;41;1125,14545487681
1025008;1;4;1;10;4;1;1;17;4;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;12;1991;41;1125,14545487681
1025016;1;1;1;10;1;1;1;46;1;2;2;1;60; ; ; ;2;1;2; ;3;5; ;2;5;4;1962;41;1393,22826295243
1025016;1;2;1;10;2;2;1;24;2;2;2;1;18; ; ; ;2;1;2; ;5;11;2;2;11;8;1984;41;1393,22826295243
1025017;1;1;1;10;1;1;1;49;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;4;1959;41;1614,01947745048
1025017;1;2;1;10;2;2;1;56;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;10;1952;41;1614,01947745048
1025017;1;3;1;10;3;1;1;18;3;6;2;1;48; ; ; ;2;1;2; ;4;8; ;2;8;8;1990;41;1614,01947745048
1025017;1;4;1;10;4;1;1;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;7;1991;41;1614,01947745048
1025017;1;5;1;10;5;1;1;15;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;10;1993;41;1614,01947745048
1025018;1;1;1;10;1;1;1;58;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;9;1950;41;555,363611587129
1025018;1;2;1;10;2;2;1;53;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1955;41;555,363611587129
1025018;1;3;1;10;3;2;1;18;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;7;1990;41;555,363611587129
1025018;1;4;1;10;4;2;1;15;3;6;1; ; ;3; ; ;1;1;1;1;4;8; ;2;8;12;1993;41;555,363611587129
1025018;1;5;1;10;5;2;1;22;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;8;1986;41;555,363611587129
1025018;1;6;1;10;5;1;1;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;10;2006;41;555,363611587129
1025018;1;7;1;10;5;1;1;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;8;2008;41;555,363611587129
1025020;1;1;1;10;1;1;1;72;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;2;1936;41;1951,44744032887
1025020;1;2;1;10;2;2;1;66;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;3;1942;41;1951,44744032887
1025020;1;3;1;10;3;1;1;39;3;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;1969;41;1951,44744032887
1025020;1;4;1;10;4;1;1;37;3;6;2;2; ; ; ; ;2;1;2; ;5;11;2;2;11;12;1971;41;1951,44744032887
1025020;1;5;1;10;4;2;1;9;4; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;1;2000;41;1951,44744032887
1025020;1;6;1;10;6;2;1;32;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;6;1976;41;1951,44744032887
1025020;1;7;1;10;6;1;1;11;4;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;12;1997;41;1951,44744032887
1025021;1;1;1;10;1;1;1;64;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;6;1944;41;1912,26710329853
1025021;1;2;1;10;2;2;1;67;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;4;1941;41;1912,26710329853
1025021;1;3;1;10;3;1;1;36;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1972;41;1912,26710329853
1025021;1;4;1;10;1;1;1;15;4;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;12;1993;41;1912,26710329853
1025021;1;5;1;10;5;1;1;11;4;6;1; ; ;3; ; ;2;1;1;1;3;5; ;2;5;6;1997;41;1912,26710329853
1025022;1;1;1;10;1;1;1;68;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;5;1940;41;1199,72450538608
1025022;1;2;1;10;2;2;1;70;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;1938;41;1199,72450538608
1025022;1;3;1;10;3;1;1;26;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;1;1983;41;1199,72450538608
1025022;1;4;1;10;4;2;1;36;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;6;1972;41;1199,72450538608
1025022;1;5;1;10;4;1;1;9;4; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;9;1999;41;1199,72450538608
1025024;1;1;1;10;1;1;1;57;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;1951;41;16,925321138625
1025024;1;2;1;10;2;2;1;25;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;6;1983;41;16,925321138625
1025024;1;3;1;10;1;2;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;10;1998;41;16,925321138625
1025024;1;4;1;10;1;1;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;11;1999;41;16,925321138625
1025024;1;5;1;10;1;1;1;82;5;5;1; ; ;1;2;80000;2;2;2; ;1;0; ;2;0;11;1926;41;16,925321138625
1025025;1;1;1;10;1;1;1;81;1;3;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;6;1927;41;13,4064681022603
1025025;1;2;1;10;2;2;1;81;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;6;1927;41;13,4064681022603
1025025;1;3;1;10;3;2;1;45;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;10;1963;41;13,4064681022603
1025025;1;4;1;10;4;2;1;15;4;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;9;1993;41;13,4064681022603
1025026;1;1;1;10;1;1;1;78;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;6;1930;41;17,622625524292
1025026;1;2;1;10;2;2;1;76;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;7;1932;41;17,622625524292
1025027;1;1;1;10;1;1;1;44;1;2;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;8;1964;41;1119,33263055511
1025027;1;2;1;10;2;2;1;49;2;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;6;1959;41;1119,33263055511
1025027;1;3;1;10;2;2;1;12;3;6;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;4;1996;41;1119,33263055511
1025027;1;4;1;10;2;2;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;3;2000;41;1119,33263055511
1025028;1;1;1;10;1;1;1;51;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1957;41;1426,45156877056
1025029;1;1;1;10;1;1;1;40;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;8;1968;41;864,311693302535
