DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;CLASE;ESC;P6030S1;P6030S3;DPTO;fex_c_2011
1024584;1;2;1;10;2;1;1;23;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;12;1985;23;1229,15293788179
1024585;1;1;1;10;1;2;1;78;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;4;1930;23;1095,47619692122
1024585;1;2;1;10;2;1;1;59;3;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;1;1950;23;1095,47619692122
1024586;1;1;1;10;1;1;1;52;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;8;1956;23;1364,64532189599
1024586;1;2;1;10;2;2;1;38;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;1970;23;1364,64532189599
1024586;1;3;1;10;3;1;1;19;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;8;1989;23;1364,64532189599
1024586;1;4;1;10;4;1;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;4;2000;23;1364,64532189599
1024586;1;5;1;10;2;1;1;7;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;7;2001;23;1364,64532189599
1024587;1;1;1;10;1;1;1;24;1;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;4;1984;23;1245,80679388702
1024587;1;2;1;10;2;2;1;28;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;1980;23;1245,80679388702
1024587;1;3;1;10;2;2;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;9;2005;23;1245,80679388702
1024587;1;4;1;10;2;2;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;12;2006;23;1245,80679388702
1024588;1;1;1;10;1;1;1;55;1;3;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;4;1953;23;1306,94549870398
1024588;1;2;1;10;2;2;1;42;2;3;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;2;1966;23;1306,94549870398
1024588;1;3;1;10;2;1;1;3;4; ;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;8;2005;23;1306,94549870398
1024588;1;4;1;10;2;1;1;7;5; ;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;11;2001;23;1306,94549870398
1024589;1;1;1;10;1;1;1;21;1;2;2;2; ; ; ; ;2;1;2; ;3;5; ;2;5;3;1987;23;1767,00859143474
1024589;1;2;1;10;2;2;1;17;2;2;2;2; ; ; ; ;2;1;2; ;4;7; ;2;7;3;1991;23;1767,00859143474
1024589;1;3;1;10;2;2;1;1;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;11;2007;23;1767,00859143474
1024597;1;1;1;10;1;1;1;65;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;12;1943;23;2034,48795376428
1024597;1;2;1;10;2;2;1;60;2;2;1; ; ;3; ; ;1;1;2; ;3;2; ;2;2;2;1948;23;2034,48795376428
1024597;1;3;1;10;3;1;1;23;3;6;2;2; ; ; ; ;2;1;2; ;5;11;2;2;11;6;1985;23;2034,48795376428
1024597;1;4;1;10;4;1;1;20;3;6;2;2; ; ; ; ;2;1;2; ;4;8; ;2;8;12;1988;23;2034,48795376428
1024597;1;5;1;10;5;1;1;15;4;6;2;2; ; ; ; ;2;1;1;1;4;9; ;2;9;10;1993;23;2034,48795376428
1024597;1;6;1;10;6;1;1;14;4;6;2;2; ; ; ; ;2;1;2; ;4;8; ;2;8;1;1995;23;2034,48795376428
1024597;1;7;1;10;7;2;1;12;4;6;2;2; ; ; ; ;1;1;1;1;3;5; ;2;5;5;1996;23;2034,48795376428
1024597;1;8;1;10;2;1;1;10;4;6;2;2; ; ; ; ;1;1;1;1;3;3; ;2;3;11;1998;23;2034,48795376428
1024597;1;9;1;10;2;2;1;5;4; ;2;2; ; ; ; ;2;2;1;1;3;5; ;2;5;6;2003;23;2034,48795376428
1024597;1;10;1;10;2;2;1;4;4; ;2;2; ; ; ; ;1;2;1;1;2;0; ;2;0;1;2005;23;2034,48795376428
1024606;1;1;1;10;1;1;1;34;1;1;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;9;1974;23;1498,12760812488
1024606;1;2;1;10;2;2;1;28;2;2;2;2; ; ; ; ;2;1;2; ;4;8; ;2;8;2;1980;23;1498,12760812488
1024606;1;3;1;10;2;2;1;10;3;6;2;2; ; ; ; ;1;1;1;1;3;3; ;2;3;12;1998;23;1498,12760812488
1024606;1;4;1;10;2;1;1;7;3; ;2;2; ; ; ; ;2;2;1;1;3;2; ;2;2;3;2001;23;1498,12760812488
1024606;1;5;1;10;2;2;1;6;3; ;2;2; ; ; ; ;2;2;1;1;3;0; ;2;0;1;2003;23;1498,12760812488
1024606;1;6;1;10;2;1;1;4;3; ;2;2; ; ; ; ;2;2;1;1;2;0; ;2;0;8;2004;23;1498,12760812488
1024606;1;7;1;10;2;2;1;2;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;10;2006;23;1498,12760812488
1024607;1;1;1;10;1;2;1;26;1;4;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;4;1982;23;1386,35386852236
1024607;1;2;1;10;1;1;1;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;6;1997;23;1386,35386852236
1024607;1;3;1;10;1;2;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;11;2000;23;1386,35386852236
1024607;1;4;1;10;1;1;1;5;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;10;2003;23;1386,35386852236
1024608;1;1;1;10;1;2;1;63;1;4;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;8;1945;23;1250,52643336651
1024608;1;2;1;10;2;2;1;37;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;6;1971;23;1250,52643336651
1024608;1;3;1;10;3;2;1;16;4;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;9;1992;23;1250,52643336651
1024609;1;1;1;10;1;1;1;51;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;8;1957;23;1352,06099616336
1024609;1;2;1;10;2;2;1;33;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;1975;23;1352,06099616336
1024609;1;3;1;10;3;1;1;18;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;1;1991;23;1352,06099616336
1024609;1;4;1;10;4;1;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;7;1995;23;1352,06099616336
1024609;1;5;1;10;2;1;1;11;3;6;2;2; ; ; ; ;2;1;1;1;3;4; ;2;4;1;1998;23;1352,06099616336
1024609;1;6;1;10;2;2;1;9;3; ;2;2; ; ; ; ;2;1;1;1;3;4; ;2;4;2;1999;23;1352,06099616336
1024609;1;7;1;10;7;2;1;9;9; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;3;1999;23;1352,06099616336
1024610;1;1;1;10;1;1;1;41;1;2;2;2; ; ; ; ;2;1;2; ;3;2; ;2;2;12;1967;23;1600,04731550444
1024610;1;2;1;10;2;2;1;34;2;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;12;1974;23;1600,04731550444
1024610;1;3;1;10;3;1;1;15;3;6;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;9;1993;23;1600,04731550444
1024610;1;4;1;10;4;2;1;11;3;6;1; ; ;3; ; ;2;2;1;1;3;2; ;2;2;6;1997;23;1600,04731550444
1024610;1;5;1;10;2;2;1;8;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;7;2000;23;1600,04731550444
1024610;1;6;1;10;2;1;1;7;3; ;1; ; ;3; ; ;2;2;1;1;1;0; ;2;0;10;2001;23;1600,04731550444
1024610;1;7;1;10;2;1;1;5;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;1;2004;23;1600,04731550444
1024611;1;1;1;10;1;1;1;28;1;2;2;2; ; ; ; ;2;1;2; ;3;2; ;2;2;8;1980;23;884,625852077345
1024611;1;2;1;10;2;2;1;35;2;2;2;2; ; ; ; ;2;1;2; ;3;2; ;2;2;4;1973;23;884,625852077345
1024612;1;1;1;10;1;1;1;42;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;8;1966;23;1347,5511952952
1024612;1;2;1;10;2;2;1;49;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;10;1959;23;1347,5511952952
1024612;1;3;1;10;2;2;1;9;3; ;2;2; ; ; ; ;1;1;1;1;3;1; ;2;1;6;1999;23;1347,5511952952
1024612;1;4;1;10;2;1;1;6;3; ;2;2; ; ; ; ;2;2;1;1;3;1; ;2;1;3;2002;23;1347,5511952952
1024612;1;5;1;10;5;2;1;26;3;2;2;2; ; ; ; ;2;1;2; ;4;8; ;2;8;11;1982;23;1347,5511952952
1024612;1;6;1;10;6;1;1;38;5;2;2;2; ; ; ; ;2;1;2; ;3;3; ;2;3;2;1970;23;1347,5511952952
1024612;1;7;1;10;5;2;1;6;4; ;1; ; ;3; ; ;2;2;1;1;3;1; ;2;1;4;2002;23;1347,5511952952
1024612;1;8;1;10;5;1;1;5;4; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;12;2003;23;1347,5511952952
1024612;1;9;1;10;5;2;1;3;4; ;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;7;2005;23;1347,5511952952
1024612;1;10;1;10;5;1;1;1;4; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;2;2007;23;1347,5511952952
1024612;1;11;1;10;11;2;1;24;3;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;7;1984;23;1347,5511952952
1024612;1;12;1;10;11;2;1;2;4; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;7;2006;23;1347,5511952952
1024613;1;1;1;10;1;1;1;46;1;6;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;9;1962;23;1110,49933144903
1024614;1;1;1;10;1;1;1;43;1;2;2;2; ; ; ; ;1;2;2; ;1;0; ;2;0;1;1966;23;706,768925479357
1024614;1;2;1;10;2;2;1;51;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;6;1957;23;706,768925479357
1024614;1;3;1;10;3;1;1;84;5;5;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;12;1924;23;706,768925479357
1024615;1;1;1;10;1;1;1;50;1;2;2;2; ; ; ; ;2;1;2; ;3;3; ;2;3;12;1958;23;1211,91821487104
1024615;1;2;1;10;2;2;1;46;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;1962;23;1211,91821487104
1024615;1;3;1;10;2;1;1;17;3;6;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;11;1991;23;1211,91821487104
1024615;1;4;1;10;4;2;1;15;3;6;2;2; ; ; ; ;2;1;1;1;3;4; ;2;4;2;1993;23;1211,91821487104
1024615;1;5;1;10;5;2;1;25;3;2;2;2; ; ; ; ;2;1;2; ;3;2; ;2;2;3;1983;23;1211,91821487104
1024615;1;6;1;10;6;1;1;50;5;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;12;1958;23;1211,91821487104
1024615;1;7;1;10;5;1;1;8;4; ;2;2; ; ; ; ;2;2;1;1;3;0; ;2;0;1;2001;23;1211,91821487104
1024615;1;8;1;10;5;1;1;5;4; ;2;2; ; ; ; ;2;2;1;1;2;0; ;2;0;3;2003;23;1211,91821487104
1024615;1;9;1;10;5;2;1;2;4; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;11;2006;23;1211,91821487104
1024616;1;1;1;10;1;1;1;42;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;1966;23;916,961056466808
1024616;1;2;1;10;2;2;1;38;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;2;1970;23;916,961056466808
1024616;1;3;1;10;2;2;1;8;5; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;2;2000;23;916,961056466808
1024617;1;1;1;10;1;1;1;45;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;8;1963;23;1110,49933144903
1024618;1;1;1;10;1;1;1;44;1;2;2;2; ; ; ; ;2;1;2; ;3;2; ;2;2;1;1965;23;1018,88076384637
1024618;1;2;1;10;2;2;1;47;2;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;10;1961;23;1018,88076384637
1024618;1;3;1;10;3;1;1;17;9;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;7;1991;23;1018,88076384637
1024619;1;1;1;10;1;2;1;38;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1970;23;1394,82983209017
1024619;1;2;1;10;2;1;1;39;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;11;1969;23;1394,82983209017
1024619;1;3;1;10;3;2;1;17;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;3;1991;23;1394,82983209017
1024619;1;4;1;10;4;1;1;16;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;9;1992;23;1394,82983209017
1024619;1;5;1;10;5;1;1;9;3; ;2;2; ; ; ; ;1;2;1;1;3;1; ;2;1;3;1999;23;1394,82983209017
1024620;1;1;1;10;1;1;1;69;1;3;1; ; ;1;5; ;2;1;2; ;4;9; ;2;9;2;1939;23;1240,35776645333
1024620;1;2;1;10;2;2;1;59;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;11;1949;23;1240,35776645333
1024620;1;3;1;10;3;1;1;24;3;6;2;1;4; ; ; ;2;1;2; ;6;5;4;2;16;11;1984;23;1240,35776645333
1024620;1;4;1;10;2;1;1;9;4; ;1; ; ;1;5; ;2;1;1;1;3;4; ;2;4;7;1999;23;1240,35776645333
1024620;1;5;1;10;5;1;1;27;8;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;2;1981;23;1240,35776645333
1024621;1;1;1;10;1;1;1;44;1;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;7;1964;23;1897,51308313021
1024621;1;2;1;10;2;2;1;40;2;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;7;1968;23;1897,51308313021
1024621;1;3;1;10;3;2;1;15;3;6;2;2; ; ; ; ;2;1;2; ;3;4; ;2;4;2;1993;23;1897,51308313021
1024621;1;4;1;10;4;2;1;12;3;6;2;2; ; ; ; ;1;2;1;1;3;1; ;2;1;7;1996;23;1897,51308313021
1024621;1;5;1;10;2;2;1;10;3;6;2;2; ; ; ; ;1;2;1;1;3;0; ;2;0;3;1998;23;1897,51308313021
1024621;1;6;1;10;2;2;1;8;3; ;2;2; ; ; ; ;2;2;1;1;3;0; ;2;0;8;2000;23;1897,51308313021
1024621;1;7;1;10;2;1;1;7;3; ;2;2; ; ; ; ;2;2;1;1;3;0; ;2;0;1;2002;23;1897,51308313021
1024621;1;8;1;10;2;2;1;6;3; ;2;2; ; ; ; ;2;2;1;1;2;0; ;2;0;3;2002;23;1897,51308313021
1024621;1;9;1;10;2;2;1;0;3; ;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;8;2008;23;1897,51308313021
1024622;1;1;1;10;1;2;1;54;1;2;1; ; ;1;1;52000;2;1;1;1;5;11;2;2;11;8;1954;23;853,343198356843
1024622;1;2;1;10;2;2;1;34;5;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;7;1974;23;853,343198356843
1024622;1;3;1;10;2;2;1;5;5; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;3;2003;23;853,343198356843
1024629;1;1;1;10;1;1;1;50;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;1958;23;1433,45719934595
1024629;1;2;1;10;2;2;1;44;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;10;1964;23;1433,45719934595
1024629;1;3;1;10;3;2;1;11;3;6;2;2; ; ; ; ;2;1;1;1;3;4; ;2;4;1;1998;23;1433,45719934595
1024629;1;4;1;10;2;1;1;7;3; ;2;2; ; ; ; ;2;2;2; ;3;1; ;2;1;2;2001;23;1433,45719934595
1024629;1;5;1;10;2;1;1;7;3; ;2;2; ; ; ; ;2;2;2; ;3;1; ;2;1;2;2001;23;1433,45719934595
1024637;1;1;1;10;1;1;1;46;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;1962;23;1287,39058738443
1024637;1;2;1;10;2;2;1;33;2;2;2;2; ; ; ; ;2;1;2; ;3;5; ;2;5;8;1975;23;1287,39058738443
1024637;1;3;1;10;3;1;1;15;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;5;1993;23;1287,39058738443
1024637;1;4;1;10;4;1;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;11;1995;23;1287,39058738443
1024637;1;5;1;10;5;1;1;10;3;6;2;2; ; ; ; ;2;1;1;1;3;4; ;2;4;10;1998;23;1287,39058738443
1024638;1;1;1;10;1;1;1;58;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;2;1950;23;1268,35847594602
1024638;1;2;1;10;2;2;1;60;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;1;1949;23;1268,35847594602
1024638;1;3;1;10;2;1;1;9;4; ;2;2; ; ; ; ;2;1;1;1;3;3; ;2;3;7;1999;23;1268,35847594602
1024639;1;1;1;10;1;1;1;67;1;4;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;10;1941;23;1094,89802611276
1024640;1;1;1;10;1;1;1;34;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1974;23;1529,0847438592
1024640;1;2;1;10;2;2;1;33;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;10;1975;23;1529,0847438592
1024640;1;3;1;10;3;1;1;12;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;11;1996;23;1529,0847438592
1024640;1;4;1;10;4;1;1;11;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;4;1997;23;1529,0847438592
1024640;1;5;1;10;2;2;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;11;1998;23;1529,0847438592
1024640;1;6;1;10;2;1;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;5;2000;23;1529,0847438592
1024641;1;1;1;10;1;1;1;69;1;2;2;2; ; ; ; ;1;2;2; ;1;0; ;2;0;3;1939;23;1095,47619692122
1024641;1;2;1;10;2;2;1;65;2;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;2;1943;23;1095,47619692122
1024642;1;1;1;10;1;1;1;27;1;2;2;2; ; ; ; ;2;1;2; ;3;2; ;2;2;8;1981;23;1295,06081890588
1024642;1;2;1;10;2;2;1;26;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;1;1982;23;1295,06081890588
1024642;1;3;1;10;2;2;1;7;3; ;2;2; ; ; ; ;1;2;1;1;3;0; ;2;0;6;2001;23;1295,06081890588
1024642;1;4;1;10;2;1;1;5;3; ;2;2; ; ; ; ;2;2;1;1;2;0; ;2;0;3;2003;23;1295,06081890588
1024642;1;5;1;10;2;2;1;3;3; ;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;10;2005;23;1295,06081890588
1024642;1;6;1;10;2;1;1;0;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;9;2008;23;1295,06081890588
1024643;1;1;1;10;1;1;1;83;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;1925;23;1344,70521837719
1024643;1;2;1;10;2;2;1;57;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;9;1951;23;1344,70521837719
1024643;1;3;1;10;3;1;1;36;3;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;9;1972;23;1344,70521837719
1024643;1;4;1;10;4;2;1;35;5;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;10;1973;23;1344,70521837719
1024643;1;5;1;10;5;2;1;11;4;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;1;1998;23;1344,70521837719
1024643;1;6;1;10;4;2;1;8;4; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;2;2000;23;1344,70521837719
1024643;1;7;1;10;4;1;1;7;4; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;10;2001;23;1344,70521837719
1024643;1;8;1;10;8;1;1;19;4;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;7;1989;23;1344,70521837719
1024644;1;1;1;10;1;1;1;66;1;5;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;1;1943;23;1322,39900164414
1024644;1;2;1;10;2;1;1;14;4;6;2;2; ; ; ; ;2;1;1;1;3;4; ;2;4;5;1994;23;1322,39900164414
1024645;1;1;1;10;1;1;1;41;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;6;1967;23;1089,84333549161
1024645;1;2;1;10;2;2;1;32;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;1;1977;23;1089,84333549161
1024645;1;3;1;10;2;2;1;8;3; ;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;4;2000;23;1089,84333549161
1024645;1;4;1;10;2;1;1;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;6;2004;23;1089,84333549161
1024653;1;1;1;10;1;1;1;37;1;2;2;2; ; ; ; ;2;1;2; ;3;4; ;2;4;4;1971;23;884,625852077345
1024653;1;2;1;10;2;2;1;36;2;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;12;1972;23;884,625852077345
1024661;1;1;1;10;1;1;1;35;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;8;1973;23;884,625852077345
1024661;1;2;1;10;2;2;1;33;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;1975;23;884,625852077345
1024662;1;1;1;10;1;1;1;64;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;9;1944;23;1106,1028546843
1024662;1;2;1;10;2;2;1;62;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;2;1946;23;1106,1028546843
1024662;1;3;1;10;1;1;1;36;3;6;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;11;1972;23;1106,1028546843
1024662;1;4;1;10;1;1;1;6;4; ;2;2; ; ; ; ;2;2;1;1;3;0; ;2;0;5;2002;23;1106,1028546843
1024663;1;1;1;10;1;1;1;46;1;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;3;1962;23;1699,04370314859
1024663;1;2;1;10;2;2;1;36;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;10;1972;23;1699,04370314859
1024663;1;3;1;10;3;2;1;16;3;6;2;2; ; ; ; ;2;1;1;1;4;6; ;2;6;12;1992;23;1699,04370314859
1024663;1;4;1;10;4;2;1;14;3;6;2;2; ; ; ; ;2;1;1;1;4;0; ;2;5;12;1994;23;1699,04370314859
1024663;1;5;1;10;2;2;1;10;3;6;2;2; ; ; ; ;2;1;1;1;3;4; ;2;4;3;1998;23;1699,04370314859
1024663;1;6;1;10;6;2;1;4;3; ;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;4;2004;23;1699,04370314859
1024663;1;7;1;10;7;1;1;2;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;5;2006;23;1699,04370314859
1024664;1;1;1;10;1;1;1;78;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;1930;23;706,768925479357
1024664;1;2;1;10;2;1;1;44;3;6;2;2; ; ; ; ;2;1;2; ;3;4; ;2;4;7;1964;23;706,768925479357
1024664;1;3;1;10;3;2;1;47;3;4;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;11;1961;23;706,768925479357
1024665;1;1;1;10;1;1;1;50;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;8;1958;23;1435,60789354123
1024665;1;2;1;10;2;2;1;31;2;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;12;1977;23;1435,60789354123
1024665;1;3;1;10;2;1;1;9;3; ;2;2; ; ; ; ;2;1;1;1;3;3; ;2;3;10;1999;23;1435,60789354123
1024665;1;4;1;10;4;1;1;5;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;6;2003;23;1435,60789354123
1024665;1;5;1;10;2;2;1;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;6;2004;23;1435,60789354123
1024665;1;6;1;10;2;1;1;2;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;12;2006;23;1435,60789354123
1024666;1;1;1;10;1;1;1;63;1;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;2;1945;23;1229,73110869025
1024666;1;2;1;10;2;2;1;58;2;2;2;2; ; ; ; ;2;1;2; ;3;5; ;2;5;5;1950;23;1229,73110869025
1024666;1;3;1;10;3;1;1;18;3;6;2;2; ; ; ; ;2;1;1;1;4;9; ;2;9;6;1990;23;1229,73110869025
1024667;1;1;1;10;1;1;1;61;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;4;1947;23;1206,3462477291
1024667;1;2;1;10;2;2;1;53;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;11;1955;23;1206,3462477291
1024667;1;3;1;10;3;2;1;17;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;8;1991;23;1206,3462477291
1024667;1;4;1;10;4;1;1;19;9;6;2;1;18; ; ; ;2;1;2; ;3;4; ;2;4;7;1989;23;1206,3462477291
1024668;1;1;1;10;1;1;1;55;1;2;2;2; ; ; ; ;2;1;2; ;5;11;2;2;11;7;1953;23;1003,27945851011
1024668;1;2;1;10;2;2;1;53;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;7;1955;23;1003,27945851011
1024668;1;3;1;10;3;1;1;19;3;6;2;2; ; ; ; ;2;1;2; ;5;11;2;2;11;6;1989;23;1003,27945851011
1024669;1;1;1;10;1;1;1;64;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;10;1944;23;1432,79789790924
1024669;1;2;1;10;2;2;1;59;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;5;1949;23;1432,79789790924
1024669;1;3;1;10;3;1;1;16;4;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;10;1992;23;1432,79789790924
1024669;1;4;1;10;4;2;1;10;4;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;7;1998;23;1432,79789790924
1024677;1;1;1;10;1;1;1;25;1;2;2;2; ; ; ; ;2;1;2; ;4;9; ;2;9;2;1983;23;1207,3093063281
1024677;1;2;1;10;2;2;1;28;2;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;8;1980;23;1207,3093063281
1024677;1;3;1;10;2;1;1;9;3; ;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;9;1999;23;1207,3093063281
1024677;1;4;1;10;2;2;1;1;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;1;2007;23;1207,3093063281
1024677;1;5;1;10;2;2;1;0;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;12;2008;23;1207,3093063281
1024678;1;1;1;10;1;1;1;49;1;2;2;2; ; ; ; ;2;1;2; ;3;4; ;2;4;3;1959;23;951,735384232697
1024678;1;2;1;10;2;2;1;38;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;5;1970;23;951,735384232697
1024679;1;1;1;10;1;1;1;61;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;9;1947;23;1079,39029669506
