DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6440;P6450;P6460;P6460S1;P6400;P6422;P6424;P6424S2;P6424S3;P6424S1;P6426;P6430;P6430S1;P6480;P6480S1;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585;P6585S2A1;P6585S3A1;P6585S4A1;P6585S3A2;P6585S2A2;P6585S1A2;P6585S2;P6585S3;P6585S1A1;P6585S4;P6585S1;P6580;P6580S1;P6580S2;P6630S3;P6630S4A1;P6630S3A1;P6630S2A1;P6630S1A1;P6630S4;P6630S2;P6630S1;P6640;P6642S2;P6642S1;P6765;P6765S1;P6772;P6750;P6760;P550;P6780;P6780S1;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6835;P6835S1;P6835S2;P6836;P6836S1;P6836S2;P6837;P6837S1;P6837S2;P6870;P6880;P6880S1;P6910;P6910S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S8;P6980S7A1;P6990;P7020;P7026;P7028;P7028S1;P7040;P7045;P7050;P7050S1;P7070;P760;P6410;P6640S1;P6642S11;P6642S7;P6642S8;P6642S9;P6642S10;P6642S12;P6642S5;P6642S4;P6642S3;P6642S6;P9440;P9450;P6630S6;P6630S6A1;P6410S1;P6545S1;P6545;P6545S2;P6915S1;P6915;P6585S4A2;P6773;P6773S1;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170;P7170S1;P7170S2;P7170S3;P7170S4;P7170S5;P7170S6;P7180;P7190;P7200;P7240;P7240S1;CLASE;OCI;P6420S1;RAMA4D;OFICIO;RAMA2D;RAMA4DP8;RAMA2DP8;DPTO;fex_c_2011
610409;1;2;60;2;;;;;;;;;;150;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;84000;1;;3;;12;56;;.;56;;;1;6;14;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;2;2;2;3;3;3;;2;1;;121;61;1;;;47;488.589.349.228.181
610411;1;1;60;2;;;;;;;;;;36;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;300000;1;;3;;12;105;;.;105;;;1;6;21;2;;;;;;1;1;;;;2;;;;1;;;;;;1;;;;2;1;240;8;;2;;;;;1;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;5211;41;52;;;47;687.802.941.748.084
610411;1;3;60;2;;;;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;400000;1;;1;;12;63;;.;63;;;1;8;16;2;;;;;;1;6;;;;2;;;;1;;;;;;;;1;;2;1;0;4;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;2;2;2;3;3;3;;2;1;;6031;98;60;;;47;687.802.941.748.084
610412;1;5;60;2;;;;;;;;;;24;8;;1;;600000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;14;1;;14;;;1;4;6;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;84;8;;2;;;;;1;;;;;;;;;;;;;2;2;2;;;;2;;;5;;;;2;;;;1;1;1;1;2;2;2;2;2;2;2;;2;1;;2;2;2;3;3;3;2;3;3;3;;2;1;;121;62;1;;;47;458.292.358.363.076
610413;1;1;60;2;;;;;;;;;;600;8;;1;;60000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;30;2;;30;;;1;5;10;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;2;2;2;3;3;3;;2;1;;121;62;1;;;47;476.993.954.323.695
610413;1;2;60;2;;;;;;;;;;108;2;;5;;900000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;1;;740000;740000;;2;1;2;2;;;;;;;;;;;12;25;1;;25;;;1;7;12;2;;;;;;3;7;;;;1;3;2;9;1;1;;;;;;;;;2;1;12;2;;2;;;;;24;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;4;;2;1;;8041;13;80;;;47;476.993.954.323.695
610414;1;1;60;2;;;;;;;;;;120;1;;1;;800000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;77;;.;77;;;1;5;15;2;;;;;;2;8;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;2;2;2;3;3;3;;2;1;;121;60;1;;;47;615.346.594.107.041
610415;1;1;60;2;;;;;;;;;;24;8;;1;;100000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;56;;.;56;;;1;4;11;2;;;;;;1;8;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;3;;2;1;;121;62;1;;;47;858.272.106.805.833
610415;1;9;60;2;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;336000;1;336000;3;;12;84;;.;84;;;1;6;15;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;48;4;;2;;;;;1;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;1;1;2;1;2;2;2;2;1;2;2;;2;1;;2;2;2;3;2;2;2;3;3;3;;2;1;;5225;45;52;;;47;858.272.106.805.833
610415;1;10;60;2;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;336000;1;336000;1;;12;70;;.;70;;;1;5;14;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;1;1;2;1;2;2;2;2;1;2;2;;2;1;;2;2;2;3;3;2;2;2;3;3;;2;1;;140;61;1;;;47;858.272.106.805.833
610416;1;1;60;2;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;240000;1;240000;3;;12;56;;.;56;;;1;5;12;2;;;;;;1;8;;;;2;;;;1;;;;;;1;;;;2;1;36;4;;2;;;;;1;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;9;;2;1;;501;64;5;;;47;627.326.903.283.438
610418;1;3;60;2;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;200000;1;;3;;12;77;;.;77;;;1;5;14;2;;;;;;2;8;;;;2;;;;1;;;;;;1;;;;2;1;72;4;;2;;;;;2;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;1;1;2;1;2;2;2;2;1;1;2;;2;1;;2;2;2;3;3;2;2;3;3;3;;2;1;;501;64;5;;;47;489.992.407.555.524
610420;1;1;60;2;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;240000;1;;3;;12;60;;.;60;;;1;8;17;2;;;;;;2;8;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;2;2;2;3;3;3;;2;1;;501;64;5;;;47;801.416.874.334.797
610421;1;1;60;2;;;;;;;;;;72;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;500000;1;;3;;12;112;;.;112;;;1;5;21;2;;;;;;2;1;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;3;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;2;2;2;3;3;3;;2;1;;5211;41;52;;;47;489.692.095.942.974
610421;1;2;60;2;;;;;;;;;;156;2;;1;;1180000;2;;;2;;2;;2;;2;;;22300;27490;;2;2;;1;1;;2;2;2;;;1;;591000;1182000;;2;1;2;2;;;;;;;;;;;12;35;2;;35;;;1;7;13;2;;;;;;5;7;;;;1;2;2;6;1;1;;;;;;;;;2;1;48;1;;2;;;;;1;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;1;3;3;3;;2;1;;8045;13;80;;;47;489.692.095.942.974
610422;1;1;60;2;;;;;;;;;;240;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;480000;1;5760000;3;;12;63;;.;63;;;1;6;14;2;;;;;;1;8;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;121;61;1;;;47;645.643.584.972.146
610423;1;1;60;2;;;;;;;;;;168;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;300000;1;3600000;3;;12;70;;.;70;;;1;5;14;2;;;;;;1;8;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;3;;2;1;;121;61;1;;;47;645.643.584.972.146
610424;1;1;60;2;;;;;;;;;;36;1;;1;;400000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;40;;.;40;;;2;;;;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;1;5;1;;2;;;;;1;;;;;;;;;;;;;2;2;2;;;;2;;;7;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;2;3;;2;1;;121;60;1;;;47;72.830.238.309.113
610424;1;4;60;2;;;;;;;;;;60;8;;1;;300000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;1;;;;;;;;;;;12;50;;.;50;;;2;;;;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;56;;;;;;;1;5;;50;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;121;62;1;;;47;72.830.238.309.113
610425;1;1;60;2;;;;;;;;;;48;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;63;;.;63;;;1;5;13;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;22;8;;2;;;;;3;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;3;2;3;3;3;;2;1;;116;62;1;;;47;645.643.584.972.146
610426;1;1;60;2;;;;;;;;;;420;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;250000;1;;3;;12;63;;.;63;;;1;5;13;2;;;;;;2;8;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;3;;2;1;;115;61;1;;;47;619.185.527.855.559
610426;1;3;60;2;;;;;;;;;;120;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;77;;.;77;;;1;5;14;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;2;2;2;3;3;3;;2;1;;116;62;1;;;47;619.185.527.855.559
610426;1;4;60;2;;;;;;;;;;60;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;77;;.;12;7;VIENE TRABJANDO NORMALMENTE;1;5;14;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;3;;2;1;;115;62;1;;;47;619.185.527.855.559
610426;1;9;60;2;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;240000;1;;3;;8;84;;.;84;;;1;7;21;2;;;;;;1;6;;;;2;;;;1;;;;;;;;1;;1;1;108;4;;2;;;;;1;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;3;;2;1;;6031;98;60;;;47;619.185.527.855.559
610427;1;1;60;2;;;;;;;;;;240;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;600000;1;7200000;3;;12;56;;.;56;;;1;5;12;2;;;;;;4;8;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;3;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;121;61;1;;;47;412.833.856.562.977
610427;1;3;60;2;;;;;;;;;;60;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;63;;.;63;;;1;5;13;2;;;;;;4;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;121;62;1;;;47;412.833.856.562.977
610427;1;4;60;2;;;;;;;;;;72;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;63;;.;63;;;1;5;13;2;;;;;;4;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;121;62;1;;;47;412.833.856.562.977
610427;1;5;60;2;;;;;;;;;;84;2;;5;;1080000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;1;;700000;1400000;;2;1;2;2;;;;;;;;;;;12;36;2;;36;;;1;8;13;2;;;;;;5;7;;;;1;2;2;7;1;1;;;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;1;3;3;3;;2;1;;8046;13;80;;;47;412.833.856.562.977
610427;1;7;60;2;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;350000;1;350000;1;;12;56;;.;56;;;1;5;12;2;;;;;;4;8;;;;2;;;;1;;;;;;;;1;;2;1;206;4;;2;;;;;5;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;3;;2;1;;5111;41;51;;;47;412.833.856.562.977
610427;1;8;60;2;;;;;;;;;;20;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;250000;1;1500000;3;;12;63;;.;63;;;1;5;13;2;;;;;;4;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;1;1;1;1;2;2;2;2;1;1;2;;2;1;;3;2;2;3;3;2;2;2;3;3;;2;1;;121;61;1;;;47;412.833.856.562.977
610428;1;1;60;2;;;;;;;;;;192;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;400000;1;;3;;12;60;;.;60;;;1;8;18;2;;;;;;2;7;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;5020;79;50;;;47;125.593.083.289.989
610434;1;1;60;2;;;;;;;;;;3;8;;1;;200000;2;;;2;;1;100000;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;3;82;;.;82;;;1;5;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;8;8;;2;;;;;1;;;;;;;;;;;;;2;2;2;;;;2;;PAGA LOS GASTOS EL PATRON (HUGO FLORES);12;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;2;1;;121;62;1;;;47;645.643.584.972.146
610435;1;1;60;2;;;;;;;;;;276;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;500000;1;8000000;3;;12;81;;.;81;;;1;5;18;2;;;;;;2;8;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;121;61;1;;;47;437.630.600.301.644
610436;1;1;60;2;;;;;;;;;;120;8;;1;;240000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;54;;.;54;;;1;5;13;2;;;;;;2;8;;;;2;;;;1;;;;;;1;;;;2;1;5;8;;2;;;;;2;;;;;;;;;;;;;2;2;2;;;;2;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;3;;2;1;;121;62;1;;;47;605.486.724.099.016
610436;1;2;60;2;;;;;;;;;;1;3;;1;;90000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;4;64;;.;64;;;1;5;13;2;;;;;;1;2;;;;2;;;;1;;;;;;1;;;;2;1;3;3;;2;;;;;1;;;;;;;;;;;;;2;2;2;;;;2;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;2;3;3;;2;1;;9500;54;95;;;47;605.486.724.099.016
610438;1;1;60;1;1;;;1;1;;1;1;2;36;1;;1;;400000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;200000;;2;1;2;2;;;;;;;;;;;12;62;;.;62;;;1;6;17;2;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;1;66;1;;2;;;;;8;;;;;;;;;;;;;2;2;2;;;;2;;;4;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;5;;2;1;;129;62;1;;;47;417.539.994.621.962
610438;1;2;60;2;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;350000;1;3800000;3;;12;35;2;;35;;;1;7;14;2;;;;;;1;1;;;;2;;;;1;;;1;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;8;;2;1;;5521;51;55;;;47;417.539.994.621.962
610438;1;3;60;1;1;;;1;1;;1;1;2;36;1;;1;;350000;2;;;2;;1;120000;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;200000;;2;1;2;2;;;;;;;;;;;12;52;;.;52;;;1;7;16;2;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;1;48;1;;2;;;;;4;;;;;;;;;;;;;2;2;2;;;;2;;;4;;;;2;;;;2;;;;;;;;;;;;;;;1;2;1;3;2;2;2;3;3;8;;2;1;;129;97;1;;;47;417.539.994.621.962
610438;1;4;60;1;1;;;1;1;;1;1;2;4;1;;1;;280000;2;;;2;;1;120000;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;4;48;;.;48;;;1;7;15;2;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;1;24;4;;2;;;;;2;;;;;;;;;;;;;2;2;2;;;;2;;;7;;;;2;;;;1;1;2;1;2;2;2;2;2;2;2;;2;1;;3;2;2;3;3;3;2;3;3;5;;2;1;;129;62;1;;;47;417.539.994.621.962
610439;1;1;60;2;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;400000;1;5000000;3;;12;56;;.;56;;;1;7;16;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;7;;;;2;;;;1;1;2;1;2;2;2;2;2;2;2;;2;1;;2;2;1;2;3;2;2;3;3;9;;2;1;;116;61;1;;;47;64.353.678.189.458
610440;1;1;60;2;;;;;;;;;;12;1;;1;;250000;2;;;2;;1;100000;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;60;;.;60;;;1;7;16;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;1;120;1;;2;;;;;7;;;;;;;;;;;;;2;2;2;;;;2;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;2;;2;1;;130;62;1;;;47;382.705.245.426.874
610441;1;1;60;1;1;;;1;1;;1;1;2;1;1;;1;;230000;2;;;2;;1;100000;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;1;60;;.;60;;;1;5;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;4;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;5;;2;1;;117;60;1;;;47;540.861.451.233.384
610442;1;1;60;2;;;;;;;;;;72;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;1;420000;1;4920000;3;;12;58;;.;58;;;1;6;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;56;1;;2;;;;;4;;;;;;;;;;;;;;2;;;;;;;;4;;1;2007;2;;;;2;;;;;;;;;;;;;;;2;2;1;3;3;2;2;3;3;2;;2;1;;116;61;1;;;47;507.224.348.875.691
610442;1;2;60;2;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;250000;1;3000000;1;;12;56;;.;56;;;1;8;16;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;7;;;;2;;;;2;;;;;;;;;;;;;;;3;2;2;3;3;2;2;2;3;2;;2;1;;118;61;1;;;47;507.224.348.875.691
610443;1;1;60;2;;;;;;;;;;48;1;;1;;400000;2;;;2;;1;120000;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;60;;.;60;;;1;5;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;1;60;1;;2;;;;;6;;;;;;;;;;;;;2;2;2;;;;2;;;4;;;;2;;;;2;;;;;;;;;;;;;;;3;2;2;4;3;2;2;3;3;8;;2;1;;117;60;1;;;47;548.593.485.735.432
610444;1;1;60;2;;;;;;;;;;14;1;;1;;300000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;60;;.;60;;;1;6;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;1;1;48;1;;2;;;;;5;;;;;;;;;;;;;2;2;2;;;;2;;;7;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;8;;2;1;;130;62;1;;;47;625.158.965.985.203
610445;1;1;60;2;;;;;;;;;;30;1;;1;;200000;2;;;2;;1;150000;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;80;;.;80;;;1;6;18;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;1;60;1;;2;;;;;2;;;;;;;;;;;;;2;2;2;;;;2;;;10;;;;2;;;;1;1;2;1;2;2;2;2;2;2;2;;2;1;;3;2;2;4;4;2;2;3;3;9;;2;1;;130;62;1;;;47;422.602.801.091.126
610445;1;6;60;2;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;200000;1;2200000;1;;12;50;;.;50;;;1;7;16;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;7;;;;2;;;;1;1;2;1;2;2;2;2;2;2;2;;2;1;;3;2;2;3;3;2;2;2;3;8;;2;1;;130;61;1;;;47;422.602.801.091.126
610445;1;7;60;2;;;;;;;;;;366;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;300000;1;3600000;3;;12;60;;.;60;;;1;6;15;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;10;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;8;;2;1;;116;61;1;;;47;422.602.801.091.126
610446;1;1;60;2;;;;;;;;;;246;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;1;460000;1;5000000;3;;12;52;;.;52;;;1;7;16;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;1;2007;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;5;;2;1;;118;61;1;;;47;574.479.780.639.777
610447;1;1;60;2;;;;;;;;;;72;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;200000;1;;2;;12;54;;.;54;;;1;5;16;2;;;;;;1;8;;;;2;;;;1;;;;;;1;;;;2;1;60;4;;2;;;;;1;;;;;;;;;;;;;;2;;;;;;;;7;;;;2;;;;1;1;2;1;2;2;2;2;2;2;2;;1;1;;3;2;1;3;3;3;2;2;3;8;;2;1;;501;64;5;;;47;595.414.083.351.452
610448;1;1;60;2;;;;;;;;;;600;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;350000;1;;3;;12;52;;.;52;;;1;7;16;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;8;;2;1;;116;61;1;;;47;449.225.177.699.768
