DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S4,P7510S6,P7510S2A1,P7510S4A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,CLASE,P7510S7A1,P7510S7,DPTO,fex_c_2011
607805,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,921.947.318.338.329
607805,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,921.947.318.338.329
607805,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,921.947.318.338.329
607806,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,14.163.639.921.938
607806,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,14.163.639.921.938
607806,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,14.163.639.921.938
607806,1,4,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,2,,2,15,14.163.639.921.938
607807,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,101.176.322.226.791
607807,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,101.176.322.226.791
607807,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,101.176.322.226.791
607807,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,101.176.322.226.791
607808,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,102.270.806.152.928
607808,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,102.270.806.152.928
607808,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,102.270.806.152.928
607810,1,1,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,2,,2,15,112.682.650.926.065
607810,1,2,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,2,,2,15,112.682.650.926.065
607811,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,131.260.589.362.768
607811,1,2,95,2,,,,,,,,1,2,,2,,,,,,1000000,2,1,2,2,,2,15,131.260.589.362.768
607811,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,131.260.589.362.768
607812,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,1.418.197.939.383
607812,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,1.418.197.939.383
607812,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,1.418.197.939.383
607812,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,1.418.197.939.383
607812,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,1.418.197.939.383
607813,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,10.725.151.228.659
607813,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,10.725.151.228.659
607813,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,10.725.151.228.659
607814,1,1,95,2,,,,,,,,1,2,,2,,,,,,800000,2,1,2,2,,2,15,102.306.841.069.453
607816,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,631.208.189.054.596
607816,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,631.208.189.054.596
607816,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,631.208.189.054.596
607817,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,103.911.343.848.101
607817,1,2,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,2,,2,15,103.911.343.848.101
607817,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,103.911.343.848.101
607817,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,103.911.343.848.101
607818,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.596.236.562.186
607818,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.596.236.562.186
607818,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.596.236.562.186
607818,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.596.236.562.186
607818,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.596.236.562.186
607825,1,1,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,2,,2,15,102.306.841.069.453
607826,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,983.144.614.206.534
607826,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,983.144.614.206.534
607826,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,983.144.614.206.534
607828,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,818.189.219.772.213
607828,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,818.189.219.772.213
607828,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,818.189.219.772.213
607829,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,123.645.956.668.909
607829,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,123.645.956.668.909
607829,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,123.645.956.668.909
607830,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,121.619.701.792.002
607830,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,121.619.701.792.002
607831,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,107.220.426.705.575
607831,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,107.220.426.705.575
607831,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,107.220.426.705.575
607831,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,107.220.426.705.575
607832,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,103.629.259.241.531
607833,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,121.619.701.792.002
607833,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,121.619.701.792.002
607834,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,106.333.195.281.825
607834,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,106.333.195.281.825
607835,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,87.464.540.916.631
607835,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,87.464.540.916.631
607836,1,1,95,2,,,,,,,,1,2,,2,,,,98,,500000,1,1,2,2,,2,15,919.650.057.764.143
607836,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,919.650.057.764.143
607836,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,919.650.057.764.143
607837,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,8.859.794.874.185
607837,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,8.859.794.874.185
607837,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,8.859.794.874.185
607839,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,782.221.388.852.385
607839,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,782.221.388.852.385
607840,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,879.386.515.640.419
607840,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,879.386.515.640.419
607841,1,1,95,2,,,,,,,,1,2,,2,,,,,,100000,2,1,2,2,,2,15,661.339.299.276.712
607841,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,661.339.299.276.712
607842,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,817.743.824.502
607842,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,817.743.824.502
607842,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,817.743.824.502
607843,1,1,95,2,,,,,,,,1,2,,2,,,,,,100000,2,1,2,2,,2,15,725.319.804.188.074
607843,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,725.319.804.188.074
607843,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,725.319.804.188.074
607844,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,131.995.511.648.613
607844,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,131.995.511.648.613
607844,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,131.995.511.648.613
607845,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.596.236.562.186
607845,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.596.236.562.186
607845,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.596.236.562.186
607845,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.596.236.562.186
607845,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.596.236.562.186
607846,1,1,95,1,,1,2,,,30000,2,2,,,,,,,,,,,,,2,,,15,11.390.617.743.122
607846,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,11.390.617.743.122
607846,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,11.390.617.743.122
607846,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,11.390.617.743.122
607846,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,11.390.617.743.122
607846,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,11.390.617.743.122
607853,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,102.306.841.069.453
607854,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,72.837.331.584.263
607854,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,72.837.331.584.263
607854,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,72.837.331.584.263
607984,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,924.052.588.272.102
607985,1,1,95,2,,,,,,,,1,2,,2,,,,,,3600000,2,1,2,2,,2,17,106.005.625.753.693
607985,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,106.005.625.753.693
607985,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,106.005.625.753.693
607986,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,884.889.983.691.378
607986,1,2,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,2,,2,17,884.889.983.691.378
607995,1,1,95,2,,,,,,,,1,2,,2,,,,,,1680000,2,1,2,2,,2,17,873.500.804.354.129
607996,1,1,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,2,,2,17,601.368.826.639.809
607996,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,601.368.826.639.809
607996,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,601.368.826.639.809
607996,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,601.368.826.639.809
607997,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,684.021.882.737.175
607997,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,684.021.882.737.175
607997,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,684.021.882.737.175
607997,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,684.021.882.737.175
607997,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,684.021.882.737.175
607999,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,108.314.832.807.507
607999,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,108.314.832.807.507
607999,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,108.314.832.807.507
607999,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,108.314.832.807.507
608001,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,136.666.948.512.663
608001,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,136.666.948.512.663
608002,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,84.012.385.916.126
608003,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,924.052.588.272.102
608004,1,1,95,2,,,,,,,,1,2,,2,,,,,,960000,2,1,2,2,,2,17,114.863.244.225.356
608004,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,114.863.244.225.356
608004,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,114.863.244.225.356
608004,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,114.863.244.225.356
608004,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,114.863.244.225.356
608004,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,114.863.244.225.356
608005,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,640.531.431.220.533
608005,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,640.531.431.220.533
608005,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,640.531.431.220.533
608007,1,1,95,2,,,,,,,,1,2,,2,,,,,,1800000,2,1,2,2,,2,17,10.387.493.398.499
608007,1,2,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,2,,2,17,10.387.493.398.499
608008,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,846.851.810.746.663
608008,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,846.851.810.746.663
608008,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,846.851.810.746.663
608009,1,1,95,1,,2,1,,600000,,2,2,,,,,,,,,,,,,2,,,17,890.499.611.568.514
608009,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,890.499.611.568.514
608009,1,3,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,2,,2,17,890.499.611.568.514
608009,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,890.499.611.568.514
608014,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,798.895.899.452.162
608014,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,798.895.899.452.162
608014,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,798.895.899.452.162
608014,1,4,95,2,,,,,,,,1,2,,2,,,,,,1340000,2,1,2,2,,2,17,798.895.899.452.162
608016,1,1,95,2,,,,,,,,1,2,,2,,,,,,3000000,2,1,2,2,,2,17,873.500.804.354.129
608017,1,1,95,1,,2,1,,700000,,2,2,,,,,,,,,,,,,2,,,17,10.699.387.207.086
608017,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,10.699.387.207.086
608018,1,1,95,1,,2,1,,1000000,,2,2,,,,,,,,,,,,,2,,,17,103.318.547.219.575
608018,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,103.318.547.219.575
608018,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,103.318.547.219.575
608018,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,103.318.547.219.575
608020,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,824.455.736.601.741
608020,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,824.455.736.601.741
608020,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,824.455.736.601.741
608029,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,110.652.060.089.047
608029,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,110.652.060.089.047
608029,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,110.652.060.089.047
608030,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,128.274.075.601.579
608030,1,2,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,2,,2,17,128.274.075.601.579
608036,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,53.775.129.418.137
608036,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,53.775.129.418.137
608036,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,53.775.129.418.137
608037,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,100.089.768.346.077
608037,1,2,95,2,,,,,,,,1,2,,2,,,,,,400000,2,1,2,2,,2,17,100.089.768.346.077
608037,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,100.089.768.346.077
608039,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,863.618.341.182.466
608039,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,863.618.341.182.466
608040,1,1,95,2,,,,,,,,1,2,,2,,,,,,50000,2,1,2,2,,2,17,873.500.804.354.129
608041,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,113.110.423.936.957
608041,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,113.110.423.936.957
608041,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,113.110.423.936.957
608043,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,10.699.387.207.086
608043,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,10.699.387.207.086
608044,1,1,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,2,,2,17,839.034.702.703.373
608044,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,839.034.702.703.373
608046,1,1,95,2,,,,,,,,1,2,,2,,,,,,2400000,2,1,2,2,,2,17,142.423.985.064.041
608046,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,142.423.985.064.041
608046,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,142.423.985.064.041
608052,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,858.054.473.528.323
608052,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,858.054.473.528.323
608052,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,858.054.473.528.323
608052,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,858.054.473.528.323
608053,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,53.775.129.418.137
608053,1,2,95,2,,,,,,,,1,2,,2,,,,,,200000,2,1,2,2,,2,17,53.775.129.418.137
608053,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,53.775.129.418.137
608053,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,53.775.129.418.137
608053,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,53.775.129.418.137
608054,1,1,95,2,,,,,,,,1,2,,2,,,,,,1560000,2,1,2,2,,2,17,163.415.538.331.374
608054,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,163.415.538.331.374
608054,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,163.415.538.331.374
608058,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,682.521.063.377.819
608058,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,682.521.063.377.819
608058,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,682.521.063.377.819
608058,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,682.521.063.377.819
608059,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,121.899.367.911.138
608059,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,121.899.367.911.138
608059,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,121.899.367.911.138
608059,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,121.899.367.911.138
608059,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,121.899.367.911.138
608059,1,6,95,1,,1,2,,,200000,2,2,,,,,,,,,,,,,2,,,17,121.899.367.911.138
608059,1,7,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,121.899.367.911.138
608060,1,1,95,1,,1,1,,1200000,150000,2,2,,,,,,,,,,,,,2,,,17,10.867.052.511.444
608061,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,10.699.387.207.086
608061,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,10.699.387.207.086
608062,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,10.925.305.628.275
608062,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,10.925.305.628.275
608062,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,10.925.305.628.275
608062,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,10.925.305.628.275
608063,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,103.318.547.219.575
608063,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,103.318.547.219.575
608063,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,103.318.547.219.575
608063,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,103.318.547.219.575
608064,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,10.867.052.511.444
608065,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,131.633.949.294.237
608065,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,131.633.949.294.237
608065,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,131.633.949.294.237
608068,1,1,95,2,,,,,,,,1,2,,2,,,,,,2400000,2,1,2,2,,2,17,148.873.891.711.343
608068,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,148.873.891.711.343
608072,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,650.413.894.392.196
608072,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,650.413.894.392.196
608079,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,144.172.942.746.421
608079,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,144.172.942.746.421
608079,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,144.172.942.746.421
608079,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,144.172.942.746.421
608080,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,126.838.358.164.787
608080,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,126.838.358.164.787
608080,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,126.838.358.164.787
608080,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,126.838.358.164.787
608088,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,958.936.249.630.556
608088,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,958.936.249.630.556
608088,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,958.936.249.630.556
608089,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,815.662.429.887.965
608089,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,815.662.429.887.965
608089,1,3,95,2,,,,,,,,1,2,,2,,,,,,150000,2,1,2,2,,2,17,815.662.429.887.965
608090,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,884.703.467.135.789
608090,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,884.703.467.135.789
608091,1,1,95,1,,1,2,,,110000,2,2,,,,,,,,,,,,,2,,,17,863.618.341.182.466
608091,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,863.618.341.182.466
608092,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,111.881.242.013.002
608092,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,111.881.242.013.002
608092,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,111.881.242.013.002
608093,1,1,95,2,,,,,,,,1,2,,2,,,,,,300000,2,1,2,2,,2,17,142.157.332.513.613
608093,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,142.157.332.513.613
608097,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,117.815.751.076.177
608097,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,117.815.751.076.177
608097,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,117.815.751.076.177
608099,1,1,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,2,,2,17,10.699.387.207.086
608099,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,10.699.387.207.086
608100,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,568.422.491.257.082
608100,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,568.422.491.257.082
608100,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,568.422.491.257.082
608100,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,568.422.491.257.082
608100,2,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,568.422.491.257.082
608113,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,53.775.129.418.137
608113,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,53.775.129.418.137
608113,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,53.775.129.418.137
608113,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,53.775.129.418.137
608113,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,53.775.129.418.137
608113,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,53.775.129.418.137
608113,1,7,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,53.775.129.418.137
608114,1,1,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,2,,2,17,884.703.467.135.789
608114,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,884.703.467.135.789
608115,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,106.437.485.305.445
608115,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,106.437.485.305.445
608115,1,3,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,2,,2,17,106.437.485.305.445
608115,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,106.437.485.305.445
608117,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,640.531.431.220.533
608117,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,640.531.431.220.533
608117,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,640.531.431.220.533
608118,1,1,95,2,,,,,,,,1,2,,2,,,,,,2400000,2,1,2,2,,2,17,10.699.387.207.086
608118,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,10.699.387.207.086
608120,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,870.532.809.323.458
608120,1,2,95,1,,2,1,,1700000,,2,2,,,,,,,,,,,,,2,,,17,870.532.809.323.458
608120,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,870.532.809.323.458
608120,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,870.532.809.323.458
608125,1,1,95,2,,,,,,,,1,2,,2,,,,,,2400000,2,1,2,2,,2,17,182.672.765.083.748
608125,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,182.672.765.083.748
608125,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,182.672.765.083.748
608125,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,182.672.765.083.748
