Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area;Directorio
1;2;1;70;1;12;24;1; ;2;12;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;33;52;1;1;5211;04;11;2712,38552395664;11;4037328
1;5;1;70;1;8;48;1; ;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;50;55;1;1;5521;04;11;3374,03620873722;11;4037352
1;3;1;70;1;156;48;1; ;2;36;4; ;1;1; ; ; ; ; ; ; ; ;1; ;PENSION;2; ;2;39;45;92;1;2;9242;04;11;1941,24413678021;11;4037368
1;1;1;70;1;4;48;1; ;2;10;1; ;6;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;21;21;60;1;1;6021;04;11;1757,25265721415;11;4037378
1;2;1;70;1;8;48;1; ;2;8;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;39;70;1;1;7020;04;11;2586,99886642938;11;4037386
1;1;1;70;1;2;30;4; ;2;2;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;54;54;85;1;1;8532;04;11;2431,30698420724;11;4037389
1;3;1;70;1;52;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;38; ; ;1;2; ;04;11;2773,84621816416;11;4037391
1;2;1;70;1;4;48;1; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;98;2;53;54;95;1;1;9500;04;11;3054,92475791356;11;4037394
1;1;1;70;1;1;48;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;689454;2;80;62;01;1;1;0112;04;11;2858,66734918548;11;4037395
1;6;1;70;1;4;48;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;689454;2;58;62;01;1;1;0112;04;11;2858,66734918548;11;4037395
1;2;1;70;1;4;48;1; ;2;4;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;99;60;1;1;6021;04;11;2728,676372002;11;4037405
1;1;1;70;1;10;48;1; ;2;432;2; ;9;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;17;75;1;1;7522;04;11;1993,43091077766;11;4037411
1;3;1;70;1;52;48;2; ;2;22;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;92;75;1;2;7512;04;11;3062,26390665828;11;4037412
1;2;1;70;1;8;48;1; ;2;12;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;18;1;1;1810;04;11;2819,78917996399;11;4037426
1;4;1;70;1;20;48;1; ;2;156;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;41;52;1;2;5229;04;11;2819,78917996399;11;4037426
1;1;1;70;1;28;48;1; ;2;28;1; ;9;2; ; ; ; ; ; ; ; ;1; ;ESTA ESPERANDO CUMPLIR EDAD PARA LA PENSION YA TIENE TIEMPO;2; ;2;03;95;85;1;2;8511;04;11;3768,15566843568;11;4037430
1;1;1;70;1;16;48;1; ;2;16;8; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;62;01;1;2;0121;04;11;2568,46306494654;11;4037431
1;3;1;70;1;16;54;1; ;2;16;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;52;1;2;5229;04;11;2568,46306494654;11;4037431
1;1;1;70;1;8;72;4; ;2;8;1; ;6;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8519;04;11;1850,34454324934;11;4037443
1;1;1;70;1;24;48;1; ;2;27;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;21;45;1;2;4559;04;11;2360,43623300643;11;4037448
1;3;1;70;1;12;42;1; ;2;14;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;52;1;1;5231;04;11;2494,94965600811;11;4037451
1;2;1;70;1;4;15;1; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;55;55;80;1;1;8041;04;11;2240,23560096178;11;4037456
1;3;1;70;1;1;20;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;04;11;1762,28285569238;11;4037462
1;1;1;70;1;8;48;4; ;2;16;5; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;11;21;52;1;1;5241;04;11;2360,43623300643;11;4037464
1;2;1;70;1;4;50;1; ;2;4;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;1;1400000;2;95;95;70;1;1;7010;04;11;3494,20969329885;11;4037497
1;4;1;70;1;24;48;2; ;2;24;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8511;04;11;1681,49429483825;11;4037502
1;4;1;70;1;8;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;04;13;328,182362615215;13;4037552
1;5;1;70;1;48;40;3; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;04;13;283,93891658123;13;4037556
1;4;1;70;1;30;40;1; ;2;24;4; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4530;04;13;313,670173123286;13;4037562
1;4;1;70;1;42;48;1; ;2;42;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8532;04;13;465,864667783118;13;4037563
1;3;1;70;1;26;48;1; ;2;26;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8041;04;13;366,324666971244;13;4037573
1;3;1;70;1;20;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;11; ; ;1;2; ;04;13;300,74911017486;13;4037586
1;1;1;70;1;7;48;1; ;2;8;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;85;74;1;1;7421;04;13;341,007887479412;13;4037588
1;3;1;70;1;3;40;4; ;2;4;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5529;04;13;772,618534797179;13;4037608
1;4;1;70;1;8;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;04;13;591,030300998566;13;4037614
1;2;1;70;1;24;40;1; ;2;24;1; ;8;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;59;59;85;1;2;8511;04;13;541,916504442923;13;4037616
1;1;1;70;1;12;40;1; ;2;12;1; ;8;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;55;1;1;5511;04;13;608,734976891388;13;4037623
1;4;1;70;1;16;40;1; ;2;24;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;44;65;1;2;6512;04;13;608,734976891388;13;4037623
1;3;1;70;1;50;40;3; ;2;24;3; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;54;54;95;1;2;9500;04;13;424,097609862192;13;4037635
1;1;1;70;1;8;48;4; ;2;8;4; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4530;04;13;615,370777664883;13;4037646
1;2;1;70;1;8;48;1; ;2;8;4; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;61;01;1;1;0118;04;13;615,370777664883;13;4037646
1;3;1;70;1;8;48;1; ;2;8;4; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;61;01;1;1;0118;04;13;615,370777664883;13;4037646
1;4;1;70;1;8;48;4; ;2;8;4; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;61;01;1;1;0118;04;13;615,370777664883;13;4037646
1;2;1;70;1;16;40;1; ;2;16;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;45;52;1;2;5237;04;13;328,930762017578;13;4037651
1;2;1;70;1;24;40;1; ;2;30;1; ;3;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;21;39;74;1;2;7411;04;13;342,516168095786;13;4037652
1;3;1;70;1;8;48;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;02;45;1;1;4521;04;15;52,9953232664936;15;4037687
1;2;1;70;1;20;48;1; ;2;88;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;74;1;2;7412;04;15;107,058820933637;15;4037698
1;2;1;70;1;16;48;1; ;2;16;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;50;55;1;2;5522;04;15;60,1965783137243;15;4037703
1;2;1;70;1;12;40;2; ;2;12;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;32;75;1;1;7512;04;15;116,495370996366;15;4037714
1;1;1;70;1;8;30;2; ;2;12;1; ;9;3; ; ; ; ; ;1; ; ; ; ; ;2; ;2;15;15;41;1;1;4100;04;15;98,6997624571763;15;4037721
1;1;1;70;1;8;48;4; ;2;8;2; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;11;32;75;1;1;7523;04;17;189,526708557475;17;4037760
1;2;1;70;1;8;48;1; ;2;8;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;45;52;1;1;5211;04;17;228,643370224408;17;4037781
1;1;1;70;1;5;48;4; ;2;5;4; ;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;93;93;45;1;1;4552;04;17;150,728548701995;17;4037784
1;1;1;70;1;2;48;1; ;2;28;2; ;9;1; ; ; ; ; ; ; ; ;1; ;ES PENSIONADO;2; ;2;34;20;75;1;1;7523;04;17;152,829602400308;17;4037789
1;5;1;70;1;4;5;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;04;17;163,112138401633;17;4037793
1;1;1;70;1;96;48;1; ;2;145;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;55;1;2;5530;04;17;185,914342344723;17;4037796
1;1;1;70;1;12;48;1; ;2;22;2; ;9;1; ; ; ; ; ; ; ; ;1; ;LA PENSION;2; ;2;98;58;75;1;1;7522;04;17;189,526708557475;17;4037798
1;2;1;70;1;12;40;1; ;2;98;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;79;18;1;1;1810;04;17;180,161036193657;17;4037812
1;4;1;70;1;52;30;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;04;17;180,161036193657;17;4037812
1;3;1;70;1;2;16;1; ;2;12;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;45;52;1;1;5262;04;17;190,577235406632;17;4037815
1;1;1;70;1;4;48;4; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;77;77;15;1;1;1551;04;18;87,1276756037927;18;4037832
1;3;1;70;1;5;48;1; ;2;36;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5234;04;18;41,8118523904756;18;4037835
1;2;1;70;1;106;48;1; ;2;200;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8011;04;18;115,8231667574;18;4037840
1;2;1;70;1;52;48;1; ;2;32;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;53;55;1;2;5529;04;18;41,8118523904756;18;4037842
1;1;1;70;1;12;40;4; ;2;60;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;04;18;107,82626237238;18;4037853
1;1;1;70;1;2;48;1; ;2;312;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;05;01;1;1;0121;04;18;71,0780907937101;18;4037863
1;1;1;70;1;4;48;1; ;2;96;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;98;60;1;1;6041;04;18;106,533306952644;18;4037866
1;2;1;70;1;2;48;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;04;18;79,8841297094083;18;4037876
1;1;1;70;1;1;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;04;18;115,8231667574;18;4037908
1;1;1;70;1;3;54;1; ;2;3;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;650000;2;95;95;45;1;1;4521;04;18;57,5259226729981;18;4037910
1;3;1;70;1;3;54;1; ;2;3;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;650000;2;95;95;45;1;1;4521;04;18;57,5259226729981;18;4037910
1;7;1;70;1;8;45;3; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;04;18;57,5259226729981;18;4037910
1;1;1;70;1;1;4;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;04;18;73,6869172655742;18;4037917
1;2;1;70;1;24;48;1; ;2;24;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;58;75;1;2;7524;04;18;73,6869172655742;18;4037917
1;1;1;70;1;4;48;1; ;2;1;1; ;5;3; ; ; ; ; ; ; ; ; ;1; ;1;900000;2;45;45;50;1;1;5051;04;18;65,7071857910595;18;4037925
1;1;1;70;1;48;24;2; ;2;32;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;16;92;1;2;9213;04;18;55,5512392280404;18;4037943
1;2;1;70;1;52;48;1; ;2;52;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;39;85;1;2;8511;04;19;111,689262195556;19;4037974
1;2;1;70;1;250;48;1; ;2;350;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;55;80;1;2;8060;04;19;302,1676982768;19;4037978
1;6;1;70;1;16;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;21; ; ;1;2; ;04;19;70,4908655625584;19;4037995
1;1;1;70;1;24;48;1; ;2;24;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;05;05;75;1;2;7514;04;19;84,8340545242669;19;4037996
1;3;1;70;1;12;24;1; ;2;52;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5239;04;19;84,8340545242669;19;4037996
1;3;1;70;1;16;40;4; ;2;20;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;54;95;1;2;9500;04;19;81,0192895976374;19;4038003
1;4;1;70;1;20;48;1; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5261;04;19;97,0875880099947;19;4038005
1;1;1;70;1;56;48;1; ;2;600;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;77;15;1;2;1530;04;19;97,399138320316;19;4038006
1;2;1;70;1;8;30;4; ;2;156;8; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;62;01;1;1;0111;04;19;52,816661626854;19;4038012
1;1;1;70;1;52;48;1; ;2;52;4; ;7;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;02;02;45;1;2;4530;04;19;127,783142682181;19;4038015
1;3;1;70;1;10;40;4; ;2;10;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;1;9500;04;19;102,440035913342;19;4038016
1;1;1;70;1;4;48;4; ;2;4;4; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;95;95;45;1;1;4521;04;19;110,737894431929;19;4038017
1;3;1;70;1;104;48;1; ;2;500;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5234;04;19;110,737894431929;19;4038017
1;1;1;70;1;24;48;1; ;2;24;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;09;21;75;1;2;7512;04;19;101,54852262847;19;4038021
1;3;1;70;1;3;48;4; ;2;6;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;04;19;97,7147530691393;19;4038022
1;1;1;70;1;3;20;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;38; ; ;1;1; ;04;19;94,0832808064806;19;4038037
1;2;1;70;1;16;24;1; ;2;16;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5219;04;19;110,177161293105;19;4038039
1;1;1;70;1;12;40;1; ;2;24;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;45;52;1;1;5211;04;19;82,7337905495598;19;4038048
1;4;1;70;1;4;35;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;04;19;72,5331965037195;19;4038059
1;3;1;70;1;32;48;1; ;2;300;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;85;1;2;8511;04;19;119,491094086701;19;4038067
1;1;1;70;1;250;40;2; ;2;300;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;98;2;18;18;80;1;2;8042;04;19;103,590922941089;19;4038068
1;2;1;70;1;3;48;4; ;2;4;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;04;20;330,873095461184;20;4038121
1;2;1;70;1;16;40;1; ;2;16;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5234;04;20;142,426536368087;20;4038127
1;7;1;70;1;3;40;1; ;2;4;4; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;95;45;1;1;4522;04;20;160,627882498;20;4038129
1;2;1;70;1;2;48;1; ;2;2;1; ;6;3; ; ; ; ; ; ; ; ; ;1; ;1;900000;2;98;98;74;1;1;7499;04;20;151,62377190886;20;4038131
1;1;1;70;1;36;48;1; ;2;36;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6021;04;20;178,294175690366;20;4038142
1;2;1;70;1;4;48;4; ;2;4;4; ;3;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;65;1;1;6599;04;20;181,64559757678;20;4038143
1;5;1;70;1;3;48;1; ;2;3;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;740000;2;53;53;55;1;1;5521;04;20;214,861499855062;20;4038144
1;2;1;70;1;32;40;1; ;2;32;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5234;04;20;120,973157568224;20;4038147
1;4;1;70;1;24;40;3; ;2;24;3; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;04;20;120,973157568224;20;4038147
1;1;1;70;1;12;48;1; ;2;12;2; ;6;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;19;19;85;1;1;8515;04;20;130,98483608196;20;4038157
1;1;1;70;1;48;40;1; ;2;48;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;80;1;2;8050;04;20;92,2055577555261;20;4038162
1;3;1;70;1;16;16;1; ;2;16;2; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;75;1;2;7512;04;20;134,670223764857;20;4038164
1;4;1;70;1;20;20;2; ;2;20;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;59;75;1;2;7513;04;20;134,670223764857;20;4038164
1;3;1;70;1;16;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;04;20;138,627574091177;20;4038171
1;3;1;70;1;176;40;1; ;2;180;1; ;9;4; ; ;1; ; ; ; ; ; ; ; ;2; ;2;21;44;65;1;2;6596;04;20;106,294065894109;20;4038176
1;1;1;70;1;20;48;1; ;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;38;64;1;2;6421;04;20;126,779761033234;20;4038187
1;1;1;70;1;24;40;4; ;2;168;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;55;50;1;2;5020;04;20;248,085932903388;20;4038191
1;1;1;70;1;4;40;1; ;2;12;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;45;52;1;1;5261;04;20;150,517974294626;20;4038196
1;3;1;70;1;4;48;4; ;2;4;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;95;97;63;1;1;6310;04;20;152,686498381512;20;4038204
1;3;1;70;1;3;48;1; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;140000;2;58;97;63;1;1;6310;04;20;211,919567696622;20;4038205
1;2;1;70;1;16;48;1; ;2;20;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;2;9500;04;20;152,606253290754;20;4038210
1;2;1;70;1;3;48;1; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;178000;2;53;53;55;1;1;5529;04;23;154,333701646311;23;4038249
1;5;1;70;1;24;40;1; ;2;24;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8511;04;23;130,246057042042;23;4038250
1;4;1;70;1;4;48;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;1;300000;2;53;94;36;1;1;3699;04;23;119,27723938878;23;4038258
1;3;1;70;1;18;40;1; ;2;24;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;75;1;2;7513;04;23;142,783702775648;23;4038259
1;4;1;70;1;24;40;1; ;2;24;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;04;23;189,215460953461;23;4038260
1;1;1;70;1;24;48;1; ;2;60;4; ;9;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;13;39;75;1;2;7512;04;23;141,931759374559;23;4038263
1;2;1;70;1;30;48;2; ;2;42;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;06;06;75;1;2;7512;04;23;141,931759374559;23;4038263
1;3;1;70;1;18;48;1; ;2;26;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5211;04;23;141,931759374559;23;4038263
1;3;1;70;1;12;40;1; ;2;18;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;44;50;1;1;5012;04;23;100,772551029816;23;4038272
1;1;1;70;1;12;48;1; ;2;15;2; ;9;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADO;2; ;2;58;98;75;1;1;7524;04;23;152,151871613599;23;4038284
1;2;1;70;1;16;40;1; ;2;18;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;04;23;154,113877923212;23;4038288
1;3;1;70;1;4;40;1; ;2;34;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;54;95;1;1;9500;04;23;145,725167082246;23;4038292
1;3;1;70;1;4;48;4; ;2;6;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;95;95;45;1;1;4559;04;23;133,253906632401;23;4038294
1;3;1;70;1;14;40;1; ;2;16;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;77;15;1;2;1511;04;23;169,075010012313;23;4038297
1;5;1;70;1;70;48;1; ;2;70;1; ;3;3; ; ; ;1; ; ; ; ; ; ; ;2; ;2;95;95;45;1;2;4521;04;23;81,9205432224197;23;4038299
2;2;2;70;1;12;36;1; ;2;24;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;45;52;1;1;5233;04;23;112,422666202975;23;4038301
1;1;1;70;1;30;48;1; ;2;35;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;59;93;1;2;9309;04;23;168,825164823572;23;4038303
1;1;1;70;1;24;40;1; ;2;36;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;05;05;52;1;2;5239;04;23;105,177161420547;23;4038304
1;3;1;70;1;10;48;1; ;2;18;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;15;92;1;1;9213;04;23;116,72716029121;23;4038305
1;2;1;70;1;3;35;3; ;2;154;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;04;23;160,466475448248;23;4038312
1;2;1;70;1;2;40;1; ;2;19;1; ;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;45;55;55;1;1;5512;04;23;116,492395538982;23;4038313
1;3;1;70;1;2;48;1; ;2;52;2; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;75;1;1;7522;04;23;180,625008882976;23;4038315
1;3;1;70;1;8;48;1; ;2;10;1; ;7;4; ; ; ;1; ; ; ; ; ; ; ;2; ;2;15;21;55;1;1;5511;04;23;79,9658956267635;23;4038316
1;3;1;70;1;1;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;04;23;122,051160627996;23;4038321
1;2;1;70;1;12;40;1; ;2;154;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8511;04;23;131,0391008553;23;4038332
1;3;1;70;1;12;48;1; ;2;12;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;02;45;1;1;4530;04;23;142,380021770624;23;4038336
1;2;1;70;1;10;48;1; ;2;60;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;50;55;1;1;5522;04;23;145,725167082246;23;4038343
1;1;1;70;1;10;48;1; ;2;15;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;45;52;1;1;5262;04;23;162,998266972196;23;4038360
1;3;1;70;1;6;48;1; ;2;20;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;39;51;1;1;5125;04;23;121,61660548303;23;4038361
1;2;1;70;1;10;48;1; ;2;14;1; ;5;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;33;44;50;1;1;5011;04;23;101,966734199585;23;4038366
1;1;1;70;1;12;40;1; ;2;16;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;40;52;1;1;5211;04;23;147,169195440755;23;4038368
1;3;1;70;1;24;40;1; ;2;27;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;75;1;2;7522;04;23;148,916470328502;23;4038371
1;4;1;70;1;2;50;1; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;350000;2;58;98;60;1;1;6031;04;23;148,916470328502;23;4038371
1;5;1;70;1;12;48;1; ;2;14;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5211;04;23;148,916470328502;23;4038371
1;3;1;70;1;3;48;4; ;2;5;1; ;8;2; ; ; ; ;1; ; ; ; ; ; ;1;725000;2;41;39;52;1;1;5233;04;27;22,1598887888704;27;4038394
1;2;1;70;1;8;14;2; ;2;8;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8044;04;27;22,1598887888704;27;4038396
1;1;1;70;1;4;12;4; ;2;4;4; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;33;52;1;1;5211;04;27;22,1598887888704;27;4038399
