Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area;Directorio
1;6;1;70;1;36;40;3; ;2;36;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;04;15;95,8631865039754;15;4027081
1;1;1;70;1;12;40;1; ;2;28;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;04;15;91,6214463522346;15;4027099
1;4;1;70;1;12;40;1; ;2;24;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;04;15;91,6214463522346;15;4027099
1;2;1;70;1;12;40;1; ;2;48;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;39;18;1;1;1810;04;15;96,3150167188592;15;4027100
1;1;1;70;1;3;40;1; ;2;3;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;53;53;55;1;1;5521;04;15;70,4949647047152;15;4027102
1;4;1;70;1;60;40;2; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;11; ; ;1;2; ;04;15;83,0489828285935;15;4027104
1;1;1;70;1;8;48;1; ;2;8;1; ;6;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6042;04;15;73,4775542551552;15;4027107
1;3;1;70;1;12;16;1; ;2;24;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;04;15;88,9716360264302;15;4027110
1;1;1;70;1;12;40;2; ;2;12;4; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;32;33;70;1;1;7020;04;15;192,198722921704;15;4027116
1;1;1;70;1;12;40;3; ;2;12;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;1;5521;04;15;177,579954022796;15;4027123
1;3;1;70;1;36;40;2; ;2;48;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;80;1;2;8060;04;15;177,579954022796;15;4027123
1;3;1;70;1;20;40;1; ;2;20;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;04;15;218,303980607875;15;4027129
1;3;1;70;1;96;40;1; ;2;96;1; ;6;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;04;15;142,980245579755;15;4027133
1;4;1;70;1;45;40;3; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;04;15;142,980245579755;15;4027133
1;3;1;70;1;4;40;1; ;2;4;1; ;9;4; ; ; ; ;1; ; ; ; ; ; ;1;800000;2;58;58;75;1;1;7513;04;15;101,808609611508;15;4027136
1;2;1;70;1;4;40;1; ;2;4;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;81;93;45;1;1;4552;04;15;88,0508422974693;15;4027148
1;5;1;70;1;4;40;1; ;2;8;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;06;06;85;1;1;8513;04;15;43,5573208065033;15;4027155
1;6;1;70;1;4;40;1; ;2;8;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;59;85;1;1;8511;04;15;43,5573208065033;15;4027155
1;1;1;70;1;12;40;1; ;2;12;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;1;9500;04;15;104,910250152197;15;4027156
1;1;1;70;1;208;48;1; ;2;208;5; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;45;1;2;4530;04;15;53,8285072921007;15;4027177
1;3;1;70;1;24;40;1; ;2;250;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8513;04;15;82,9695057290246;15;4027179
1;3;1;70;1;10;20;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;04;15;48,5319803699856;15;4027182
1;1;1;70;1;15;40;1; ;2;15;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;06;06;75;1;2;7514;04;15;86,0371500267379;15;4027185
1;1;1;70;1;8;40;2; ;2;25;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8011;04;15;115,027862997451;15;4027188
1;1;1;70;1;8;48;1; ;2;9;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6021;04;15;203,617219223017;15;4027207
1;1;1;70;1;104;40;1; ;2;104;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;45;51;1;2;5127;04;15;78,909424592316;15;4027209
1;2;1;70;1;18;40;1; ;2;18;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;57;57;93;1;2;9302;04;15;195,244541741815;15;4027221
1;3;1;70;1;12;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;04;15;101,250299480572;15;4027222
1;1;1;70;1;24;45;2; ;2;16;5; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;06;06;85;1;2;8513;04;15;105,591312934722;15;4027224
1;3;1;70;1;4;48;1; ;2;4;1; ;9;4; ; ; ; ; ;1; ; ; ; ; ;1;400000;2;33;33;52;1;1;5239;04;17;216,395429717853;17;4027278
1;1;1;70;1;8;48;1; ;2;144;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;1;9500;04;17;147,223256885834;17;4027279
1;7;1;70;1;20;48;1; ;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;37;52;1;2;5224;04;17;260,533924830005;17;4027280
1;6;1;70;1;20;48;1; ;2;48;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;04;17;189,453456815425;17;4027282
1;2;1;70;1;4;30;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;280000;2;03;38;74;1;1;7499;04;17;188,407149596539;17;4027284
1;3;1;70;1;96;48;1; ;2;96;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;74;1;2;7412;04;17;144,014619451203;17;4027285
1;2;1;70;1;8;48;1; ;2;10;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;04;17;190,31122514883;17;4027286
1;3;1;70;1;4;48;3; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;1;5521;04;17;190,31122514883;17;4027286
1;2;1;70;1;1;20;1; ;2;96;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;45;52;1;1;5222;04;17;148,27378373499;17;4027301
1;1;1;70;1;2;48;2; ;2;2;1; ;9;3; ; ;1; ;1; ; ; ; ; ; ;1;5500000;2;12;12;41;1;1;4100;04;17;162,976489208551;17;4027305
1;4;1;70;1;6;48;1; ;2;6;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;40;52;1;1;5239;04;17;134,442196455285;17;4027312
1;2;1;70;1;4;48;1; ;2;6;1; ;6;7; ; ;1; ; ; ; ; ; ; ; ;2; ;2;32;33;52;1;1;5239;04;17;198,162282851279;17;4027315
1;2;1;70;1;16;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;04;17;171,791472157655;17;4027340
1;1;1;70;1;20;48;1; ;2;20;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1;98;98;15;1;2;1530;04;17;239,913118140518;17;4027362
1;1;1;70;1;60;24;1; ;2;96;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5522;04;17;239,647107882716;17;4027364
1;3;1;70;1;96;48;1; ;2;96;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;34;80;1;2;8050;04;17;143,541858561302;17;4027365
1;9;1;70;1;16;48;1; ;2;16;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;50;1;2;5020;04;17;95,5190105359575;17;4027371
1;2;1;70;1;2;48;1; ;2;8;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8011;04;17;188,476181708319;17;4027373
1;1;1;70;1;72;47;1; ;2;4;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;20000;2;15;18;92;1;2;9241;04;17;209,823784320891;17;4027392
1;3;1;70;1;8;48;2; ;2;8;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;12;33;74;1;1;7412;04;17;129,311913977643;17;4027408
1;1;1;70;1;2;48;1; ;2;3;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;79;22;1;1;2220;04;17;218,299505270144;17;4027413
1;2;1;70;1;24;48;1; ;2;52;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;55;45;1;2;4521;04;17;228,160795438136;17;4027415
1;3;1;70;1;12;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;21; ; ;1;1; ;04;17;140,509327635042;17;4027417
1;3;1;70;1;5;48;1; ;2;6;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;30;30;33;1;1;3312;04;17;130,431472938579;17;4027427
1;1;1;70;1;3;48;1; ;2;3;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;04;17;189,526708557475;17;4027433
1;3;1;70;1;6;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;04;17;151,779075551151;17;4027444
1;2;1;70;1;4;30;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;53;38;74;1;1;7499;04;17;229,394064161222;17;4027448
1;2;1;70;1;14;48;1; ;2;14;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;59;85;1;2;8532;04;18;41,8118523904756;18;4027456
1;2;1;70;1;8;45;1; ;2;54;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;1;7411;04;18;96,2183656088164;18;4027459
1;3;1;70;1;12;48;1; ;2;16;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;05;05;01;1;1;0117;04;18;117,223871442285;18;4027462
1;1;1;70;1;12;12;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;04;18;100,077156144088;18;4027465
1;3;1;70;1;4;48;2; ;2;4;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;1;800000;2;05;32;75;1;1;7512;04;18;75,7442656627205;18;4027476
1;3;1;70;1;6;48;2; ;2;6;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;85;1;1;8511;04;18;83,6727516215752;18;4027489
1;1;1;70;1;4;48;1; ;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;75;1;1;7530;04;18;62,2032149682181;18;4027492
1;1;1;70;1;3;48;1; ;2;24;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;75;1;1;7512;04;18;90,2592353200697;18;4027510
1;1;1;70;1;4;40;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;684000;2;55;55;55;1;1;5511;04;18;66,8693898372284;18;4027523
1;1;1;70;1;16;48;2; ;2;36;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;2;5521;04;18;75,7442656627205;18;4027526
1;2;1;70;1;4;48;1; ;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;44;64;1;1;6421;04;18;54,656094877063;18;4027530
1;4;1;70;1;48;2;1; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;30000;2;45;54;74;1;2;7493;04;18;54,656094877063;18;4027530
1;1;1;70;1;50;48;1; ;2;60;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6021;04;18;71,4214443075602;18;4027538
1;1;1;70;1;2;48;4; ;2;1;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;98;98;60;1;1;6031;04;18;91,793850472803;18;4027539
1;7;1;70;1;2;48;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;45;45;51;1;1;5155;04;18;122,186163599202;18;4027543
1;3;1;70;1;2;48;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;81;61;01;1;1;0114;04;18;50,000954494827;18;4027546
1;1;1;70;1;8;40;1; ;2;20;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;75;1;1;7512;04;18;46,1536301581355;18;4027551
1;1;1;70;1;12;48;2; ;2;12;2; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;02;02;75;1;1;7513;04;18;87,1276756037927;18;4027553
1;1;1;70;1;24;48;1; ;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;95;45;1;2;4521;04;18;129,110673036697;18;4027578
1;3;1;70;1;16;48;1; ;2;18;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;40;52;1;2;5234;04;18;109,983903125811;18;4027580
1;4;1;70;1;4;48;1; ;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;04;18;109,983903125811;18;4027580
1;11;1;70;1;54;54;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;2;4552;04;18;81,7381962660678;18;4027602
1;2;1;70;1;24;40;1; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;45;92;1;2;9242;04;18;97,1647554754536;18;4027605
1;2;1;70;1;16;48;2; ;2;48;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;41;52;1;2;5211;04;18;75,7442656627205;18;4027610
1;3;1;70;1;4;48;1; ;2;144;2; ;6;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;32;74;1;1;7411;04;18;50,1803342253898;18;4027612
1;2;1;70;1;3;48;1; ;2;98;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;13;80;1;1;8012;04;18;126,66405338489;18;4027620
1;1;1;70;1;4;48;1; ;2;4;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;62;01;1;1;0121;04;18;122,30503029056;18;4027621
1;2;1;70;1;1;48;1; ;2;2;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;1200000;2;32;33;74;1;1;7412;04;18;122,30503029056;18;4027621
1;1;1;70;1;52;48;1; ;2;24;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;19;75;1;2;7513;04;19;119,684803427714;19;4027644
1;3;1;70;1;12;40;2; ;2;15;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8050;04;19;127,783142682181;19;4027646
1;2;1;70;1;52;48;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;98;2;62;62;01;1;2;0140;04;19;109,350354519615;19;4027652
1;3;1;70;1;250;48;4; ;2;520;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;55;55;74;1;2;7493;04;19;111,689262195556;19;4027653
1;1;1;70;1;8;54;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;04;19;117,78206790046;19;4027659
1;3;1;70;1;48;20;1; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;04;19;96,5847185332589;19;4027660
1;3;1;70;1;4;48;1; ;2;6;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;1;360000;2;03;39;50;1;1;5040;04;19;116,175236572865;19;4027661
1;1;1;70;1;12;48;2; ;2;13;2; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;20;20;75;1;1;7512;04;19;117,78206790046;19;4027669
1;2;1;70;1;12;48;1; ;2;16;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;33;52;1;1;5231;04;19;71,1837481023324;19;4027674
1;1;1;70;1;2;20;4; ;2;48;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;45;52;1;1;5237;04;19;99,7057644084368;19;4027677
1;2;1;70;1;16;30;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;2; ;04;19;138,009318802289;19;4027678
1;1;1;70;1;20;24;1; ;2;20;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;18;45;92;1;2;9242;04;19;70,2323803387058;19;4027679
1;2;1;70;1;12;48;1; ;2;156;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;13;51;1;1;5134;04;19;97,876303272558;19;4027687
1;4;1;70;1;48;20;1; ;2;86;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;75;1;2;7530;04;19;110,4355771455;19;4027690
1;5;1;70;1;12;48;4; ;2;14;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;1;7493;04;19;96,9249355089314;19;4027696
1;1;1;70;1;4;48;4; ;2;4;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;04;19;89,1909032434789;19;4027700
1;2;1;70;1;16;48;1; ;2;16;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;32;85;1;2;8512;04;19;119,684803427714;19;4027704
1;3;1;70;1;40;48;2; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;2; ;04;19;134,989968651775;19;4027715
1;2;1;70;1;12;48;1; ;2;24;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;41;52;1;1;5233;04;19;440,708645172422;19;4027720
1;2;1;70;1;8;45;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;1; ;04;19;284,73499240933;19;4027721
1;3;1;70;1;16;20;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;2; ;04;19;284,73499240933;19;4027721
1;2;1;70;1;12;48;3; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;04;19;331,166616846591;19;4027723
1;4;1;70;1;60;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;04;19;331,166616846591;19;4027723
1;2;1;70;1;12;40;1; ;2;20;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;21;64;1;1;6412;04;19;260,414973822287;19;4027738
1;3;1;70;1;16;48;1; ;2;40;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;74;1;2;7421;04;19;106,906780454924;19;4027743
1;2;1;70;1;2;15;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;04;19;364,358050920939;19;4027747
1;1;1;70;1;12;48;1; ;2;104;2; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;58;58;75;1;1;7524;04;19;399,370849540025;19;4027751
1;2;1;70;1;20;48;1; ;2;24;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8511;04;19;399,370849540025;19;4027751
1;3;1;70;1;4;24;1; ;2;104;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5222;04;19;108,134760980486;19;4027754
1;1;1;70;1;4;48;1; ;2;4;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;1;644000;2;98;98;60;1;1;6021;04;19;118,733435664087;19;4027756
1;2;1;70;1;24;40;3; ;2;120;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;2;5529;04;19;77,9705386446556;19;4027757
1;3;1;70;1;52;48;3; ;2;520;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;04;19;116,691035351468;19;4027774
1;1;1;70;1;2;48;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;95;95;45;1;1;4521;04;19;113,731662508175;19;4027778
1;4;1;70;1;4;48;1; ;2;8;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;95;52;1;1;5272;04;19;88,7517073519381;19;4027793
1;10;1;70;1;4;48;1; ;2;12;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8514;04;19;88,7517073519381;19;4027793
1;4;1;70;1;16;48;1; ;2;16;4; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;45;52;1;2;5233;04;20;152,520012216677;20;4027825
1;2;1;70;1;20;48;1; ;2;20;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;11;39;75;1;2;7512;04;20;119,751650328891;20;4027826
1;1;1;70;1;14;40;1; ;2;14;1; ;8;2; ; ; ;1; ; ; ; ; ; ; ;2; ;2;45;39;52;1;2;5211;04;20;168,787969617006;20;4027835
1;3;1;70;1;24;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;02; ; ;1;2; ;04;20;168,815303136942;20;4027837
1;2;1;70;1;30;60;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;18; ; ;1;2; ;04;20;135,432313944282;20;4027845
1;2;1;70;1;8;40;1; ;2;68;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5211;04;20;177,440522528054;20;4027861
1;1;1;70;1;156;48;2; ;2;156;2; ;9;5; ; ; ; ; ; ; ;1; ; ; ;2; ;2;39;58;75;1;2;7524;04;20;137,278190126815;20;4027863
1;2;1;70;1;8;40;1; ;2;174;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;45;52;1;1;5231;04;20;169,641622779318;20;4027869
1;3;1;70;1;144;40;1; ;2;156;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;52;1;2;5211;04;20;152,633586810691;20;4027876
1;4;1;70;1;10;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;1; ;04;20;152,633586810691;20;4027876
1;4;1;70;1;8;40;4; ;2;144;4; ;1;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6031;04;20;199,076610566714;20;4027883
1;5;1;70;1;2;40;1; ;2;208;1; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;92;1;1;9242;04;20;176,819340462578;20;4027885
1;1;1;70;1;32;48;2; ;2;36;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;05;75;1;2;7514;04;20;184,997019463194;20;4027886
1;5;1;70;1;12;20;3; ;2;14;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;04;20;102,168221254445;20;4027888
1;2;1;70;1;12;48;1; ;2;12;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5225;04;20;120,878673533593;20;4027892
1;2;1;70;1;34;40;1; ;2;34;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5241;04;20;119,216709337492;20;4027894
1;4;1;70;1;48;48;1; ;2;16;2; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;75;1;2;7512;04;20;171,518209437944;20;4027895
1;3;1;70;1;12;50;1; ;2;19;1; ;9;3; ; ; ; ;1; ; ; ; ; ; ;2; ;2;02;02;10;1;1;1010;04;20;148,415849071894;20;4027896
1;5;1;70;1;12;48;1; ;2;12;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;84;51;1;1;5170;04;20;136,52836992019;20;4027903
1;3;1;70;1;8;48;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;1; ;04;20;122,589356814374;20;4027907
1;1;1;70;1;4;40;4; ;2;4;4; ;3;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;95;95;45;1;1;4522;04;20;177,46785604799;20;4027908
1;3;1;70;1;4;40;1; ;2;4;4; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;95;45;1;1;4522;04;20;177,46785604799;20;4027908
1;1;1;70;1;8;48;1; ;2;8;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;04;20;145,712942770892;20;4027910
1;3;1;70;1;7;48;1; ;2;8;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;64;1;1;6421;04;20;186,093075439102;20;4027913
1;4;1;70;1;3;40;1; ;2;32;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8514;04;20;107,133048226556;20;4027918
1;5;1;70;1;20;40;1; ;2;20;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;32;63;1;2;6339;04;20;166,559937226436;20;4027934
1;1;1;70;1;6;40;1; ;2;6;1; ;9;9;ESTA AFILIADO A UN REGIMEN CONTRIBUTIVO; ; ; ;1; ; ; ; ; ; ;2; ;2;02;02;10;1;1;1010;04;20;184,997019463194;20;4027936
1;1;1;70;1;20;30;4; ;2;78;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;52;1;2;5233;04;20;127,60608067561;20;4027938
1;2;1;70;1;8;40;1; ;2;8;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8512;04;20;161,231472681866;20;4027943
1;4;1;70;1;2;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;04;20;168,815303136942;20;4027951
1;1;1;70;1;8;48;1; ;2;8;1; ;9;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;44;44;70;1;1;7020;04;20;181,64559757678;20;4027952
1;2;1;70;1;20;40;1; ;2;20;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;85;1;2;8515;04;20;168,787969617006;20;4027962
1;3;1;70;1;1;1;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;04;20;160,162750225894;20;4027974
1;1;1;70;1;12;48;1; ;2;18;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;04;20;160,162750225894;20;4027975
1;2;1;70;1;48;48;1; ;2;48;1; ;9;9;ES COTIZANTE A EPS DEL REGIMEN CONTRIBUTIVO; ; ; ;1; ; ; ; ; ; ;2; ;2;03;03;15;1;2;1530;04;20;195,342663773413;20;4027976
1;4;1;70;1;8;48;1; ;2;24;1; ;7;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;11;11;52;1;1;5211;04;20;153,588734672649;20;4027977
