DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;FT;DPTO;AREA;fex_c_2011
1104870;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;409,079191434987
1104870;1;3;1;50;1; ; ;3;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;1;68;68;409,079191434987
1104870;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;409,079191434987
1104871;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;409,745769031988
1104871;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;409,745769031988
1104871;1;3;1;50;1; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;409,745769031988
1104871;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;409,745769031988
1104872;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;430,177120603073
1104872;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;430,177120603073
1104872;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;430,177120603073
1104873;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;424,753308195717
1104873;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;424,753308195717
1104873;1;3;1;50;1; ; ;3;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;68;68;424,753308195717
1104873;1;4;1;50;1; ; ;4;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;68;68;424,753308195717
1104873;1;6;1;50;1; ; ;6;6;ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;424,753308195717
1104874;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;420,032901824138
1104874;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;11; ; ; ; ; ; ;1;68;68;420,032901824138
1104874;1;3;1;50;1;1; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;420,032901824138
1104874;1;5;1;50;1; ; ;2;6;VIAJANDO;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;420,032901824138
1104875;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;452,934520931285
1104875;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;452,934520931285
1104876;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;398,126794313335
1104876;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;398,126794313335
1104877;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;366,505302103667
1104877;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;68;68;366,505302103667
1104877;1;3;1;50;1; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;366,505302103667
1104877;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;366,505302103667
1104878;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;536,23942648089
1104878;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;68;68;536,23942648089
1104878;2;1;2;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;536,23942648089
1104879;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;425,913411206846
1104879;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;425,913411206846
1104880;1;1;1;50;1; ; ;1;4; ;2;2;2;2;1;8; ;2; ;2; ; ;1;68;68;939,433809822888
1104880;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;939,433809822888
1104880;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;939,433809822888
1104880;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;939,433809822888
1104881;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;965,500398447567
1104881;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;965,500398447567
1104881;1;3;1;50;1;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;965,500398447567
1104881;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;965,500398447567
1104881;1;5;1;50;1; ; ;5;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;965,500398447567
1104882;1;1;1;50;1; ; ;1;6;PASEAR;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;1013,50513985368
1104882;1;2;1;50;1; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;1013,50513985368
1104883;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;504,189100191153
1104883;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;504,189100191153
1104884;1;1;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;507,742247549234
1104884;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;507,742247549234
1104885;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;378,82803437786
1104885;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;378,82803437786
1104885;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;378,82803437786
1104885;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;378,82803437786
1104886;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;372,384498218876
1104886;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;372,384498218876
1104886;1;4;1;50;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;372,384498218876
1104886;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;372,384498218876
1104887;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;498,2646063673
1104887;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;498,2646063673
1104887;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;498,2646063673
1104888;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;397,785822514052
1104888;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;7; ;1;2; ; ; ;1;68;68;397,785822514052
1104888;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;397,785822514052
1104888;2;1;2;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;397,785822514052
1104889;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;425,05339707243
1104889;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;425,05339707243
1104889;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;425,05339707243
1104890;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;444,070429049828
1104890;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;444,070429049828
1104890;1;3;1;50;1; ; ;3;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;68;68;444,070429049828
1104891;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;959,722247380759
1104891;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;13;POR QUE LOS IMPUESTOS SON COSTOSOS; ; ; ; ; ;1;68;68;959,722247380759
1104891;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;959,722247380759
1104892;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;914,557597961891
1104892;1;2;1;50;1; ; ;2;6;VOLUNTARIA DE LA CRUZ ROJA;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;914,557597961891
1104892;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;914,557597961891
1104893;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;966,182342046133
1104893;1;2;1;50;1; ; ;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;68;68;966,182342046133
1104893;1;3;1;50;1; ; ;3;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;966,182342046133
1104894;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;805,273937087003
1104894;1;2;1;50;1; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;68;68;805,273937087003
1104895;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;507,128698248757
1104895;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;11; ; ; ; ; ; ;1;68;68;507,128698248757
1104896;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;395,187196255731
1104896;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;395,187196255731
1104897;1;1;1;50;1; ; ;1;6;REALIZAR LABORES BENEFICAS;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;475,982370534579
1104898;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;375,369393985124
1104898;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;375,369393985124
1104898;1;3;1;50;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;68;68;375,369393985124
1104899;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;402,295996744218
1104899;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;402,295996744218
1104899;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;402,295996744218
1104899;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;402,295996744218
1104900;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;395,187196255731
1104900;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;395,187196255731
1104901;1;1;1;50;1; ; ;1;6;DESCANSAR;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;929,457142537432
1104901;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;929,457142537432
1104901;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;929,457142537432
1104902;1;1;1;50;1; ; ;3;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;1016,52496477838
1104902;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;1016,52496477838
1104902;1;3;1;50;1; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;1016,52496477838
1104902;1;4;1;50;1;2; ;4;3; ;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;1016,52496477838
1104902;1;5;1;50;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;1016,52496477838
1104902;1;6;1;50;1; ; ;6;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;68;68;1016,52496477838
1104902;1;7;1;50;1; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;1016,52496477838
1104903;1;1;1;50;1; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;437,460996710338
1104903;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;437,460996710338
1104903;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;437,460996710338
1104903;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;437,460996710338
1104904;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;425,05339707243
1104904;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;425,05339707243
1104904;1;3;1;50;1; ; ;3;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;68;68;425,05339707243
1104905;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;504,189100191153
1104905;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;12; ; ; ; ; ; ;1;68;68;504,189100191153
1104906;1;1;1;50;1; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;482,791082146354
1104906;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;482,791082146354
1104906;1;3;1;50;1; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;482,791082146354
1104906;1;4;1;50;1;1; ;4;3; ;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;482,791082146354
1104906;1;5;1;50;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;482,791082146354
1104908;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;478,280907916188
1104908;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;478,280907916188
1104908;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;478,280907916188
1104908;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;478,280907916188
1104908;2;1;2;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;478,280907916188
1104909;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;455,823596464689
1104909;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;455,823596464689
1104909;1;3;1;50;1; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;455,823596464689
1104909;1;4;1;50;1; ; ;4;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;455,823596464689
1104910;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;98,076781847839
1104910;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;11; ; ; ; ; ; ;1;70;70;98,076781847839
1104910;1;3;1;50;1;1; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;70;70;98,076781847839
1104911;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;81,641552670401
1104911;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;81,641552670401
1104911;1;3;1;50;1;1; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;70;70;81,641552670401
1104911;1;4;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;81,641552670401
1104912;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;109,659217102083
1104912;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;70;70;109,659217102083
1104912;1;3;1;50;1; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;70;70;109,659217102083
1104912;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;109,659217102083
1104912;1;5;1;50;1; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;70;70;109,659217102083
1104913;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;106,674490366827
1104913;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;70;70;106,674490366827
1104914;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;112,460397291369
1104914;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;112,460397291369
1104914;1;3;1;50;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;70;70;112,460397291369
1104914;1;4;1;50;1; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;70;70;112,460397291369
1104914;1;5;1;50;1;2; ;5;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;70;70;112,460397291369
1104914;1;7;1;50;1; ; ;7;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;112,460397291369
1104916;1;1;1;50;1; ; ;1;4; ;2;2;2;2;1;9; ; ; ; ; ; ;1;70;70;122,679074213781
1104916;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;122,679074213781
1104917;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;124,154876949897
1104917;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;70;70;124,154876949897
1104918;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;70;70;92,3263395171042
1104918;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;92,3263395171042
1104918;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;92,3263395171042
1104918;1;6;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;92,3263395171042
1104918;1;7;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;92,3263395171042
1104919;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;88,4361499019868
1104919;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;88,4361499019868
1104919;1;4;1;50;1; ; ;4;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;70;70;88,4361499019868
1104919;1;5;1;50;1; ; ;5;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;70;70;88,4361499019868
1104920;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;91,8235550314271
1104920;1;2;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;91,8235550314271
1104921;1;1;1;50;1; ; ;1;6;VISITANDO UNA HIJA EN OTRA CIUDAD;2;2;2;2;1;11; ; ; ; ; ; ;1;70;70;102,940017093586
1104921;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;102,940017093586
1104921;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;102,940017093586
1104921;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;102,940017093586
1104922;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;84,1224924151984
1104922;1;2;1;50;1;1; ;1;6;VIENDO TV;2;2;2;1; ; ; ; ; ; ; ;1;1;70;70;84,1224924151984
1104922;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;84,1224924151984
1104922;1;4;1;50;1; ; ;4;4; ;2;2;2;2;1;11; ; ; ; ; ; ;1;70;70;84,1224924151984
1104922;1;5;1;50;1;2; ;5;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;70;70;84,1224924151984
1104923;1;1;1;50;1; ; ;1;2; ;2;2;1; ; ; ; ; ; ; ; ; ;1;70;70;109,801605027424
1104923;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;70;70;109,801605027424
1104924;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;111,606455886076
1104924;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;9; ; ; ; ; ; ;1;70;70;111,606455886076
1104924;1;3;1;50;1; ; ;3;2; ;1; ; ; ; ; ; ; ; ; ; ; ;1;70;70;111,606455886076
1104924;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;111,606455886076
1104925;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;107,92976346652
1104925;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;70;70;107,92976346652
1104926;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;97,2823882476717
1104926;1;2;1;50;1; ; ;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;70;70;97,2823882476717
1104926;1;4;1;50;1; ; ;4;4; ;2;2;1; ; ; ; ; ; ; ; ; ;1;70;70;97,2823882476717
1104927;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;104,186080344713
1104927;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;70;70;104,186080344713
1104928;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;105,56025849269
1104928;1;2;1;50;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;70;70;105,56025849269
1104929;1;1;1;50;1;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;70;70;107,030768359194
1104929;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;107,030768359194
1104929;1;3;1;50;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;70;70;107,030768359194
1104929;1;4;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;107,030768359194
1104931;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;111,813485309102
1104931;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;111,813485309102
1104931;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;111,813485309102
1104932;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;123,325986196049
1104932;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;70;70;123,325986196049
1104932;1;3;1;50;1; ; ;3;4; ;2;2;2;2;1;5; ;1;1; ;3;1;1;70;70;123,325986196049
1104932;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;123,325986196049
1104932;1;6;1;50;1; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;123,325986196049
1104933;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;87,8999005595632
1104933;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;87,8999005595632
1104933;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;87,8999005595632
1104933;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;87,8999005595632
1104933;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;87,8999005595632
1104933;1;6;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;87,8999005595632
1104933;1;7;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;87,8999005595632
1104933;1;8;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;87,8999005595632
1104934;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;112,430053770312
1104934;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;112,430053770312
1104934;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;112,430053770312
1104935;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;107,92976346652
1104935;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;107,92976346652
1104936;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;122,142996668219
1104937;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;128,113824218707
1104937;1;2;1;50;1; ; ;2;6;ESTABA ENFERMO;2;1; ; ; ; ; ; ; ; ; ; ;1;70;70;128,113824218707
1104937;1;3;1;50;1; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;70;70;128,113824218707
1104937;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;128,113824218707
1104937;1;5;1;50;1; ; ;5;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;70;70;128,113824218707
1104937;1;6;1;50;1; ; ;6;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;70;70;128,113824218707
1104937;1;7;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;70;70;128,113824218707
1104938;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;101,77152166885
1104938;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;5; ;2; ;1;2;1;1;70;70;101,77152166885
1104938;1;3;1;50;1; ; ;3;2; ;1; ; ; ; ; ; ; ; ; ; ; ;1;70;70;101,77152166885
1104938;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;70;101,77152166885
1104938;1;5;1;50;1; ; ;5;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;70;70;101,77152166885
