directorio;secuencia_p;orden;p6020;p6040;mes;area;fex_c_2011
13111;1;5;1;12;04;08;982,87546494839
13111;1;6;1;9;04;08;982,87546494839
13111;1;7;1;6;04;08;982,87546494839
13111;1;8;1;3;04;08;982,87546494839
13111;1;9;2;29;04;08;982,87546494839
13111;1;10;2;9;04;08;982,87546494839
13111;1;11;1;6;04;08;982,87546494839
13111;1;12;1;3;04;08;982,87546494839
13111;1;13;1;22;04;08;982,87546494839
13112;1;1;2;34;04;52;288,213241620545
13112;1;2;2;17;04;52;288,213241620545
13112;1;3;1;10;04;52;288,213241620545
13112;1;4;2;23;04;52;288,213241620545
13112;1;5;1;25;04;52;288,213241620545
13112;1;6;1;1;04;52;288,213241620545
13113;1;1;1;34;04;54;190,387692312622
13113;1;2;2;35;04;54;190,387692312622
13113;1;3;2;12;04;54;190,387692312622
13113;1;4;1;11;04;54;190,387692312622
13113;1;5;2;9;04;54;190,387692312622
13113;1;6;1;80;04;54;190,387692312622
13114;1;1;2;91;04;08;758,517458226571
13114;1;2;1;69;04;08;758,517458226571
13119;1;1;1;38;04;68;809,751554927706
13119;1;2;2;39;04;68;809,751554927706
13119;1;3;2;18;04;68;809,751554927706
13119;1;4;1;16;04;68;809,751554927706
13119;1;5;1;13;04;68;809,751554927706
13119;1;6;2;10;04;68;809,751554927706
13119;1;7;2;63;04;68;809,751554927706
13123;1;1;2;61;04;05;1127,41994290211
13123;1;2;2;18;04;05;1127,41994290211
13123;1;3;1;62;04;05;1127,41994290211
13123;1;4;1;28;04;05;1127,41994290211
13125;1;1;1;59;04;13;1007,90497120871
13126;1;1;1;29;04;13;429,114162719856
13126;1;2;2;27;04;13;429,114162719856
13126;1;3;1;9;04;13;429,114162719856
13126;1;4;1;6;04;13;429,114162719856
13129;1;1;1;37;04;11;6116,49834034339
13129;1;2;1;34;04;11;6116,49834034339
13129;1;3;2;10;04;11;6116,49834034339
13129;1;4;1;6;04;11;6116,49834034339
13130;1;1;2;20;04;08;227,535922423453
13130;1;2;1;23;04;08;227,535922423453
13130;1;3;1;1;04;08;227,535922423453
13131;1;1;1;60;04;54;278,080947110616
13131;1;2;2;55;04;54;278,080947110616
13131;1;3;2;37;04;54;278,080947110616
13131;1;4;2;28;04;54;278,080947110616
13131;1;5;1;20;04;54;278,080947110616
13131;1;6;2;36;04;54;278,080947110616
13131;1;7;2;16;04;54;278,080947110616
13131;1;8;1;30;04;54;278,080947110616
13131;1;9;2;30;04;54;278,080947110616
13131;1;10;2;8;04;54;278,080947110616
13138;1;1;1;25;04;05;1846,47632617367
13138;1;2;1;32;04;05;1846,47632617367
13140;1;1;1;64;04;13;938,80606523795
13140;1;2;2;60;04;13;938,80606523795
13140;1;3;1;28;04;13;938,80606523795
13140;1;4;1;4;04;13;938,80606523795
13140;1;5;2;2;04;13;938,80606523795
13140;1;6;1;24;04;13;938,80606523795
13141;1;1;1;56;04;23;171,727596262402
13141;1;2;2;53;04;23;171,727596262402
13141;1;3;1;29;04;23;171,727596262402
13141;1;4;2;24;04;23;171,727596262402
13141;1;5;2;3;04;23;171,727596262402
13141;1;6;2;54;04;23;171,727596262402
13142;2;1;2;44;04;66;298,759102159539
13142;2;2;1;20;04;66;298,759102159539
13144;1;1;2;66;04;13;236,959474781957
13144;1;2;1;22;04;13;236,959474781957
13144;1;3;1;16;04;13;236,959474781957
13144;1;4;1;14;04;13;236,959474781957
13144;1;5;1;11;04;13;236,959474781957
13144;1;6;2;9;04;13;236,959474781957
13146;1;1;2;69;04;13;639,851012642331
13150;1;1;1;37;04;08;940,285464460151
13150;1;2;2;36;04;08;940,285464460151
13150;1;3;2;16;04;08;940,285464460151
13150;1;4;1;14;04;08;940,285464460151
13153;1;1;1;31;04;08;396,935728565029
13153;1;2;2;34;04;08;396,935728565029
13153;1;3;2;12;04;08;396,935728565029
13153;1;4;2;10;04;08;396,935728565029
13153;1;5;2;7;04;08;396,935728565029
13154;1;1;2;76;04;68;536,160758470463
13154;1;2;1;85;04;68;536,160758470463
13154;1;3;2;71;04;68;536,160758470463
13158;1;1;2;54;04;05;1471,71283187974
13164;1;1;2;72;04;08;735,604200176823
13164;1;2;1;70;04;08;735,604200176823
13164;1;3;1;28;04;08;735,604200176823
13166;1;1;1;54;04;52;272,456242585634
13166;1;2;2;48;04;52;272,456242585634
13166;1;3;1;40;04;52;272,456242585634
13167;1;1;1;50;04;52;228,070065876696
13167;1;2;2;40;04;52;228,070065876696
13167;1;3;1;19;04;52;228,070065876696
13167;1;4;2;4;04;52;228,070065876696
13169;1;1;1;56;04;05;1210,99132163962
13169;1;2;2;59;04;05;1210,99132163962
13174;1;1;1;38;04;23;211,010451386556
13174;1;2;1;43;04;23;211,010451386556
13179;1;1;1;41;04;50;495,643191295093
13179;1;2;2;39;04;50;495,643191295093
13179;1;3;1;16;04;50;495,643191295093
13179;1;4;2;3;04;50;495,643191295093
13180;1;1;2;48;04;05;2322,78597297967
13180;1;2;2;26;04;05;2322,78597297967
13180;1;3;2;6;04;05;2322,78597297967
13180;1;4;1;23;04;05;2322,78597297967
13180;1;5;2;12;04;05;2322,78597297967
13181;1;1;1;20;04;13;734,880198194292
13181;1;2;2;20;04;13;734,880198194292
13182;1;1;1;27;04;68;955,705689485376
13182;1;2;2;33;04;68;955,705689485376
13182;1;3;2;0;04;68;955,705689485376
13182;1;4;1;70;04;68;955,705689485376
13182;1;5;2;67;04;68;955,705689485376
13184;1;1;1;56;04;05;1228,57333024963
13184;1;2;2;53;04;05;1228,57333024963
13184;1;3;2;75;04;05;1228,57333024963
13186;1;1;2;31;04;54;633,378704636391
13186;1;2;2;55;04;54;633,378704636391
13186;1;3;2;17;04;54;633,378704636391
13189;1;1;1;41;04;05;643,554494962956
13189;1;2;2;59;04;05;643,554494962956
13190;1;1;1;37;04;13;429,930552669336
13190;1;2;2;36;04;13;429,930552669336
13190;1;3;2;17;04;13;429,930552669336
13192;1;1;2;58;04;08;1011,26243346126
13192;1;2;1;21;04;08;1011,26243346126
13192;1;3;1;37;04;08;1011,26243346126
13192;1;4;1;16;04;08;1011,26243346126
13192;1;5;2;25;04;08;1011,26243346126
13192;1;6;1;31;04;08;1011,26243346126
13192;1;7;2;1;04;08;1011,26243346126
13193;1;1;2;34;04;17;260,936123348018
13193;1;2;2;11;04;17;260,936123348018
13193;1;3;1;0;04;17;260,936123348018
13195;1;1;2;66;04;68;496,172608049586
13195;1;2;2;31;04;68;496,172608049586
13195;1;3;2;12;04;68;496,172608049586
13197;1;1;1;38;04;13;896,208337875036
13197;1;2;2;38;04;13;896,208337875036
13197;1;3;2;2;04;13;896,208337875036
13200;1;1;2;47;04;68;905,331339167718
13200;1;2;1;29;04;68;905,331339167718
13202;1;1;1;40;04;17;230,148563606902
13202;1;2;2;80;04;17;230,148563606902
13202;1;3;2;63;04;17;230,148563606902
13203;1;1;2;43;04;13;731,82703316525
13203;1;2;2;22;04;13;731,82703316525
13203;1;3;2;21;04;13;731,82703316525
13203;1;4;2;0;04;13;731,82703316525
13206;1;1;2;64;04;66;190,234936533409
13206;1;2;1;69;04;66;190,234936533409
13209;1;1;1;49;04;05;1344,88392863757
13209;1;2;2;38;04;05;1344,88392863757
13209;1;3;1;12;04;05;1344,88392863757
13209;1;4;2;9;04;05;1344,88392863757
13216;1;1;1;24;04;11;1834,22739213191
13216;1;2;2;26;04;11;1834,22739213191
13216;1;3;1;54;04;11;1834,22739213191
13216;1;4;1;51;04;11;1834,22739213191
13216;2;1;1;25;04;11;1834,22739213191
13216;2;2;2;22;04;11;1834,22739213191
13221;1;1;2;51;04;05;1382,12138999531
13221;1;2;1;30;04;05;1382,12138999531
13223;1;1;2;50;04;13;418,891293905791
13223;1;2;2;12;04;13;418,891293905791
13226;1;1;2;53;04;13;319,137889892889
13226;1;2;1;16;04;13;319,137889892889
13226;1;3;2;22;04;13;319,137889892889
13226;1;4;1;6;04;13;319,137889892889
13228;1;1;1;35;04;50;386,601689210173
13228;1;2;2;32;04;50;386,601689210173
13228;1;3;1;13;04;50;386,601689210173
13228;1;4;2;3;04;50;386,601689210173
13231;1;1;2;52;04;05;1199,62841629575
13231;1;2;2;24;04;05;1199,62841629575
13231;1;3;1;27;04;05;1199,62841629575
13234;1;1;1;79;04;52;115,532431392285
13234;1;2;2;69;04;52;115,532431392285
13234;1;3;2;56;04;52;115,532431392285
13242;1;1;1;22;04;50;428,577749612906
13242;1;2;2;23;04;50;428,577749612906
13242;1;3;1;5;04;50;428,577749612906
13243;1;1;2;53;04;11;1451,79317100342
13246;1;1;1;56;04;76;805,709149441021
13246;1;2;2;87;04;76;805,709149441021
13251;1;1;2;58;04;05;1048,40199763191
13251;1;2;1;29;04;05;1048,40199763191
13251;1;3;1;24;04;05;1048,40199763191
13251;1;4;2;25;04;05;1048,40199763191
13253;1;1;1;37;04;05;1267,4329402327
13253;1;2;2;32;04;05;1267,4329402327
13253;1;3;1;14;04;05;1267,4329402327
13260;1;1;1;68;04;68;164,808025639962
13260;1;2;2;67;04;68;164,808025639962
13260;1;3;2;25;04;68;164,808025639962
13260;1;4;1;16;04;68;164,808025639962
13262;1;1;1;38;04;08;968,673910330039
13262;1;2;2;40;04;08;968,673910330039
13262;1;3;1;9;04;08;968,673910330039
13263;1;1;1;46;04;54;793,245107718563
13263;1;2;2;43;04;54;793,245107718563
13263;1;3;2;13;04;54;793,245107718563
13263;1;4;2;12;04;54;793,245107718563
13264;1;1;2;51;04;68;374,673930950264
13264;1;2;2;21;04;68;374,673930950264
13264;1;3;2;73;04;68;374,673930950264
13270;1;1;1;57;04;52;260,22607503343
13270;1;2;2;54;04;52;260,22607503343
13270;1;3;2;29;04;52;260,22607503343
13270;1;4;1;17;04;52;260,22607503343
13270;1;5;2;10;04;52;260,22607503343
13272;1;1;2;76;04;23;97,2523939808739
13272;1;2;2;25;04;23;97,2523939808739
13272;1;3;1;4;04;23;97,2523939808739
13272;1;4;1;2;04;23;97,2523939808739
13272;1;5;2;24;04;23;97,2523939808739
13272;1;6;1;25;04;23;97,2523939808739
13272;1;7;1;0;04;23;97,2523939808739
13273;1;1;2;74;04;50;294,418792666473
13273;1;2;2;45;04;50;294,418792666473
13274;1;1;2;65;04;11;1189,07107656052
13280;1;1;2;46;04;11;1581,6189334258
13280;1;2;1;27;04;11;1581,6189334258
13280;1;3;1;18;04;11;1581,6189334258
13280;1;4;2;16;04;11;1581,6189334258
13281;1;1;1;55;04;05;1316,40234331479
13282;1;1;1;64;04;11;2884,46161496687
13282;1;2;2;77;04;11;2884,46161496687
13284;1;1;2;48;04;68;858,627799426499
13284;1;2;1;25;04;68;858,627799426499
13284;1;3;2;13;04;68;858,627799426499
13284;1;4;2;78;04;68;858,627799426499
13285;1;1;2;39;04;05;2140,1648824524
13285;1;2;2;15;04;05;2140,1648824524
13290;1;1;2;78;04;13;345,598540779037
13293;1;1;1;54;04;76;1182,39475717018
13293;1;2;2;56;04;76;1182,39475717018
13293;1;3;1;32;04;76;1182,39475717018
13293;1;4;2;34;04;76;1182,39475717018
13298;1;1;2;51;04;13;857,57585102143
13298;1;2;1;47;04;13;857,57585102143
13298;1;3;2;26;04;13;857,57585102143
13298;1;4;1;0;04;13;857,57585102143
13298;1;5;2;19;04;13;857,57585102143
13298;1;6;2;2;04;13;857,57585102143
13298;1;7;2;8;04;13;857,57585102143
13301;1;1;1;54;04;68;221,550289968938
13301;1;2;2;48;04;68;221,550289968938
13301;1;3;1;30;04;68;221,550289968938
13301;1;4;1;89;04;68;221,550289968938
13301;1;5;1;17;04;68;221,550289968938
13303;1;1;2;48;04;11;4647,46443217644
13303;1;2;1;44;04;11;4647,46443217644
13303;1;3;1;23;04;11;4647,46443217644
13303;1;4;1;20;04;11;4647,46443217644
13303;1;5;1;17;04;11;4647,46443217644
13305;1;1;1;31;04;50;305,323383339939
13305;1;2;1;32;04;50;305,323383339939
13305;1;3;1;12;04;50;305,323383339939
13305;1;4;1;7;04;50;305,323383339939
13307;1;1;2;57;04;76;1101,0695015866
13307;1;2;2;12;04;76;1101,0695015866
13308;1;1;1;67;04;13;492,858632457009
13308;1;2;2;56;04;13;492,858632457009
13308;1;3;1;26;04;13;492,858632457009
13308;1;4;2;28;04;13;492,858632457009
13309;1;1;2;32;04;50;413,754316211556
13309;1;2;1;40;04;50;413,754316211556
13309;1;3;1;12;04;50;413,754316211556
13309;1;4;2;0;04;50;413,754316211556
13310;1;1;1;30;04;05;1364,5393813853
13314;1;1;1;49;04;52;264,796963709851
13314;1;2;1;15;04;52;264,796963709851
13314;1;3;2;24;04;52;264,796963709851
13314;1;4;1;18;04;52;264,796963709851
13314;1;5;2;25;04;52;264,796963709851
13314;1;6;2;8;04;52;264,796963709851
13314;1;7;1;77;04;52;264,796963709851
13315;1;1;2;41;04;54;307,921615200001
13315;1;2;2;17;04;54;307,921615200001
13317;1;1;1;37;04;13;692,947754884105
13317;1;2;2;10;04;13;692,947754884105
13317;1;3;2;4;04;13;692,947754884105
13319;1;1;1;36;04;05;627,036682953295
13319;1;2;1;74;04;05;627,036682953295
13320;1;1;1;48;04;11;2038,39745458181
13320;1;2;2;39;04;11;2038,39745458181
13320;1;3;1;21;04;11;2038,39745458181
13320;1;4;1;11;04;11;2038,39745458181
13321;1;1;2;73;04;23;151,091949369701
13321;1;2;2;50;04;23;151,091949369701
13321;1;3;2;21;04;23;151,091949369701
13321;1;4;2;20;04;23;151,091949369701
13321;1;5;1;17;04;23;151,091949369701
13322;1;1;1;45;04;76;2279,94476920588
13322;1;2;2;42;04;76;2279,94476920588
13322;1;3;2;14;04;76;2279,94476920588
13322;1;4;2;9;04;76;2279,94476920588
13325;1;1;2;55;04;05;998,013254802729
13325;1;2;1;51;04;05;998,013254802729
13325;1;3;1;18;04;05;998,013254802729
13326;1;1;1;54;04;05;1844,31124627394
13326;1;2;2;36;04;05;1844,31124627394
13326;1;3;2;18;04;05;1844,31124627394
13326;1;4;1;19;04;05;1844,31124627394
13328;1;1;2;41;04;52;236,920651084898
13328;1;2;1;33;04;52;236,920651084898
13328;1;3;1;16;04;52;236,920651084898
13329;1;1;2;41;04;50;387,994440672758
13329;1;2;2;17;04;50;387,994440672758
13331;1;1;1;23;04;13;721,796401463787
13331;1;2;2;23;04;13;721,796401463787
13331;1;3;1;1;04;13;721,796401463787
13332;1;1;2;37;04;11;4323,08170669043
13332;1;2;1;38;04;11;4323,08170669043
13332;1;3;2;16;04;11;4323,08170669043
13332;1;4;2;14;04;11;4323,08170669043
13333;1;1;1;24;04;17;158,074616668708
13333;1;2;2;30;04;17;158,074616668708
13333;1;3;2;3;04;17;158,074616668708
13334;1;1;2;72;04;13;144,236160325449
13334;1;2;1;51;04;13;144,236160325449
13334;1;3;1;48;04;13;144,236160325449
13334;1;4;1;37;04;13;144,236160325449
13334;1;5;2;10;04;13;144,236160325449
13336;1;1;1;54;04;54;674,894564488609
13336;1;2;2;51;04;54;674,894564488609
13336;1;3;2;20;04;54;674,894564488609
13336;1;4;1;14;04;54;674,894564488609
13336;1;5;1;11;04;54;674,894564488609
13337;1;1;1;41;04;68;802,593245998517
13337;1;2;2;36;04;68;802,593245998517
13337;1;3;1;13;04;68;802,593245998517
13339;1;1;1;58;04;08;679,488211297534
13339;1;2;2;55;04;08;679,488211297534
13339;1;3;2;18;04;08;679,488211297534
13339;1;4;1;19;04;08;679,488211297534
13339;1;5;2;1;04;08;679,488211297534
13340;1;1;1;38;04;76;1588,60850126913
13340;1;2;2;25;04;76;1588,60850126913
13340;1;3;1;3;04;76;1588,60850126913
13342;1;1;1;56;04;52;111,114607856478
13342;1;2;2;58;04;52;111,114607856478
13343;1;1;1;35;04;05;3199,48177882523
13343;1;2;2;35;04;05;3199,48177882523
13343;1;3;1;4;04;05;3199,48177882523
13343;1;4;2;59;04;05;3199,48177882523
13348;1;1;2;58;04;68;219,215221441238
13348;1;2;1;69;04;68;219,215221441238
13348;1;3;1;27;04;68;219,215221441238
13348;1;4;1;26;04;68;219,215221441238
13351;1;1;2;48;04;66;491,099832522746
13351;1;2;1;50;04;66;491,099832522746
13351;1;3;1;19;04;66;491,099832522746
13353;1;1;1;44;04;50;300,555300615826
13353;1;2;2;24;04;50;300,555300615826
13353;1;3;1;13;04;50;300,555300615826
13356;1;1;1;53;04;52;236,103683322536
13356;1;2;2;44;04;52;236,103683322536
13356;1;3;1;14;04;52;236,103683322536
13357;1;1;2;43;04;13;746,585964564277
13357;1;2;2;13;04;13;746,585964564277
13357;1;3;2;11;04;13;746,585964564277
13357;1;4;2;27;04;13;746,585964564277
13357;1;5;2;7;04;13;746,585964564277
13357;1;6;1;4;04;13;746,585964564277
13361;1;1;1;57;04;76;1029,83026482555
13361;1;2;2;58;04;76;1029,83026482555
13362;1;1;1;39;04;54;655,844597802694
13362;1;2;2;35;04;54;655,844597802694
13362;1;3;1;18;04;54;655,844597802694
13362;1;4;1;13;04;54;655,844597802694
13362;1;5;1;10;04;54;655,844597802694
13362;1;6;1;7;04;54;655,844597802694
13363;1;1;1;70;04;73;204,520749991747
13363;1;2;2;60;04;73;204,520749991747
13364;1;1;1;35;04;50;526,519401406614
13364;1;2;2;30;04;50;526,519401406614
13364;1;3;2;6;04;50;526,519401406614
13366;1;1;2;80;04;76;1001,3297955742
13367;1;1;2;55;04;23;110,023969991927
13367;1;2;1;24;04;23;110,023969991927
13370;1;1;1;49;04;11;1948,24653579844
13370;1;2;2;54;04;11;1948,24653579844
13370;1;3;1;23;04;11;1948,24653579844
13371;1;1;1;35;04;05;916,584533960834
13373;1;1;1;76;04;23;150,131921679757
13373;1;2;1;13;04;23;150,131921679757
13373;1;3;2;11;04;23;150,131921679757
13373;1;4;1;46;04;23;150,131921679757
13373;1;5;2;32;04;23;150,131921679757
13373;1;6;1;25;04;23;150,131921679757
13373;2;1;2;41;04;23;150,131921679757
13373;2;2;1;37;04;23;150,131921679757
13373;2;3;2;19;04;23;150,131921679757
13373;2;4;1;15;04;23;150,131921679757
13373;2;5;2;13;04;23;150,131921679757
13373;2;6;1;4;04;23;150,131921679757
13375;1;1;2;61;04;52;199,393210331973
13375;1;2;1;27;04;52;199,393210331973
13376;1;1;2;37;04;11;4269,57020487667
13376;1;2;1;7;04;11;4269,57020487667
13377;1;1;2;75;04;05;3186,47194138249
13377;1;2;2;45;04;05;3186,47194138249
13377;1;3;2;25;04;05;3186,47194138249
13377;1;4;1;3;04;05;3186,47194138249
13377;1;5;1;13;04;05;3186,47194138249
13378;1;1;2;84;04;13;166,840329555619
13378;1;2;2;64;04;13;166,840329555619
13378;1;3;2;61;04;13;166,840329555619
13378;1;4;2;36;04;13;166,840329555619
13379;1;1;1;56;04;17;427,613477255758
13379;1;2;1;59;04;17;427,613477255758
13379;1;3;2;32;04;17;427,613477255758
13379;1;4;1;3;04;17;427,613477255758
13380;1;1;2;66;04;13;740,266602430141
13380;1;2;2;45;04;13;740,266602430141
13381;1;1;1;58;04;05;1387,0747673854
13381;1;2;2;55;04;05;1387,0747673854
13381;1;3;2;20;04;05;1387,0747673854
13381;1;4;2;25;04;05;1387,0747673854
13381;1;5;2;22;04;05;1387,0747673854
13385;1;1;2;28;04;66;307,742702472206
13388;1;1;1;72;04;68;536,160758470463
13388;1;2;2;64;04;68;536,160758470463
13388;1;3;2;92;04;68;536,160758470463
13389;1;1;2;22;04;52;191,994926032301
13389;1;2;2;23;04;52;191,994926032301
13389;1;3;1;0;04;52;191,994926032301
13390;1;1;1;32;04;73;676,654997498915
13390;1;2;2;10;04;73;676,654997498915
13391;1;1;1;36;04;68;794,162562535135
13391;1;2;2;57;04;68;794,162562535135
13395;1;1;2;44;04;66;553,450314722741
13399;1;1;2;68;04;05;1056,04967105947
13399;1;2;1;57;04;05;1056,04967105947
13400;1;1;2;30;04;05;1301,61276326497
13400;1;2;1;7;04;05;1301,61276326497
13400;1;3;2;91;04;05;1301,61276326497
13402;1;1;1;34;04;68;761,654203204816
13404;1;1;2;77;04;73;141,166233889153
13404;1;2;1;43;04;73;141,166233889153
13406;1;1;1;85;04;52;111,114607856478
13406;1;2;2;76;04;52;111,114607856478
13407;1;1;1;31;04;54;581,259611549431
13407;1;2;2;25;04;54;581,259611549431
13407;1;3;2;9;04;54;581,259611549431
13407;1;4;1;6;04;54;581,259611549431
13409;1;1;2;39;04;08;294,378362153236
13409;1;2;1;39;04;08;294,378362153236
13409;1;3;2;21;04;08;294,378362153236
13409;1;4;1;19;04;08;294,378362153236
13410;1;1;1;25;04;05;2001,69304757941
13410;1;2;2;30;04;05;2001,69304757941
13412;1;1;2;58;04;52;133,765507159951
13412;1;2;2;40;04;52;133,765507159951
13412;1;3;2;37;04;52;133,765507159951
13413;1;1;2;62;04;11;2537,01742089711
13413;1;2;1;23;04;11;2537,01742089711
13415;1;1;1;76;04;17;182,026962759121
13415;1;2;2;62;04;17;182,026962759121
13416;1;1;2;42;04;11;4789,47964355933
13416;1;2;2;8;04;11;4789,47964355933
13417;1;1;2;40;04;66;541,262927955047
13417;1;2;1;46;04;66;541,262927955047
13417;1;3;2;21;04;66;541,262927955047
13417;1;4;1;13;04;66;541,262927955047
13419;1;1;1;56;04;17;92,7916303690279
13421;1;1;1;71;04;54;303,03733363572
13421;1;2;2;61;04;54;303,03733363572
13421;1;3;2;36;04;54;303,03733363572
13422;1;1;2;84;04;68;578,574597113344
13422;1;2;2;56;04;68;578,574597113344
13422;1;3;2;77;04;68;578,574597113344
13423;1;1;1;85;04;23;245,149480073717
13423;1;2;2;81;04;23;245,149480073717
13423;1;3;2;26;04;23;245,149480073717
13427;1;1;1;68;04;17;88,1784140969163
13427;1;2;2;63;04;17;88,1784140969163
13427;1;3;1;36;04;17;88,1784140969163
13427;1;4;2;30;04;17;88,1784140969163
13427;1;5;2;53;04;17;88,1784140969163
13427;1;6;1;30;04;17;88,1784140969163
13427;1;7;2;28;04;17;88,1784140969163
13427;1;8;2;5;04;17;88,1784140969163
13427;1;9;1;27;04;17;88,1784140969163
13427;1;10;2;28;04;17;88,1784140969163
13428;1;1;1;46;04;05;1273,45300337962
13428;1;2;2;42;04;05;1273,45300337962
13428;1;3;2;24;04;05;1273,45300337962
13428;1;4;1;13;04;05;1273,45300337962
13429;1;1;1;35;04;50;278,980469107172
13429;1;2;2;36;04;50;278,980469107172
13429;1;3;2;16;04;50;278,980469107172
13429;1;4;2;13;04;50;278,980469107172
13429;1;5;2;9;04;50;278,980469107172
13429;1;6;1;67;04;50;278,980469107172
13431;1;1;1;38;04;54;457,338955439968
13431;1;2;2;31;04;54;457,338955439968
13431;1;3;1;15;04;54;457,338955439968
13431;1;4;1;4;04;54;457,338955439968
13433;1;1;1;52;04;17;131,668147566981
13433;1;2;2;74;04;17;131,668147566981
13433;1;3;1;40;04;17;131,668147566981
13433;1;4;2;42;04;17;131,668147566981
13433;1;5;2;18;04;17;131,668147566981
13433;1;6;1;27;04;17;131,668147566981
13434;1;1;1;26;04;11;1913,58835952343
13434;1;2;2;22;04;11;1913,58835952343
13437;1;1;2;51;04;50;157,426528884345
13438;1;1;2;29;04;23;170,146899597855
13438;1;2;2;9;04;23;170,146899597855
13439;1;1;2;51;04;13;444,226810363139
13439;1;2;2;28;04;13;444,226810363139
13441;1;1;1;78;04;13;354,275383716117
13441;1;2;1;52;04;13;354,275383716117
13441;1;3;1;44;04;13;354,275383716117
13441;1;4;1;19;04;13;354,275383716117
13445;1;1;2;46;04;05;1388,27307349966
13445;1;2;2;25;04;05;1388,27307349966
13445;1;3;1;1;04;05;1388,27307349966
13445;1;4;2;22;04;05;1388,27307349966
13450;1;1;2;68;04;73;290,125837675199
13450;1;2;1;22;04;73;290,125837675199
13450;1;3;2;34;04;73;290,125837675199
13450;1;4;2;17;04;73;290,125837675199
13450;1;5;2;14;04;73;290,125837675199
13450;1;6;1;8;04;73;290,125837675199
13454;1;1;1;68;04;50;258,302675854506
13454;1;2;2;60;04;50;258,302675854506
13455;1;1;1;59;04;52;85,6626283739099
13455;1;2;2;56;04;52;85,6626283739099
13455;1;3;2;18;04;52;85,6626283739099
13455;1;4;1;22;04;52;85,6626283739099
13455;1;5;2;16;04;52;85,6626283739099
13456;1;1;1;34;04;08;906,057416554682
13456;1;2;2;31;04;08;906,057416554682
13456;1;3;1;11;04;08;906,057416554682
13456;1;4;1;8;04;08;906,057416554682
13456;1;5;1;3;04;08;906,057416554682
13456;1;6;2;55;04;08;906,057416554682
13456;1;7;1;29;04;08;906,057416554682
13456;1;8;2;24;04;08;906,057416554682
13456;1;9;1;3;04;08;906,057416554682
13460;1;1;1;61;04;54;346,093763837418
13460;1;2;2;57;04;54;346,093763837418
13460;1;3;2;32;04;54;346,093763837418
13460;1;4;2;3;04;54;346,093763837418
13460;1;5;2;0;04;54;346,093763837418
13460;1;6;2;27;04;54;346,093763837418
13460;1;7;2;25;04;54;346,093763837418
13460;1;8;2;22;04;54;346,093763837418
13460;1;9;2;16;04;54;346,093763837418
13461;1;1;2;38;04;13;351,990974453211
13461;1;2;1;33;04;13;351,990974453211
13462;1;1;1;30;04;05;1781,9137881403
13462;1;2;2;21;04;05;1781,9137881403
