directorio;secuencia_p;orden;P6240;P6250;P6260;P6270;P6280;P6290;P6300;P6310;P6320;P6330;P6340;P6350;P6351;Ft;mes;area;dpto;fex_c_2011
120689;1;4;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;11;11;1211,22306321705
120694;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;101,286646986838
120694;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;101,286646986838
120694;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;101,286646986838
120696;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;17;17;226,027177473085
120696;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;226,027177473085
120696;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;226,027177473085
120696;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;226,027177473085
120696;1;6;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;226,027177473085
120698;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;352,49664197242
120698;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;352,49664197242
120699;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;201,693726328284
120699;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;201,693726328284
120703;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;4170,81830088594
120703;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;4170,81830088594
120703;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;4170,81830088594
120704;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;212,229045122994
120704;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;212,229045122994
120704;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;212,229045122994
120704;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;212,229045122994
120704;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;212,229045122994
120705;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;164,463178736233
120705;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;164,463178736233
120705;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;164,463178736233
120705;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;164,463178736233
120707;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;76;76;980,690886108339
120708;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;161,682964875024
120708;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;161,682964875024
120708;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;161,682964875024
120711;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;196,751466444838
120711;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;17;17;196,751466444838
120711;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;196,751466444838
120712;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;1154,95574107056
120712;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;1154,95574107056
120714;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;196,055324210959
120714;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;196,055324210959
120714;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;196,055324210959
120716;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;720,754030635204
120718;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;138,205973420714
120720;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;11;11;3247,3080884369
120722;1;1;4;2;2;2;2; ;1;8;2; ;2; ; ;1;06;23;23;104,926941575713
120722;1;2;6;2;2;2;2; ;1;13; ; ; ; ; ;1;06;23;23;104,926941575713
120722;1;3;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;23;23;104,926941575713
120722;1;4;6;2;2;2;2; ;1;3;1;2; ; ; ;1;06;23;23;104,926941575713
120724;1;1;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;66;66;157,676569315371
120724;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;157,676569315371
120726;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;321,390093618042
120726;1;2;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;321,390093618042
120726;1;3;3;2;2;2;2; ;1;12; ; ; ; ; ;1;06;23;23;321,390093618042
120726;1;4;3;2;2;2;2; ;1;12; ; ; ; ; ;1;06;23;23;321,390093618042
120728;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;165,218522290904
120728;1;2;6;2;2;2;1;1; ; ; ; ; ; ;1;1;06;23;23;165,218522290904
120730;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;196,73385120976
120730;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;196,73385120976
120730;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;196,73385120976
120730;1;4;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;196,73385120976
120731;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;197,652217270031
120731;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;23;23;197,652217270031
120731;1;3;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;23;23;197,652217270031
120732;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;208,632063068711
120732;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;208,632063068711
120734;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;396,882609261035
120734;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;396,882609261035
120735;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;187,537964350353
120735;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;187,537964350353
120735;1;3;4;2;2;2;2; ;1;11; ; ; ; ; ;1;06;13;13;187,537964350353
120735;1;4;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;13;13;187,537964350353
120737;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;206,931302432031
120738;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;395,424787519491
120739;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;206,217238491429
120739;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;206,217238491429
120739;1;3;2;2;2;2;1;5; ; ; ; ; ; ;1;1;06;66;66;206,217238491429
120739;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;206,217238491429
120739;1;5;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;66;66;206,217238491429
120739;1;6;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;66;66;206,217238491429
120740;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;159,562385228583
120740;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;159,562385228583
120744;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;83,4994028326874
120744;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;83,4994028326874
120744;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;83,4994028326874
120745;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;282,048436605133
120745;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;08;08;282,048436605133
120746;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;160,559452891063
120746;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;160,559452891063
120746;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;160,559452891063
120747;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;227,28134959787
120747;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;227,28134959787
120748;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;11;11;1088,1254184603
120748;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;11;11;1088,1254184603
120748;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1088,1254184603
120749;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;11;11;1309,60056869388
120749;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1309,60056869388
120749;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1309,60056869388
120749;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1309,60056869388
120750;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;196,055324210959
120750;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;196,055324210959
120750;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;196,055324210959
120751;1;1;2;1; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;318,510121515997
120751;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;05;05;318,510121515997
120751;1;3;3;2;2;2;1;2; ; ; ; ; ; ;1;1;06;05;05;318,510121515997
120751;1;4;3;2;2;2;2; ;1;12; ; ; ; ; ;1;06;05;05;318,510121515997
120756;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;23;23;206,795437388427
120757;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;159,042383412872
120757;1;2;6;2;2;2;2; ;1;13; ; ; ; ; ;1;06;23;23;159,042383412872
120757;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;159,042383412872
120757;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;159,042383412872
120757;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;159,042383412872
120758;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;175,953409396062
120760;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;281,154499069394
120760;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;08;08;281,154499069394
120760;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;281,154499069394
120760;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;281,154499069394
120760;1;6;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;281,154499069394
120760;1;7;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;281,154499069394
120760;1;8;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;08;08;281,154499069394
120760;1;9;4;2;2;2;2; ;1;11; ; ; ; ; ;1;06;08;08;281,154499069394
120760;1;10;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;281,154499069394
120760;1;11;6;2;2;2;2; ;1;11; ; ; ; ; ;1;06;08;08;281,154499069394
120761;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;17;17;159,502855549865
120761;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;159,502855549865
120762;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;204,903281100347
120762;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;204,903281100347
120763;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2111,34916943939
120763;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;11;11;2111,34916943939
120763;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2111,34916943939
120764;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;139,87325180554
120764;1;2;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;17;17;139,87325180554
120764;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;139,87325180554
120765;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;50;50;215,598811834771
120765;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;215,598811834771
120765;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;215,598811834771
120766;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;146,732661087549
120766;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;146,732661087549
120766;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;146,732661087549
120767;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;402,223268296899
120767;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;402,223268296899
120767;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;402,223268296899
120768;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;265,21335170755
120768;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;23;23;265,21335170755
120769;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1196,77999908341
120769;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1196,77999908341
120772;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;68;68;416,795219402136
120773;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;1204,70801580511
120773;1;2;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;11;11;1204,70801580511
120774;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;281,528642050262
120774;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;281,528642050262
120775;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;921,582851264305
120776;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;161,057183796095
120776;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;161,057183796095
120777;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;443,990886510124
120778;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;196,273003574406
120778;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;196,273003574406
120778;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;196,273003574406
120778;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;196,273003574406
120779;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;160,121174316296
120781;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;1443,42274630699
120781;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1443,42274630699
120781;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;1443,42274630699
120784;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;512,891760120706
120784;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;512,891760120706
120784;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;512,891760120706
120785;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;278,08302435047
120785;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;278,08302435047
120787;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;3522,937887978
120787;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;3522,937887978
120787;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;3522,937887978
120788;1;1;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;192,676375291155
120789;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;917,866917986951
120789;1;2;6;2;2;2;1;2; ; ; ; ; ; ;1;1;06;05;05;917,866917986951
120790;1;1;2;1; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;638,492935068472
120790;1;2;2;1; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;638,492935068472
120790;1;3;2;1; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;638,492935068472
120790;1;4;3;2;2;2;1;3; ; ; ; ; ; ;1;1;06;11;11;638,492935068472
120790;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;638,492935068472
120793;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;310,144060683959
120793;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;310,144060683959
120795;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;1805,7381850593
120795;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;1805,7381850593
120799;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;239,05111386251
120799;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;239,05111386251
120799;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;239,05111386251
120800;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;182,595597526475
120800;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;182,595597526475
120803;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;473,435479922716
120803;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;473,435479922716
120803;1;3;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;473,435479922716
120804;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;265,600166841655
120804;1;2;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;17;17;265,600166841655
120805;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;05;05;1046,45443130991
120807;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;270,558224205899
120807;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;270,558224205899
120807;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;270,558224205899
120811;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;1908,42988881195
120811;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;1908,42988881195
120812;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;283,490460854313
120812;1;2;4;2;2;2;2; ;1;2;1;1; ;4;1;1;06;13;13;283,490460854313
120814;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;1064,19538980613
120817;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;11;11;909,501651741374
120817;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;909,501651741374
120819;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1168,80981882767
120819;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1168,80981882767
120819;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1168,80981882767
120819;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1168,80981882767
120822;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;921,850247689046
120822;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;66;66;921,850247689046
120823;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;13;13;274,48777490386
120823;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;274,48777490386
120823;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;274,48777490386
120824;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;194,795003028491
120824;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;194,795003028491
120824;1;3;4;2;2;2;2; ;1;2;1;2; ; ; ;1;06;50;50;194,795003028491
120825;1;1;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;05;05;1010,26178896403
120825;1;2;6;2;2;2;1;1; ; ; ; ; ; ;1;1;06;05;05;1010,26178896403
120826;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;23;23;73,2310920804609
120826;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;73,2310920804609
120826;1;3;3;2;2;2;1;1; ; ; ; ; ; ;1;1;06;23;23;73,2310920804609
120826;1;4;6;2;2;2;2; ;1;13; ; ; ; ; ;1;06;23;23;73,2310920804609
120826;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;73,2310920804609
120826;2;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;73,2310920804609
120827;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;403,83281758726
120827;1;2;4;2;2;1; ; ; ; ; ; ; ; ; ;1;06;68;68;403,83281758726
120833;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;1343,79474136424
120833;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1343,79474136424
120833;1;3;3;2;2;2;2; ;1;13; ; ; ; ; ;1;06;11;11;1343,79474136424
120833;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1343,79474136424
120836;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;120,181781805852
120837;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;261,96582712802
120837;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;261,96582712802
120839;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;443,828299626277
120841;1;1;6;2;2;2;2; ;1;11; ; ; ; ; ;1;06;05;05;906,926318035024
120841;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;906,926318035024
120841;1;3;3;2;2;2;2; ;1;13; ; ; ; ; ;1;06;05;05;906,926318035024
120842;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;266,07508285773
120842;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;266,07508285773
120842;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;13;13;266,07508285773
120843;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;322,16578549602
120843;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;13;13;322,16578549602
120843;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;322,16578549602
120844;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;532,478819532352
120846;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;606,234008604109
120846;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;606,234008604109
120846;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;606,234008604109
120850;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2860,13122093379
120851;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;05;05;763,032691799546
120851;1;2;3;2;1; ; ; ; ; ; ; ; ; ; ;1;06;05;05;763,032691799546
120851;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;763,032691799546
120851;1;4;6;2;2;2;1;3; ; ; ; ; ; ;1;1;06;05;05;763,032691799546
120852;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;175,56283615778
120852;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;175,56283615778
120852;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;13;13;175,56283615778
120852;1;4;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;13;13;175,56283615778
120852;1;5;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;13;13;175,56283615778
120852;1;6;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;13;13;175,56283615778
120852;1;7;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;175,56283615778
120852;1;8;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;175,56283615778
120852;1;9;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;175,56283615778
120852;1;10;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;13;13;175,56283615778
120852;1;11;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;175,56283615778
120856;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1039,94327198529
120860;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;66;66;569,382895506979
120860;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;66;66;569,382895506979
120862;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;126,749116880225
120862;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;126,749116880225
120864;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;05;05;2411,60374878085
120864;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;2411,60374878085
120865;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;68;68;384,014460532176
120865;2;1;4;2;2;2;1;6; ; ; ; ; ; ;1;1;06;68;68;384,014460532176
120865;2;2;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;384,014460532176
120866;1;1;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;11;11;935,710692759646
120866;1;2;4;2;2;2;2; ;1;12; ; ; ; ; ;1;06;11;11;935,710692759646
120866;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;935,710692759646
120867;1;1;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;68;68;670,294164214278
120868;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1465,90371585534
120870;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;1137,9506532309
120870;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1137,9506532309
120873;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;196,751466444838
120873;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;196,751466444838
120873;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;196,751466444838
120874;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;4081,64968108448
120874;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;4081,64968108448
120877;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;68;68;375,299019597273
120877;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;375,299019597273
120877;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;375,299019597273
120878;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;581,65240442319
120878;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;581,65240442319
120878;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;581,65240442319
120879;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;937,397526497256
120879;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;08;08;937,397526497256
