DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7490;P7490S1;P7454;P7456;P7458S1;P7458;P7452;CLASE;DPTO;fex_c_2011
561918;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;25;2641,16297939601
561918;2;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2641,16297939601
561918;2;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2641,16297939601
561920;1;1;80;1;4;6; ;2; ;2; ;2; ; ; ; ;9;2;2;25;1190,3473496126
561920;2;1;80;1;1;7; ;2; ;1;433700;1;4333700; ; ;SE VA DAR UNAS VACACIONES;12;2;2;25;1190,3473496126
561920;2;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;1190,3473496126
561920;2;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;1190,3473496126
561921;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;25;1290,59602240984
561921;2;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;1290,59602240984
561927;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;1190,3473496126
561930;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2024,55806045971
561930;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2024,55806045971
561934;1;2;80;1;3;3; ;2; ;2; ;2; ; ; ; ;9;2;2;25;1498,85373831154
561940;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2571,62484787695
561941;1;2;80;1;3;7; ;1;1;2; ;1;150000; ;1; ;1;1;2;25;2121,51309161078
561943;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2003,13810144617
561943;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2003,13810144617
561944;1;2;80;1;4;2; ;1;1;2; ;2; ; ; ; ;9;2;2;25;1659,21438159904
561945;1;1;80;1;4;2; ;1;1;2; ;2; ; ; ; ;9;2;2;25;1882,81841370109
561945;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;25;1882,81841370109
561947;1;2;80;1;2;2; ;1;1;2; ;2; ; ; ; ;9;2;2;25;3056,28013556208
561950;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;25;2551,99577242745
561950;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2551,99577242745
561951;1;1;80;1;4;2; ;2; ;2; ;2; ; ;4; ;4;1;2;25;2545,45447207575
561951;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2545,45447207575
561952;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;2;25;2550,26238260787
561952;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2550,26238260787
561952;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2550,26238260787
561954;1;2;80;2; ; ; ;2; ;2; ;2; ;1;4; ;9; ;2;25;2258,50232158174
561955;1;2;80;1;1;7; ;2; ;1;100000;1;2000000; ;1; ;1;1;2;25;2912,531540756
561957;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;2;25;1854,05679382508
561957;1;2;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;2;25;1854,05679382508
561957;2;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;25;1854,05679382508
561961;1;2;80;1;3;3; ;2; ;2; ;2; ; ; ; ;1;2;2;41;1584,23704404936
561962;1;2;80;1;4;5; ;2; ;2; ;2; ; ; ; ;9;2;2;41;1194,18257421314
561963;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;41;1263,61867925457
561963;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;41;1263,61867925457
561964;1;2;80;1;3;8;POR  TRABAJOS  VOLUNTARIO JUNTA COMUNITARIA;2; ;2; ;2; ; ; ; ;1;2;2;41;1175,81280966885
561965;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;41;1653,39684150848
561967;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;2;41;1115,85005671512
561967;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;41;1115,85005671512
561968;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;41;1453,35744629737
561968;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;41;1453,35744629737
561968;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;41;1453,35744629737
561969;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;41;1583,96073646705
561971;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;2;41;1583,96073646705
561971;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;2;41;1583,96073646705
561972;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;41;1365,55157671164
562127;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;797,671846619683
562128;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;806,245295746196
562128;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;806,245295746196
562132;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;813,251243181289
562132;1;4;80;1;1;7; ;2; ;2; ;1;500000; ; ; ;1;2;2;50;813,251243181289
562133;1;2;80;1;1;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;1018,91023888832
562134;1;2;80;2; ; ; ;2; ;2; ;2; ;1;2; ;1; ;2;50;1001,00805495898
562136;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;776,988387958423
562136;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;776,988387958423
562138;1;1;80;1;2;3; ;2; ;2; ;2; ; ; ; ;8;2;2;50;782,092450058077
562138;1;2;80;1;4;7; ;3; ;2; ;2; ; ; ; ;1;2;2;50;782,092450058077
562139;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;682,874883180305
562140;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;762,078451696296
562141;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;782,092450058077
562142;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;459,172096487571
562145;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;982,264833033114
562145;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;982,264833033114
562145;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;982,264833033114
562148;1;2;80;1;2;4; ;2; ;2; ;2; ; ; ; ;9;2;2;50;762,078451696296
562149;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;615,01749241925
562149;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;615,01749241925
562149;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;615,01749241925
562151;1;2;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;2;50;437,915119970475
562151;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;437,915119970475
562154;1;2;80;1;2;7; ;2; ;2; ;2; ; ; ; ;1;2;2;50;769,874507307799
562154;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;769,874507307799
562154;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;769,874507307799
562155;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;539,733720646138
562155;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;539,733720646138
562155;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;539,733720646138
562155;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;539,733720646138
562160;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;622,046707635099
562160;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;622,046707635099
562162;2;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;411,451823614592
562162;2;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;411,451823614592
562166;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;2;50;467,704612845027
562167;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;784,221478833446
562196;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;637,608439208403
562196;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;637,608439208403
562197;1;2;80;2; ; ; ;2; ;2; ;2; ;1;1; ;1; ;2;50;959,110157072077
562199;1;2;80;1;1;5; ;2; ;2; ;1;400000; ; ; ;9;2;2;50;496,894520186327
562201;1;2;80;1;3;6; ;2; ;2; ;2; ; ; ; ;4;2;2;50;520,939432658916
562201;2;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;520,939432658916
562202;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;637,075854121625
562202;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;637,075854121625
562203;1;2;80;1;3;7; ;2; ;2; ;2; ; ; ; ;9;2;2;50;453,494516532081
562203;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;453,494516532081
562203;1;5;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;2;50;453,494516532081
562205;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;496,894520186327
562210;1;2;80;1;3;7; ;2; ;2; ;2; ; ; ; ;9;2;2;50;496,894520186327
562211;1;2;80;1;1;7; ;2; ;2; ;2; ; ; ; ;9;2;2;50;1057,75171603
562211;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;1057,75171603
562211;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;1057,75171603
562211;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;1057,75171603
562214;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;777,520973045201
562214;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;777,520973045201
562216;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;365,734954324082
562216;1;2;80;1;2;7; ;2; ;2; ;2; ; ;2; ;1;1;2;50;365,734954324082
562217;1;1;80;1;4;2; ;3; ;2; ;2; ; ; ; ;9;2;2;50;438,447705057253
562217;1;3;80;1;3;5; ;2; ;2; ;2; ; ; ; ;1;2;2;50;438,447705057253
562222;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;562,917717545146
562224;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;939,16315915677
562226;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;683,352086001953
562226;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;683,352086001953
562226;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;683,352086001953
562226;1;5;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;50;683,352086001953
562228;1;2;80;1;1;2; ;2; ;2; ;1;300000; ; ; ;9;2;2;50;822,149649581913
562232;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;865,509662498648
562232;1;5;80;1;1;7; ;2; ;2; ;1;400000; ; ; ;1;2;2;50;865,509662498648
562232;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;865,509662498648
562236;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;1071,96181234294
562269;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;939,04394893237
562269;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;939,04394893237
562270;1;2;80;1;1;3; ;2; ;2; ;1;800000; ; ;TUVO UN ACCIDENTE CON UNA GUADAÑA;12;2;2;50;1105,05373639764
562271;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;365,734954324082
562271;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;365,734954324082
562271;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;365,734954324082
562271;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;365,734954324082
562271;1;7;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;365,734954324082
562272;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;673,446642560023
562274;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;519,037547323477
562275;1;3;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;637,608439208403
562279;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;365,734954324082
562281;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;747,935355829823
562283;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;1138,27168352999
562283;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;1138,27168352999
562286;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;542,193326114828
562287;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;50;1297,93443074029
562287;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;50;1297,93443074029
562287;1;3;80;1;3;5; ;2; ;2; ;2; ; ; ; ;9;2;2;50;1297,93443074029
562287;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;1297,93443074029
562287;1;8;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;1297,93443074029
562289;1;2;80;1;4;6; ;2; ;2; ;2; ; ; ; ;1;2;2;50;868,99074218403
562291;1;2;80;1;1;7; ;2; ;2; ;1;1200000; ; ; ;9;2;2;50;527,501131441872
562294;1;2;80;1;2;5; ;2; ;2; ;2; ; ; ; ;9;2;2;50;622,046707635099
562296;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;543,000103745715
562296;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;543,000103745715
562296;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;543,000103745715
562298;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;411,451823614592
562299;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;2;50;733,438794430076
562301;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;511,923666672853
562302;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;651,836200509651
562305;1;2;80;1;1;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;894,87710488247
562337;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;651,836200509651
562341;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;531,937665034635
562346;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;408,017902621822
562346;1;4;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;408,017902621822
562347;1;1;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;2;50;671,232948349879
562347;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;671,232948349879
562349;1;1;80;1;3;4; ;2; ;2; ;2; ; ; ; ;10;2;2;50;365,734954324082
562349;1;2;80;1;4;5; ;2; ;2; ;2; ; ; ; ;9;2;2;50;365,734954324082
562412;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1476,25976974329
562430;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1125,42041008297
562430;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1125,42041008297
562431;1;1;80;1;2;4; ;3; ;2; ;2; ; ; ; ;8;2;2;66;1651,30730308921
562432;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1035,30511997136
562432;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1035,30511997136
562441;1;1;80;1;2;4; ;2; ;2; ;2; ; ; ; ;8;2;2;66;1579,49972706971
562441;1;2;80;1;2;8;CAMBIO DE PAIS;2; ;2; ;2; ; ; ; ;11;2;2;66;1579,49972706971
562443;1;2;80;1;4;7; ;2; ;2; ;2; ; ; ; ;9;2;2;66;1504,17438150117
562491;1;1;80;1;3;8;POR LA EDAD;2; ;2; ;2; ; ; ; ;8;2;2;66;1428,37140861982
562491;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1428,37140861982
562494;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1383,17293715509
562494;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1383,17293715509
562500;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1024,91604887241
562502;1;2;80;1;1;2; ;2; ;2; ;2; ; ; ; ;9;2;2;66;1445,68772147511
562552;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1538,92134927345
562552;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1538,92134927345
562554;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;2;66;1482,02783900997
562558;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1493,36093418959
562558;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1493,36093418959
562558;1;5;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;66;1493,36093418959
562559;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;66;1472,92310589902
562559;1;2;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;2;66;1472,92310589902
562559;1;3;80;1;1;5; ;2; ;2; ;2; ; ; ; ;2;2;2;66;1472,92310589902
562560;1;4;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;66;1496,52348585807
562560;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1496,52348585807
562561;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1711,96739546682
562562;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;66;1013,91715925804
562562;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1013,91715925804
562563;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;66;1595,29383164666
562563;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1595,29383164666
562563;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1595,29383164666
562564;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;66;1810,83005264984
562564;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1810,83005264984
562565;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1351,42454884029
562565;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1351,42454884029
562566;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1397,45151043689
562568;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;66;1574,85600335609
562568;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1574,85600335609
562569;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1376,04950640178
562572;1;2;80;1;1;6; ;2; ;1;350000;1;2000000; ; ; ;8;2;2;66;2075,28425572578
562572;1;3;80;1;1;3; ;2; ;2; ;1;4500000; ; ; ;9;2;2;66;2075,28425572578
562572;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;2075,28425572578
562573;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;4;2;2;66;1583,96073646705
562574;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1431,54982008607
562575;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1470,72603189769
562575;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1470,72603189769
562576;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;2030,63240898443
562577;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1194,18257421314
562578;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1505,62821896902
562578;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1505,62821896902
562579;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1073,87991221177
562582;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;2;66;1175,81280966885
562582;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1175,81280966885
562582;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1175,81280966885
562583;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1847,37834522422
562584;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;66;1801,35670056214
562585;1;2;80;1;4;2; ;2; ;2; ;2; ; ;4; ;8;1;2;66;1454,37064195767
562585;1;4;80;1;4;7; ;2; ;2; ;2; ; ; ; ;8;2;2;66;1454,37064195767
562586;1;2;80;2; ; ; ;2; ;2; ;2; ;1;3; ;9; ;2;66;1640,85424673052
562587;1;2;80;1;4;3; ;2; ;2; ;2; ; ;4; ;4;1;2;66;1796,70302477849
562587;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1796,70302477849
562587;1;4;80;2; ; ; ;2; ;2; ;2; ;1;2; ;8; ;2;66;1796,70302477849
562587;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1796,70302477849
562589;1;2;80;1;4;6; ;2; ;2; ;2; ; ;3; ;4;1;2;66;1835,04407110062
562589;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1835,04407110062
562650;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;690,233509560662
562651;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;705,144351143271
562658;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;690,233509560662
562659;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;705,144351143271
562660;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;904,906313675497
562661;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;827,430978952291
562663;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;822,40911521856
562663;1;3;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;822,40911521856
562663;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;822,40911521856
562663;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;822,40911521856
562663;1;6;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;2;73;822,40911521856
562664;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;759,100218990365
562667;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;1011,76446498864
562667;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1011,76446498864
562670;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;902,68829850116
562672;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;2;73;915,523975769224
562672;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;915,523975769224
562673;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;878,182476112693
562673;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;878,182476112693
562674;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;857,678956114538
562674;1;7;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;857,678956114538
562674;1;8;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;857,678956114538
562674;1;9;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;857,678956114538
562675;1;2;80;1;3;5; ;2; ;2; ;2; ; ; ; ;9;2;2;73;845,869033304603
562676;1;3;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;901,41839712138
562677;1;3;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;2;73;878,182476112693
562678;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;821,363210916135
562679;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;795,35198439715
562680;1;3;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;2;73;644,612595715164
562680;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;644,612595715164
562680;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;644,612595715164
562680;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;644,612595715164
562681;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;915,523975769224
562682;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;915,523975769224
562682;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;915,523975769224
562683;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1125,90360039518
562683;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1125,90360039518
562691;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;757,205221805854
562691;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;757,205221805854
562692;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;2;73;705,144351143271
562696;1;3;80;1;1;2; ;2; ;1;300000;1;3600000; ; ; ;9;2;2;73;824,528109480426
562697;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;989,511393938314
562697;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;989,511393938314
562698;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;915,523975769224
562698;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;915,523975769224
562699;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;951,364631347018
562699;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;951,364631347018
