DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;P6430;RAMA4D_R4;INGLABO;MES;DPTO;fex_c_2011;RAMA4DP8_R4
6052132;1;2;1;60;54;54;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;600000;1;;3;;1;2;12;60;;.;60;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;0;120;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;15;8;;1;;58;80;1;4;8010;600000;12;54;314.60864577;
6052133;1;1;1;60;54;54;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;600000;1;;3;;3;2;12;40;;.;40;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;2;;1;;85;95;1;4;9522;600000;12;54;371.3236937;
6052134;1;2;1;60;54;54;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1000000;1;;3;;3;2;12;55;;.;55;;;;1;9;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;30;8;;1;;95;41;1;4;4111;1000000;12;54;471.69422905;
6052134;1;3;1;60;54;54;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;900000;1;;3;;1;2;12;48;;.;48;;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;30;8;;1;;99;45;1;4;4520;900000;12;54;471.69422905;
6052134;1;4;1;60;54;54;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;500000;1;;3;;1;1;12;40;;.;40;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;2;3;15;8;;1;;57;96;1;4;9602;500000;12;54;471.69422905;
6052134;1;5;1;60;54;54;2;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1000000;1;;1;;1;1;12;55;;.;55;;;;1;9;;11;;2;;;;;;;;;;;;1;2;2;1;0;60;4;;3;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;1;1;1;2;1;1;2;2;2;30;2;;1;1;95;41;1;4;4111;1000000;12;54;471.69422905;
6052185;1;1;1;60;66;66;1;2;1;;1;;1;1;1;1;180;;2;;2;1500000;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;35000;2;2;;;2;;;2;;;1;750000;1;750000;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;5;5;;1;;1;1;1;20;1;;;;;;;;;1;1;1;0;60;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;15;3;;1;;03;33;1;1;3313;1500000;12;66;507.96883678;
6052187;1;1;1;60;66;66;1;1;;;1;;1;2;2;2;24;;1;;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;1;300000;2;;2;;;;;;;;;.;;;;;;;;;.;;;10;48;;.;48;;;;2;2;;1;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;2;45;9;;1;;93;43;1;1;4330;1000000;12;66;436.19194982;
6052188;1;2;1;60;68;68;1;2;1;;1;;1;1;2;1;80;;2;;2;2500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2400000;2;;2;;1;12000000;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;9;1;;;;;;;;;1;1;1;0;12;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;30;3;;1;;21;64;1;1;6424;2500000;12;68;580.4812623;
6052190;1;2;1;60;68;68;1;1;;;1;;2;1;2;1;45;;1;;2;800000;2;;;1;300000;1;200000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;800000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;84;;.;84;;;;1;1;;2;;2;;;;;;1;;;;;;;2;2;1;0;12;3;;2;2;;;;;;;;2;;;;1;2;1;1;2;2;2;1;2;2;;1;1;1;2;2;2;1;1;14;;8;;1;1;54;97;1;3;9700;1300000;12;68;491.25131791;
6052192;1;2;1;60;68;68;1;2;2;12;1;;1;2;2;2;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;;;;;3;1800000;1;;3;;1;1;12;48;;.;48;;;;9;7;;1;;1;1;2;14;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;11;20;3;;1;;39;84;1;4;8412;1800000;12;68;668.45305473;
6052192;1;3;1;60;68;68;1;2;2;6;1;;1;2;2;2;2;;6;;2;700000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;8;48;;.;48;;;;9;7;;1;;2;;;;;;;;;;;;1;1;2;1;4;3;1;;3;2;;;;;;;;2;;;;1;2;1;2;1;2;2;2;2;2;;1;1;1;1;1;2;2;1;2;55;8;;1;1;32;47;1;1;4759;700000;12;68;668.45305473;
6052193;1;2;1;60;68;68;1;2;1;;1;;1;1;2;1;12;;2;;2;1500000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1450000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;1;;1;;1;2;1;8;1;;;;;;;;;1;1;1;12;17;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;03;62;1;1;6201;1500000;12;68;613.99763495;
6052194;1;1;1;60;68;68;1;2;2;12;1;;1;1;2;1;36;;2;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;66000;2;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;2;1;;;;;;;;;1;1;1;0;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;5;;1;;97;11;1;1;1103;908526;12;68;562.37700526;
6052195;1;1;1;60;68;68;2;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;800000;1;;3;;3;2;12;48;;.;32;2;;;1;6;;3;;2;;;;;;;;;;;;1;2;2;1;6;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;3;8;;1;;45;56;1;4;5619;800000;12;68;468.96083403;
6052195;1;2;1;60;68;68;1;1;;;1;;1;2;2;2;0;;1;;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;48;;.;40;2;;;8;7;;2;;2;;;;;;;;;;;;1;2;2;1;12;3;1;;1;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;;1;1;1;2;1;2;2;1;2;20;8;;1;1;53;56;1;1;5611;1000000;12;68;468.96083403;
6052196;1;2;1;60;68;68;1;2;2;12;1;;1;1;2;1;12;;1;;2;4000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;4000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;19;1;;;;;;;;;1;1;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;30;3;;1;;13;85;1;1;8544;4000000;12;68;516.99321241;
6052196;1;3;1;60;68;68;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;600000;1;;3;;3;2;6;48;;.;48;;;;1;4;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;5;3;;1;;97;53;1;4;5320;600000;12;68;516.99321241;
6052197;1;3;1;60;68;68;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;700000;1;;3;;3;2;12;50;;.;50;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;3;2;;1;;98;49;1;4;4921;700000;12;68;661.11954394;
6052197;1;4;1;60;68;68;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;700000;1;;3;;3;2;12;60;;.;60;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;3;3;;1;;98;49;1;4;4921;700000;12;68;661.11954394;
6052198;1;1;1;60;68;68;1;1;;;1;;1;2;2;2;24;;2;;2;908600;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;7;;1;;2;;;;;;;;;;;;1;1;2;1;0;120;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;3;;1;;45;47;1;1;4773;908600;12;68;514.75219892;
6052199;1;1;1;60;68;68;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;;;;3;2500000;1;;3;;1;1;12;40;;.;0;6;;2;1;7;;1;;1;1;2;15;1;;;1;;;;;;2;2;1;0;12;4;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;3;;1;;12;69;1;4;6910;2500000;12;68;492.46171505;
6052199;1;2;1;60;68;68;1;2;1;;1;;1;1;2;1;144;;2;;2;3000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;300000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;7;7;;1;;1;1;1;15;1;;1;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;12;3;;1;;40;47;1;1;4755;3000000;12;68;492.46171505;
6052200;1;1;1;60;68;68;1;2;2;5;1;;1;1;2;1;1;;5;;1;6380000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;18;1;;;;;;;;;1;1;1;0;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;30;8;;1;;11;86;1;1;8621;6380000;12;68;493.4923314;
6052201;1;1;1;60;68;68;1;2;2;12;1;;1;2;2;2;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;4;;;;;3;900000;1;;3;;3;2;12;40;;.;40;;;;1;5;;1;;1;1;2;7;1;;;;;;;;;1;2;1;0;60;4;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;2;11;15;3;;1;;41;47;1;4;4759;900000;12;68;516.99321241;
6052201;1;2;1;60;68;68;1;2;1;;1;;1;1;2;1;3;;2;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;106500;2;1;70000;2;2;;;2;;;2;;;1;1200000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;5;;1;;1;1;1;7;1;;;;;;;;;1;1;1;0;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;3;;1;;45;47;1;1;4759;1200000;12;68;516.99321241;
6052202;1;1;1;60;68;68;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;500000;1;;3;;3;2;12;24;2;;24;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;8;;1;;58;80;1;4;8010;500000;12;68;566.38533128;
6052203;1;1;1;60;68;68;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;900000;1;;3;;3;2;12;50;;.;50;;;;1;4;;1;;2;;;;;;;;;;;;1;2;2;1;0;72;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;10;5;;1;;98;49;1;4;4921;900000;12;68;603.98214331;
6052203;1;2;1;60;68;68;1;1;;;1;;1;1;2;1;24;;2;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1200000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;5;7;;3;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;10;3;;1;;80;15;1;1;1521;1200000;12;68;603.98214331;
6052204;1;1;1;60;68;68;1;1;;;1;;1;2;2;2;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;2;700000;1;;1;;7;2;12;24;2;;16;7;PROGRAMACION DE CITAS;;2;7;;3;;2;;;;;;;;;;;;1;2;2;1;4;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;20;3;;1;;06;86;1;4;8622;700000;12;68;640.46432104;
6052204;1;2;1;60;68;68;2;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;0;0;3;7;;1;1;2021;2;3000000;1;;3;;6;2;12;48;;.;48;;;;2;7;;1;;1;2;2;10;1;;;;;;;;;1;2;1;0;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;8;20;2;;1;;06;86;1;5;8622;3000000;12;68;640.46432104;
6052205;1;1;1;60;68;68;1;1;;;1;;1;2;2;2;2;;1;;2;280000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;24;1;;24;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;1;2;;;;;;;;1;30;1;1;1;1;1;2;1;2;2;1;2;2;;1;1;2;2;2;2;2;1;11;45;2;;1;1;53;56;1;1;5611;280000;12;68;590.99451541;
6052205;1;2;1;60;68;68;1;2;2;11;2;4;1;2;2;1;80;;2;;2;908000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;908000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;10;1;;;;;;;;;1;1;1;0;12;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;1;;1;;54;88;1;1;8891;908000;12;68;590.99451541;9491
6052208;1;1;1;60;68;68;2;;;;;;;;;;264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;6;;;;;3;1200000;1;;3;;3;2;12;48;;.;48;;;;2;1;;1;;2;;;;;;;;;;;;1;2;2;1;0;18;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;15;2;;1;;49;77;1;4;7729;1200000;12;68;610.12989429;
6052208;1;2;1;60;68;68;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;24;2;;20;6;;2;2;1;;1;;2;;;;;;;;;;;;1;2;2;1;4;60;6;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;8;;1;;32;77;1;6;7729;;12;68;610.12989429;
6052208;1;4;1;60;68;68;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1000000;1;;3;;1;2;12;60;;.;60;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;2;18;1;;1;2;;;;;;;;2;;;;1;2;1;2;2;1;2;1;1;2;;2;1;1;2;1;2;2;1;11;10;3;;1;1;98;49;1;4;4921;1000000;12;68;610.12989429;
6052210;1;1;1;60;68;68;1;2;2;12;1;;1;1;2;1;4;;2;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;20;1;;;;;;;;;1;1;1;0;84;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;5;;1;;58;80;1;1;8010;908526;12;68;530.96732397;
6052210;1;3;1;60;68;68;1;2;2;12;1;;1;1;2;1;60;;3;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;7;1;;;;;;;;;1;1;1;0;12;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;5;;1;;55;78;1;1;7810;908526;12;68;530.96732397;
6052210;1;4;1;60;68;68;2;;;;;;;;;;108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;900000;1;;3;;3;2;12;60;;.;60;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;120;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;20;3;;1;;98;49;1;4;4921;900000;12;68;530.96732397;
6052210;1;5;1;60;68;68;1;1;;;1;;1;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;;;;;2;300000;1;;3;;1;2;4;24;1;;24;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;20;2;2;2;;;;;;;;;;;;;1;2;1;2;1;1;11;20;3;;1;;92;14;1;4;1410;300000;12;68;530.96732397;
6052211;1;1;1;60;68;68;1;2;2;12;1;;1;1;2;1;36;;2;;2;908600;2;;;2;;2;;2;;2;;2;;;1;106500;2;1;35000;2;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;5;1;;;;;;;;;1;1;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;3;;1;;59;86;1;1;8610;908600;12;68;710.63348227;
6052212;1;1;1;60;68;68;2;;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;150000;1;;3;;1;1;12;24;1;;24;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;8;34;1;;13;2;;;;;;;;1;20;2;1;1;1;1;2;1;2;1;2;2;2;;2;1;2;2;1;2;1;1;14;;9;;1;1;80;95;1;4;9523;150000;12;68;613.99763495;
6052213;1;1;1;60;68;68;2;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;400000;1;;3;;3;2;12;48;;.;40;2;;;1;5;;2;;2;;;;;;;;;;;;1;2;2;1;0;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;60;8;;1;;45;38;1;4;3830;400000;12;68;567.29580066;
6052214;1;1;1;60;68;68;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;6;;;;;3;1500000;1;;3;;3;2;12;48;;.;48;;;;2;1;;1;;2;;;;;;;;;;;;1;2;2;1;0;120;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;2;;1;;80;15;1;4;1522;1500000;12;68;570.90673802;
6052214;1;2;1;60;68;68;2;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;14;2;;14;;;;2;7;;3;;2;;;;;;;;;;;;1;2;2;1;6;8;6;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;8;;1;;32;15;1;6;1522;;12;68;570.90673802;
6052215;1;1;1;60;68;68;1;1;;;1;;1;2;2;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;6;;;;;3;1200000;1;;3;;3;2;12;50;;.;50;;;;1;4;;3;;2;;;;;;;;;;;;1;2;2;1;0;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;3;;1;;37;53;1;4;5320;1200000;12;68;526.52360399;
6052215;1;2;1;60;68;68;1;2;1;;1;;1;1;2;1;56;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;110000;2;2;;;2;;;2;;;2;;;1;600000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;6;7;;1;;1;1;1;6;1;;;;;;;;;1;1;1;0;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;3;;1;;59;86;1;1;8621;1200000;12;68;526.52360399;
6052216;1;1;1;60;68;68;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;;;;3;5800000;1;;3;;4;2;12;40;;.;30;3;;;1;5;;1;;1;2;2;12;;1;;;;;;;;1;2;1;4;12;4;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;15;2;;1;;02;71;1;4;7112;5800000;12;68;638.75666792;
6052216;1;3;1;60;68;68;1;2;1;;1;;1;1;2;1;6;;2;;2;1500000;2;;;2;;2;;2;;2;;2;;;1;106454;1;1;35000;2;2;;;2;;;2;;;1;1430000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;45;;.;45;;;;9;7;;1;;1;1;1;1;1;;;;;;;;;1;1;1;12;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;45;3;;1;;38;82;1;1;8220;1500000;12;68;638.75666792;
6052217;1;1;1;60;68;68;1;2;2;12;1;;1;1;2;1;120;;1;;2;2000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;9;;;2;;;2;;;1;2000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;13;1;;;;;;;;;1;1;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;10;3;;1;;42;47;1;1;4711;2000000;12;68;646.16257085;
6052217;1;2;1;60;68;68;1;2;1;;1;;1;1;2;1;160;;1;;2;2000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;13;1;;;;;;;;;1;1;1;0;36;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;30;3;;1;;42;47;1;1;4711;2000000;12;68;646.16257085;
6052219;1;2;1;60;68;68;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;2500000;1;;3;;3;2;12;40;;.;40;;;;1;1;;1;;1;1;2;30;1;;;;;;;;;2;2;1;6;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;2;;1;;44;68;1;4;6820;2500000;12;68;483.84541498;
6052220;1;3;1;60;68;68;1;2;1;;1;;1;1;2;1;48;;1;;2;2000000;2;;;2;;2;;2;;2;;2;;;1;106455;1;2;;;2;;;2;;;2;;;1;1800000;2;;1;550000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;3;7;;1;;1;2;1;14;1;;;;;;;;;1;1;1;0;120;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;10;2;;1;;39;86;1;1;8621;2000000;12;68;504.85685425;
