DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;P6430;RAMA4D_R4;INGLABO;MES;DPTO;fex_c_2011;RAMA4DP8_R4
6037246;1;2;1;60;05;5;1;2;1;;1;;1;1;2;1;96;;1;;2;1800000;2;;;2;;2;;2;;2;;2;;;2;;;1;38300;2;2;;;2;;;2;;;1;1800000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;1;;1;;1;2;1;13;1;;;;;;;;;1;1;1;4;24;1;;8;2;;;;;;;;1;16;2;1;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;33;86;1;1;8610;1800000;12;05;1571.8626497;
6037247;1;3;1;60;05;5;1;2;2;2;1;;1;1;2;1;0;;2;;1;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;700000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;10;48;;.;48;;;;9;7;;1;;1;1;1;9;1;;;;;;;;;1;1;1;2;12;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;60;8;;1;;38;82;1;1;8220;908526;12;05;1314.9715231;
6037248;1;1;1;60;05;5;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1000000;1;;3;;3;2;12;72;;.;72;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;120;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;5;;1;;98;49;1;4;4923;1000000;12;05;1652.4051566;
6037249;1;1;1;60;05;5;1;2;2;12;1;;1;1;2;1;12;;2;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;1;1;38000;2;2;;;2;;;2;;;1;893000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;6;;1;;1;2;1;16;1;;;;;;;;;1;1;1;6;96;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;4;40;8;;1;;39;95;1;1;9522;908526;12;05;1476.1702864;
6037250;1;1;1;60;05;5;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;1000000;1;;1;;1;1;4;70;;.;50;6;;2;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;8;24;1;;1;2;;;;;;;;2;;;;1;1;1;1;1;2;2;2;2;2;;1;1;1;2;2;2;2;2;2;15;5;;1;1;59;86;1;4;8699;1000000;12;05;1365.4612961;
6037251;1;1;1;60;05;5;1;2;1;;1;;1;1;2;1;300;;2;;2;3000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;3000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;1;;1;;1;2;1;28;1;;;;;;;;;1;1;1;0;36;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;5;;1;;08;47;1;1;4752;3000000;12;05;1113.822416;
6037251;1;2;1;60;05;5;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;5;;;;;2;250000;1;;1;;3;2;12;10;2;;10;;;;1;1;;3;;2;;;;;;;;;;;;1;2;2;1;12;24;1;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;45;47;1;4;4792;250000;12;05;1113.822416;
6037251;1;3;1;60;05;5;2;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;400000;1;;1;;1;1;12;10;1;;10;;;;1;1;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;38;2;1;1;1;1;2;1;2;2;2;2;2;;1;1;1;2;2;2;2;2;14;;3;;1;1;02;71;1;4;7111;400000;12;05;1113.822416;
6037252;1;1;1;60;05;5;1;2;1;;2;4;1;1;2;1;2;;2;;2;908526;1;50000;2;2;;2;;2;;1;700000;2;;;1;106454;1;2;;;2;;;2;;;1;500000;2;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;8;48;;.;48;;;;9;7;;1;;1;1;1;0;1;;;;;;;;;1;1;1;0;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;40;3;;1;;38;51;1;1;5111;908526;12;05;1150.2607494;7810
6037252;1;2;1;60;05;5;1;2;1;;1;;1;1;2;1;14;;1;;2;1000000;1;40000;2;2;;2;;2;;2;;2;;;1;106454;1;1;38000;2;2;;;2;;;2;;;1;1000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;1;1;;;;;;;;;1;1;1;5;3;1;;1;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;1;2;1;2;1;1;4;15;3;;1;1;39;93;1;1;9311;1000000;12;05;1150.2607494;
6037253;1;1;1;60;05;5;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;300000;1;;3;;1;1;12;20;2;;20;;;;1;2;;10;;2;;;;;;;;;;;;1;2;2;1;8;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;12;5;;1;;57;96;1;4;9602;300000;12;05;2017.2603313;
6037254;1;1;1;60;05;5;1;2;1;;2;1;1;1;2;1;168;;3;;2;908526;1;98;2;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;65;;.;65;;;;9;7;;1;;1;1;1;14;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;30;5;;1;;59;86;1;1;8610;908526;12;05;1211.9829563;7810
6037254;1;2;1;60;05;5;1;2;1;;1;;1;1;2;1;4;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;44;;.;44;;;;6;4;;1;;1;1;1;23;1;;;;;;;;;1;1;1;0;48;4;;9;2;;;;;;;;1;15;2;1;1;1;1;2;2;2;2;1;2;2;;1;1;1;1;1;2;2;1;4;25;5;;1;1;98;43;1;1;4322;908526;12;05;1211.9829563;
6037255;1;1;1;60;05;5;1;2;1;;1;;1;1;2;1;9;;1;;2;908526;1;86000;2;2;;2;;2;;2;;2;;;2;;;1;37000;2;2;;;2;;;2;;;1;454000;2;;2;;2;;2;;1;5;;;;;;;;;;;;;;;;;;;;12;50;;.;55;;;;3;7;;1;;1;1;1;4;1;;;;;;;;;1;1;1;0;24;1;;3;2;;;;;;;;1;18;2;1;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;8;;1;;53;47;1;1;4729;908526;12;05;1691.5167608;
6037255;1;2;1;60;05;5;1;1;;;1;;1;1;2;1;2;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;9;48;;.;48;;;;3;7;;1;;1;2;1;5;1;;;;;;;;;1;1;1;3;7;1;;9;2;;;;;;;;1;30;2;1;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;5;;1;;77;47;1;1;4729;1200000;12;05;1691.5167608;
6037256;1;2;1;60;05;5;1;2;1;;1;;1;1;2;1;276;;1;;2;1900000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1900000;1;600000;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;27;1;;;;;;;;;1;1;1;0;24;1;;5;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;30;5;;1;;90;22;1;1;2229;1900000;12;05;1238.1586259;
6037257;1;2;1;60;05;5;1;1;;;1;;2;2;2;2;36;;1;;2;300000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;24;2;;24;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;;2;2;2;2;1;2;1;1;3;2;3;;1;1;45;47;1;1;4711;300000;12;05;1225.7209745;
6037258;1;1;1;60;05;5;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;0;0;3;6;;;;;3;1000000;1;;3;;1;2;12;48;;.;48;;;;2;7;;1;;1;2;2;15;;1;;;;;;;;2;2;1;0;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;8;40;9;;1;;95;41;1;5;4112;1000000;12;05;1432.1223282;
6037258;1;2;1;60;05;5;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;5;;;;;2;120000;1;;3;;4;2;12;50;;.;30;6;;2;1;1;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;3;;1;;45;47;1;4;4792;120000;12;05;1432.1223282;
6037259;1;1;1;60;05;5;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;;;;3;3500000;1;;3;;3;2;12;60;;.;60;;;;1;7;;3;;2;;;;;;;;;;;;1;2;2;1;3;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;8;80;3;;1;;11;69;1;4;6920;3500000;12;05;1155.4021972;
6037259;1;2;1;60;05;5;1;2;1;;1;;1;1;2;1;180;;1;;2;2500000;2;;;2;;2;;2;;2;;2;;;1;1016454;1;2;;;2;;;2;;;1;1300000;1;1;1200000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;54;;.;54;;;;4;7;;1;;1;1;1;17;1;;;;;;;;;1;1;1;12;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;60;3;;1;;44;79;1;1;7911;2500000;12;05;1155.4021972;
6037264;1;3;1;60;05;5;1;2;2;12;1;;2;1;2;1;11;;2;;1;2000000;2;;;2;;2;;1;98;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;7;;1;;1;1;1;5;1;;;;;;;;;1;1;1;1;11;1;;1;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;1;2;1;2;1;2;1;1;4;45;8;;1;1;05;70;1;1;7020;2000000;12;05;1142.6137173;
6037265;1;1;1;60;05;5;1;2;1;;1;;1;1;2;1;156;;2;;2;3000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2800000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;16;1;;;;;;;;;1;1;1;5;12;1;;3;2;;;;;;;;2;;;;1;1;1;2;2;2;1;2;2;2;;2;1;1;2;2;2;1;1;8;60;3;;1;1;02;32;1;1;3250;3000000;12;05;1571.8626497;
6037265;1;2;1;60;05;5;1;2;1;;1;;1;1;2;1;40;;1;;2;5000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;4800000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;30;1;;;;;;;;;1;1;1;0;82;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;80;3;;1;;08;22;1;1;2229;5000000;12;05;1571.8626497;
6037266;1;1;1;60;05;5;1;2;1;;1;;1;1;2;1;60;;2;;2;3000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;3000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;5;1;;;;;;;;;1;1;1;1;120;1;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;70;2;;1;;02;20;1;1;2023;3000000;12;05;1352.7304552;
6037266;1;4;1;60;05;5;1;2;2;12;1;;1;1;2;1;48;;2;;1;2000000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1200000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;9;7;;1;;1;1;1;4;1;;;;;;;;;1;1;1;1;60;1;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;60;8;;1;;30;78;1;1;7820;2000000;12;05;1352.7304552;
6037266;1;5;1;60;05;5;1;2;1;;2;1;1;2;2;1;48;;2;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;4;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;45;3;;1;;45;47;1;1;4761;1200000;12;05;1352.7304552;7810
6037267;1;2;1;60;05;5;1;2;1;;1;;1;1;2;1;82;;2;;1;1200000;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;72000;2;2;;;2;;;2;;;1;1200000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;6;7;;1;;1;1;1;9;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;1;2;1;2;1;1;11;60;8;;1;1;16;22;1;1;2229;1200000;12;05;1253.5627375;
6037269;1;1;1;60;05;5;2;;;;;;;;;;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;1500000;1;;3;;3;2;12;50;;.;50;;;;1;6;;1;;1;1;2;20;1;;;;;;;;;1;1;1;20;30;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;3;;1;;41;47;1;4;4719;1500000;12;05;1293.6238801;
6037269;1;3;1;60;05;5;1;2;1;;1;;1;1;2;1;1;;3;;1;1500000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;48;;.;48;;;;7;7;;1;;1;1;1;0;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;30;3;;1;;34;65;1;1;6511;1500000;12;05;1293.6238801;
6037273;1;2;1;60;05;5;1;2;1;;1;;1;1;2;1;300;;1;;2;2800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2800000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;45;;.;45;;;;9;7;;1;;1;2;1;28;1;;1;;;;;;;1;1;1;0;108;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;8;30;2;;1;;13;85;1;1;8530;2800000;12;05;1261.0063958;
6037274;1;2;1;60;05;5;1;9;;;1;;1;1;2;1;60;;1;;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;3;4;;1;;2;;;;;;;;;;;;1;9;9;1;0;120;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;10;5;;1;;98;49;1;1;4923;;12;05;1296.0920571;
6037276;1;1;1;60;05;5;1;2;1;;1;;1;1;2;1;24;;2;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;2;1;;;;;;;;;1;1;1;0;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;5;5;;1;;39;49;1;1;4923;908526;12;05;1248.4212897;
6037277;1;1;1;60;05;5;2;;;;;;;;;;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;5;;;;;2;500000;1;;3;;4;2;12;50;;.;50;;;;1;5;;3;;2;;;;;;;;;;;;1;2;2;1;36;170;1;;2;2;;;;;;;;1;14;1;1;2;;;;;;;;;;;;;1;1;1;2;1;1;11;12;3;;1;;45;47;1;4;4792;500000;12;05;1552.9831837;
6037278;1;1;1;60;05;5;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;1;2018;2;450000;1;;3;;9;1;12;50;;.;50;;;;1;7;;3;;2;;;;;;;;;;;;1;2;2;1;0;120;1;;10;2;;;;;;;;2;;;;1;1;1;1;2;2;1;1;1;2;;2;1;2;2;2;2;1;2;11;15;9;;1;1;79;45;1;4;4520;450000;12;05;1113.822416;
6037278;1;4;1;60;05;5;1;2;2;12;1;;1;1;2;1;1;;3;;1;908526;2;;;2;;2;;2;;2;;2;;;1;106000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;5;54;;.;54;;;;9;7;;1;;1;1;1;1;1;;;;;;;;;1;1;1;0;4;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;40;5;;1;;80;15;1;1;1512;908526;12;05;1113.822416;
6037279;1;1;1;60;05;5;1;2;1;;1;;1;1;2;1;216;;1;;2;1000000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;890000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;72;;.;72;;;;8;7;;1;;1;1;1;18;1;;;;;;;;;1;1;1;1;160;8;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;8;;1;;97;46;1;1;4669;1000000;12;05;1269.7689328;
6037280;1;1;1;60;05;5;1;2;2;3;1;;2;1;2;1;11;;1;;2;2600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2580000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;11;48;;.;48;;;;6;7;;1;;1;1;1;16;1;;;;;;;;;1;1;1;1;12;1;;1;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;;2;1;1;1;1;2;2;2;4;60;8;;1;1;16;14;1;1;1410;2600000;12;05;1598.185774;
6037280;1;2;1;60;05;5;1;2;1;;1;;1;1;1;1;148;;1;;2;2300000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1150000;1;2280000;1;1150000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;6;;1;;1;2;1;20;1;;;;;;;;;1;1;1;8;36;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;8;;1;;03;84;1;2;8412;2300000;12;05;1598.185774;
6037281;1;1;1;60;05;5;1;2;1;;1;;1;1;2;1;32;;1;;2;1000000;2;;;2;;2;;2;;2;;2;;;1;106454;1;2;;;2;;;2;;;2;;;1;980000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;5;;2;9;7;;1;;1;1;1;2;1;;;;;;;;;1;1;1;6;6;1;;8;2;;;;;;;;1;48;1;2;1;1;1;2;1;2;2;2;2;2;;1;1;1;2;1;2;2;1;4;60;8;;1;1;87;25;1;1;2511;1000000;12;05;1108.6809682;
6037281;1;2;1;60;05;5;1;2;1;;1;;1;1;2;1;4;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;106454;1;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;11;48;;.;48;;;;2;7;;1;;1;1;1;3;1;;;;;;;;;1;1;1;1;7;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;35;8;;1;;51;56;1;1;5613;1200000;12;05;1108.6809682;
6037281;1;3;1;60;05;5;1;2;1;;1;;1;1;2;1;3;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;3;48;;.;48;;;;2;7;;1;;1;1;1;0;1;;;;;;;;;2;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;35;8;;1;;53;56;1;1;5611;908526;12;05;1108.6809682;
6037282;1;1;1;60;05;5;1;2;1;;1;;1;1;2;1;10;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;430000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;7;;1;;1;1;1;10;1;;;;;;;;;1;1;1;3;120;4;;3;2;;;;;;;;2;;;;1;2;1;2;1;2;2;2;2;2;;2;2;1;2;1;2;2;1;4;45;8;;1;1;55;47;1;1;4741;908526;12;05;1135.170059;
6037282;1;4;1;60;05;5;1;1;;;1;;2;2;2;2;4;;1;;2;600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;4;28;1;;28;;;;2;7;;11;;2;;;;;;;;;;;;1;2;2;1;8;2;1;;1;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;1;TENER PRESTACIONES SOCIALES;1;1;2;2;1;2;2;1;4;45;8;;1;1;45;47;1;1;4741;600000;12;05;1135.170059;
6037283;1;1;1;60;05;5;2;;;;;;;;;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;3;7;;1;1;2020;1;3000000;1;;3;;3;2;12;48;;.;48;;;;2;7;;1;;1;2;2;15;1;;;;;;;;;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;30;2;;1;;41;47;1;4;4773;3000000;12;05;1253.5627375;
6037283;1;2;1;60;05;5;1;2;2;12;1;;1;1;2;1;70;;2;;2;1000000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;1000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;7;7;;1;;1;2;1;5;1;;;;;;;;;1;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;1;;1;;32;46;1;1;4649;1000000;12;05;1253.5627375;
6037284;1;1;1;60;05;5;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;8;6;2;0;3;7;;1;1;2021;1;20000000;1;;3;;8;2;12;48;;.;48;;;;4;7;;3;;2;;;;;;1;1;;;;;;2;2;1;0;120;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;10;2;;1;;21;45;1;5;4530;20000000;12;05;1365.4612961;
6037285;1;1;1;60;05;5;1;2;1;;1;;1;1;2;1;142;;1;;2;1480000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1460000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;10;1;;;;;;;;;1;1;1;0;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;69;8;;1;;59;86;1;1;8610;1480000;12;05;1471.3773889;
6037285;1;2;1;60;05;5;1;2;1;;1;;1;1;2;1;18;;1;;2;5000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;4800000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;1;;1;;1;1;1;15;1;;;;;;;;;1;1;1;0;48;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;2;;1;;11;01;1;1;0125;5000000;12;05;1471.3773889;
6037286;1;1;1;60;05;5;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;3;7;;1;1;2020;1;1500000;1;;3;;3;2;12;48;;.;48;;;;2;7;;1;;1;2;2;10;1;;;;;;;;;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;15;2;;1;;41;47;1;4;4751;1500000;12;05;1571.8626497;
6037286;1;2;1;60;05;5;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;3;7;;1;1;2020;1;1500000;1;;3;;3;2;12;48;;.;48;;;;2;7;;3;;2;;;;;;1;;;;;;;2;2;1;1;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;15;2;;1;;41;47;1;4;4751;1500000;12;05;1571.8626497;
