DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6290,P6290S1,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,FT,DPTO,fex_c_2011
946076,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,104.295.198.154.768
946076,1,4,1,50,17,4,4,,2,2,2,2,,,2,,,,,,,,1,17,104.295.198.154.768
946078,1,1,1,50,17,1,6,CAMINAR,2,2,2,2,,,2,,,,,,,,1,17,189.018.673.731.903
946078,1,2,1,50,17,2,3,,2,2,2,2,,,2,,,,,,,,1,17,189.018.673.731.903
946080,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,153.783.912.270.966
946080,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,153.783.912.270.966
946080,1,3,1,50,17,2,3,,2,2,2,2,,,2,,,,,,,,1,17,153.783.912.270.966
946081,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,181.873.979.327.417
946081,1,2,1,50,17,2,4,,2,2,2,2,,,1,10,,,,,,,1,17,181.873.979.327.417
946084,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,136.383.897.920.841
946084,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,136.383.897.920.841
946084,1,3,1,50,17,1,3,,2,2,2,2,,,2,,,,,,,,1,17,136.383.897.920.841
946087,1,1,1,50,17,1,4,,2,1,,,,,,,,,,,,,1,17,115.019.837.093.659
946088,1,1,1,50,17,1,6,CAMNAR,2,2,2,2,,,2,,,,,,,,1,17,165.143.161.424.091
946088,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,165.143.161.424.091
946088,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,165.143.161.424.091
946088,1,4,1,50,17,4,1,,,,,,,,,,,,,,,,1,17,165.143.161.424.091
946090,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,150.214.138.450.138
946092,1,1,1,50,17,1,6,CAMINAR,2,2,2,2,,,2,,,,,,,,1,17,130.618.998.760.777
946092,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,130.618.998.760.777
946092,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,130.618.998.760.777
946092,1,5,1,50,17,5,4,,2,2,2,2,,,1,10,,,,,,,1,17,130.618.998.760.777
946094,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,969.227.416.422.579
946094,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,969.227.416.422.579
946094,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,969.227.416.422.579
946094,1,4,1,50,17,4,1,,,,,,,,,,,,,,,,1,17,969.227.416.422.579
946094,1,5,1,50,17,5,1,,,,,,,,,,,,,,,,1,17,969.227.416.422.579
946097,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,1.139.208.395.117
946097,1,2,1,50,17,2,2,,2,2,2,1,2,,,,,,,,,1,1,17,1.139.208.395.117
946100,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,129.279.663.620.813
946100,1,2,1,50,17,2,3,,2,2,2,2,,,2,,,,,,,,1,17,129.279.663.620.813
946101,1,1,1,50,17,1,6,CAMINAR,2,2,2,1,1,,,,,,,,,1,1,17,940.340.043.372.356
946101,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,940.340.043.372.356
946101,1,3,1,50,17,3,6,AYUDAR EN UN EVENTO,2,2,2,1,2,,,,,,,,,1,1,17,940.340.043.372.356
946104,1,1,1,50,17,1,4,,2,2,2,2,,,2,,,,,,,,1,17,154.491.426.106.604
946104,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,154.491.426.106.604
946104,1,3,1,50,17,3,3,,2,2,2,2,,,2,,,,,,,,1,17,154.491.426.106.604
946104,1,4,1,50,17,4,1,,,,,,,,,,,,,,,,1,17,154.491.426.106.604
946104,1,5,1,50,17,5,3,,2,2,2,2,,,2,,,,,,,,1,17,154.491.426.106.604
946104,1,6,1,50,17,6,4,,2,2,2,2,,,2,,,,,,,,1,17,154.491.426.106.604
946104,1,8,1,50,17,8,1,,,,,,,,,,,,,,,,1,17,154.491.426.106.604
946105,1,1,1,50,17,1,4,,2,2,2,2,,,2,,,,,,,,1,17,150.883.334.896.936
946105,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,150.883.334.896.936
946105,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,150.883.334.896.936
946107,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,150.214.138.450.138
946108,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,173.811.507.782.867
946108,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,173.811.507.782.867
946108,1,5,1,50,17,2,3,,2,2,2,2,,,2,,,,,,,,1,17,173.811.507.782.867
946108,1,6,1,50,17,6,1,,,,,,,,,,,,,,,,1,17,173.811.507.782.867
946112,1,1,1,50,17,1,6,LEER,2,2,2,2,,,2,,,,,,,,1,17,147.097.639.037.091
946113,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,172.020.575.862.461
946113,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,172.020.575.862.461
946113,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,172.020.575.862.461
946113,1,4,1,50,17,4,1,,,,,,,,,,,,,,,,1,17,172.020.575.862.461
946113,1,7,1,50,17,2,5,,,,,,,,,,,,,,,,1,17,172.020.575.862.461
946115,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,189.029.571.554.544
946115,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,189.029.571.554.544
946117,1,1,1,50,17,1,2,,2,2,2,1,2,,,,,,,,,1,1,17,460.079.348.374.635
946119,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,187.641.748.312.163
946119,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,187.641.748.312.163
946120,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,858.307.724.552.484
946120,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,858.307.724.552.484
946120,1,3,1,50,17,3,6,EN EL HOGAR,2,2,2,2,,,2,,,,,,,,1,17,858.307.724.552.484
946122,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,122.124.071.393.687
946122,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,122.124.071.393.687
946124,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,154.882.909.852.925
946124,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,154.882.909.852.925
946126,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,150.632.826.625.355
946126,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,150.632.826.625.355
946126,1,3,1,50,17,3,6,EN EL HOGAR,2,2,2,2,,,2,,,,,,,,1,17,150.632.826.625.355
946126,1,5,1,50,17,5,6,EN EL HOGAR,2,2,2,2,,,2,,,,,,,,1,17,150.632.826.625.355
946128,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,130.187.270.047.301
946128,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,130.187.270.047.301
946128,1,4,1,50,17,4,4,,2,2,2,2,,,2,,,,,,,,1,17,130.187.270.047.301
946128,1,5,1,50,17,4,4,,2,2,2,2,,,2,,,,,,,,1,17,130.187.270.047.301
946130,1,1,1,50,17,1,5,,,,,,,,,,,,,,,,1,17,123.676.343.383.427
946130,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,123.676.343.383.427
946130,1,3,1,50,17,3,4,,2,2,2,2,,,2,,,,,,,,1,17,123.676.343.383.427
946134,1,1,1,50,17,1,6,EN EL HOGAR,2,2,2,2,,,2,,,,,,,,1,17,164.473.964.977.293
946134,1,2,1,50,17,2,6,EN EL HOGAR,2,2,2,2,,,2,,,,,,,,1,17,164.473.964.977.293
946135,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,142.646.459.028.751
946135,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,142.646.459.028.751
946137,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,161.787.051.562.105
946137,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,161.787.051.562.105
946137,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,161.787.051.562.105
946137,1,4,1,50,17,4,3,,2,2,2,2,,,2,,,,,,,,1,17,161.787.051.562.105
946137,1,5,1,50,17,2,3,,2,2,2,2,,,2,,,,,,,,1,17,161.787.051.562.105
946139,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,119.926.076.229.768
946139,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,119.926.076.229.768
946139,1,3,1,50,17,2,6,VACACIONES,2,2,2,2,,,2,,,,,,,,1,17,119.926.076.229.768
946139,1,4,1,50,17,2,6,VACACIONES,2,2,2,2,,,2,,,,,,,,1,17,119.926.076.229.768
946141,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,118.827.078.647.809
946141,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,118.827.078.647.809
946141,1,3,1,50,17,3,3,,2,2,2,2,,,2,,,,,,,,1,17,118.827.078.647.809
946141,1,4,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,118.827.078.647.809
946141,1,5,1,50,17,2,6,VACACIONES,2,2,2,2,,,2,,,,,,,,1,17,118.827.078.647.809
946143,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,158.039.869.370.429
946146,1,1,1,50,17,1,4,,2,2,2,2,,,2,,,,,,,,1,17,140.460.562.156.725
946146,1,2,1,50,17,2,6,EJERCICIO,2,2,2,2,,,2,,,,,,,,1,17,140.460.562.156.725
946146,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,140.460.562.156.725
946148,1,1,1,50,17,1,2,,2,2,2,1,1,,,,,,,,,1,1,17,150.214.138.450.138
946149,1,1,1,50,17,1,6,DILIGENCIAS,2,2,2,2,,,2,,,,,,,,1,17,978.601.603.015.384
946149,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,978.601.603.015.384
946149,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,978.601.603.015.384
946149,1,4,1,50,17,4,1,,,,,,,,,,,,,,,,1,17,978.601.603.015.384
946151,1,1,1,50,17,1,4,,2,2,2,2,,,2,,,,,,,,1,17,559.165.462.839.708
946154,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,129.279.663.620.813
946154,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,129.279.663.620.813
946156,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,154.882.909.852.925
946156,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,154.882.909.852.925
946158,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,1.145.563.919.723
946158,1,2,1,50,17,2,6,ENFERMA,2,1,,,,,,,,,,,,,1,17,1.145.563.919.723
946158,2,1,2,50,17,1,4,,2,2,2,1,2,,,,,,,,,1,1,17,1.145.563.919.723
946160,1,1,1,50,17,1,4,,2,2,2,1,2,,,,,,,,,1,1,17,139.540.857.438.346
946160,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,139.540.857.438.346
946162,1,1,1,50,17,1,4,,2,2,2,2,,,2,,,,,,,,1,17,836.112.315.970.247
946162,1,2,1,50,17,2,4,,2,2,2,1,1,,,,,,,,,1,1,17,836.112.315.970.247
946162,1,3,1,50,17,3,4,,2,2,2,2,,,1,10,,,,,,,1,17,836.112.315.970.247
946163,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,122.793.267.840.485
946163,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,122.793.267.840.485
946163,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,122.793.267.840.485
946163,1,4,1,50,17,4,6,CHATEANDO,2,2,2,1,2,,,,,,,,,1,1,17,122.793.267.840.485
946166,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,139.791.365.709.927
946167,1,1,1,50,17,1,3,,1,,,,,,,,,,,,,,1,17,16.914.273.638.008
946167,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,16.914.273.638.008
946167,1,3,1,50,17,2,3,,2,2,2,2,,,2,,,,,,,,1,17,16.914.273.638.008
946169,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,11.900.757.198.064
946169,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,11.900.757.198.064
946170,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,153.783.912.270.966
946170,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,153.783.912.270.966
946170,1,3,1,50,17,3,3,,2,2,2,2,,,2,,,,,,,,1,17,153.783.912.270.966
946172,1,1,1,50,17,1,2,,2,2,2,1,1,,,,,,,,,1,1,17,107.194.833.282.431
946172,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,107.194.833.282.431
946172,1,3,1,50,17,3,6,CUIDANDO LA ABUELA,2,2,2,2,,,1,13,CUIDAR LA ABUELA,,,,,,1,17,107.194.833.282.431
946172,1,4,1,50,17,4,6,CAMINAR,2,2,2,1,2,,,,,,,,,1,1,17,107.194.833.282.431
946172,1,5,1,50,17,2,3,,2,2,2,2,,,2,,,,,,,,1,17,107.194.833.282.431
946175,1,1,1,50,17,1,6,HACIENDO VUELTAS,2,2,2,1,1,,,,,,,,,1,1,17,117.908.574.398.681
946175,1,2,1,50,17,2,4,,2,2,2,2,,,1,13,MACHISMO,,,,,,1,17,117.908.574.398.681
946175,1,3,1,50,17,3,4,,2,2,2,1,2,,,,,,,,,1,1,17,117.908.574.398.681
946177,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,150.214.138.450.138
946178,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,122.124.071.393.687
946178,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,122.124.071.393.687
946179,1,1,1,50,17,1,6,CAMINAR,2,2,2,2,,,2,,,,,,,,1,17,172.298.753.651.218
946179,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,172.298.753.651.218
946179,1,3,1,50,17,2,3,,2,2,2,2,,,1,12,,,,,,,1,17,172.298.753.651.218
946179,1,4,1,50,17,2,3,,2,2,2,2,,,2,,,,,,,,1,17,172.298.753.651.218
946182,1,1,1,50,17,1,4,,2,2,2,2,,,2,,,,,,,,1,17,136.472.827.269.744
946182,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,136.472.827.269.744
946183,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,111.701.298.653.476
946183,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,111.701.298.653.476
946186,1,1,1,50,17,1,4,,2,2,2,2,,,2,,,,,,,,1,17,136.383.897.920.841
946186,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,136.383.897.920.841
946186,1,3,1,50,17,3,6,CAMINAR,2,2,2,2,,,1,2,,2,,2,,,1,17,136.383.897.920.841
946188,1,1,1,50,17,1,4,,2,2,2,2,,,1,10,,,,,,,1,17,129.279.663.620.813
946188,1,2,1,50,17,2,3,,2,2,2,2,,,1,12,,,,,,,1,17,129.279.663.620.813
946189,1,1,1,50,17,1,6,ENFERMO,2,2,2,2,,,2,,,,,,,,1,17,143.779.100.596.908
946189,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,143.779.100.596.908
946190,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,13.128.626.762.926
946190,1,2,1,50,17,2,4,,2,1,,,,,,,,,,,,,1,17,13.128.626.762.926
946190,1,3,1,50,17,2,3,,2,2,2,2,,,2,,,,,,,,1,17,13.128.626.762.926
946192,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,116.607.537.789.585
946192,1,2,1,50,17,2,4,,2,2,2,2,,,1,10,,,,,,,1,17,116.607.537.789.585
946192,1,3,1,50,17,3,4,,2,2,2,2,,,2,,,,,,,,1,17,116.607.537.789.585
946192,1,4,1,50,17,4,1,,,,,,,,,,,,,,,,1,17,116.607.537.789.585
946192,1,5,1,50,17,3,3,,2,2,2,1,2,,,,,,,,,1,1,17,116.607.537.789.585
946196,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,182.303.565.325.275
946196,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,182.303.565.325.275
946196,1,3,1,50,17,3,6,VER TELEVISION,2,2,2,1,7,POR JOVENES EN ACCION,,,,,,,,1,1,17,182.303.565.325.275
946196,1,4,1,50,17,4,4,,2,2,2,2,,,1,9,,,,,,,1,17,182.303.565.325.275
946196,1,5,1,50,17,2,3,,2,2,2,2,,,2,,,,,,,,1,17,182.303.565.325.275
946200,1,1,1,50,17,1,4,,2,1,,,,,,,,,,,,,1,17,139.540.857.438.346
946200,1,2,1,50,17,2,4,,2,2,2,2,,,1,2,,1,2,,,,1,17,139.540.857.438.346
946202,1,1,1,50,17,1,6,ENFERMO,2,1,,,,,,,,,,,,,1,17,671.141.271.572.552
946202,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,671.141.271.572.552
946202,1,3,1,50,17,3,6,VER TELEVISION,2,2,2,1,1,,,,,,,,,1,1,17,671.141.271.572.552
946202,1,4,1,50,17,4,2,,2,2,2,1,2,,,,,,,,,1,1,17,671.141.271.572.552
946202,2,1,2,50,17,1,1,,,,,,,,,,,,,,,,1,17,671.141.271.572.552
946202,2,2,2,50,17,2,4,,2,2,2,2,,,1,10,,,,,,,1,17,671.141.271.572.552
946205,1,1,1,50,17,1,4,,2,2,2,2,,,2,,,,,,,,1,17,139.791.365.709.927
946206,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,21.216.276.865.685
946206,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,21.216.276.865.685
946206,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,21.216.276.865.685
946208,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,159.376.334.685.711
946208,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,159.376.334.685.711
946209,1,1,1,50,17,1,4,,2,2,2,2,,,2,,,,,,,,1,17,143.779.100.596.908
946209,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,143.779.100.596.908
946211,1,1,1,50,17,1,4,,2,2,2,2,,,2,,,,,,,,1,17,144.448.297.043.707
946211,1,2,1,50,17,1,5,,,,,,,,,,,,,,,,1,17,144.448.297.043.707
946211,1,3,1,50,17,3,2,,2,2,2,1,1,,,,,,,,,1,1,17,144.448.297.043.707
946211,1,4,1,50,17,4,2,,2,2,2,1,1,,,,,,,,,1,1,17,144.448.297.043.707
946213,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,122.124.071.393.687
946213,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,122.124.071.393.687
946215,1,1,1,50,17,1,4,,2,2,2,2,,,2,,,,,,,,1,17,115.019.837.093.659
946216,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,150.214.138.450.138
946217,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,139.529.959.615.705
946217,1,4,1,50,17,4,5,,,,,,,,,,,,,,,,1,17,139.529.959.615.705
946219,1,1,1,50,17,1,6,DESCANSAR,2,2,2,2,,,2,,,,,,,,1,17,12.595.022.735.799
946219,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,12.595.022.735.799
946219,1,3,1,50,17,3,2,,2,2,2,1,1,,,,,,,,,1,1,17,12.595.022.735.799
946221,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,446.805.194.613.903
946221,1,2,1,50,17,2,5,,,,,,,,,,,,,,,,1,17,446.805.194.613.903
946223,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,165.144.103.670.457
946223,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,165.144.103.670.457
946224,1,1,1,50,17,1,6,DESCANSAR,2,2,2,2,,,2,,,,,,,,1,17,126.111.806.280.668
946224,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,126.111.806.280.668
946224,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,126.111.806.280.668
946226,1,1,1,50,17,1,4,,2,2,2,2,,,2,,,,,,,,1,17,115.486.994.513.321
946226,1,2,1,50,17,1,5,,,,,,,,,,,,,,,,1,17,115.486.994.513.321
946226,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,115.486.994.513.321
946226,1,4,1,50,17,4,1,,,,,,,,,,,,,,,,1,17,115.486.994.513.321
946227,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,115.689.033.540.457
946227,1,2,1,50,17,2,6,DESCANSAR,2,2,2,2,,,2,,,,,,,,1,17,115.689.033.540.457
946227,1,3,1,50,17,3,6,DESCANSAR,2,2,2,2,,,2,,,,,,,,1,17,115.689.033.540.457
946229,1,1,1,50,17,1,6,DESCANSAR,2,2,2,2,,,2,,,,,,,,1,17,115.689.033.540.457
946229,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,115.689.033.540.457
946229,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,115.689.033.540.457
946231,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,148.469.417.694.001
946231,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,148.469.417.694.001
946231,1,4,1,50,17,4,1,,,,,,,,,,,,,,,,1,17,148.469.417.694.001
946231,1,5,1,50,17,5,3,,2,2,2,2,,,2,,,,,,,,1,17,148.469.417.694.001
946231,1,6,1,50,17,6,3,,2,2,2,2,,,2,,,,,,,,1,17,148.469.417.694.001
946233,1,1,1,50,17,1,4,,2,2,2,2,,,2,,,,,,,,1,17,12.595.022.735.799
946233,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,12.595.022.735.799
946233,1,3,1,50,17,3,4,,2,2,2,2,,,2,,,,,,,,1,17,12.595.022.735.799
946236,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,16.914.273.638.008
946236,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,16.914.273.638.008
946236,1,3,1,50,17,3,3,,2,2,2,2,,,2,,,,,,,,1,17,16.914.273.638.008
946238,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,121.025.073.811.728
946238,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,121.025.073.811.728
946238,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,121.025.073.811.728
946240,1,1,1,50,17,1,5,,,,,,,,,,,,,,,,1,17,688.125.894.740.409
946240,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,688.125.894.740.409
946240,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,688.125.894.740.409
946240,1,4,1,50,17,4,4,,2,2,2,2,,,2,,,,,,,,1,17,688.125.894.740.409
946240,1,6,1,50,17,6,2,,2,2,2,1,1,,,,,,,,,1,1,17,688.125.894.740.409
946242,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,189.029.571.554.544
946242,1,2,1,50,17,2,4,,2,2,2,2,,,1,3,,2,,2,,,1,17,189.029.571.554.544
946244,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,149.115.140.868.179
946244,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,149.115.140.868.179
946246,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,132.385.265.211.219
946246,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,132.385.265.211.219
946248,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,11.900.757.198.064
946248,1,2,1,50,17,2,4,,2,1,,,,,,,,,,,,,1,17,11.900.757.198.064
946252,1,1,1,50,17,1,4,,2,2,2,2,,,2,,,,,,,,1,17,111.701.298.653.476
946252,1,2,1,50,17,2,4,,2,2,2,1,3,,,,,,,,,1,1,17,111.701.298.653.476
946254,1,1,1,50,17,1,4,,1,,,,,,,,,,,,,,1,17,129.279.663.620.813
946254,1,2,1,50,17,2,2,,2,2,2,1,3,,,,,,,,,1,1,17,129.279.663.620.813
946256,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,150.214.138.450.138
946258,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,132.385.265.211.219
946258,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,132.385.265.211.219
946259,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,185.030.938.844.921
946261,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,187.641.748.312.163
946261,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,187.641.748.312.163
946263,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,150.214.138.450.138
946265,1,1,1,50,17,1,6,VIAJANDO,2,2,2,1,1,,,,,,,,,1,1,17,162.026.662.011.045
946265,1,2,1,50,17,2,4,,2,2,2,2,,,2,,,,,,,,1,17,162.026.662.011.045
946265,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,162.026.662.011.045
946265,2,1,2,50,17,1,6,CAMINANDO,2,2,2,2,,,2,,,,,,,,1,17,162.026.662.011.045
946267,1,1,1,50,17,1,4,,1,,,,,,,,,,,,,,1,17,139.540.857.438.346
946267,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,139.540.857.438.346
946269,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,117.706.535.371.545
946269,1,2,1,50,17,2,3,,2,2,2,1,1,,,,,,,,,1,1,17,117.706.535.371.545
946269,1,3,1,50,17,3,6,ENFERMA,2,2,2,2,,,2,,,,,,,,1,17,117.706.535.371.545
946269,1,4,1,50,17,4,1,,,,,,,,,,,,,,,,1,17,117.706.535.371.545
946271,1,1,1,50,17,1,4,,2,2,2,2,,,2,,,,,,,,1,17,154.669.030.756.781
946271,1,2,1,50,17,2,2,,2,2,2,1,1,,,,,,,,,1,1,17,154.669.030.756.781
946271,1,3,1,50,17,3,4,,2,2,2,2,,,2,,,,,,,,1,17,154.669.030.756.781
946271,1,4,1,50,17,4,1,,,,,,,,,,,,,,,,1,17,154.669.030.756.781
946271,1,5,1,50,17,5,1,,,,,,,,,,,,,,,,1,17,154.669.030.756.781
946273,1,1,1,50,17,1,4,,2,1,,,,,,,,,,,,,1,17,154.051.192.237.082
946273,1,2,1,50,17,2,1,,,,,,,,,,,,,,,,1,17,154.051.192.237.082
946275,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,139.791.365.709.927
946276,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,142.010.906.568.151
946278,1,1,1,50,17,1,1,,,,,,,,,,,,,,,,1,17,175.147.973.098.149
946278,1,2,1,50,17,2,5,,,,,,,,,,,,,,,,1,17,175.147.973.098.149
946278,1,3,1,50,17,3,1,,,,,,,,,,,,,,,,1,17,175.147.973.098.149
946278,1,4,1,50,17,4,4,,2,2,2,1,3,,,,,,,,,1,1,17,175.147.973.098.149
946278,1,5,1,50,17,5,1,,,,,,,,,,,,,,,,1,17,175.147.973.098.149
