DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6290,P6290S1,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,FT,DPTO,fex_c_2011
926453,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,968.527.859.321.428
926453,1,3,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,968.527.859.321.428
926453,1,5,1,50,5,5,6,TEJE EN CROCHE,2,2,2,2,,,2,,,,,,,,1,5,968.527.859.321.428
926454,1,1,1,50,5,1,6,JUEGA BILLAR,2,2,2,2,,,2,,,,,,,,1,5,926.936.869.364.927
926454,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,926.936.869.364.927
926454,1,3,1,50,5,3,6,LEER Y VER TELEVISION,2,2,2,2,,,2,,,,,,,,1,5,926.936.869.364.927
926455,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,993.537.473.383.011
926456,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,857.295.341.754.001
926456,1,2,1,50,5,2,6,TRABAJOS MANUALES,2,2,2,2,,,2,,,,,,,,1,5,857.295.341.754.001
926456,1,3,1,50,5,3,3,,2,2,2,2,,,2,,,,,,,,1,5,857.295.341.754.001
926457,1,1,1,50,5,1,6,CAMINAR,2,2,2,2,,,2,,,,,,,,1,5,941.814.773.593.829
926457,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,941.814.773.593.829
926457,1,3,1,50,5,3,3,,2,2,2,2,,,2,,,,,,,,1,5,941.814.773.593.829
926457,1,4,1,50,5,4,1,,,,,,,,,,,,,,,,1,5,941.814.773.593.829
926458,1,1,1,50,5,1,6,VER TELEVISION Y CAMINAR,2,2,2,2,,,2,,,,,,,,1,5,808.079.064.019.732
926458,1,2,1,50,5,1,6,VER TV,2,2,2,2,,,2,,,,,,,,1,5,808.079.064.019.732
926459,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,879.862.284.710.149
926459,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,879.862.284.710.149
926460,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,677.231.903.872.366
926460,1,2,1,50,5,1,3,,2,2,2,2,,,2,,,,,,,,1,5,677.231.903.872.366
926461,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,614.984.065.876.518
926461,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,614.984.065.876.518
926461,1,3,1,50,5,3,2,,2,2,2,1,3,,,,,,,,,1,1,5,614.984.065.876.518
926461,1,4,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,614.984.065.876.518
926462,1,1,1,50,5,1,4,,2,2,2,2,,,2,,,,,,,,1,5,72.034.030.903.603
926463,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,57.410.781.757.107
926463,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,57.410.781.757.107
926463,1,3,1,50,5,3,2,,2,2,2,1,2,,,,,,,,,1,1,5,57.410.781.757.107
926463,1,4,1,50,5,4,3,,2,2,2,2,,,2,,,,,,,,1,5,57.410.781.757.107
926463,1,5,1,50,5,5,2,,2,2,2,1,2,,,,,,,,,1,1,5,57.410.781.757.107
926463,1,6,1,50,5,6,2,,2,2,2,1,2,,,,,,,,,1,1,5,57.410.781.757.107
926464,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,880.692.183.723.681
926464,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,880.692.183.723.681
926465,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,72.034.030.903.603
926466,1,1,1,50,5,1,6,TRABAJOS MANUALES,2,2,2,2,,,2,,,,,,,,1,5,699.498.963.984.711
926466,1,2,1,50,5,2,2,,2,2,2,1,2,,,,,,,,,1,1,5,699.498.963.984.711
926466,1,3,1,50,5,3,6,VIAJANDO,2,2,2,2,,,2,,,,,,,,1,5,699.498.963.984.711
926466,1,4,1,50,5,3,3,,2,2,2,2,,,2,,,,,,,,1,5,699.498.963.984.711
926467,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,72.034.030.903.603
926468,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,839.815.935.418.232
926468,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,839.815.935.418.232
926468,1,3,1,50,5,3,2,,2,2,2,1,1,,,,,,,,,1,1,5,839.815.935.418.232
926468,1,4,1,50,5,4,3,,2,2,2,2,,,2,,,,,,,,1,5,839.815.935.418.232
926469,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,831.833.979.911.481
926469,1,2,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,831.833.979.911.481
926469,1,4,1,50,5,4,1,,,,,,,,,,,,,,,,1,5,831.833.979.911.481
926470,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,639.640.550.119.205
926470,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,639.640.550.119.205
926470,1,3,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,639.640.550.119.205
926470,1,4,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,639.640.550.119.205
926470,1,8,1,50,5,8,1,,,,,,,,,,,,,,,,1,5,639.640.550.119.205
926470,1,9,1,50,5,9,1,,,,,,,,,,,,,,,,1,5,639.640.550.119.205
926473,1,1,1,50,5,1,6,CAMINAR,2,2,2,2,,,2,,,,,,,,1,5,957.923.041.427.605
926473,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,957.923.041.427.605
926473,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,957.923.041.427.605
926475,1,1,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,386.208.917.996.052
926475,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,386.208.917.996.052
926475,1,3,1,50,5,3,3,,2,2,2,2,,,2,,,,,,,,1,5,386.208.917.996.052
926475,1,4,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,386.208.917.996.052
926475,1,5,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,386.208.917.996.052
926475,1,6,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,386.208.917.996.052
926476,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,660.481.895.170.524
926476,1,2,1,50,5,2,2,,2,2,2,1,1,,,,,,,,,1,1,5,660.481.895.170.524
926476,1,4,1,50,5,4,1,,,,,,,,,,,,,,,,1,5,660.481.895.170.524
926477,1,1,1,50,5,1,6,VER  TV,2,2,2,2,,,2,,,,,,,,1,5,125.887.361.493.497
926477,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,125.887.361.493.497
926477,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,125.887.361.493.497
926477,1,4,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,125.887.361.493.497
926477,1,5,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,125.887.361.493.497
926478,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,150.315.298.188.157
926478,1,2,1,50,5,2,2,,2,2,2,1,1,,,,,,,,,1,1,5,150.315.298.188.157
926478,1,3,1,50,5,1,3,,2,2,2,2,,,2,,,,,,,,1,5,150.315.298.188.157
926479,1,1,1,50,5,1,6,CITAS  MEDICAS,2,2,2,2,,,2,,,,,,,,1,5,808.079.064.019.732
926479,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,808.079.064.019.732
926480,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,614.984.065.876.518
926480,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,614.984.065.876.518
926480,1,3,1,50,5,3,3,,2,2,2,1,1,,,,,,,,,2,1,5,614.984.065.876.518
926480,1,4,1,50,5,1,3,,2,2,2,2,,,2,,,,,,,,1,5,614.984.065.876.518
926481,1,1,1,50,5,1,6,VER TV  Y   HACER  MANDADOS,2,2,2,2,,,2,,,,,,,,1,5,969.856.653.768.409
926481,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,969.856.653.768.409
926481,1,3,1,50,5,3,4,,2,2,2,2,,,1,11,,,,,,,1,5,969.856.653.768.409
926481,1,4,1,50,5,4,1,,,,,,,,,,,,,,,,1,5,969.856.653.768.409
926481,1,5,1,50,5,5,1,,,,,,,,,,,,,,,,1,5,969.856.653.768.409
926481,1,6,1,50,5,6,2,,2,2,2,1,7,INTERET,,,,,,,,1,1,5,969.856.653.768.409
926481,1,7,1,50,5,7,1,,,,,,,,,,,,,,,,1,5,969.856.653.768.409
926481,1,8,1,50,5,7,3,,2,2,2,2,,,2,,,,,,,,1,5,969.856.653.768.409
926482,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,195.877.584.377.452
926482,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,195.877.584.377.452
926482,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,195.877.584.377.452
926483,1,1,1,50,5,1,2,,1,,,,,,,,,,,,,,1,5,18.066.959.155.101
926483,1,2,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,18.066.959.155.101
926484,1,1,1,50,5,1,4,,2,2,2,2,,,2,,,,,,,,1,5,851.227.169.264.451
926484,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,851.227.169.264.451
926486,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,702.693.265.714.886
926486,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,702.693.265.714.886
926487,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,821.301.061.218.004
926488,1,1,1,50,5,1,4,,2,2,2,2,,,2,,,,,,,,1,5,72.034.030.903.603
926489,1,1,1,50,5,1,2,,2,2,2,1,1,,,,,,,,,2,1,5,869.003.315.029.619
926489,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,869.003.315.029.619
926489,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,869.003.315.029.619
926490,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,999.190.030.505.684
926490,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,999.190.030.505.684
926491,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,87.494.691.880.678
926491,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,87.494.691.880.678
926491,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,87.494.691.880.678
926493,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,723.496.062.131.233
926493,1,2,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,723.496.062.131.233
926493,1,3,1,50,5,1,3,,2,2,2,2,,,1,12,,,,,,,1,5,723.496.062.131.233
926494,1,1,1,50,5,1,6,PROPIETARIO  ADMINISTRADOR,1,,,,,,,,,,,,,,1,5,82.608.871.499.458
926494,1,2,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,82.608.871.499.458
926494,1,3,1,50,5,1,6,AYUDAR  EN  LA  CASA   (  BARRER ),2,2,2,2,,,2,,,,,,,,1,5,82.608.871.499.458
926494,1,4,1,50,5,4,1,,,,,,,,,,,,,,,,1,5,82.608.871.499.458
926495,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,726.248.127.872.555
926495,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,726.248.127.872.555
926495,1,3,1,50,5,2,6,VIENDO TV,2,2,2,2,,,2,,,,,,,,1,5,726.248.127.872.555
926495,1,4,1,50,5,1,3,,2,2,2,2,,,2,,,,,,,,1,5,726.248.127.872.555
926495,1,6,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,726.248.127.872.555
926496,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,942.279.664.328.512
926496,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,942.279.664.328.512
926496,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,942.279.664.328.512
926496,1,4,1,50,5,4,1,,,,,,,,,,,,,,,,1,5,942.279.664.328.512
926496,1,5,1,50,5,5,3,,2,2,2,2,,,1,12,,,,,,,1,5,942.279.664.328.512
926496,1,6,1,50,5,2,6,VER TV,2,2,2,2,,,2,,,,,,,,1,5,942.279.664.328.512
926497,1,1,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,888.168.916.005.052
926497,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,888.168.916.005.052
926499,1,1,1,50,5,1,4,,2,2,2,2,,,2,,,,,,,,1,5,787.208.163.823.078
926499,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,787.208.163.823.078
926501,1,1,1,50,5,1,4,,1,,,,,,,,,,,,,,1,5,727.153.120.823.979
926501,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,727.153.120.823.979
926501,1,3,1,50,5,1,3,,2,2,2,2,,,1,3,,1,2,,,,1,5,727.153.120.823.979
926504,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,751.576.490.940.786
926504,1,2,1,50,5,2,4,,2,2,2,1,1,,,,,,,,,1,1,5,751.576.490.940.786
926504,1,3,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,751.576.490.940.786
926505,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,751.576.490.940.786
926505,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,751.576.490.940.786
926505,1,3,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,751.576.490.940.786
926506,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,650.615.738.758.811
926506,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,650.615.738.758.811
926506,1,3,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,650.615.738.758.811
926507,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,597.475.104.395.416
926507,1,2,1,50,5,2,4,,2,2,2,2,,,1,10,,,,,,,1,5,597.475.104.395.416
926508,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,10.287.544.101.048
926508,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,10.287.544.101.048
926508,1,3,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,10.287.544.101.048
926509,1,1,1,50,5,1,4,,2,2,2,2,,,2,,,,,,,,1,5,100.330.966.685.877
926509,1,2,1,50,5,2,2,,2,2,2,1,1,,,,,,,,,1,1,5,100.330.966.685.877
926509,1,3,1,50,5,3,6,VER  TV,2,2,2,2,,,2,,,,,,,,1,5,100.330.966.685.877
926510,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,713.226.184.408.363
926510,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,713.226.184.408.363
926510,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,713.226.184.408.363
926510,1,4,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,713.226.184.408.363
926511,1,1,1,50,5,1,4,,2,2,2,2,,,2,,,,,,,,1,5,72.034.030.903.603
926512,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,787.233.185.236.777
926512,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,787.233.185.236.777
926512,1,3,1,50,5,3,4,,2,2,2,2,,,2,,,,,,,,1,5,787.233.185.236.777
926512,1,4,1,50,5,4,6,VISITAR  LA  FAMILIA,2,2,2,2,,,2,,,,,,,,1,5,787.233.185.236.777
926513,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,204.529.825.442.803
926513,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,204.529.825.442.803
926514,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,66.571.565.322.877
926514,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,66.571.565.322.877
926514,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,66.571.565.322.877
926515,1,1,1,50,5,1,4,,2,2,2,2,,,2,,,,,,,,1,5,867.394.706.559.502
926515,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,867.394.706.559.502
926515,1,3,1,50,5,3,6,ACTIVIDADES  EN  GRUPO  ORACION,2,2,2,2,,,1,4,,2,,2,,,1,5,867.394.706.559.502
926515,1,4,1,50,5,4,1,,,,,,,,,,,,,,,,1,5,867.394.706.559.502
926515,1,7,1,50,5,7,1,,,,,,,,,,,,,,,,1,5,867.394.706.559.502
926516,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,94.034.313.371.223
926516,1,2,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,94.034.313.371.223
926516,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,94.034.313.371.223
926516,1,4,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,94.034.313.371.223
926517,1,1,1,50,5,1,4,,2,2,2,2,,,2,,,,,,,,1,5,828.614.656.767.606
926517,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,828.614.656.767.606
926517,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,828.614.656.767.606
926518,1,1,1,50,5,1,4,,2,2,2,2,,,2,,,,,,,,1,5,496.038.684.133.395
926518,1,2,1,50,5,4,3,,2,2,2,2,,,2,,,,,,,,1,5,496.038.684.133.395
926518,1,3,1,50,5,4,3,,2,2,2,2,,,2,,,,,,,,1,5,496.038.684.133.395
926518,1,4,1,50,5,4,4,,2,2,2,2,,,2,,,,,,,,1,5,496.038.684.133.395
926519,1,1,1,50,5,1,4,,2,2,2,2,,,1,11,,,,,,,1,5,827.947.894.485.842
926520,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,640.613.064.704.414
926520,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,640.613.064.704.414
926520,1,3,1,50,5,3,3,,2,2,2,2,,,2,,,,,,,,1,5,640.613.064.704.414
926520,1,4,1,50,5,4,3,,2,2,2,2,,,2,,,,,,,,1,5,640.613.064.704.414
926522,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,48.503.847.408.009
926522,1,2,1,50,5,2,2,,2,2,2,1,1,,,,,,,,,1,1,5,48.503.847.408.009
926522,1,3,1,50,5,3,2,,2,2,2,1,1,,,,,,,,,1,1,5,48.503.847.408.009
926522,1,4,1,50,5,4,2,,2,2,2,1,1,,,,,,,,,2,1,5,48.503.847.408.009
926522,1,6,1,50,5,6,2,,2,2,2,1,1,,,,,,,,,1,1,5,48.503.847.408.009
926523,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,893.985.850.259.358
926523,1,2,1,50,5,1,4,,2,2,2,2,,,2,,,,,,,,1,5,893.985.850.259.358
926524,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,684.708.636.153.737
926524,1,2,1,50,5,2,3,,2,2,2,2,,,1,12,,,,,,,1,5,684.708.636.153.737
926526,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,635.825.410.927.838
926527,1,1,1,50,5,1,4,,2,2,2,2,,,2,,,,,,,,1,5,758.890.086.490.388
926527,1,2,1,50,5,2,2,,2,2,2,1,1,,,,,,,,,1,1,5,758.890.086.490.388
926527,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,758.890.086.490.388
926527,1,4,1,50,5,4,1,,,,,,,,,,,,,,,,1,5,758.890.086.490.388
926527,1,5,1,50,5,3,3,,2,2,2,2,,,2,,,,,,,,1,5,758.890.086.490.388
926529,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,150.315.298.188.157
926529,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,150.315.298.188.157
926529,1,3,1,50,5,3,3,,2,1,,,,,,,,,,,,,1,5,150.315.298.188.157
926530,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,161.615.812.803.946
926530,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,161.615.812.803.946
926531,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,104.911.246.477.604
926531,1,2,1,50,5,1,3,,2,2,2,2,,,2,,,,,,,,1,5,104.911.246.477.604
926531,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,104.911.246.477.604
926531,1,4,1,50,5,3,3,,2,2,2,2,,,1,12,,,,,,,1,5,104.911.246.477.604
926531,1,5,1,50,5,5,1,,,,,,,,,,,,,,,,1,5,104.911.246.477.604
926531,1,6,1,50,5,6,4,,2,2,2,1,2,,,,,,,,,1,1,5,104.911.246.477.604
926532,1,1,1,50,5,1,2,,1,,,,,,,,,,,,,,1,5,116.822.098.325.093
926532,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,116.822.098.325.093
926532,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,116.822.098.325.093
926532,1,4,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,116.822.098.325.093
926532,1,5,1,50,5,2,3,,2,2,2,2,,,1,12,,,,,,,1,5,116.822.098.325.093
926533,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,176.138.436.744.736
926533,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,176.138.436.744.736
926534,1,1,1,50,5,1,4,,2,2,2,2,,,2,,,,,,,,1,5,166.366.795.982.296
926534,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,166.366.795.982.296
926534,1,4,1,50,5,4,1,,,,,,,,,,,,,,,,1,5,166.366.795.982.296
926535,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,691.355.469.421.575
926535,1,2,1,50,5,1,3,,2,2,2,2,,,2,,,,,,,,1,5,691.355.469.421.575
926537,1,1,1,50,5,1,4,,2,2,2,2,,,2,,,,,,,,1,5,878.166.241.950.655
926537,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,878.166.241.950.655
926537,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,878.166.241.950.655
926539,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,894.815.749.272.891
926539,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,894.815.749.272.891
926540,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,67.814.336.418.557
926540,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,67.814.336.418.557
926540,1,3,1,50,5,1,3,,2,2,2,2,,,2,,,,,,,,1,5,67.814.336.418.557
926540,1,4,1,50,5,1,4,,2,2,2,2,,,2,,,,,,,,1,5,67.814.336.418.557
926541,1,1,1,50,5,1,4,,2,2,2,2,,,2,,,,,,,,1,5,968.912.352.159.072
926541,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,968.912.352.159.072
926542,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,915.585.152.927.886
926543,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,54.811.621.108.947
926543,1,2,1,50,5,1,3,,2,2,2,2,,,2,,,,,,,,1,5,54.811.621.108.947
926543,1,3,1,50,5,1,3,,2,2,2,2,,,2,,,,,,,,1,5,54.811.621.108.947
926544,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,878.166.241.950.655
926544,1,2,1,50,5,2,6,DILIGENCIAS  PERSONALES,2,2,2,2,,,2,,,,,,,,1,5,878.166.241.950.655
926544,1,3,1,50,5,3,3,,2,2,2,2,,,2,,,,,,,,1,5,878.166.241.950.655
926545,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,727.349.749.957.573
926545,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,727.349.749.957.573
926545,1,3,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,727.349.749.957.573
926545,1,4,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,727.349.749.957.573
926546,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,86.394.217.502.184
926546,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,86.394.217.502.184
926546,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,86.394.217.502.184
926547,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,788.071.460.970.528
926547,1,2,1,50,5,2,4,,1,,,,,,,,,,,,,,1,5,788.071.460.970.528
926547,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,788.071.460.970.528
926547,1,4,1,50,5,2,3,,2,2,2,2,,,1,12,,,,,,,1,5,788.071.460.970.528
926547,1,5,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,788.071.460.970.528
926548,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,689.466.734.784.979
926548,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,689.466.734.784.979
926549,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,888.168.916.005.052
926549,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,888.168.916.005.052
926550,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,684.708.636.153.737
926550,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,684.708.636.153.737
926551,1,1,1,50,5,1,4,,1,,,,,,,,,,,,,,1,5,909.039.816.201.706
926551,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,909.039.816.201.706
926552,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,751.576.490.940.786
926552,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,751.576.490.940.786
926552,1,3,1,50,5,3,3,,1,,,,,,,,,,,,,,1,5,751.576.490.940.786
926553,1,1,1,50,5,1,4,,1,,,,,,,,,,,,,,1,5,72.034.030.903.603
926555,1,1,1,50,5,1,6,CUIDANDO A SUS PADRES  ENFERMOS,2,2,2,2,,,1,10,,,,,,,1,5,691.355.469.421.575
926555,1,2,1,50,5,1,3,,2,2,2,2,,,2,,,,,,,,1,5,691.355.469.421.575
926556,1,1,1,50,5,1,6,AUTOCONSTRUCCION DE  VIVIENDA,2,2,2,1,1,,,,,,,,,1,1,5,831.838.513.643.117
926556,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,831.838.513.643.117
926556,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,831.838.513.643.117
926556,1,4,1,50,5,4,1,,,,,,,,,,,,,,,,1,5,831.838.513.643.117
926557,1,1,1,50,5,1,4,,1,,,,,,,,,,,,,,1,5,614.984.065.876.518
926557,1,2,1,50,5,2,3,,2,2,2,2,,,2,,,,,,,,1,5,614.984.065.876.518
926557,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,614.984.065.876.518
926557,1,4,1,50,5,4,1,,,,,,,,,,,,,,,,1,5,614.984.065.876.518
926558,1,1,1,50,5,1,6,DESCANSAR,2,2,2,2,,,2,,,,,,,,1,5,898.368.782.190.159
926558,1,2,1,50,5,2,4,,2,2,2,2,,,2,,,,,,,,1,5,898.368.782.190.159
926558,1,3,1,50,5,3,1,,,,,,,,,,,,,,,,1,5,898.368.782.190.159
926558,1,4,1,50,5,4,4,,2,2,2,2,,,1,10,,,,,,,1,5,898.368.782.190.159
926559,1,1,1,50,5,1,1,,,,,,,,,,,,,,,,1,5,893.289.622.289.999
926559,1,2,1,50,5,2,1,,,,,,,,,,,,,,,,1,5,893.289.622.289.999
