directorio;secuencia_p;orden;P6240;P6250;P6260;P6270;P6280;P6290;P6300;P6310;P6320;P6330;P6340;P6350;P6351;Ft;Mes;Area;Fex_c_2011
10200;1;5;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;381,645076677578
10200;1;6;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;381,645076677578
10204;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;73;292,368110376534
10210;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;50;49,5627912261708
10210;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;50;49,5627912261708
10210;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;50;49,5627912261708
10212;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;349,144805528331
10212;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;349,144805528331
10215;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;50;150,101971742169
10215;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;150,101971742169
10217;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;590,181503757232
10217;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;08;590,181503757232
10217;1;3;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;08;590,181503757232
10217;1;4;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;590,181503757232
10217;1;5;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;590,181503757232
10220;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;427,563326605878
10220;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;03;08;427,563326605878
10220;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;427,563326605878
10220;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;427,563326605878
10223;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;50;133,065128490116
10223;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;50;133,065128490116
10223;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;50;133,065128490116
10226;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;03;05;797,586799818489
10226;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;797,586799818489
10230;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;73;251,93241782836
10230;1;2;2;1; ; ; ; ; ; ; ; ; ; ; ;1;03;73;251,93241782836
10233;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;330,598491286188
10233;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;330,598491286188
10233;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;330,598491286188
10233;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;330,598491286188
10234;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;52;85,7767893275311
10234;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;52;85,7767893275311
10236;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;241,892527183964
10236;1;2;6;2;2;2;1;1; ; ; ; ; ; ;1;1;03;50;241,892527183964
10238;1;1;2;1; ; ; ; ; ; ; ; ; ; ; ;1;03;50;105,155778309897
10238;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;105,155778309897
10238;1;3;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;50;105,155778309897
10238;1;4;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;50;105,155778309897
10242;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;1210,85973361089
10242;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;1210,85973361089
10243;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;50;130,882897966696
10243;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;130,882897966696
10243;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;130,882897966696
10251;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;66;263,125676005654
10251;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;263,125676005654
10251;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;263,125676005654
10251;1;4;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;263,125676005654
10253;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;73;263,306720067836
10253;1;2;4;2;2;1; ; ; ; ; ; ; ; ; ;1;03;73;263,306720067836
10253;1;3;3;2;2;1; ; ; ; ; ; ; ; ; ;1;03;73;263,306720067836
10254;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;568,986061861082
10254;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;568,986061861082
10254;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;568,986061861082
10254;1;4;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;568,986061861082
10254;1;5;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;568,986061861082
10254;1;6;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;568,986061861082
10256;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;681,254183100212
10256;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;681,254183100212
10256;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;681,254183100212
10256;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;681,254183100212
10256;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;681,254183100212
10261;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;155,986855627125
10261;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;155,986855627125
10261;1;3;6;2;2;2;1;2; ; ; ; ; ; ;1;1;03;54;155,986855627125
10261;1;4;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;155,986855627125
10261;1;5;6;2;2;2;1;1; ; ; ; ; ; ;1;1;03;54;155,986855627125
10261;1;6;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;155,986855627125
10263;1;1;6;2;2;2;2; ;1;3;1;2; ; ; ;1;03;11;3535,89643369363
10263;1;2;6;2;2;2;2; ;1;3;1;2; ; ; ;1;03;11;3535,89643369363
10263;1;3;6;2;2;2;2; ;1;3;1;2; ; ; ;1;03;11;3535,89643369363
10266;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;414,374839550054
10266;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;414,374839550054
10267;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;940,989629502499
10267;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;940,989629502499
10268;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;50;281,63505746706
10268;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;03;50;281,63505746706
10268;1;3;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;50;281,63505746706
10269;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;66;476,971241298255
10270;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;52;152,226913078866
10271;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;812,968827309132
10271;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;812,968827309132
10272;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;68;414,411535830136
10272;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;414,411535830136
10272;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;414,411535830136
10272;1;4;6;2;2;2;1;1; ; ; ; ; ; ;1;1;03;68;414,411535830136
10275;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;3515,50286318866
10281;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;843,686634788423
10281;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;843,686634788423
10284;2;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;347,642655065094
10284;2;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;54;347,642655065094
10284;2;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;347,642655065094
10287;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;247,558129605019
10287;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;247,558129605019
10291;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;349,917437448127
10291;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;349,917437448127
10294;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;76;1331,91240785516
10294;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;76;1331,91240785516
10294;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;76;1331,91240785516
10294;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;76;1331,91240785516
10296;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;03;54;274,146268305
10296;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;274,146268305
10297;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;50;195,230758165401
10297;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;195,230758165401
10297;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;195,230758165401
10298;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;1566,23275270212
10298;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;1566,23275270212
10299;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;66;426,675867972794
10299;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;426,675867972794
10301;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;1008,88491765065
10301;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;1008,88491765065
10301;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;1008,88491765065
10301;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;1008,88491765065
10301;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;1008,88491765065
10304;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;11;1290,51621250938
10304;1;2;2;2;2;2;1;6; ; ; ; ; ; ;1;1;03;11;1290,51621250938
10310;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;13;281,260211601384
10310;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;281,260211601384
10310;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;281,260211601384
10311;1;1;4;2;2;2;1;5; ; ; ; ; ; ;1;1;03;11;3591,31866287917
10311;1;2;4;2;2;2;1;5; ; ; ; ; ; ;1;1;03;11;3591,31866287917
10311;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;3591,31866287917
10311;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;3591,31866287917
10311;1;6;3;2;1; ; ; ; ; ; ; ; ; ; ;1;03;11;3591,31866287917
10311;1;7;6;2;2;2;1;5; ; ; ; ; ; ;1;1;03;11;3591,31866287917
10312;1;1;3;2;2;2;2; ;1;2;1;1; ;0;1;1;03;52;104,806160536964
10313;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;273,706915873748
10313;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;273,706915873748
10313;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;273,706915873748
10314;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;50;298,400954281156
10314;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;50;298,400954281156
10314;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;298,400954281156
10319;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;13;251,593318812756
10319;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;251,593318812756
10320;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;54;289,234635332396
10320;1;2;4;2;2;2;2; ;1;9; ; ; ; ; ;1;03;54;289,234635332396
10320;1;3;4;2;2;2;2; ;1;13; ; ; ; ; ;1;03;54;289,234635332396
10320;1;4;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;289,234635332396
10320;1;7;6;2;2;2;2; ;1;13; ; ; ; ; ;1;03;54;289,234635332396
10320;1;8;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;54;289,234635332396
10320;1;9;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;54;289,234635332396
10320;1;10;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;289,234635332396
10320;1;11;6;2;2;2;1;2; ; ; ; ; ; ;1;1;03;54;289,234635332396
10320;1;12;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;289,234635332396
10320;1;13;6;2;2;2;2; ;1;13; ; ; ; ; ;1;03;54;289,234635332396
10320;1;14;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;289,234635332396
10321;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;246,7316414745
10321;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;246,7316414745
10324;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;432,817878382564
10325;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;90,0074530855259
10327;1;1;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;05;732,210779331898
10327;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;732,210779331898
10327;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;732,210779331898
10327;1;4;6;2;2;2;1;3; ; ; ; ; ; ;1;1;03;05;732,210779331898
10328;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;127,105753563821
10328;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;50;127,105753563821
10328;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;50;127,105753563821
10333;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;106,274086285996
10333;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;66;106,274086285996
10333;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;66;106,274086285996
10334;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;1327,77479985657
10334;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;1327,77479985657
10335;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;13;510,178339693317
10335;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;13;510,178339693317
10335;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;510,178339693317
10335;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;510,178339693317
10336;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;54;455,230379237804
10336;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;03;54;455,230379237804
10336;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;455,230379237804
10341;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;412,218235661837
10341;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;13;412,218235661837
10341;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;412,218235661837
10344;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;328,183492867224
10344;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;328,183492867224
10345;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;05;975,050473329006
10345;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;975,050473329006
10345;1;3;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;975,050473329006
10349;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;147,031230470151
10349;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;50;147,031230470151
10351;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;406,649174419884
10351;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;406,649174419884
10351;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;406,649174419884
10351;1;5;2;2;2;2;1;1; ; ; ; ; ; ;1;1;03;66;406,649174419884
10353;1;1;6;2;2;2;2; ;1;13; ; ; ; ; ;1;03;11;3812,88880968682
10353;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;3812,88880968682
10355;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;03;08;318,613480932317
10355;1;2;4;2;2;2;2; ;1;9; ; ; ; ; ;1;03;08;318,613480932317
10355;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;318,613480932317
10355;1;5;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;318,613480932317
10356;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;327,444213086323
10356;1;3;4;2;2;2;2; ;1;13; ; ; ; ; ;1;03;13;327,444213086323
10356;1;4;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;13;327,444213086323
10356;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;327,444213086323
10357;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;427,526276500986
10357;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;03;66;427,526276500986
10358;1;1;3;2;2;2;1;2; ; ; ; ; ; ;1;1;03;52;104,806160536964
10362;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;347,642655065094
10362;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;347,642655065094
10362;1;3;6;2;2;2;1;1; ; ; ; ; ; ;1;1;03;54;347,642655065094
10366;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;03;54;205,094224084074
10366;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;54;205,094224084074
10371;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;68;254,088928270172
10373;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;256,546424628515
10373;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;13;256,546424628515
10373;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;256,546424628515
10375;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;357,048217030059
10375;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;357,048217030059
10375;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;357,048217030059
10375;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;357,048217030059
10379;1;1;4;2;2;2;1;4; ; ; ; ; ; ;1;1;03;54;177,122369734927
10379;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;177,122369734927
10379;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;177,122369734927
10379;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;177,122369734927
10380;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;500,810105995729
10380;1;2;6;2;2;2;1;1; ; ; ; ; ; ;1;1;03;68;500,810105995729
10383;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;249,664899014257
10383;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;08;249,664899014257
10383;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;249,664899014257
10384;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;122,926282052318
10396;1;1;4;2;2;2;2; ;1;3;1;2; ; ; ;1;03;11;1723,87724955478
10396;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;1723,87724955478
10397;1;1;6;2;2;2;1;3; ; ; ; ; ; ;1;1;03;17;113,487075132054
10397;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;17;113,487075132054
10398;1;1;4;2;2;2;2; ;1;3;1;2; ; ; ;1;03;54;221,163499705083
10398;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;54;221,163499705083
10398;1;3;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;54;221,163499705083
10399;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2745,38434219261
10400;1;1;6;2;2;2;2; ;1;3;1;2; ; ; ;1;03;68;446,279562154361
10400;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;446,279562154361
10400;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;446,279562154361
10400;1;4;4;2;2;2;2; ;1;3;1;2; ; ; ;1;03;68;446,279562154361
10401;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;506,499494556187
10401;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;68;506,499494556187
10402;1;1;4;2;2;2;2; ;1;7;1;1; ;4;2;1;03;76;1045,98301333513
10402;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;76;1045,98301333513
10403;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;205,731321338345
10404;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;952,382968559944
10404;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;952,382968559944
10411;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2854,10380914956
10411;1;2;4;2;2;2;2; ;1;3;1;2; ; ; ;1;03;11;2854,10380914956
10414;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;113,490891522918
10414;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;50;113,490891522918
10414;1;3;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;50;113,490891522918
10418;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;76;1227,45280280494
10418;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;76;1227,45280280494
10419;1;1;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;68;466,427431203377
10419;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;68;466,427431203377
10419;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;466,427431203377
10419;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;466,427431203377
10422;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;11;2732,61155394208
10422;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;03;11;2732,61155394208
10422;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;2732,61155394208
10423;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;145,304248157319
10423;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;145,304248157319
10423;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;145,304248157319
10423;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;145,304248157319
10423;1;5;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;145,304248157319
10423;1;6;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;145,304248157319
10425;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;50;227,265080244747
10425;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;50;227,265080244747
10425;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;50;227,265080244747
10425;1;4;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;50;227,265080244747
10425;1;6;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;50;227,265080244747
10425;1;7;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;50;227,265080244747
10425;1;8;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;227,265080244747
10426;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;68;1000,87078269607
10426;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;68;1000,87078269607
10426;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;68;1000,87078269607
10426;1;4;4;2;2;2;1;4; ; ; ; ; ; ;1;1;03;68;1000,87078269607
10430;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2827,8320282762
10430;1;2;6;2;2;2;2; ;1;13; ; ; ; ; ;1;03;11;2827,8320282762
10430;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;2827,8320282762
10436;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2408,14086976679
10436;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;2408,14086976679
10436;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2408,14086976679
10438;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;311,339718002952
10438;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;54;311,339718002952
10440;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;17;114,481871177866
10440;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;17;114,481871177866
10440;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;17;114,481871177866
10441;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;333,89777365783
10441;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;333,89777365783
10441;1;3;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;54;333,89777365783
10441;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;333,89777365783
10441;1;6;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;333,89777365783
10444;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;76;1332,11944828682
10444;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;76;1332,11944828682
10446;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;828,428507565442
10446;1;2;4;2;2;2;2; ;1;8;2; ;2; ; ;1;03;05;828,428507565442
10446;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;828,428507565442
10451;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;11;1500,16494864279
10451;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;1500,16494864279
10451;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;1500,16494864279
10456;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;256,583400891072
10456;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;256,583400891072
10456;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;13;256,583400891072
10457;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;78,6263580491076
10457;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;78,6263580491076
10457;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;52;78,6263580491076
10461;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;54;155,037695890045
10461;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;155,037695890045
10465;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;17;163,083090170419
