directorio;secuencia_p;orden;P6240;P6250;P6260;P6270;P6280;P6290;P6300;P6310;P6320;P6330;P6340;P6350;P6351;Ft;Mes;Area;Fex_c_2011
2468;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;2644,33400653778
2468;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;2644,33400653778
2468;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;2644,33400653778
2469;1;1;4;2;2;2;1;1; ; ; ; ; ; ;2;1;03;68;968,466235291818
2469;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;968,466235291818
2469;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;968,466235291818
2474;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;663,511191151944
2479;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;52;141,828006744852
2479;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;52;141,828006744852
2479;1;3;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;52;141,828006744852
2486;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;52;124,896373126058
2486;1;2;4;2;2;2;2; ;1;2;2; ;1;2;1;1;03;52;124,896373126058
2486;1;3;6;2;2;2;1;3; ; ; ; ; ; ;1;1;03;52;124,896373126058
2486;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;124,896373126058
2492;1;1;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;73;192,175664568968
2492;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;73;192,175664568968
2492;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;73;192,175664568968
2492;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;73;192,175664568968
2494;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;382,941481732764
2494;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;13;382,941481732764
2497;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;380,277741355249
2497;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;380,277741355249
2497;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;380,277741355249
2497;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;380,277741355249
2497;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;380,277741355249
2499;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;2210,21398477951
2501;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;522,307101503732
2511;1;1;4;2;2;2;2; ;1;9; ; ; ; ; ;1;03;11;2344,39345226057
2511;1;2;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2344,39345226057
2511;1;3;6;2;2;2;2; ;1;13; ; ; ; ; ;1;03;11;2344,39345226057
2513;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;52;130,053612286009
2513;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;130,053612286009
2514;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;486,661105170887
2515;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;1369,18910473919
2515;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;1369,18910473919
2515;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;1369,18910473919
2518;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;1684,27095914753
2518;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;1684,27095914753
2522;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;75,6106829942889
2522;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;75,6106829942889
2523;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;366,522220947712
2523;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;366,522220947712
2523;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;366,522220947712
2523;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;366,522220947712
2526;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;344,138243490791
2526;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;344,138243490791
2530;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;17;361,279905152483
2530;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;17;361,279905152483
2533;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;73;145,68075809657
2536;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;52;190,620799682112
2539;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;23;156,400942687444
2539;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;23;156,400942687444
2540;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;324,31964529702
2540;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;324,31964529702
2540;1;3;6;2;2;2;2; ;1;11; ; ; ; ; ;1;03;54;324,31964529702
2540;1;4;6;2;2;2;2; ;1;11; ; ; ; ; ;1;03;54;324,31964529702
2541;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;03;05;610,197277287213
2541;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;05;610,197277287213
2543;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;447,420388211226
2543;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;447,420388211226
2544;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;532,928960311108
2544;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;532,928960311108
2544;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;532,928960311108
2544;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;532,928960311108
2546;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;692,84664401108
2546;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;692,84664401108
2546;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;692,84664401108
2552;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;145,987058409359
2552;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;145,987058409359
2554;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;11;3361,53494163178
2554;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;11;3361,53494163178
2557;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;461,951598465823
2557;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;54;461,951598465823
2561;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;604,950019723395
2561;1;2;4;2;2;2;2; ;1;11; ; ; ; ; ;1;03;08;604,950019723395
2561;1;3;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;08;604,950019723395
2561;1;4;4;2;2;2;1;3; ; ; ; ; ; ;1;1;03;08;604,950019723395
2561;1;5;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;604,950019723395
2561;1;6;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;604,950019723395
2563;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;03;11;4096,51329603626
2563;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;11;4096,51329603626
2563;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;4096,51329603626
2565;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;50;180,903780089306
2565;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;180,903780089306
2567;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;52;176,406380707867
2567;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;176,406380707867
2567;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;176,406380707867
2568;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;54;547,391629807325
2569;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;709,710578753754
2569;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;709,710578753754
2569;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;709,710578753754
2569;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;709,710578753754
2571;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2052,29609675015
2571;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;2052,29609675015
2572;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2747,57283165092
2572;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;03;11;2747,57283165092
2572;1;4;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2747,57283165092
2572;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2747,57283165092
2575;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;08;281,232528484894
2575;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;281,232528484894
2576;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;158,809054384266
2576;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;158,809054384266
2576;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;158,809054384266
2578;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;1460,79968618948
2578;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;1460,79968618948
2578;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;1460,79968618948
2580;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;73;241,107133911739
2580;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;73;241,107133911739
2584;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;788,65029810578
2584;1;2;2;1; ; ; ; ; ; ; ; ; ; ; ;1;03;08;788,65029810578
2584;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;788,65029810578
2584;1;4;4;2;2;2;2; ;1;7;1;1; ;3;1;1;03;08;788,65029810578
2584;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;788,65029810578
2586;1;1;4;2;2;2;2; ;1;2;2; ;2; ; ;1;03;52;75,2376269423192
2586;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;75,2376269423192
2588;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;622,656475609248
2588;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;622,656475609248
2588;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;622,656475609248
2590;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;590,038524235052
2590;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;590,038524235052
2595;1;1;4;2;2;1; ; ; ; ; ; ; ; ; ;1;03;50;72,5402325852791
2595;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;50;72,5402325852791
2597;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;455,766048236863
2597;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;455,766048236863
2597;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;455,766048236863
2598;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;804,674273220293
2600;1;1;3;2;1; ; ; ; ; ; ; ; ; ; ;1;03;73;249,874532890273
2600;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;73;249,874532890273
2601;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;465,646409458723
2601;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;465,646409458723
2601;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;465,646409458723
2601;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;465,646409458723
2603;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;148,126043070904
2607;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;174,371287473769
2607;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;174,371287473769
2607;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;174,371287473769
2610;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;484,114047813446
2610;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;484,114047813446
2610;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;484,114047813446
2612;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;54;302,450442136494
2612;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;54;302,450442136494
2613;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;304,101023188276
2613;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;304,101023188276
2613;1;3;4;2;2;1; ; ; ; ; ; ; ; ; ;1;03;13;304,101023188276
2613;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;304,101023188276
2613;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;304,101023188276
2613;1;7;4;2;2;1; ; ; ; ; ; ; ; ; ;1;03;13;304,101023188276
2614;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;68;340,908529752695
2614;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;340,908529752695
2614;1;3;4;2;2;2;2; ;1;2;1;1; ;1;2;1;03;68;340,908529752695
2614;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;340,908529752695
2614;1;5;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;68;340,908529752695
2616;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;50;138,995201031131
2618;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;283,656013489703
2618;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;283,656013489703
2618;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;283,656013489703
2621;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;637,875323056283
2624;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;73;140,133013055389
2624;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;73;140,133013055389
2624;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;73;140,133013055389
2624;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;73;140,133013055389
2626;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;03;05;1557,49287488498
2626;1;2;2;2;2;2;1;2; ; ; ; ; ; ;1;1;03;05;1557,49287488498
2627;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;222,189064606356
2630;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;73;283,508470668155
2632;1;1;6;2;2;2;1;1; ; ; ; ; ; ;1;1;03;05;1006,70908631628
2632;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;1006,70908631628
2632;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;1006,70908631628
2633;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;444,961662344349
2633;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;444,961662344349
2633;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;444,961662344349
2633;1;4;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;444,961662344349
2633;1;5;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;08;444,961662344349
2633;1;6;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;444,961662344349
2633;1;8;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;444,961662344349
2634;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;50;177,890373834814
2635;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;1160,2351195711
2635;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;05;1160,2351195711
2635;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;1160,2351195711
2635;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;1160,2351195711
2637;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;494,25500912098
2637;1;2;4;2;2;2;2; ;1;7;1;2; ; ; ;1;03;08;494,25500912098
2637;1;3;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;08;494,25500912098
2638;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;17;136,612093648433
2638;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;17;136,612093648433
2640;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;68;962,556782337924
2640;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;962,556782337924
2643;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;47,2566768714306
2643;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;47,2566768714306
2648;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;76;817,642795655836
2648;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;76;817,642795655836
2649;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;50;382,69228997914
2649;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;382,69228997914
2649;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;50;382,69228997914
2651;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;104,379521406385
2651;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;104,379521406385
2651;1;3;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;52;104,379521406385
2651;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;104,379521406385
2652;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;73;283,508470668155
2653;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;677,928109062903
2653;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;677,928109062903
2658;1;1;4;2;2;2;2; ;1;11; ; ; ; ; ;1;03;11;2368,2707673693
2660;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;997,109759551616
2660;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;997,109759551616
2660;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;997,109759551616
2661;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2588,43312229339
2661;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;2588,43312229339
2661;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;2588,43312229339
2664;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;786,567209771459
2664;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;786,567209771459
2664;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;786,567209771459
2664;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;786,567209771459
2664;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;786,567209771459
2665;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;50;272,865386605569
2665;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;272,865386605569
2665;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;272,865386605569
2668;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;73;180,238760434553
2668;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;73;180,238760434553
2668;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;73;180,238760434553
2670;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2043,5908025002
2670;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;2043,5908025002
2670;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2043,5908025002
2670;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;2043,5908025002
2670;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2043,5908025002
2672;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;487,81097319554
2672;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;487,81097319554
2672;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;487,81097319554
2673;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;23;106,451860324319
2673;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;106,451860324319
2673;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;23;106,451860324319
2673;1;4;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;23;106,451860324319
2674;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;252,299027516809
2674;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;252,299027516809
2674;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;54;252,299027516809
2675;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;03;11;3377,51748862573
2680;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;17;135,920793932577
2680;1;2;4;2;2;2;2; ;1;2;2; ;1;2;1;1;03;17;135,920793932577
2680;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;17;135,920793932577
2681;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;854,931945110458
2682;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;755,119130642926
2682;1;2;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;05;755,119130642926
2684;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;73;234,034859499375
2684;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;73;234,034859499375
2686;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;76;1299,15025516121
2686;1;2;6;2;2;2;1;3; ; ; ; ; ; ;1;1;03;76;1299,15025516121
2688;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;17;341,841939667024
2688;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;17;341,841939667024
2690;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;3955,4321626319
2690;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;3955,4321626319
2690;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;3955,4321626319
2692;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;52;187,037102564464
2692;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;52;187,037102564464
2692;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;52;187,037102564464
2694;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;1074,74780591019
2694;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;1074,74780591019
2699;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;73;399,30844415727
2699;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;73;399,30844415727
2699;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;73;399,30844415727
2699;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;73;399,30844415727
2701;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;88,9453839308974
2701;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;88,9453839308974
2701;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;88,9453839308974
2702;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;113,104005621182
2702;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;03;52;113,104005621182
2702;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;52;113,104005621182
2702;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;113,104005621182
2705;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;66;352,312329631191
2705;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;66;352,312329631191
2705;1;3;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;66;352,312329631191
2706;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;08;532,985782194947
2706;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;08;532,985782194947
2706;1;3;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;08;532,985782194947
2706;1;4;3;2;2;2;1;7; ; ; ; ; ; ;1;1;03;08;532,985782194947
2707;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;362,66739055634
2710;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;296,515130878115
2710;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;296,515130878115
2710;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;296,515130878115
2710;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;296,515130878115
2714;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;680,790936469433
2714;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;680,790936469433
2715;1;1;4;2;2;2;2; ;1;7;1;1; ;2;1;1;03;73;264,781313189724
2715;1;2;4;2;2;2;2; ;1;8;1;1; ;2;1;1;03;73;264,781313189724
2715;1;3;3;2;2;2;2; ;1;9; ; ; ; ; ;1;03;73;264,781313189724
2716;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2381,37585056411
2716;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;2381,37585056411
2716;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;2381,37585056411
2716;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;2381,37585056411
2717;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;569,895298436765
2717;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;569,895298436765
2719;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;73;407,257728261079
2719;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;73;407,257728261079
2720;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;05;633,764400872871
2720;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;633,764400872871
2720;1;3;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;05;633,764400872871
2720;1;4;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;05;633,764400872871
2722;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;389,0385032765
2722;1;2;3;2;2;1; ; ; ; ; ; ; ; ; ;1;03;08;389,0385032765
2722;1;3;3;2;2;1; ; ; ; ; ; ; ; ; ;1;03;08;389,0385032765
2722;1;4;3;2;2;1; ; ; ; ; ; ; ; ; ;1;03;08;389,0385032765
2722;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;389,0385032765
2724;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;728,023221516188
