DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6006;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011;AREA
4169427;1;3;2;2;1;1;1;1;3;1; ; ;45000000;300000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;2; ;5;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;169,528239811664;23
4169428;1;3;1;2;1;1;1;4;3;1; ; ;20000000;200000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;1;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;137,194698800537;23
4169429;1;4;2;2;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;6;2; ;1;1;1;4;1;1;1;2;1;3;1;1;01;1;10;23;165,537779286346;23
4169430;1;3;2;2;1;1;1;1;3;1; ; ;35000000;400000; ;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2; ;3;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;124,317372737615;23
4169431;1;4;2;2;1;1;1;1;3;1; ; ;50000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;2;2;2;1;4; ;6;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;1;10;23;138,200353686237;23
4169432;1;2;1;2;1;1;1;1;3;1; ; ;40000000;250000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;2;2; ;1;2;1;2;1;1;1;2;1;3;1;1;01;1;10;23;135,013877683353;23
4169433;1;4;3;2;1;1;1;1;3;1; ; ;40000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;1;4; ;6;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;150,109946762296;23
4169434;1;3;1;2;1;1;1;3;3;1; ; ;99;250000; ;1;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;164,262149455435;23
4169435;1;4;1;2;2;1;1;1;3;4; ; ; ;200000; ;2;1;2;2;1;2;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1; ;3;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;178,776853555655;23
4169435;2;1;1;2;2;1;1;6; ;3; ; ; ; ;100000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1; ;1;2; ;2;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;178,776853555655;23
4169435;3;1;1;2;2;1;1;1;3;3; ; ; ; ;100000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ;1;1;1;3;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;178,776853555655;23
4169436;1;2;1;2;1;1;1;2;5;5; ; ; ;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2; ; ;1;2; ;1;1;1;1;1;1;2;2;1;3;1;1;01;1;10;23;137,194698800537;23
4169437;1;3;2;2;1;1;1;1;3;1; ; ;40000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;3; ;5;2; ;1;2;1;2;1;1;1;2;1;3;1;1;01;1;10;23;176,643454934894;23
4169438;1;5;2;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;23;178,460952479127;23
4169439;1;4;3;1;1;1;1;1;3;1; ; ;140000000;500000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;1;2;2;1;3; ;3;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;1;10;23;134,747593485541;23
4169440;1;3;2;1;1;1;1;1;3;1; ; ;4000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;3; ;6;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;1;10;23;162,130945216967;23
4169441;1;3;2;2;1;1;1;1;3;3; ; ; ; ;150000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;2; ;4;2; ;1;1;1;4;1;1;1;2;1;3;1;1;01;1;10;23;166,711449152724;23
4169442;1;4;2;2;1;1;1;1;3;1; ; ;80000000;500000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;2; ;3;2; ;1;1;1;4;1;1;1;2;1;3;1;1;01;1;10;23;162,405087550878;23
4169443;1;4;1;1;2;1;1;1;3;4; ; ; ;400000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;6;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;1;10;23;166,048154882741;23
4169443;2;1;1;1;2;1;1;1;3;4; ; ; ;200000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;1; ;1;1;3;2;1;1;2;1;2;1;1;1;3;1;1;01;1;10;23;166,048154882741;23
4169443;3;1;1;1;2;1;1;1;3;4; ; ; ;150000; ;2;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;3; ;5;2; ;3;1;1;2;1;2;1;1;1;3;1;1;01;1;10;23;166,048154882741;23
4169444;1;4;3;1;1;1;1;3;3;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;1;2;1;1; ;8;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;1;10;23;145,631469885995;23
4169445;1;2;1;1;1;1;1;1;3;1; ; ;30000000;450000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;2;2;1;2; ;5;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;1;10;23;157,824583615121;23
4169446;1;4;3;2;1;1;1;1;3;1; ; ;60000000;300000; ;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1; ;4;2; ;1;2;1;2;1;1;1;2;1;3;1;1;01;1;10;23;101,185101975514;23
4169447;1;3;1;2;1;1;1;1;3;1; ; ;45000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;1;2; ;2;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;166,395548076196;23
4169448;1;4;3;2;1;1;1;1;3;1; ; ;60000000;600000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;2; ;3;2; ;1;1;1;4;1;1;1;2;1;3;1;1;01;1;10;23;126,12701214575;23
4169449;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;5; ;8;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;1;10;23;158,195089254682;23
4169450;1;4;3;1;1;1;1;1;3;3; ; ; ; ;800000;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;1;1;1;2;1;2;1;3; ;6;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;23;168,836989637387;23
4169451;1;4;3;1;1;1;1;1;3;1; ; ;80000000;500000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;2;1;2;1;3; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;23;130,433373747596;23
4169452;1;1;1;2;2;1;1;1;3;3; ; ; ; ;100000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;2;1;2;1;1;1;2;1;3;1;1;01;1;10;23;184,948135198158;23
4169453;1;3;2;2;1;1;1;1;3;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;1;1; ;4;2; ;1;2;1;2;1;1;1;2;1;3;1;1;01;1;10;23;187,764925857098;23
4169454;1;5;3;1;1;1;1;1;3;1; ; ;80000000;800000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;2;2;2;1;5; ;5;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;1;10;23;154,424166500241;23
4169455;1;4;3;2;1;1;1;1;3;1; ; ;35000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3; ;12;2; ;1;1;5;1;1;1;1;2;1;3;1;1;01;1;10;23;184,13327599146;23
4169456;1;5;4;1;1;1;1;1;3;1; ; ;80000000;450000; ;2;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;1;2;2;2;2;2; ; ;6;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;1;10;23;95,1150270968503;23
4169457;1;4;3;2;1;1;1;1;3;1; ; ;40000000;300000; ;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;7;2; ;1;1;5;1;1;1;1;2;1;3;1;1;01;1;10;23;172,706778676991;23
4169458;1;4;3;2;1;1;1;1;3;1; ; ;18000000;1200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;4; ;6;2; ;1;1;5;2;1;1;1;2;1;3;1;1;01;1;10;23;147,347760666389;23
4169459;1;5;3;1;1;1;1;1;3;1; ; ;90000000;800000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1;5; ;5;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;23;159,634223023255;23
4169460;1;3;2;2;1;1;1;3;3;3; ; ; ; ;170000;2;1;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;3; ;6;2; ;1;2;1;2;1;1;1;2;1;3;1;1;01;1;10;23;181,593644214595;23
4169461;1;3;2;2;1;1;1;3;3;4; ; ; ;200000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;4;1;1;1;2;1;2;1;1;1;2;1;3;1;1;01;1;10;23;174,470491953809;23
4169462;1;2;1;2;1;1;1;3;3;3; ; ; ; ;100000;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2; ;5;2; ;1;1;1;1;1;1;1;2;1;3;1;1;01;1;10;23;171,017810754571;23
4169463;1;3;2;2;1;1;1;3;3;1; ; ;40000000;300000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;1;2;2;1;5; ;5;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;186,535896356739;23
4169464;1;1;1;4;2;3;9;2;1;5; ; ; ;200000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2; ;3;2; ;1;2;5;1;1;1;2;2;2; ;2; ;01;1;10;23;174,517914450232;23
4169465;1;1;1;6; ;3;9;2;4;5; ; ; ;80000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;1;10;23;173,028343507325;23
4169466;1;3;2;2;1;1;9;1;4;5; ; ; ;100000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2; ;4;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;175,00827127989;23
4169467;1;1;1;4;1;3;9;2;5;5; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1; ;1;2; ;1;1;5;1;2; ;2;2;2; ;2; ;01;1;10;23;137,194698800537;23
4169468;1;1;1;6; ;3;9;2;4;5; ; ; ;50000; ;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1; ;4;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;1;10;23;187,764925857098;23
4169469;1;2;1;2;1;1;9;4;4;5; ; ; ;120000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;1; ;5;2; ;1;1;5;2;1;1;2;2;1;3;2; ;01;1;10;23;174,845920053016;23
4169470;1;1;1;4;1;3;9;2;4;5; ; ; ;80000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1; ;2;2; ;1;1;2;1;1;1;2;2;2; ;2; ;01;1;10;23;143,634459023145;23
4169471;1;1;1;6; ;3;9;2;4;5; ; ; ;100000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1; ;2;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;1;10;23;164,262149455435;23
4169472;1;1;1;4;1;3;9;2;4;5; ; ; ;50000; ;2;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;4;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;1;10;23;171,385301716222;23
4169473;1;2;1;2;1;1;9;4;4;5; ; ; ;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;4;2; ;1;1;5;1;1;1;2;2;1;3;2; ;01;1;10;23;163,088479589057;23
4169474;1;1;1;6; ;3;9;2;4;5; ; ; ;100000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2; ;2;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;1;10;23;159,689503655777;23
4169475;1;3;2;2;1;1;9;1;4;5; ; ; ;120000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2; ;5;2; ;1;1;5;2;1;1;2;2;1;3;2; ;01;1;10;23;123,042496107398;23
4169476;1;1;1;6; ;3;9;2;4;5; ; ; ;100000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;1;10;23;159,955787853589;23
4169477;1;1;1;6; ;3;9;2;4;5; ; ; ;80000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1; ;1;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;1;10;23;168,57636919338;23
4169478;1;4;3;1;1;1;1;1;3;3; ; ; ; ;800000;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;2;1;2;2;1;2; ;4;2; ;1;1;1;4;1;3;1;1;1;6;1;1;01;1;10;23;169,574086941523;23
4169479;1;4;3;1;1;1;1;1;3;1; ; ;100000000;600000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;2;1;2;2;1;3; ;3;2; ;1;1;1;4;1;3;1;1;1;6;1;1;01;1;10;23;151,974866802952;23
4169480;1;4;2;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;2;1;2;2;1;3; ;4;2; ;1;2;1;4;1;3;1;1;1;6;1;1;01;1;10;23;168,521088560859;23
4169481;1;5;4;1;1;1;1;1;3;3; ; ; ; ;700000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;1;2;1;1;4; ;5;2; ;1;2;1;4;1;3;1;1;1;6;1;1;01;1;10;23;185,455496116643;23
4169482;1;5;4;1;1;1;1;1;3;3; ; ; ; ;700000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3; ;6;2; ;1;2;1;4;1;3;1;1;1;6;1;1;01;1;10;23;109,260045853126;23
4169483;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;1;1;2;1;2;2;1;2; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;23;165,951117377856;23
4169484;1;4;2;1;1;1;1;3;3;1; ; ;12000000;600000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;2;2;1;2;1;2; ;4;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;1;10;23;172,029129394076;23
4169485;1;2;1;1;1;1;10;3;3;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;1;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;23;166,395548076196;23
4169486;1;2;1;2;1;1;1;1;3;3; ; ; ; ;200000;2;1;2;2;1;2;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;1; ;1;2; ;1;2;1;2;1;1;1;2;1;3;1;1;01;1;10;23;168,57636919338;23
4169487;1;3;2;2;1;1;1;1;3;1; ; ;80000000;400000; ;1;1;1;1;1;1;1;2;1;2;1;2;2;1;2;1;1;2;1;2;2;1;1; ;3;2; ;1;1;1;4;1;1;1;2;1;3;1;1;01;1;10;23;170,701909678043;23
4169488;1;4;2;1;1;1;1;1;3;3; ; ; ; ;470000;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;2;2;1;3; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;23;165,221878209818;23
4169489;1;5;4;1;1;1;1;3;3;1; ; ;120000000;500000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;2;1;2;1;3; ;6;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;23;165,857847751573;23
4169490;1;3;1;2;1;1;1;1;3;1; ; ;60000000;400000; ;2;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;1;2; ;2;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;166,395548076196;23
4169491;1;3;2;1;1;1;1;1;3;1; ; ;80000000;600000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;1;2; ;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;23;128,307833262934;23
4169492;1;4;3;1;1;1;1;3;3;1; ; ;150000000;600000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;2;1;3; ;6;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;23;144,906398106656;23
4169493;1;4;3;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;1;2;1;2;1;2; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;23;166,711449152724;23
4169494;1;4;2;1;1;1;1;3;3;3; ; ; ; ;650000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;23;135,013877683353;23
4169495;1;4;3;1;1;1;1;1;3;3; ; ; ; ;700000;1;1;1;1;1;1;1;2;1;2;1;2;2;1;2;2;1;2;1;2;2;1;3; ;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;23;131,023417158035;23
4169496;1;4;3;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;3; ;5;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;23;194,832718483904;23
4169497;1;3;2;1;1;1;1;3;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;23;166,395548076196;23
4169498;1;4;2;2;1;1;1;1;3;1; ; ;80000000;550000; ;2;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2; ;3;2; ;1;1;1;4;1;1;1;2;1;1;1;1;01;1;10;23;162,405087550878;23
4169499;1;2;1;1;1;1;1;3;3;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;1;2;2;1;1; ;1;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;23;168,57636919338;23
4169500;1;2;1;2;1;1;1;1;3;3; ; ; ; ;200000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2; ;2;2; ;1;2;1;2;1;1;1;2;1;3;1;1;01;1;10;23;180,641773596311;23
4169501;1;6;3;1;1;1;1;1;3;4; ; ; ;900000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;1;2;1;4; ;4;2; ;1;2;1;4;1;3;1;1;1;6;1;1;01;1;10;23;143,088821560965;23
4169502;1;4;2;1;1;1;1;1;3;4; ; ; ;400000; ;1;1;1;1;1;1;1;2;1;2;1;2;2;1;2;1;1;2;1;2;2;1;2; ;2;1;1;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;23;155,96532732827;23
4169503;1;3;2;2;1;1;1;1;3;1; ; ;99;250000; ;2;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;1;2;2;2;1;3; ;5;2; ;1;1;5;2;1;1;1;2;1;3;1;1;01;1;10;23;141,00920720762;23
4169504;1;4;3;2;1;1;1;4;3;4; ; ; ;350000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;3; ;7;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;176,649816705887;23
4169505;1;5;1;2;1;1;1;1;3;1; ; ;40000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2; ;2;2; ;1;2;1;2;1;1;1;2;1;3;1;1;01;1;10;23;135,013877683353;23
4169506;1;4;3;2;1;1;10;1;3;1; ; ;30000000;300000; ;2;1;2;1;1;1;1;1;2;2;1;2;2;1;2;2;1;1;1;2;2;1;4; ;6;2; ;1;1;1;1;1;1;1;2;1;3;1;1;01;1;10;23;181,593644214595;23
4169507;1;4;2;2;1;1;1;1;3;3; ; ; ; ;400000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2; ;4;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;165,221878209818;23
4169508;1;3;2;2;1;1;1;1;3;4; ; ; ;200000; ;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;4;2; ;1;1;5;1;1;1;1;2;1;3;1;1;01;1;10;23;165,221878209818;23
4169509;1;5;4;2;1;1;1;3;3;4; ; ; ;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2; ;4;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;167,440688320763;23
4169510;1;3;2;2;1;1;1;3;3;1; ; ;50000000;350000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;3;2; ;1;2;1;2;1;1;1;2;1;3;1;1;01;1;10;23;131,124623921874;23
4169511;1;2;1;2;1;1;1;3;3;3; ; ; ; ;200000;2;1;2;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;2; ;2;2; ;1;2;1;2;1;1;1;2;1;3;1;1;01;1;10;23;180,641773596311;23
4169512;1;2;1;2;2;1;1;1;3;1; ; ;99;300000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;141,17949557205;23
4169512;2;1;1;2;2;1;1;1;3;4; ; ; ;150000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;4;2; ;2;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;141,17949557205;23
4169513;1;3;2;2;1;1;1;1;3;1; ; ;99;300000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;1;1;2;2;2; ; ;4;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;172,029129394076;23
4169514;1;4;3;2;1;1;1;1;3;1; ; ;35000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2; ;6;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;161,593986186503;23
4169515;1;2;1;2;1;1;1;6; ;5; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;1;1;1;2; ;2;2;1;3;1;1;01;1;10;23;137,194698800537;23
4169516;1;3;2;2;1;1;1;1;3;1; ; ;25000000;200000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;7;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;178,139387648793;23
4169517;1;4;3;2;1;1;1;3;3;1; ; ;30000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;3; ;4;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;174,470491953809;23
4169518;1;3;2;1;1;1;1;1;3;3; ; ; ; ;587000;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;2;2;1;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;23;155,699043130458;23
4169519;1;2;2;2;1;1;1;1;3;1; ; ;40000000;300000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;2;2;2;1;2; ;3;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;162,405087550878;23
4169520;1;5;3;2;1;1;1;1;3;1; ; ;40000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;3; ;7;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;172,39881473802;23
4169521;1;3;1;2;1;1;1;1;3;2; ;305000;100000000;400000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;2;1;2;2;1;2; ;2;2; ;1;1;1;4;1;1;1;2;1;3;1;1;01;1;10;23;166,395548076196;23
4169522;1;5;3;1;1;1;1;1;3;1; ; ;60000000;350000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;1;2;2;1;3; ;5;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;1;10;23;135,383563027297;23
4169523;1;4;2;1;1;1;1;1;3;3; ; ; ; ;680000;1;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;2;2;2;1;2; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;23;166,711449152724;23
4169524;1;3;1;1;1;1;1;1;3;1; ; ;45000000;300000; ;2;1;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1; ;2;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;1;10;23;180,641773596311;23
4169525;1;4;2;2;1;1;1;1;3;1; ; ;25000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1; ;4;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;160,325473197533;23
