DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
6,006,123;1;1;1;60;2;47;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;600,000;1;6,000,000;2;;3;2;12;48;;.;48;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;3;4;;8;2;;;;;;;;2;;;;1;1;1;1;1;2;1;1;1;2;;2;2;2;2;2;2;2;2;3;45;3;;1;1;61;01;1;11;4;0123;600000;47;1667.6874796;
6,006,123;1;2;1;60;2;47;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;100,000;1;1,000,000;3;;3;2;12;30;2;;30;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;3;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;1;1;14;;8;;1;;51;56;1;11;4;5630;100000;47;1667.6874796;
6,006,124;1;1;1;60;2;47;1;2;2;4;1;;2;2;2;1;3;;1;;2;300,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;70;;.;0;1;;2;4;8;;1;;2;;;;;;;;;;;;1;2;2;1;0;48;1;;1;2;;;;;;;;2;;;;1;1;1;2;1;1;2;1;1;2;;2;1;2;2;1;2;2;1;11;30;3;;1;1;62;01;1;11;8;0126;300000;47;1902.096839;
6,006,124;1;4;1;60;2;47;2;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;300,000;1;3,000,000;1;;10;2;12;30;1;;25;6;;2;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;2;;3;2;;;;;;;;1;20;2;1;1;1;1;2;1;2;1;1;1;2;;2;1;2;2;1;2;2;1;11;20;3;;1;1;61;01;1;11;4;0161;300000;47;1902.096839;
6,006,125;1;1;1;60;2;47;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;200,000;1;3,000,000;1;;1;2;12;24;1;;25;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;144;8;;1;2;;;;;;;;1;34;1;1;1;2;1;2;2;2;2;1;1;2;;1;1;2;2;1;2;2;1;3;10;3;;1;1;61;01;1;11;4;0161;200000;47;668.73981605;
6,006,159;1;1;1;60;2;52;1;1;;;1;;2;2;2;2;12;;1;;2;720,000;2;;;1;1,440,000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;55;;.;0;1;;2;5;4;;2;;2;;;;;;;;;;;;1;2;2;1;4;12;1;;3;2;;;;;;;;2;;;;1;1;1;1;1;2;2;2;2;2;;1;1;1;2;2;2;1;2;3;20;5;;1;1;98;46;1;11;1;4631;2160000;52;7427.3718146;
6,006,171;1;1;1;60;2;52;2;;;;;;;;;;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;500,000;1;6,000,000;3;;1;1;12;40;;.;32;6;;1;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;6;;13;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;2;1;1;2;1;2;2;1;11;10;3;;1;1;61;01;1;11;4;0161;500000;52;2800.9432918;
6,006,172;1;1;1;60;2;52;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;800,000;1;9,200,000;1;;10;2;12;50;;.;50;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;120;4;;8;2;;;;;;;;2;;;;1;2;1;1;1;2;2;1;2;2;;2;1;1;2;2;2;2;1;13;20;3;;1;1;95;41;1;11;4;4111;800000;52;7427.3718146;
6,006,173;1;1;1;60;2;52;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;300,000;1;3,000,000;3;;1;1;12;40;;.;24;6;;1;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;60;1;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;30;3;;1;;61;01;1;11;4;0161;300000;52;1727.2957708;
6,006,174;1;1;1;60;2;52;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;500,000;1;5,600,000;3;;3;2;12;40;;.;40;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;144;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;10;3;;1;;61;01;1;11;4;0141;500000;52;1727.2957708;
6,006,174;1;2;1;60;2;52;2;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;0;1;250,000;3;;3;2;12;20;2;;20;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;5;;1;;61;01;1;11;4;0149;0;52;1727.2957708;
6,006,174;1;3;1;60;2;52;1;1;;;1;;1;2;2;2;3;;1;;2;200,000;2;;;1;200,000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;3;30;2;;30;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;12;60;5;;13;2;;;;;;;;2;;;;1;2;1;2;1;2;1;1;2;2;;2;1;2;2;1;2;2;1;3;15;3;;1;1;54;97;1;11;3;9700;400000;52;1727.2957708;
6,006,175;1;1;1;60;2;52;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;150,000;1;2,000,000;1;;5;2;12;24;2;;24;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;4;576;4;;11;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;14;;3;;1;;79;95;1;11;4;9529;150000;52;1727.2957708;
6,006,176;1;1;1;60;2;52;2;;;;;;;;;;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;250,000;1;3,000,000;3;;1;1;12;32;2;;24;6;;1;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;6;;13;1;52;16;4;;500,000;1;6;2;;;;1;2;1;2;2;2;2;1;2;2;;2;1;1;2;1;2;2;1;3;30;3;;1;1;61;01;1;11;4;0161;750000;52;7427.3718146;
6,006,176;1;2;1;60;2;52;1;1;;;1;;1;2;2;2;2;;1;;2;100,000;2;;;1;50,000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;2;16;2;;16;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;48;36;6;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;10;3;;1;;62;01;1;11;8;0125;150000;52;7427.3718146;
6,006,177;1;1;1;60;2;52;2;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;200,000;1;1,300,000;1;;3;2;12;40;;.;40;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;0;60;4;;13;2;;;;;;;;2;;;;1;2;1;2;1;2;2;2;2;2;;1;1;2;2;1;2;2;1;3;20;9;;1;1;41;46;1;11;4;4620;200000;52;1727.2957708;
6,006,177;1;2;1;60;2;52;2;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;0;2;3;6;;;;;3;100,000;1;700,000;1;;3;2;12;30;2;;30;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;60;6;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;5;3;;1;;61;01;1;11;4;0149;100000;52;1727.2957708;
6,006,177;1;3;1;60;2;52;2;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;5;18;2;;18;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;15;24;4;;3;2;;;;;;;;2;;;;1;2;2;2;2;2;2;2;2;1;TRABAJO REMUNERADO;2;1;1;2;1;2;1;1;3;5;3;;1;;62;01;1;11;6;0149;;52;1727.2957708;
6,006,177;1;4;1;60;2;52;2;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;5;10;2;;10;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;1;1;3;5;3;;1;;62;01;1;11;6;0149;;52;1727.2957708;
6,006,178;1;1;1;60;2;52;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;400,000;1;4,800,000;3;;10;1;12;40;;.;40;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;6;312;4;;11;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;2;1;1;2;1;2;2;1;3;30;3;;1;1;61;01;1;11;4;0161;400000;52;6349.3979491;
6,006,178;1;2;1;60;2;52;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;6;;;;;3;100,000;1;300,000;3;;1;2;12;14;2;;14;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;8;3;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;3;;1;;61;01;1;11;4;0149;100000;52;6349.3979491;
6,006,178;1;3;1;60;2;52;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;7;2;;7;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;4;;12;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;3;;1;;62;01;1;11;6;0149;;52;6349.3979491;
6,006,178;1;4;1;60;2;52;1;1;;;1;;1;2;2;2;1;;1;;2;300,000;2;;;1;150,000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;2;32;2;;32;;;;3;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;15;3;;1;;77;01;1;11;1;0141;450000;52;6349.3979491;
6,006,179;1;1;1;60;2;52;2;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;0;2;3;6;;;;;3;0;1;600,000;1;;1;2;12;24;1;;24;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;3;;13;2;;;;;;;;1;20;2;1;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;9;;1;;62;01;1;11;4;0144;0;52;1727.2957708;
6,006,179;1;2;1;60;2;52;2;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;5;2;2;;2;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;2;2;2;2;2;2;2;2;1;TRABAJO REMUNERADO;2;1;1;2;1;2;2;1;3;5;3;;1;;62;01;1;11;6;0144;;52;1727.2957708;
6,006,179;1;3;1;60;2;52;2;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;5;6;2;;6;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;2;3;5;3;;1;;62;01;1;11;6;0144;;52;1727.2957708;
6,006,180;1;1;1;60;2;52;1;1;;;1;;1;2;2;2;48;;1;;2;300,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;28;2;;28;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;120;8;;9;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;2;1;1;2;1;2;2;1;13;45;3;;1;1;62;01;1;11;8;0141;300000;52;3860.7793257;
6,006,181;1;1;1;60;2;52;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;6;;;;;3;350,000;1;4,200,000;3;;4;2;12;40;;.;40;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;60;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;6;30;5;;1;;61;01;1;11;4;0144;350000;52;7427.3718146;
6,006,181;1;2;1;60;2;52;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;6;;;;;3;350,000;1;2,600,000;3;;7;2;12;30;2;;30;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;2;3;15;3;;1;;61;01;1;11;4;0144;350000;52;7427.3718146;
6,006,185;1;1;1;60;2;52;2;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;4;2;;4;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;240;4;;11;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;1;3;5;3;;1;;62;01;1;11;6;0145;;52;1727.2957708;
6,006,185;1;2;1;60;2;52;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;6;;;;;2;50,000;1;200,000;3;;3;2;12;30;2;;30;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;120;3;;3;1;52;5;7;;;2;1;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;5;3;;1;;62;01;1;11;4;0145;50000;52;1727.2957708;
6,006,186;1;1;1;60;2;52;2;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;400,000;1;5,000,000;3;;3;2;12;40;;.;5;6;;2;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;60;6;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;2;15;60;3;;1;;62;01;1;11;4;0161;400000;52;1727.2957708;
6,006,186;1;2;1;60;2;52;2;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;40,000;1;380,000;3;;3;2;12;20;2;;20;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;84;6;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;5;3;;1;;61;01;1;11;4;0149;40000;52;1727.2957708;
6,006,186;1;3;1;60;2;52;1;1;;;1;;1;2;2;2;1;;1;;2;400,000;2;;;1;80,000;2;;1;50,000;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;45;;.;45;;;;2;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;60;4;;3;2;;;;;;;;2;;;;1;2;1;2;1;2;2;1;2;2;;2;1;2;2;2;2;2;1;7;60;5;;1;1;95;41;1;11;1;4111;480000;52;1727.2957708;
6,006,186;1;5;1;60;2;52;1;1;;;1;;1;2;2;2;1;;1;;2;400,000;2;;;1;80,000;2;;1;80,000;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;45;;.;45;;;;2;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;1;4;;3;1;52;12;4;;20,000;2;8;2;;;;1;2;1;2;1;2;2;1;2;2;;2;1;2;2;2;2;2;1;7;60;3;;1;1;95;41;1;11;1;4111;500000;52;1727.2957708;
6,006,186;1;7;1;60;2;52;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;6;2;2;;2;;;;2;8;;2;;;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;3;;1;;62;01;1;11;6;0149;;52;1727.2957708;
6,006,188;1;1;1;60;2;52;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;6;;;;;3;60,000;1;720,000;3;;1;2;12;14;2;;14;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;240;6;;9;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;2;2;1;2;1;2;1;1;3;5;3;;1;1;61;01;1;11;4;0141;60000;52;1727.2957708;
6,006,188;1;2;1;60;2;52;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;14;2;;14;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;2;1;1;2;1;2;1;1;3;5;3;;1;1;62;01;1;11;6;0141;;52;1727.2957708;
6,006,189;1;1;1;60;2;52;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;600,000;1;6,200,000;3;;5;2;12;45;;.;45;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;48;1;;1;2;;;;;;;;2;;;;1;2;1;1;2;2;2;1;1;2;;2;1;2;2;2;2;2;1;3;30;3;;1;1;62;01;1;11;4;0161;600000;52;1727.2957708;
6,006,189;1;2;1;60;2;52;2;;;;;;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;0;2;2;6;;;;;2;250,000;1;5,000,000;3;;3;2;12;25;2;;25;;;;2;8;;2;;2;;;;;;1;;;;;;;2;2;1;0;24;6;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;30;3;;1;;61;01;1;11;4;0144;250000;52;1727.2957708;
6,006,189;1;3;1;60;2;52;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;40,000;1;240,000;1;;1;2;12;18;1;;18;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;60;6;;13;1;52;15;6;;;2;8;1;30;2;1;1;1;1;2;1;2;2;1;2;2;;1;1;2;2;2;2;2;1;3;30;3;;1;1;62;01;1;11;4;0121;40000;52;1727.2957708;
6,006,189;1;4;1;60;2;52;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;12;2;;12;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;20;3;;1;;62;01;1;11;6;0144;;52;1727.2957708;
6,006,190;1;1;1;60;2;52;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;200,000;1;2,000,000;1;;4;2;12;24;2;;24;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;3;;9;1;52;14;4;;150,000;1;8;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;10;3;;1;;61;01;1;11;4;0121;350000;52;1727.2957708;
6,006,191;1;3;1;60;2;52;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;100,000;1;1,200,000;3;;1;1;12;24;2;;24;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;24;60;4;;11;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;2;1;1;2;1;2;2;1;3;30;3;;1;1;62;01;1;11;4;0161;100000;52;1727.2957708;
6,006,192;1;1;1;60;2;52;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;240,000;1;2,800,000;3;;10;2;12;27;2;;27;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;5;;3;1;52;20;6;;;2;8;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;25;8;;1;;62;01;1;11;4;0161;240000;52;1727.2957708;
6,006,192;1;2;1;60;2;52;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;6;;;;;2;360,000;1;4,100,000;3;;3;2;12;22;2;;22;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;6;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;60;3;;1;;62;01;1;11;4;0141;360000;52;1727.2957708;
6,006,193;1;1;1;60;2;52;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;250,000;1;3,000,000;3;;10;1;12;40;;.;40;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;2;1;;1;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;2;1;2;2;1;2;2;1;3;20;9;;1;1;62;01;1;11;4;0161;250000;52;7427.3718146;
6,006,193;1;2;1;60;2;52;2;;;;;;;;;;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;7;;2;;;2;300,000;1;1,200,000;3;;4;1;12;18;2;;18;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;1;24;4;;9;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;1;2;;2;1;2;2;1;2;1;1;3;5;3;;1;1;61;01;1;11;4;0149;300000;52;7427.3718146;
6,006,193;1;3;1;60;2;52;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;10;2;;10;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;3;;1;;62;01;1;11;6;0149;;52;7427.3718146;
6,006,194;1;1;1;60;2;52;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;200,000;1;2,000,000;3;;10;1;12;40;;.;32;6;;2;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;5;360;4;;11;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;2;1;2;2;1;2;2;1;11;15;9;;1;1;62;01;1;11;4;0161;200000;52;1727.2957708;
6,006,194;1;2;1;60;2;52;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;2;;2;300,000;1;3,000,000;3;;4;1;12;32;2;;32;;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;2;36;4;;8;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;2;1;1;2;1;2;1;1;3;30;3;;1;1;53;56;1;11;4;5611;300000;52;1727.2957708;
6,006,195;1;1;1;60;2;52;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;60,000;1;250,000;1;;4;2;12;10;2;;10;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;3;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;3;;1;;61;01;1;11;4;0149;60000;52;1727.2957708;
6,006,195;1;2;1;60;2;52;1;1;;;1;;1;2;2;2;120;;1;;2;400,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;3;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;144;4;;8;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;1;1;1;2;1;2;1;2;3;10;3;;1;1;62;01;1;11;8;0141;400000;52;1727.2957708;
