DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
6,017,967;1;1;1;60;2;54;1;1;;;1;;2;2;2;2;456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;;;;3;300,000;1;3,200,000;3;;10;2;12;40;;.;24;6;;2;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;2;1;2;2;2;2;1;1;3;5;9;;1;1;61;01;1;11;4;0161;300000;54;737.60817712;
6,017,968;1;1;1;60;2;54;1;1;;;1;;2;2;2;2;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;;;;3;400,000;1;4,800,000;3;;10;2;12;54;;.;54;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;60;6;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;25;9;;1;;61;01;1;11;4;0161;400000;54;1237.3528647;
6,017,974;1;2;1;60;2;54;2;;;;;;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;0;1;3,600,000;3;;6;2;12;54;;.;54;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;6;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;9;;1;;61;01;1;11;4;0113;0;54;492.81441884;
6,017,974;1;4;1;60;2;54;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;0;1;2,500,000;3;;10;2;12;45;;.;45;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;6;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;9;;1;;61;01;1;11;4;0113;0;54;492.81441884;
6,017,974;1;7;1;60;2;54;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;0;1;2,400,000;3;;10;2;12;48;;.;48;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;6;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;9;;1;;61;01;1;11;4;0113;0;54;492.81441884;
6,017,975;1;1;1;60;2;54;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;0;1;3,600,000;3;;3;2;12;48;;.;48;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;2;2;1;2;2;2;2;1;3;15;9;;1;1;61;01;1;11;4;0121;0;54;963.08422136;
6,017,975;1;2;1;60;2;54;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;0;1;3,600,000;3;;3;2;12;54;;.;54;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;6;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;9;;1;;61;01;1;11;4;0111;0;54;963.08422136;
6,017,975;1;3;1;60;2;54;2;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;0;1;2,400,000;3;;3;2;12;54;;.;54;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;6;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;20;9;;1;;61;01;1;11;4;0113;0;54;963.08422136;
6,017,977;1;1;1;60;2;54;2;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;0;1;2,000,000;3;;10;2;12;40;;.;40;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;2;94;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;3;9;;1;;62;01;1;11;4;0113;0;54;880.41472097;
6,017,979;1;1;1;60;2;54;2;;;;;;;;;;528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;0;1;2,000,000;3;;10;2;12;54;;.;54;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;3;48;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;20;3;;1;;61;01;1;11;4;0121;0;54;492.81441884;
6,017,979;1;3;1;60;2;54;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;0;1;3,800,000;3;;10;2;12;45;;.;45;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;2;72;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;15;3;;1;;61;01;1;11;4;0113;0;54;492.81441884;
6,017,980;1;1;1;60;2;54;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;200,000;1;2,400,000;3;;10;2;12;54;;.;54;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;48;6;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;60;9;;1;;61;01;1;11;4;0113;200000;54;1733.664529;
6,017,981;1;3;1;60;2;54;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;0;1;2,400,000;3;;1;2;12;50;;.;50;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;2;84;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;10;9;;1;;62;01;1;11;4;0113;0;54;492.81441884;
6,017,982;1;1;1;60;2;54;2;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;0;1;2,400,000;3;;5;2;12;54;;.;54;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;4;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;60;3;;1;;62;01;1;11;4;0113;0;54;492.81441884;
6,017,983;1;1;1;60;2;54;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;0;1;3,600,000;3;;3;2;12;54;;.;54;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;48;4;;10;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;1;2;;2;2;1;2;1;2;1;1;11;30;3;;1;1;61;01;1;11;4;0113;0;54;1112.1166569;
6,017,984;1;1;1;60;2;54;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;0;1;2,500,000;3;;10;2;12;50;;.;50;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;2;120;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;20;9;;1;;62;01;1;11;4;0113;0;54;1424.0338961;
6,017,985;1;1;1;60;2;54;1;1;;;1;;2;2;2;2;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;;;;3;240,000;1;3,600,000;3;;10;2;12;40;;.;40;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;6;;10;1;54;10;4;;100,000;1;7;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;20;9;;1;;61;01;1;11;4;0113;340000;54;1440.9952177;
6,017,986;1;1;1;60;2;54;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;;;;3;400,000;1;3,600,000;3;;10;2;12;54;;.;54;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;25;3;;1;;61;01;1;11;4;0113;400000;54;1589.046385;
6,017,986;1;3;1;60;2;54;1;1;;;1;;2;2;2;2;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;;;;3;400,000;1;3,600,000;3;;10;2;12;54;;.;54;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;25;9;;1;;61;01;1;11;4;0113;400000;54;1589.046385;
6,017,987;1;1;1;60;2;54;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;0;1;3,600,000;3;;10;2;12;50;;.;50;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;6;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;9;;1;;61;01;1;11;4;0113;0;54;1486.6251366;
6,017,988;1;1;1;60;2;54;2;;;;;;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;0;1;2,500,000;3;;10;2;12;50;;.;50;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;2;60;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;9;;1;;61;01;1;11;4;0113;0;54;1589.046385;
6,017,989;1;1;1;60;2;54;2;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;0;1;7,200,000;3;;3;2;12;54;;.;54;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;9;;1;;61;01;1;11;4;0113;0;54;1485.3735253;
6,017,990;1;1;1;60;2;54;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;0;1;2,500,000;3;;10;2;12;50;;.;50;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;2;120;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;30;3;;1;;61;01;1;11;4;0113;0;54;492.81441884;
6,017,992;1;1;1;60;2;54;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;0;1;2,500,000;3;;10;2;12;50;;.;50;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;2;84;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;9;;1;;62;01;1;11;4;0113;0;54;1211.1048819;
6,017,993;1;1;1;60;2;54;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;24;60;4;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;10;9;;1;;62;01;1;11;6;0113;;54;737.60817712;
6,017,993;1;2;1;60;2;54;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;7;;2;;;2;0;1;6,000,000;3;;10;2;12;54;;.;54;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;9;;1;;61;01;1;11;4;0113;0;54;737.60817712;
6,017,994;1;1;1;60;2;54;2;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;0;1;4,200,000;3;;1;2;12;50;;.;50;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;2;24;4;;3;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;2;2;1;2;1;1;3;10;9;;1;1;61;01;1;11;4;0111;0;54;1686.888193;
6,017,996;1;1;1;60;2;54;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;0;1;3,600,000;3;;1;1;12;40;;.;40;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;22;1;;1;2;;;;;;;;2;;;;1;2;1;2;1;2;2;1;1;2;;2;1;1;2;1;2;1;1;3;10;9;;1;1;61;01;1;11;4;0113;0;54;1634.6763039;
6,017,997;1;1;1;60;2;54;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;1,000,000;1;8,000,000;3;;10;2;12;50;;.;50;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;2;84;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;10;3;;1;;61;01;1;11;4;0121;1000000;54;1463.8101771;
6,017,998;1;1;1;60;2;54;1;1;;;1;;2;2;2;2;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;;;;3;200,000;1;2,500,000;3;;1;2;12;36;1;;18;6;;2;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;14;2;1;1;1;1;2;2;2;2;2;2;2;;2;1;2;2;2;2;1;1;3;10;9;;1;1;61;01;1;11;4;0161;200000;54;885.65934445;
6,017,999;1;1;1;60;2;54;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;0;1;3,400,000;3;;10;2;12;45;;.;45;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;1;2;;2;1;1;2;1;2;2;1;3;60;9;;1;1;61;01;1;11;4;0113;0;54;492.81441884;
6,018,002;1;1;1;60;2;54;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;200,000;1;5,000,000;3;;3;2;12;50;;.;50;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;10;5;;1;;95;41;1;11;4;4111;200000;54;1299.8449839;
6,018,002;1;2;1;60;2;54;2;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;4;;;;;3;250,000;1;3,000,000;3;;1;2;12;50;;.;50;;;;1;7;;7;;2;;;;;;;;;;;;1;2;2;1;0;24;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;10;3;;1;;51;56;1;11;4;5630;250000;54;1299.8449839;
6,018,004;1;2;1;60;2;54;2;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;1,200,000;1;16,000,000;3;;3;2;12;70;;.;70;;;;1;7;;10;;2;;;;;;;;;;;;1;2;2;1;0;48;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;3;5;5;;1;;41;47;1;11;4;4711;1200000;54;588.06697159;
6,018,005;1;1;1;60;2;54;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;300,000;1;2,000,000;3;;1;2;12;40;;.;35;1;;2;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;4;;11;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;45;47;1;11;4;4759;300000;54;1233.5089781;
6,018,005;1;2;1;60;2;54;2;;;;;;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;200,000;1;2,500,000;3;;1;2;12;30;2;;30;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;79;95;1;11;4;9529;200000;54;1233.5089781;
6,018,006;1;1;1;60;2;54;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;200,000;1;3,000,000;3;;1;2;12;40;;.;40;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;4;;3;2;;;;;;;;1;10;1;1;1;2;1;2;2;2;2;2;2;2;;2;1;1;2;2;2;1;1;1;20;3;;1;1;93;43;1;11;4;4330;200000;54;1369.8333534;
6,018,007;1;1;1;60;2;54;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;150,000;1;280,000;2;;3;2;6;25;2;;25;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;14;;5;;1;;61;01;1;11;4;0145;150000;54;588.06697159;
6,018,009;1;1;1;60;2;54;1;1;;;1;;2;2;2;2;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;;;;3;700,000;1;4,000,000;3;;1;1;12;53;;.;53;;;;1;8;;11;;2;;;;;;;;;;;;1;2;2;1;0;24;8;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;60;8;;1;;61;01;1;11;4;0161;700000;54;2352.2678864;
6,018,010;1;1;1;60;2;54;1;1;;;1;;2;2;2;2;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;;;;3;600,000;1;6,000,000;3;;1;2;12;60;;.;60;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;5;36;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;30;3;;1;;62;01;1;11;4;0161;600000;54;905.2381014;
6,018,063;1;1;1;60;2;76;1;1;;;1;;2;2;2;2;5;;7;SE LO OFRECIERON;2;840,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;42;;.;42;;;;5;8;;12;CON DINERO DE SU TRABAJO;2;;;;;;;;;;;;1;2;2;1;0;2;8;;1;2;;;;;;;;1;18;2;1;1;1;1;2;1;1;1;1;1;2;;2;1;2;2;2;2;1;1;13;5;9;;1;1;62;01;1;11;8;0124;840000;76;9518.8251639;
6,018,063;1;2;1;60;2;76;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;4;;;;;3;200,000;1;2,400,000;3;;11;2;12;14;2;;14;;;;1;5;;2;;2;;;;;;;;;;;;1;2;2;1;36;12;1;;5;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;1;1;2;2;2;2;1;1;3;20;3;;1;1;45;92;1;11;4;9200;200000;76;9518.8251639;
6,018,064;1;1;1;60;2;76;1;2;1;;1;;1;1;2;1;60;;1;;2;908,526;2;;;2;;1;150,000;2;;2;;2;;;2;;;1;78,000;2;2;;;2;;;2;;;1;894,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;105;;.;105;;;;4;8;;12;CON DINERO DE SU TRABAJO;1;1;1;6;;;1;;;;;;;1;1;1;0;1;1;;1;2;;;;;;;;2;;;;1;2;1;1;2;2;2;1;1;2;;2;2;1;1;2;2;1;2;11;30;5;;1;1;62;01;1;11;8;0145;1058526;76;9518.8251639;
6,018,065;1;1;1;60;2;76;1;1;;;1;;1;1;2;1;1;;1;;2;908,526;2;;;2;;1;200,000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;84;;.;84;;;;4;8;;1;;1;2;1;35;;;;;;;;;1;2;1;1;0;3;8;;13;2;;;;;;;;2;;;;1;1;2;1;2;2;1;1;2;2;;2;1;1;1;2;2;1;1;3;5;8;;1;1;62;01;1;11;8;0145;1108526;76;4947.9256344;
6,018,069;1;1;1;60;2;76;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;500,000;1;4,000,000;3;;9;2;12;60;;.;60;;;;1;8;;1;;3;;;;;;;;;;;;;2;2;1;0;8;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;10;DE LA PENSION;;;61;01;1;11;4;0111;500000;76;2213.6802707;
6,018,070;1;1;1;60;2;76;1;1;;;1;;1;1;2;1;60;;1;;2;908,526;2;;;2;;1;200,000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;8;;1;;1;2;1;11;1;;;;;;;;;1;2;1;0;48;8;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;10;3;;1;;62;01;1;11;8;0111;1108526;76;2213.6802707;
6,018,072;1;1;1;60;2;76;1;2;1;;1;;1;1;2;1;30;;1;;2;908,526;2;;;2;;1;200,000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;890,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;84;;.;84;;;;4;8;;1;;1;2;1;3;;;;;;;;;1;1;1;1;0;18;4;;3;2;;;;;;;;2;;;;1;2;1;1;2;2;2;2;2;2;;1;1;2;2;2;2;1;2;3;1;8;;1;1;62;01;1;11;8;0145;1108526;76;2213.6802707;
6,018,073;1;1;1;60;2;76;1;2;1;;1;;1;1;2;1;6;;1;;2;908,526;2;;;2;;1;;2;;2;;2;;;2;;;1;39,000;2;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;84;;.;84;;;;4;8;;1;;1;2;1;15;;;;;;;;;1;1;1;1;0;72;8;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;8;;1;;21;01;1;11;1;0145;908526;76;2213.6802707;
6,018,073;1;2;1;60;2;76;1;1;;;1;;1;2;2;2;6;;1;;2;180,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;10;2;;10;;;;4;7;;5;;2;;;;;;;;;;;;1;2;2;1;24;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;4;3;;1;;55;01;1;11;1;0145;180000;76;2213.6802707;
6,018,116;1;2;1;60;2;76;1;2;1;;1;;1;1;2;1;144;;1;;2;908,526;2;;;2;;1;300,000;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;894,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;5;8;;1;;1;1;1;25;1;;;;;;;;;1;1;1;0;13;8;;9;2;;;;;;;;1;10;2;1;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;3;;1;;62;01;1;11;8;0124;1208526;76;924.04003073;
6,018,117;1;1;1;60;2;76;1;2;1;;1;;1;1;2;1;27;;2;;2;1,190,000;2;;;2;;1;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;2;;1;2,600,000;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;66;;.;66;;;;8;8;;1;;1;1;1;20;1;;;;;;;;;2;2;1;0;94;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;52;01;1;11;1;0124;1190000;76;924.04003073;
6,018,119;1;1;1;60;2;76;1;2;1;;1;;1;1;2;1;252;;4;;2;2,050,000;2;;;2;;1;250,000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1,900,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;4;8;;1;;3;;;;;;;;;;;;;2;1;1;0;96;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;;;60;01;1;11;1;0124;2300000;76;924.04003073;
6,018,119;1;3;1;60;2;76;1;2;2;12;2;4;1;1;2;1;12;;3;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;845,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;1;;;;;;;;;1;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;10;3;;1;;58;47;1;11;1;4711;908526;76;924.04003073;8010
