DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500S1;P7500S1A1;P7500S2;P7500S2A1;P7500S3;P7500S3A1;P7505;P7510S1;P7510S1A1;P7510S2;P7510S2A1;P7510S3;P7510S3A1;P750S1A1;P750S2A1;P750S1;P750S2;P750S3;P750S4;P1661S1;P1661S2;P1661S3;P1661S4;P1661S1A1;P1661S2A1;P1661S3A1;P1661S4A1;P1661S4A2;P750S3A1;P7510S5;P7510S5A1;P7510S6;P7510S6A1;P7510S7;P7510S7A1;AREA;MES;DPTO;fex_c_2011
6,009,768;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;208.2774972
6,009,768;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;208.2774972
6,009,769;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;189.54280423
6,009,769;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;189.54280423
6,009,770;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;197.45661954
6,009,770;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;197.45661954
6,009,770;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;197.45661954
6,009,771;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;318.84824927
6,009,771;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;318.84824927
6,009,771;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;318.84824927
6,009,772;1;1;1;95;1;2;;1;908,526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;156.51537061
6,009,772;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;156.51537061
6,009,772;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;156.51537061
6,009,772;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;156.51537061
6,009,772;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;156.51537061
6,009,773;1;1;1;95;1;2;;1;908,526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;125.65090323
6,009,773;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;125.65090323
6,009,773;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;125.65090323
6,009,775;1;1;1;95;1;2;;1;908,526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;110.09036087
6,009,775;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;110.09036087
6,009,775;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;110.09036087
6,009,775;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;110.09036087
6,009,775;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;110.09036087
6,009,776;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;256.28727373
6,009,776;1;2;1;95;2;;;;;;;1;2;;2;;1;1,800,000;;1,800,000;;1;;;1;;;;1,800,000;;;;;;2;;2;;2;;17;11;17;256.28727373
6,009,776;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;256.28727373
6,009,777;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;221.82824445
6,009,778;1;1;1;95;2;;;;;;;1;2;;2;;1;300,000;;300,000;;1;;;;;;1;;;;DEVOLUCION DEL IVA;300,000;;2;;2;;2;;17;11;17;189.54280423
6,009,778;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;189.54280423
6,009,779;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;226.42336791
6,009,779;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;226.42336791
6,009,780;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;167.18097442
6,009,780;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;167.18097442
6,009,780;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;167.18097442
6,009,780;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;167.18097442
6,009,780;1;5;1;95;2;;;;;;;1;2;;2;;1;300,000;;300,000;;1;;;;1;;;;300,000;;;;;2;;2;;2;;17;11;17;167.18097442
6,009,781;1;1;1;95;2;;;;;;;1;2;;2;;1;960,000;;960,000;;1;;;;;1;;;;960,000;;;;2;;2;;2;;17;11;17;227.31200526
6,009,781;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;227.31200526
6,009,781;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;227.31200526
6,009,782;1;1;1;95;1;2;;1;908,526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;199.03286623
6,009,785;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;215.60249025
6,009,786;1;1;1;95;1;2;;1;2,300,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;172.07591296
6,009,786;1;2;1;95;1;2;;1;1,800,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;172.07591296
6,009,786;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;172.07591296
6,009,787;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;221.82824445
6,009,788;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;244.77878672
6,009,788;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;244.77878672
6,009,788;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;244.77878672
6,009,788;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;244.77878672
6,009,788;1;5;1;95;2;;;;;;;1;1;1,800,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;17;11;17;244.77878672
6,009,789;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;199.03286623
6,009,790;1;1;1;95;1;1;2,000,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;109.93508702
6,009,790;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;109.93508702
6,009,790;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;109.93508702
6,009,790;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;109.93508702
6,009,791;1;1;1;95;1;1;1,000,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;166.74742601
6,009,791;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;166.74742601
6,009,792;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;134.30671193
6,009,792;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;134.30671193
6,009,793;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;214.50325141
6,009,793;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;214.50325141
6,009,793;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;214.50325141
6,009,793;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;214.50325141
6,009,794;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;194.13792769
6,009,794;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;194.13792769
6,009,794;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;194.13792769
6,009,795;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;165.17117931
6,009,795;1;2;1;95;1;2;;1;350,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;165.17117931
6,009,795;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;165.17117931
6,009,795;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;165.17117931
6,009,797;1;1;1;95;1;1;4,000,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;157.25736401
6,009,797;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;157.25736401
6,009,797;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;157.25736401
6,009,798;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;194.13792769
6,009,798;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;194.13792769
6,009,798;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;194.13792769
6,009,799;1;1;1;95;2;;;;;;;1;2;;2;;1;1,020,000;;1,020,000;;1;;;;;1;;;;1,020,000;;;;2;;2;;2;;17;11;17;213.17243575
6,009,799;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;213.17243575
6,009,801;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;180.88699553
6,009,801;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;180.88699553
6,009,801;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;180.88699553
6,009,803;1;1;1;95;2;;;;;;;1;1;400,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;17;11;17;175.40323472
6,009,804;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;293.7037572
6,009,804;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;293.7037572
6,009,806;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;235.35863096
6,009,806;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;235.35863096
6,009,806;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;235.35863096
6,009,806;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;235.35863096
6,009,807;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;199.03286623
6,009,808;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;391.83998396
6,009,808;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;391.83998396
6,009,808;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;391.83998396
6,009,808;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;391.83998396
6,009,808;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;391.83998396
6,009,808;1;7;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;391.83998396
6,009,809;1;1;1;95;1;2;;1;9,999;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;117.84890232
6,009,809;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;117.84890232
6,009,809;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;117.84890232
6,009,809;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;117.84890232
6,009,809;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;117.84890232
6,009,811;1;1;1;95;1;2;;1;3,500,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;199.03286623
6,009,812;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;172.07591296
6,009,812;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;172.07591296
6,009,812;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;172.07591296
6,009,813;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;221.82824445
6,009,814;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;186.22411238
6,009,814;1;2;1;95;2;;;;;;;1;2;;2;;1;1,600,000;;1,600,000;;1;;;;1;;;;1,600,000;;;;;2;;2;;2;;17;11;17;186.22411238
6,009,816;1;1;1;95;1;2;;1;908,526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;203.62787989
6,009,816;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;203.62787989
6,009,816;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;203.62787989
6,009,816;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;203.62787989
6,009,816;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;203.62787989
6,009,817;1;1;1;95;1;2;;1;908,526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;165.58517322
6,009,817;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;165.58517322
6,009,817;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;165.58517322
6,009,817;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;165.58517322
6,009,817;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;165.58517322
6,009,817;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;165.58517322
6,009,818;1;1;1;95;1;2;;1;908,526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;192.93129252
6,009,818;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;192.93129252
6,009,818;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;192.93129252
6,009,819;1;1;1;95;1;2;;1;908,526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;174.66124132
6,009,819;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;174.66124132
6,009,819;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;174.66124132
6,009,820;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;256.82319352
6,009,820;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;256.82319352
6,009,821;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;165.17117931
6,009,821;1;2;1;95;2;;;;;;;1;2;;2;;1;480,000;;480,000;;1;;;;;;1;;;;INGRESO SOLIDARIO;480,000;;2;;2;;2;;17;11;17;165.17117931
6,009,821;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;165.17117931
6,009,821;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;165.17117931
6,009,822;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;256.82319352
6,009,822;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;256.82319352
6,009,823;1;1;1;95;1;2;;1;908,526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;191.70787319
6,009,823;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;191.70787319
6,009,823;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;191.70787319
6,009,823;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;191.70787319
6,009,824;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;252.79127931
6,009,824;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;252.79127931
6,009,826;1;1;1;95;1;2;;1;908,526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;166.59215216
6,009,827;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;157.93634345
6,009,827;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;157.93634345
6,009,828;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;200.3636819
6,009,828;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;200.3636819
6,009,828;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;200.3636819
6,009,829;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;194.13792769
6,009,829;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;194.13792769
6,009,829;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;194.13792769
6,009,830;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;253.38021138
6,009,830;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;253.38021138
6,009,830;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;253.38021138
6,009,831;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;157.93634345
6,009,831;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;157.93634345
6,009,832;1;1;1;95;2;;;;;;;1;1;1,000,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;17;11;17;116.83982067
6,009,832;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;116.83982067
6,009,832;1;3;1;95;1;2;;1;908,526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;116.83982067
6,009,833;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;308.02737161
6,009,833;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;308.02737161
6,009,834;1;1;1;95;1;1;160,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;206.94668154
6,009,834;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;206.94668154
6,009,835;1;1;1;95;1;1;380,000;1;1,350,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;157.93634345
6,009,835;1;2;1;95;1;2;;1;908,526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;157.93634345
6,009,836;1;1;1;95;1;2;;1;908,526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;166.59215216
6,009,837;1;1;1;95;2;;;;;;;1;2;;2;;1;1,920,000;;1,920,000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1,920,000;;2;;2;;2;;17;11;17;253.38021138
6,009,837;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;253.38021138
6,009,837;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;253.38021138
6,009,838;1;1;1;95;2;;;;;;;1;2;;2;;1;1,920,000;;1,920,000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1,920,000;;2;;2;;2;;17;11;17;229.74205976
6,009,838;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;229.74205976
6,009,839;1;1;1;95;1;2;;1;908,526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;308.02737161
6,009,839;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;308.02737161
6,009,840;1;1;1;95;1;1;1,600,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;200.3636819
6,009,840;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;200.3636819
6,009,840;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;200.3636819
6,009,841;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;324.10358281
6,009,841;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;324.10358281
6,009,842;1;1;1;95;2;;;;;;;1;2;;2;;1;1,920,000;;1,920,000;;1;;;;;;1;;;;FONDO SOLIDARIO;1,920,000;;2;;2;;2;;17;11;17;142.22052724
6,009,842;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;142.22052724
6,009,842;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;142.22052724
6,009,843;1;1;1;95;2;;;;;;;1;1;500,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;17;11;17;199.03286623
6,009,844;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;326.76206458
6,009,844;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;326.76206458
6,009,844;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;326.76206458
6,009,844;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;326.76206458
6,009,845;1;1;1;95;2;;;;;;;1;2;;2;;1;1,920,000;;1,920,000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1,920,000;;2;;2;;2;;17;11;17;188.80081083
6,009,845;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;188.80081083
6,009,845;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;188.80081083
6,009,845;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;188.80081083
6,009,846;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;256.69890323
6,009,846;1;2;1;95;2;;;;;;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;17;11;17;256.69890323
6,009,846;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;256.69890323
6,009,847;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;193.54899562
6,009,847;1;3;1;95;2;;;;;;;1;2;;2;;1;960,000;;960,000;;1;;;;;1;;;;960,000;;;;2;;2;;2;;17;11;17;193.54899562
6,009,848;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;189.54280423
6,009,848;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;189.54280423
6,009,849;1;1;1;95;1;2;;1;908,526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;190.37705753
6,009,849;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;190.37705753
6,009,850;1;1;1;95;2;;;;;;;1;2;;1;54,000,000;2;;;;;;;;;;;;;;;;;;2;;2;;2;;17;11;17;197.45661954
6,009,850;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;197.45661954
6,009,850;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;197.45661954
6,009,851;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;166.74742601
6,009,851;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;166.74742601
6,009,852;1;1;1;95;2;;;;;;;1;1;7,200,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;17;11;17;282.88287953
6,009,853;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;203.68237374
6,009,853;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;203.68237374
6,009,853;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;17;203.68237374
