DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500S1;P7500S1A1;P7500S2;P7500S2A1;P7500S3;P7500S3A1;P7505;P7510S1;P7510S1A1;P7510S2;P7510S2A1;P7510S3;P7510S3A1;P750S1A1;P750S2A1;P750S1;P750S2;P750S3;P750S4;P1661S1;P1661S2;P1661S3;P1661S4;P1661S1A1;P1661S2A1;P1661S3A1;P1661S4A1;P1661S4A2;P750S3A1;P7510S5;P7510S5A1;P7510S6;P7510S6A1;P7510S7;P7510S7A1;AREA;MES;DPTO;fex_c_2011
6,000,687;1;1;1;95;2;;;;;;;1;2;;2;;1;960,000;;960,000;;1;;;;;1;;;;960,000;;;;2;;2;;2;;05;11;05;935.81075062
6,000,687;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;935.81075062
6,000,687;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;935.81075062
6,000,687;1;4;1;95;1;2;;1;893,166;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1,786,329;05;11;05;935.81075062
6,000,687;1;5;1;95;2;;;;;;;1;2;;2;;1;960,000;;960,000;;1;;;;;1;;;;960,000;;;;2;;2;;2;;05;11;05;935.81075062
6,000,687;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;935.81075062
6,000,688;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;140,000;2;;05;11;05;1137.5329144
6,000,688;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1137.5329144
6,000,688;1;4;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;130,000;2;;05;11;05;1137.5329144
6,000,689;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1063.9038287
6,000,689;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1063.9038287
6,000,689;1;3;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;144,000;2;;05;11;05;1063.9038287
6,000,689;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1063.9038287
6,000,689;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1063.9038287
6,000,690;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1081.154898
6,000,690;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1081.154898
6,000,692;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1064.8471416
6,000,692;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1064.8471416
6,000,692;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1064.8471416
6,000,692;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1064.8471416
6,000,692;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1064.8471416
6,000,693;1;1;1;95;1;2;;1;835,844;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1,755,606;05;11;05;1136.9876013
6,000,693;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1136.9876013
6,000,693;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1136.9876013
6,000,693;1;4;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;400,000;1;900,000;05;11;05;1136.9876013
6,000,694;1;1;1;95;1;1;1,500,000;1;835,844;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;877,803;05;11;05;1021.2852528
6,000,694;1;2;1;95;1;2;;1;4,000,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;9,200,000;05;11;05;1021.2852528
6,000,694;1;3;1;95;1;2;;1;835,844;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;877,803;05;11;05;1021.2852528
6,000,695;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;156,000;2;;05;11;05;1129.3258068
6,000,695;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;168,000;2;;05;11;05;1129.3258068
6,000,696;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1709.4201987
6,000,696;1;2;1;95;2;;;;;;;1;2;;2;;1;1,200,000;;1,200,000;;1;;;1;;;;1,200,000;;;;;;2;;2;;2;;05;11;05;1709.4201987
6,000,697;1;1;1;95;1;2;;1;835,844;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1,786,000;05;11;05;1071.6002924
6,000,697;1;2;1;95;2;;;;;;;1;9;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;05;11;05;1071.6002924
6,000,698;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1081.154898
6,000,698;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1081.154898
6,000,699;1;1;1;95;1;1;1,000,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1138.1531173
6,000,700;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;120,000;2;;05;11;05;1073.4528823
6,000,700;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;120,000;2;;05;11;05;1073.4528823
6,000,700;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1073.4528823
6,000,700;1;5;1;95;1;2;;1;98;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1073.4528823
6,000,700;1;6;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;9;;05;11;05;1073.4528823
6,000,701;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1129.4006964
6,000,702;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1029.4923604
6,000,702;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1029.4923604
6,000,702;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1029.4923604
6,000,702;1;4;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;170,000;2;;05;11;05;1029.4923604
6,000,703;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;100,000;2;;05;11;05;852.83529247
6,000,703;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;852.83529247
6,000,703;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;852.83529247
6,000,703;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;852.83529247
6,000,703;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;852.83529247
6,000,703;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;852.83529247
6,000,705;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1138.1531173
6,000,710;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;24,000,000;05;11;05;1079.0856569
6,000,710;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;12,000,000;05;11;05;1079.0856569
6,000,711;1;1;1;95;1;2;;1;2,450,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;5,600,000;05;11;05;955.86327476
6,000,711;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;955.86327476
6,000,711;1;3;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;170,000;2;;05;11;05;955.86327476
6,000,711;1;4;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;230,000;2;;05;11;05;955.86327476
6,000,711;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;955.86327476
6,000,711;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;955.86327476
6,000,712;1;1;1;95;1;1;2,000,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1122.9657371
6,000,712;1;2;1;95;1;1;1,500,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1122.9657371
6,000,712;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1122.9657371
6,000,712;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1122.9657371
6,000,713;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1013.7998883
6,000,713;1;2;1;95;1;2;;1;2,187,500;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;5,000,000;05;11;05;1013.7998883
6,000,713;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1013.7998883
6,000,714;1;1;1;95;2;;;;;;;1;1;12,000,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;05;11;05;1129.3258068
6,000,714;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;400,000;2;;05;11;05;1129.3258068
6,000,715;1;1;1;95;1;1;300,000;2;;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;180,000;2;;05;11;05;1123.9894916
6,000,715;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1123.9894916
6,000,715;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1123.9894916
6,000,716;1;1;1;95;2;;;;;;;1;1;2,400,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;05;11;05;1129.4006964
6,000,717;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;140,000;2;;05;11;05;1029.4979125
6,000,717;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;200,000;2;;05;11;05;1029.4979125
6,000,717;1;3;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;300,000;2;;05;11;05;1029.4979125
6,000,717;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1029.4979125
6,000,718;1;1;1;95;1;2;;1;1,100,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;2,200,000;05;11;05;1130.6677527
6,000,720;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1181.386344
6,000,721;1;1;1;95;1;2;;1;835,844;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;835,844;05;11;05;1071.6002924
6,000,721;1;2;1;95;1;2;;1;845,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1,656,000;05;11;05;1071.6002924
6,000,722;1;1;1;95;1;1;1,200,000;2;;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;116,000;2;;05;11;05;1533.853757
6,000,722;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1533.853757
6,000,723;1;1;1;95;1;2;;1;835,844;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1,656,000;05;11;05;1030.8398585
6,000,723;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;1,200,000;2;;05;11;05;1030.8398585
6,000,723;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1030.8398585
6,000,724;1;1;1;95;1;2;;1;835,844;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1,656,000;05;11;05;1129.4006964
6,000,725;1;1;1;95;1;1;400,000;1;3,000,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;600,000;05;11;05;1080.3527132
6,000,725;2;1;2;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;05;11;05;1080.3527132
6,000,726;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1079.8129521
6,000,726;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1079.8129521
6,000,726;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1079.8129521
6,000,727;1;1;1;95;1;2;;1;2,000,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;2,000,000;05;11;05;1021.2852528
6,000,727;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1021.2852528
6,000,727;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1021.2852528
6,000,728;1;1;1;95;2;;;;;;;1;2;;2;;1;960,000;;960,000;;1;;;;;1;;;;960,000;;;;2;;2;;2;;05;11;05;1113.0131318
6,000,728;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;900,000;05;11;05;1113.0131318
6,000,728;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1113.0131318
6,000,729;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1129.4006964
6,000,730;1;1;1;95;1;2;;1;1,817,052;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1,817,052;05;11;05;1012.4579423
6,000,730;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1012.4579423
6,000,730;1;3;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;05;11;05;1012.4579423
6,000,730;1;4;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;3,000,000;05;11;05;1012.4579423
6,000,731;1;1;1;95;2;;;;;;;1;2;;1;12,000,000;2;;;;;;;;;;;;;;;;;;2;;2;;2;;05;11;05;957.26654047
6,000,731;1;2;1;95;2;;;;;;;1;2;;2;;1;960,000;;960,000;;1;;;;;1;;;;960,000;;;;2;;2;;2;;05;11;05;957.26654047
6,000,731;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;957.26654047
6,000,731;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;957.26654047
6,000,732;1;1;1;95;1;2;;1;1,817,052;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1,817,052;05;11;05;1123.5859399
6,000,732;1;2;1;95;2;;;;;;;1;1;1,800,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;05;11;05;1123.5859399
6,000,733;1;1;1;95;2;;;;;;;1;2;;2;;1;160,000;;160,000;;1;;;;;;1;;;;INGRESO SOLIDARIO;160,000;;2;;1;120,000;2;;05;11;05;1172.5590335
6,000,733;1;2;1;95;2;;;;;;;1;1;1,000,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;05;11;05;1172.5590335
6,000,734;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1170.8135359
6,000,734;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1170.8135359
6,000,735;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1129.3258068
6,000,735;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1129.3258068
6,000,736;1;1;1;95;2;;;;;;;1;1;3,000,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;05;11;05;1130.6677527
6,000,737;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1013.7998883
6,000,737;1;2;1;95;1;1;1,200,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1013.7998883
6,000,737;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1013.7998883
6,000,738;1;1;1;95;1;1;1,800,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1022.012548
6,000,738;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1022.012548
6,000,738;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1022.012548
6,000,738;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1022.012548
6,000,739;1;1;1;95;1;1;300,000;2;;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;324,000;2;;05;11;05;1180.7661412
6,000,739;1;2;1;95;2;;;;;;;1;2;;2;;1;650,000;;650,000;;1;;;;;;1;;;;POR EL COVID YA QUE SE LO ESTABAN DANDO ALOS QUE TRABAJAN EN LA SALUD;650,000;;2;;1;290,000;2;;05;11;05;1180.7661412
6,000,739;1;3;1;95;2;;;;;;;1;2;;2;;1;680,000;;680,000;;1;;;;;;1;;;;PRESUPUESTO PARTICIPATIVO POR MANUNTENCION;680,000;;2;;2;;1;250,000;05;11;05;1180.7661412
6,000,740;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;840,000;2;;05;11;05;1138.1531173
6,000,741;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;05;11;05;1021.2852528
6,000,741;1;2;1;95;1;2;;1;835,844;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;877,803;05;11;05;1021.2852528
6,000,741;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1021.2852528
6,000,743;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;9;;2;;05;11;05;1179.6408463
6,000,744;1;1;1;95;1;2;;1;875,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1,800,000;05;11;05;845.34992794
6,000,744;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;845.34992794
6,000,744;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;845.34992794
6,000,744;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;845.34992794
6,000,744;1;5;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;120,000;2;;05;11;05;845.34992794
6,000,744;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;845.34992794
6,000,747;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1073.2709003
6,000,747;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1073.2709003
6,000,747;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1073.2709003
6,000,748;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;900,000;05;11;05;1484.3409023
6,000,748;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1484.3409023
6,000,748;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1484.3409023
6,000,749;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1088.6402625
6,000,749;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1088.6402625
6,000,750;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;5,000,000;05;11;05;1237.5427907
6,000,750;1;2;1;95;1;1;500,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1237.5427907
6,000,750;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1237.5427907
6,000,751;1;1;1;95;2;;;;;;;1;2;;2;;1;920,000;;920,000;;1;;;;;1;;;;920,000;;;;2;;2;;2;;05;11;05;1071.6002924
6,000,751;1;2;1;95;2;;;;;;;1;2;;2;;1;920,000;;920,000;;1;;;;;1;;;;920,000;;;;2;;2;;2;;05;11;05;1071.6002924
6,000,752;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1161.9862254
6,000,752;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;168,000;2;;05;11;05;1161.9862254
6,000,752;1;3;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;480,000;2;;05;11;05;1161.9862254
6,000,753;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;480,000;2;;05;11;05;1179.6408463
6,000,754;1;1;1;95;1;2;;1;2,376,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;5,400,000;05;11;05;1053.9456714
6,000,754;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1053.9456714
6,000,754;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1053.9456714
6,000,754;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1053.9456714
6,000,755;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;588,000;2;;05;11;05;1071.9289544
6,000,755;1;2;1;95;1;1;600,000;2;;2;;1;2;;1;360,000;2;;;;;;;;;;;;;;;;;;2;;2;;2;;05;11;05;1071.9289544
6,000,755;1;3;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;800,000;05;11;05;1071.9289544
6,000,755;1;4;1;95;2;;;;;;;1;1;2,000,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;05;11;05;1071.9289544
6,000,756;1;1;1;95;1;1;1,800,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1071.6002924
6,000,756;1;2;1;95;1;2;;1;3,520,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;8,000,000;05;11;05;1071.6002924
6,000,757;1;1;1;95;1;2;;1;1,600,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;3,600,000;05;11;05;1072.8673486
6,000,757;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1072.8673486
6,000,758;1;1;1;95;1;1;1,500,000;2;;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;120,000;2;;05;11;05;1179.6408463
6,000,759;1;1;1;95;1;2;;1;893,166;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1,786,329;05;11;05;1138.1531173
6,000,760;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1940.9293898
6,000,760;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;144,000;2;;05;11;05;1940.9293898
6,000,761;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1533.853757
6,000,761;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1533.853757
6,000,762;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;220,000;2;;05;11;05;1087.8380777
6,000,762;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;120,000;2;;05;11;05;1087.8380777
6,000,763;1;1;1;95;1;2;;1;1,000,000;2;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;2,200,000;05;11;05;1062.7729819
6,000,763;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1062.7729819
6,000,763;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1062.7729819
6,000,764;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;161,400;2;;05;11;05;2057.3534813
6,000,764;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;136,000;2;;05;11;05;2057.3534813
6,000,764;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;2057.3534813
6,000,764;1;7;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;2057.3534813
6,000,765;1;1;1;95;1;2;;1;3,000,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;6,000,000;05;11;05;955.99948417
6,000,765;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;955.99948417
6,000,765;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;955.99948417
6,000,765;1;4;1;95;1;2;;1;98;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;98;05;11;05;955.99948417
6,000,766;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;400,000;2;;05;11;05;1115.1621811
6,000,766;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1115.1621811
6,000,766;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1115.1621811
6,000,766;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1115.1621811
