DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S4;P7510S6;P7510S2A1;P7510S4A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;CLASE;P7510S7A1;P7510S7;DPTO;AREA;fex_c_2011
626242;1;2;95;1;;2;1;;1200000;;2;2;;;;;;;;;;;;;1;;;63;63;125.774.397.505.895
626243;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;151.338.769.193.007
626243;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;151.338.769.193.007
626244;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;168.094.286.613.157
626244;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;168.094.286.613.157
626244;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;168.094.286.613.157
626245;1;1;95;2;;;;;;;;1;2;;2;;;;;;9600000;2;1;2;1;;2;63;63;137.626.299.251.457
626246;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;17.145.812.243.433
626246;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;17.145.812.243.433
626246;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;17.145.812.243.433
626246;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;17.145.812.243.433
626247;1;1;95;2;;;;;;;;1;2;;2;2400000;;;;;;2;2;1;1;;2;63;63;132.450.755.677.519
626248;1;1;95;1;;2;1;;465100;;2;2;;;;;;;;;;;;;1;;;63;63;117.819.645.488.803
626248;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;117.819.645.488.803
626249;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;120.598.853.931.958
626249;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;120.598.853.931.958
626250;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;164.212.401.388.443
626250;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;164.212.401.388.443
626250;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;164.212.401.388.443
626250;1;6;95;2;;;;;;;;1;2;;2;400000;;;;;;2;2;1;1;1500000;1;63;63;164.212.401.388.443
626251;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;145.324.387.872.956
626251;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;145.324.387.872.956
626251;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;145.324.387.872.956
626252;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;152.429.615.941.714
626252;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;152.429.615.941.714
626252;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;152.429.615.941.714
626253;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;120.598.853.931.958
626253;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;120.598.853.931.958
626254;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;168.094.286.613.157
626254;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;168.094.286.613.157
626254;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;168.094.286.613.157
626255;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;125.774.397.505.895
626255;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;125.774.397.505.895
626256;1;1;95;1;;2;1;;98;;2;2;;;;;;;;;;;;;1;;;63;63;125.774.397.505.895
626256;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;125.774.397.505.895
626257;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;120.598.853.931.958
626257;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;120.598.853.931.958
626258;1;1;95;1;;2;1;;2000000;;2;2;;;;;;;;;;;;;1;;;63;63;156.827.012.245.614
626258;1;2;95;1;;2;1;;1400000;;2;2;;;;;;;;;;;;;1;;;63;63;156.827.012.245.614
626258;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;156.827.012.245.614
626258;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;156.827.012.245.614
626258;1;5;95;1;;1;1;;461500;500000;2;2;;;;;;;;;;;;;1;;;63;63;156.827.012.245.614
626259;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;168.094.286.613.157
626259;1;2;95;2;;;;;;;;1;2;;2;300000;;;;;;2;2;1;1;;2;63;63;168.094.286.613.157
626259;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;168.094.286.613.157
626260;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;164.730.450.791.983
626260;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;164.730.450.791.983
626261;1;1;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;1;400000;1;63;63;225.820.376.672.675
626261;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;225.820.376.672.675
626261;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;225.820.376.672.675
626262;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;761.287.047.200.866
626262;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;761.287.047.200.866
626262;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;761.287.047.200.866
626263;1;1;95;2;;;;;;;;1;2;;2;;;;;;3000000;2;1;2;1;;2;63;63;184.537.104.554.637
626264;1;1;95;2;;;;;;;;1;2;;2;99;;;;;;2;2;1;1;;2;63;63;125.774.397.505.895
626264;1;2;95;1;;2;1;;467500;;2;2;;;;;;;;;;;;;1;;;63;63;125.774.397.505.895
626265;1;1;95;1;;2;1;;2500000;;2;2;;;;;;;;;;;;;1;;;63;63;146.357.948.355.682
626265;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;146.357.948.355.682
626265;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;146.357.948.355.682
626265;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;146.357.948.355.682
626267;1;1;95;2;;;;;;;;1;1;;2;3000000;;;;1000000;;2;2;1;1;;2;63;63;15.470.260.501.418
626267;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;15.470.260.501.418
626267;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;15.470.260.501.418
626269;1;1;95;2;;;;;;;;1;2;;2;1000000;;;;;;2;2;1;1;;2;63;63;164.730.450.791.983
626269;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;164.730.450.791.983
626270;1;1;95;2;;;;;;;;1;2;;2;2000000;;;;;;2;2;1;1;;2;63;63;17.145.812.243.433
626270;1;2;95;2;;;;;;;;1;2;;2;;;;;;7200000;2;1;2;1;;2;63;63;17.145.812.243.433
626270;1;3;95;2;;;;;;;;1;2;;2;;;;;;1000000;2;1;2;1;;2;63;63;17.145.812.243.433
626270;1;4;95;2;;;;;;;;1;2;;2;;;;;;1500000;2;1;2;1;;2;63;63;17.145.812.243.433
626271;1;1;95;1;;2;1;;923000;;2;1;2;;2;;;;;;6000000;2;1;2;1;;2;63;63;137.626.299.251.457
626272;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;103.380.805.009.202
626272;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;103.380.805.009.202
626272;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;103.380.805.009.202
626272;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;103.380.805.009.202
626272;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;103.380.805.009.202
626273;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;120.598.853.931.958
626273;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;63;120.598.853.931.958
626274;1;1;95;2;;;;;;;;1;2;;2;;;;;;2000000;2;1;2;1;;2;63;98;295.982.958.225.997
626274;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;295.982.958.225.997
626275;1;1;95;2;;;;;;;;1;2;;2;;;;;;600000;2;1;2;1;;2;63;98;408.652.645.277.016
626275;1;2;95;2;;;;;;;;1;2;;2;;;;;;200000;2;1;2;1;;2;63;98;408.652.645.277.016
626275;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;408.652.645.277.016
626275;1;5;95;2;;;;;;;;1;2;;2;;;;;;320000;2;1;2;1;;2;63;98;408.652.645.277.016
626276;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;443.739.849.078.952
626276;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;443.739.849.078.952
626276;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;443.739.849.078.952
626276;1;4;95;2;;;;;;;;1;2;;2;;;;;;300000;2;1;2;1;;2;63;98;443.739.849.078.952
626276;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;443.739.849.078.952
626276;1;9;95;2;;;;;;;;1;2;;2;;;;;;350000;2;1;2;1;;2;63;98;443.739.849.078.952
626277;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;243.972.105.142.924
626277;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;243.972.105.142.924
626277;1;4;95;2;;;;;;;;1;2;;2;;;;;;600000;2;1;2;1;;2;63;98;243.972.105.142.924
626278;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;197.968.136.136.236
626278;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;197.968.136.136.236
626279;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;63;98;293.536.682.355.842
626279;1;2;95;2;;;;;;;;1;2;;2;;;;;;1500000;2;1;2;1;;2;63;98;293.536.682.355.842
626280;1;1;95;1;;2;1;;1100000;;2;2;;;;;;;;;;;;;1;;;63;98;178.152.686.967.459
626280;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;178.152.686.967.459
626280;1;3;95;2;;;;;;;;1;2;;2;;;;;;400000;2;1;2;1;;2;63;98;178.152.686.967.459
626281;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;63;98;187.243.690.037.665
626282;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;405.904.546.942.932
626282;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;405.904.546.942.932
626282;1;3;95;2;;;;;;;;1;2;;2;;;;;;500000;2;1;2;1;;2;63;98;405.904.546.942.932
626283;1;1;95;1;;1;2;;;120000;2;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626283;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626283;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626284;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;519.171.476.500.146
626284;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;519.171.476.500.146
626284;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;519.171.476.500.146
626284;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;519.171.476.500.146
626284;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;519.171.476.500.146
626284;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;519.171.476.500.146
626284;1;8;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;519.171.476.500.146
626285;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;211.240.514.943.484
626285;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;211.240.514.943.484
626285;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;211.240.514.943.484
626286;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626286;1;2;95;2;;;;;;;;1;2;;2;;;;;;600000;2;1;2;1;;2;63;98;129.792.869.125.037
626286;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626287;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;344.359.624.577.662
626287;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;344.359.624.577.662
626288;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;63;98;187.243.690.037.665
626289;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626289;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626290;1;1;95;2;;;;;;;;1;2;;2;;;;;;3600000;2;1;2;1;;2;63;98;129.792.869.125.037
626290;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626290;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626290;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626290;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626290;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626290;2;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626291;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;243.597.010.495.892
626291;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;243.597.010.495.892
626291;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;243.597.010.495.892
626292;1;1;95;2;;;;;;;;1;2;;2;;;;;;400000;2;1;2;1;;2;63;98;318.855.108.252.823
626292;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;318.855.108.252.823
626292;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;318.855.108.252.823
626292;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;318.855.108.252.823
626293;1;1;95;2;;;;;;;;1;2;;2;;;;;;2000000;2;1;2;1;;2;63;98;174.271.093.084.777
626293;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;174.271.093.084.777
626294;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;381.329.046.436.369
626294;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;381.329.046.436.369
626294;1;3;95;2;;;;;;;;1;2;;2;;;;;;500000;2;1;2;1;;2;63;98;381.329.046.436.369
626295;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;185.352.234.115.364
626295;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;185.352.234.115.364
626295;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;185.352.234.115.364
626296;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626296;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626297;1;1;95;2;;;;;;;;1;2;;2;;;;;;1000000;2;1;2;1;;2;63;98;218.138.239.627.459
626297;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;218.138.239.627.459
626298;1;1;95;2;;;;;;;;1;2;;2;;;;;;600000;2;1;2;1;;2;63;98;519.171.476.500.146
626298;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;519.171.476.500.146
626298;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;519.171.476.500.146
626298;3;1;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;1;;2;63;98;519.171.476.500.146
626298;3;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;519.171.476.500.146
626299;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;181.470.640.232.682
626299;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;181.470.640.232.682
626300;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;316.408.832.382.668
626300;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;316.408.832.382.668
626300;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;316.408.832.382.668
626300;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;316.408.832.382.668
626301;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626301;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626307;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626307;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626307;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626307;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626308;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626308;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626308;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
626309;1;1;95;1;;1;2;;;250000;2;2;;;;;;;;;;;;;1;;;63;98;362.862.599.766.956
626309;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;362.862.599.766.956
626309;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;362.862.599.766.956
626310;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;232.247.836.998.096
626310;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;232.247.836.998.096
626310;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;232.247.836.998.096
626310;1;4;95;2;;;;;;;;1;2;;1;;;25000;;;;2;2;2;1;;2;63;98;232.247.836.998.096
626310;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;232.247.836.998.096
626314;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;181.470.640.232.682
626314;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;181.470.640.232.682
626316;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;296.856.982.572.709
626316;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;296.856.982.572.709
626317;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;2.734.126.306.631
626319;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;404.169.753.418.118
626319;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;404.169.753.418.118
626326;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;253.886.762.417.829
626326;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;253.886.762.417.829
626327;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;264.414.471.139.948
626327;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;264.414.471.139.948
626327;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;264.414.471.139.948
626327;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;264.414.471.139.948
626328;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626328;1;2;95;2;;;;;;;;1;2;;2;3000000;;;;;1000000;2;1;1;1;;2;66;66;246.780.655.963.467
626329;1;1;95;1;;1;2;;;500000;2;1;2;;2;3000000;;;;;;2;2;1;1;;2;66;66;239.309.264.581.365
626329;1;2;95;2;;;;;;;;1;2;;2;5000000;;;;;;2;2;1;1;;2;66;66;239.309.264.581.365
626329;1;3;95;2;;;;;;;;1;2;;2;36000000;;;;;;2;2;1;1;;2;66;66;239.309.264.581.365
626330;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;282.671.009.267.962
626330;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;282.671.009.267.962
626331;1;1;95;1;;1;1;;5000000;500000;2;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626331;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626332;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626332;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626333;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;287.324.661.449.823
626334;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;281.247.415.598.283
626334;1;2;95;2;;;;;;;;1;2;;2;;;;;;1000000;2;1;2;1;;2;66;66;281.247.415.598.283
626334;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;281.247.415.598.283
626335;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;282.724.196.163.484
626335;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;282.724.196.163.484
626335;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;282.724.196.163.484
626335;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;282.724.196.163.484
626335;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;282.724.196.163.484
626335;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;282.724.196.163.484
626335;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;282.724.196.163.484
626336;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;263.939.022.340.022
626337;1;1;95;2;;;;;;;;1;2;;2;;;;;;5000000;2;1;2;1;;2;66;66;317.886.233.954.236
626338;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;316.584.357.099.882
626338;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;316.584.357.099.882
626338;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;316.584.357.099.882
626338;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;316.584.357.099.882
626339;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;282.671.009.267.962
626339;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;282.671.009.267.962
626340;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;266.870.016.242.775
626340;1;2;95;1;;2;1;;461000;;2;2;;;;;;;;;;;;;1;;;66;66;266.870.016.242.775
626342;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;259.763.909.788.413
626342;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;259.763.909.788.413
626343;1;1;95;1;;1;1;;700000;800000;2;2;;;;;;;;;;;;;1;;;66;66;25.683.291.588.566
626344;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;258.366.673.427.525
626344;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;258.366.673.427.525
626344;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;258.366.673.427.525
626344;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;258.366.673.427.525
626345;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;320.817.227.856.989
626345;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;320.817.227.856.989
626347;1;1;95;1;;1;2;;;200000;2;2;;;;;;;;;;;;;1;;;66;66;24.120.830.705.097
626347;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;24.120.830.705.097
626347;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;24.120.830.705.097
626347;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;24.120.830.705.097
626347;2;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;24.120.830.705.097
626348;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;27.831.642.169.553
626348;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;27.831.642.169.553
626349;1;1;95;1;;2;1;;1200000;;2;2;;;;;;;;;;;;;1;;;66;66;251.473.093.811.565
626349;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;251.473.093.811.565
626349;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;251.473.093.811.565
626350;1;1;95;2;;;;;;;;1;2;;2;8500000;;;;;;2;2;1;1;;2;66;66;232.528.580.045.224
626350;1;2;95;1;;2;1;;200000;;2;2;;;;;;;;;;;;;1;;;66;66;232.528.580.045.224
626350;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;232.528.580.045.224
626351;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;316.967.537.223.601
626351;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;316.967.537.223.601
626351;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;316.967.537.223.601
626352;1;1;95;2;;;;;;;;1;2;;2;;;;;;4000000;2;1;2;1;;2;66;66;252.179.263.703.799
626352;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;252.179.263.703.799
626353;1;1;95;2;;;;;;;;1;2;;2;;;;;;2000000;2;1;2;1;;2;66;66;22.927.216.422.425
626353;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;22.927.216.422.425
626355;1;1;95;1;;1;1;;2800000;4000000;2;2;;;;;;;;;;;;;1;;;66;66;222.476.320.123.031
626355;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;222.476.320.123.031
626355;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;222.476.320.123.031
626355;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;222.476.320.123.031
626356;1;1;95;1;;1;1;;2500000;2000000;2;2;;;;;;;;;;;;;1;;;66;66;240.703.410.111.926
626356;1;2;95;1;;1;2;;;1200000;2;2;;;;;;;;;;;;;1;;;66;66;240.703.410.111.926
626356;1;3;95;2;;;;;;;;1;2;;2;2400000;;;;;;2;2;1;1;;2;66;66;240.703.410.111.926
626356;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;240.703.410.111.926
626357;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;258.845.213.057.778
626357;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;258.845.213.057.778
626357;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;258.845.213.057.778
626357;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;258.845.213.057.778
626358;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;262.216.364.060.914
