DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S4;P7510S6;P7510S2A1;P7510S4A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;CLASE;P7510S7A1;P7510S7;DPTO;AREA;fex_c_2011
626358;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;262.216.364.060.914
626358;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;262.216.364.060.914
626359;1;1;95;2;;;;;;;;1;2;;2;3600000;;;;;;2;2;1;1;;2;66;66;287.324.661.449.823
626360;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;66;66;297.894.968.812.362
626360;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;297.894.968.812.362
626360;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;297.894.968.812.362
626360;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;297.894.968.812.362
626361;1;1;95;1;;2;1;;1800000;;2;2;;;;;;;;;;;;;1;;;66;66;274.141.309.143.921
626361;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;274.141.309.143.921
626361;1;3;95;2;;;;;;;;1;2;;2;;;;;;2000000;2;1;2;1;;2;66;66;274.141.309.143.921
626362;1;1;95;1;;1;2;;;1000000;2;1;2;;2;2400000;;;;;;2;2;1;1;;2;66;66;257.861.776.488.482
626362;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;257.861.776.488.482
626362;1;3;95;2;;;;;;;;1;2;;2;1600000;;;;;;2;2;1;1;;2;66;66;257.861.776.488.482
626363;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;282.671.009.267.962
626363;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;282.671.009.267.962
626364;1;1;95;2;;;;;;;;1;2;;2;3600000;;;;;;2;2;1;1;;2;66;66;236.378.270.678.612
626364;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;236.378.270.678.612
626365;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;66;66;184.863.308.539.428
626365;1;2;95;1;;2;1;;1600000;;2;2;;;;;;;;;;;;;1;;;66;66;184.863.308.539.428
626365;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;184.863.308.539.428
626365;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;184.863.308.539.428
626365;1;5;95;2;;;;;;;;1;2;;2;;;;;;1000000;2;1;2;1;;2;66;66;184.863.308.539.428
626365;1;6;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;1;;2;66;66;184.863.308.539.428
626366;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;259.170.634.975.999
626366;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;259.170.634.975.999
626366;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;259.170.634.975.999
626366;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;259.170.634.975.999
626367;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;231.609.883.314.589
626367;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;231.609.883.314.589
626367;1;3;95;2;;;;;;;;1;2;;2;;;;;;1900000;2;1;2;1;;2;66;66;231.609.883.314.589
626367;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;231.609.883.314.589
626367;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;231.609.883.314.589
626368;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;298.472.002.293.148
626368;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;298.472.002.293.148
626369;1;1;95;2;;;;;;;;1;2;;2;2000000;;;;;;2;2;1;1;;2;66;66;281.247.415.598.283
626369;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;281.247.415.598.283
626369;1;3;95;2;;;;;;;;1;2;;2;600000;;;;;;2;2;1;1;;2;66;66;281.247.415.598.283
626370;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;262.694.903.691.166
626370;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;262.694.903.691.166
626370;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;262.694.903.691.166
626371;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626371;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626372;1;1;95;2;;;;;;;;1;2;;2;;;;;;3600000;2;1;2;1;;2;66;66;25.683.291.588.566
626373;1;1;95;1;;1;2;;;80000;2;2;;;;;;;;;;;;;1;;;66;66;333.293.275.141.398
626373;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;333.293.275.141.398
626373;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;333.293.275.141.398
626373;2;1;95;2;;;;;;;;1;2;;2;;;;;;3600000;2;1;2;1;;2;66;66;333.293.275.141.398
626374;1;1;95;1;;1;2;;;150000;2;2;;;;;;;;;;;;;1;;;66;66;267.403.223.248.199
626374;1;2;95;2;;;;;;;;1;2;;2;;;;;;1000000;2;1;2;1;;2;66;66;267.403.223.248.199
626374;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;267.403.223.248.199
626374;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;267.403.223.248.199
626375;1;1;95;1;;2;1;;461500;;2;1;2;;2;;;;;;4800000;2;1;2;1;;2;66;66;25.683.291.588.566
626376;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;246.905.979.400.731
626376;1;2;95;2;;;;;;;;1;2;;2;;;;;;1000000;2;1;2;1;;2;66;66;246.905.979.400.731
626376;1;3;95;2;;;;;;;;1;2;;2;;;;;;1000000;2;1;2;1;;2;66;66;246.905.979.400.731
626376;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;246.905.979.400.731
626381;1;1;95;1;;2;1;;120000;;2;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626381;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626382;1;1;95;2;;;;;;;;1;2;;2;;;;;;3000000;2;1;2;1;;2;66;66;309.298.775.624.697
626382;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;309.298.775.624.697
626382;1;3;95;2;;;;;;;;1;2;;2;;;;;;8000000;2;1;2;1;;2;66;66;309.298.775.624.697
626383;1;1;95;2;;;;;;;;1;2;;2;2000000;;;;;;2;2;1;1;;2;66;66;297.048.408.623.469
626383;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;297.048.408.623.469
626383;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;297.048.408.623.469
626384;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;226.326.010.756.419
626384;1;2;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;66;66;226.326.010.756.419
626384;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;226.326.010.756.419
626385;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;29.562.481.495.379
626385;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;29.562.481.495.379
626385;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;29.562.481.495.379
626385;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;29.562.481.495.379
626386;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;66;66;283.792.919.775.824
626386;1;2;95;2;;;;;;;;1;2;;2;;;;;;1000000;2;1;2;1;;2;66;66;283.792.919.775.824
626386;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;283.792.919.775.824
626386;1;4;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;66;66;283.792.919.775.824
626386;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;283.792.919.775.824
626386;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;283.792.919.775.824
626386;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;283.792.919.775.824
626386;1;9;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;283.792.919.775.824
626387;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;235.459.573.947.977
626387;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;235.459.573.947.977
626387;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;235.459.573.947.977
626387;1;4;95;1;;2;1;;1380000;;2;2;;;;;;;;;;;;;1;;;66;66;235.459.573.947.977
626388;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;299.275.963.841.622
626388;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;299.275.963.841.622
626389;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;299.275.963.841.622
626389;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;299.275.963.841.622
626390;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;287.324.661.449.823
626391;1;1;95;1;;1;2;;;461500;2;2;;;;;;;;;;;;;1;;;66;66;27.727.240.152.763
626391;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;27.727.240.152.763
626392;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;280.711.898.991.366
626392;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;280.711.898.991.366
626392;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;280.711.898.991.366
626392;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;280.711.898.991.366
626393;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;260.089.331.706.634
626393;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;260.089.331.706.634
626394;1;1;95;1;;1;1;;600000;200000;2;2;;;;;;;;;;;;;1;;;66;66;316.462.640.284.557
626394;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;316.462.640.284.557
626395;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;259.170.634.975.999
626395;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;259.170.634.975.999
626395;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;259.170.634.975.999
626395;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;259.170.634.975.999
626396;1;1;95;2;;;;;;;;1;2;;2;;;;250000;;4000000;1;1;2;1;;2;66;66;263.939.022.340.022
626398;1;1;95;1;;1;1;;800000;1000000;2;2;;;;;;;;;;;;;1;;;66;66;263.553.532.614.811
626398;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;263.553.532.614.811
626398;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;263.553.532.614.811
626398;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;263.553.532.614.811
626398;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;263.553.532.614.811
626399;1;1;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;1;1500000;1;66;66;311.425.807.978.977
626399;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;311.425.807.978.977
626399;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;311.425.807.978.977
626399;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;311.425.807.978.977
626400;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;30.312.565.447.501
626407;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;66;66;274.341.407.624.877
626408;1;1;95;1;;2;1;;1450000;;2;2;;;;;;;;;;;;;1;;;66;66;274.200.454.647.568
626408;1;2;95;2;;;;;;;;1;2;;2;5000000;;;;;;2;2;1;1;;2;66;66;274.200.454.647.568
626409;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;284.178.409.501.036
626409;1;2;95;2;;;;;;;;1;2;;2;48000000;;;;;;2;2;1;1;;2;66;66;284.178.409.501.036
626409;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;284.178.409.501.036
626409;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;284.178.409.501.036
626410;1;1;95;1;;2;1;;1700000;;2;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626410;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626411;1;1;95;1;;2;1;;1480000;;2;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626411;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626412;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;259.170.634.975.999
626412;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;259.170.634.975.999
626412;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;259.170.634.975.999
626412;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;259.170.634.975.999
626413;1;1;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;1;;2;66;66;290.267.724.087.328
626413;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;290.267.724.087.328
626413;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;290.267.724.087.328
626414;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;263.020.325.609.387
626414;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;263.020.325.609.387
626414;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;263.020.325.609.387
626415;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;232.187.998.561.925
626415;1;2;95;1;;2;1;;2500000;;2;2;;;;;;;;;;;;;1;;;66;66;232.187.998.561.925
626415;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;232.187.998.561.925
626415;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;232.187.998.561.925
626415;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;232.187.998.561.925
626416;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;218.854.619.374.317
626416;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;218.854.619.374.317
626416;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;218.854.619.374.317
626416;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;218.854.619.374.317
626417;1;1;95;1;;2;1;;99;;2;2;;;;;;;;;;;;;1;;;66;66;259.763.909.788.413
626417;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;259.763.909.788.413
626418;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;320.817.227.856.989
626418;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;320.817.227.856.989
626419;1;1;95;1;;1;2;;;140000;2;2;;;;;;;;;;;;;1;;;66;66;252.983.225.252.272
626419;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;252.983.225.252.272
626420;1;1;95;1;;1;2;;;200000;2;2;;;;;;;;;;;;;1;;;66;66;287.492.583.527.507
626420;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;287.492.583.527.507
626420;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;287.492.583.527.507
626420;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;287.492.583.527.507
626421;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;274.341.407.624.877
626422;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;316.048.840.492.965
626422;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;316.048.840.492.965
626422;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;316.048.840.492.965
626422;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;316.048.840.492.965
626422;1;5;95;2;;;;;;;;1;2;;2;;;;;;300000;2;1;2;1;;2;66;66;316.048.840.492.965
626423;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;283.642.892.894.119
626423;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;283.642.892.894.119
626423;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;283.642.892.894.119
626423;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;283.642.892.894.119
626423;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;283.642.892.894.119
626424;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;280.543.976.913.682
626425;1;1;95;2;;;;;;;;1;2;;2;6000000;;;;;;2;2;1;1;;2;66;66;301.702.060.805.331
626425;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;301.702.060.805.331
626426;1;1;95;1;;1;2;;;300000;2;1;2;;2;3000000;;;;;;2;2;1;1;;2;66;66;232.528.580.045.224
626426;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;232.528.580.045.224
626426;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;232.528.580.045.224
626427;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;294.385.859.662.273
626427;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;294.385.859.662.273
626427;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;294.385.859.662.273
626429;1;1;95;2;;;;;;;;1;2;;2;;;;;;200000;2;1;2;1;;2;66;66;316.163.575.675.127
626429;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;316.163.575.675.127
626429;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;316.163.575.675.127
626430;1;1;95;2;;;;;;;;1;2;;2;;;;;;3500000;2;1;2;1;;2;66;66;25.683.291.588.566
626431;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;277.397.724.964.894
626431;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;277.397.724.964.894
626431;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;277.397.724.964.894
626431;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;277.397.724.964.894
626432;1;1;95;1;;1;2;;;1000000;2;2;;;;;;;;;;;;;1;;;66;66;266.870.016.242.775
626432;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;266.870.016.242.775
626433;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;266.484.526.517.564
626433;1;2;95;1;;1;2;;;210000;2;2;;;;;;;;;;;;;1;;;66;66;266.484.526.517.564
626433;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;266.484.526.517.564
626433;2;1;95;1;;1;2;;;160000;2;2;;;;;;;;;;;;;1;;;66;66;266.484.526.517.564
626433;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;266.484.526.517.564
626433;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;266.484.526.517.564
626435;1;1;95;1;;1;2;;;4500000;2;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626435;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626436;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;274.509.329.702.561
626436;1;2;95;2;;;;;;;;1;2;;2;3000000;;;;;;2;2;1;1;;2;66;66;274.509.329.702.561
626436;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;274.509.329.702.561
626436;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;274.509.329.702.561
626437;1;1;95;1;;2;1;;960000;;2;2;;;;;;;;;;;;;1;;;66;66;260.792.770.391.235
626437;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;260.792.770.391.235
626437;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;260.792.770.391.235
626437;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;260.792.770.391.235
626438;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;31.939.363.418.731
626438;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;31.939.363.418.731
626438;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;31.939.363.418.731
626439;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;357.661.569.591.662
626439;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;357.661.569.591.662
626439;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;357.661.569.591.662
626439;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;357.661.569.591.662
626439;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;357.661.569.591.662
626440;1;1;95;1;;1;1;;1048000;250000;2;2;;;;;;;;;;;;;1;;;66;66;25.683.291.588.566
626441;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;283.474.970.816.435
626441;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;283.474.970.816.435
626442;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;262.216.364.060.914
626442;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;262.216.364.060.914
626442;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;262.216.364.060.914
626443;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;27.831.642.169.553
626443;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;27.831.642.169.553
626444;1;1;95;1;;1;2;;;450000;2;1;2;;2;24000000;;;;;;2;2;1;1;;2;66;66;24.832.957.307.041
626444;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;24.832.957.307.041
626444;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;24.832.957.307.041
626445;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;296.344.969.938.869
626446;1;1;95;1;;1;1;;461500;260000;2;2;;;;;;;;;;;;;1;;;66;66;270.674.798.634.251
626446;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;270.674.798.634.251
626446;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;270.674.798.634.251
626447;1;1;95;2;;;;;;;;1;2;;2;;;;;;9600000;2;1;2;1;;2;66;66;25.075.567.003.412
626447;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;25.075.567.003.412
626447;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;25.075.567.003.412
626448;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;281.247.415.598.283
626448;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;281.247.415.598.283
626448;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;281.247.415.598.283
626449;1;1;95;1;;1;2;;;110000;2;2;;;;;;;;;;;;;1;;;66;66;277.072.303.046.673
626449;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;277.072.303.046.673
626449;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;277.072.303.046.673
626449;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;277.072.303.046.673
626450;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;298.472.002.293.148
626450;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;298.472.002.293.148
626451;1;1;95;1;;1;2;;;550000;2;2;;;;;;;;;;;;;1;;;66;66;28.540.232.335.242
626451;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;28.540.232.335.242
626451;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;28.540.232.335.242
626451;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;28.540.232.335.242
626451;3;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;28.540.232.335.242
626453;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;331.344.936.579.108
626453;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;331.344.936.579.108
626453;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;331.344.936.579.108
626453;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;331.344.936.579.108
626454;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;266.870.016.242.775
626454;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;266.870.016.242.775
626455;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;255.110.257.606.552
626455;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;255.110.257.606.552
626455;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;255.110.257.606.552
626456;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;257.308.364.685.586
626456;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;257.308.364.685.586
626456;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;257.308.364.685.586
626456;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;257.308.364.685.586
626457;1;1;95;1;;1;1;;2500000;1500000;2;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626457;1;2;95;1;;1;2;;;1000000;2;2;;;;;;;;;;;;;1;;;66;66;246.780.655.963.467
626458;1;1;95;1;;1;2;;;150000;2;2;;;;;;;;;;;;;1;;;66;66;256.943.079.757.846
626458;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;256.943.079.757.846
626458;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;256.943.079.757.846
626458;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;256.943.079.757.846
626458;1;5;95;2;;;;;;;;1;2;;2;;;;;;3600000;2;1;2;1;;2;66;66;256.943.079.757.846
626459;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;66;66;194.550.283.533.881
626459;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;194.550.283.533.881
626459;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;194.550.283.533.881
626459;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;194.550.283.533.881
626459;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;194.550.283.533.881
626459;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;66;66;194.550.283.533.881
