DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P6440,P6450,P6460,P6460S1,P6400,P6422,P6424,P6424S2,P6424S3,P6424S1,P6426,P6430,P6430S1,P6480,P6480S1,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585,P6585S2A1,P6585S3A1,P6585S4A1,P6585S3A2,P6585S2A2,P6585S1A2,P6585S2,P6585S3,P6585S1A1,P6585S4,P6585S1,P6580,P6580S1,P6580S2,P6630S3,P6630S4A1,P6630S3A1,P6630S2A1,P6630S1A1,P6630S4,P6630S2,P6630S1,P6640,P6642S2,P6642S1,P6765,P6765S1,P6772,P6750,P6760,P550,P6780,P6780S1,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6835,P6835S1,P6835S2,P6836,P6836S1,P6836S2,P6837,P6837S1,P6837S2,P6870,P6880,P6880S1,P6910,P6910S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S8,P6980S7A1,P6990,P7020,P7026,P7028,P7028S1,P7040,P7045,P7050,P7050S1,P7070,P760,P6410,P6640S1,P6642S11,P6642S7,P6642S8,P6642S9,P6642S10,P6642S12,P6642S5,P6642S4,P6642S3,P6642S6,P9440,P9450,P6630S6,P6630S6A1,P6410S1,P6545S1,P6545,P6545S2,P6915S1,P6915,P6585S4A2,P6773,P6773S1,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170,P7170S1,P7170S2,P7170S3,P7170S4,P7170S5,P7170S6,P7180,P7190,P7200,P7240,P7240S1,CLASE,OCI,P6420S1,RAMA4D,OFICIO,RAMA2D,RAMA4DP8,RAMA2DP8,DPTO,fex_c_2011
619541,1,1,60,2,,,,,,,,,,1,8,,1,,200000,2,,,1,300000,1,50000,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,6,45,,.,9,6,,1,7,17,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,1,8,,2,,,,,1,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,1,10,1,1,1,1,1,1,2,1,2,2,2,2,2,,1,1,,3,3,3,3,3,2,2,1,3,8,,2,1,,111,62,1,,,18,10.518.478.793.321
619542,1,1,60,2,,,,,,,,,,108,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,600000,1,7200000,3,,12,48,,.,48,,,1,8,12,1,14,18,2,,,2,8,,,,2,,,,1,,,1,,,,,,,2,1,144,8,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,2,1,,121,61,1,,,18,127.356.222.392.358
619542,1,3,60,2,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,42,,.,42,,,1,5,8,1,13,15,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,2,1,,121,62,1,,,18,127.356.222.392.358
619543,1,1,60,2,,,,,,,,,,600,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,300000,1,3600000,3,,12,72,,.,72,,,1,5,17,2,,,,,,2,8,,,,2,,,,1,,,,1,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,6,,2,1,,121,61,1,,,18,152.195.872.323.759
619543,1,3,60,2,,,,,,,,,,156,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,300000,1,2400000,3,,8,72,,.,72,,,1,7,17,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,2,1,,121,61,1,,,18,152.195.872.323.759
619543,1,4,60,2,,,,,,,,,,36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,250000,1,3000000,1,,5,60,,.,60,,,1,8,18,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,5,,2,1,,121,61,1,,,18,152.195.872.323.759
619543,1,5,60,2,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60,,.,60,,,1,6,16,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,3,3,,2,1,,121,62,1,,,18,152.195.872.323.759
619544,1,1,60,2,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,350000,1,1050000,3,,3,35,1,,35,,,1,8,14,1,8,19,2,,,1,8,,,,2,,,,1,,,,1,,,,,,2,1,36,4,,2,,,,,2,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,2,,2,1,,122,61,1,,,18,107.479.405.213.689
619545,1,1,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,5000000,3,,12,48,,.,48,,,1,6,14,2,,,,,,1,8,,,,2,,,,1,,,1,,,,,,,2,1,120,8,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,2,,2,1,,123,61,1,,,18,113.184.585.903.642
619546,1,1,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,150000,1,1800000,1,,8,60,,.,60,,,1,6,16,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,3,8,,2,1,,121,61,1,,,18,118.604.438.818.894
619547,1,1,60,2,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,700000,1,8400000,3,,12,48,,.,48,,,1,6,16,2,,,,,,1,8,,,,2,,,,1,,,,1,,,,,,2,1,120,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,2,,2,1,,123,61,1,,,18,843.371.959.359.129
619548,1,1,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,300000,1,3600000,3,,12,60,,.,60,,,1,6,16,2,,,,,,1,8,,,,2,,,,1,,,,,,1,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,,2,2,2,4,4,2,2,3,3,8,,2,1,,121,61,1,,,18,122.949.854.696.804
619550,1,1,60,2,,,,,,,,,,60,1,,1,,300000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,60,,.,60,,,1,6,16,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,120,8,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,2,1,,116,62,1,,,18,100.500.322.800.256
619552,1,1,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,250000,1,5000000,2,,12,45,,.,45,,,1,7,17,2,,,,,,2,8,,,,2,,,,1,,,,1,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,3,3,,2,1,,116,61,1,,,18,848.400.994.874.416
619553,1,1,60,2,,,,,,,,,,50,8,,1,,400000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,45,,.,15,6,,2,,,,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,2,1,2,1,2,2,2,2,2,,2,1,,3,2,2,3,3,2,2,2,3,3,,2,1,,116,62,1,,,18,100.500.322.800.256
619554,1,1,60,2,,,,,,,,,,36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,380000,1,5000000,3,,12,28,1,,20,6,,1,6,20,2,,,,,,1,1,,,,2,,,,1,,,,,,1,,,,2,1,48,8,,2,,,,,3,,,,,,,,,,,,,,2,,,,,,,,2,,1,2007,1,30,2,1,2,,,,,,,,,,,,,,,2,3,2,2,3,3,2,3,3,8,,2,1,,5125,41,51,,,18,132.751.045.840.156
619555,1,1,60,2,,,,,,,,,,2,8,,1,,250000,2,,,1,360000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,45,,.,45,,,1,7,17,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,24,8,,2,,,,,1,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,3,8,,2,1,,111,62,1,,,18,108.128.811.710.889
619556,1,1,60,2,,,,,,,,,,24,8,,1,,100000,2,,,1,50000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,45,,.,45,,,1,7,17,2,,,,,,3,8,,,,2,,,,1,,,,,,,,1,,2,1,24,8,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,2,3,2,2,2,3,8,,2,1,,111,62,1,,,18,127.356.222.392.358
619556,1,3,60,2,,,,,,,,,,24,8,,1,,250000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,45,,.,45,,,2,,,,,,,,,3,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,,2,2,2,3,3,2,2,3,3,3,,2,1,,116,62,1,,,18,127.356.222.392.358
619557,1,1,60,2,,,,,,,,,,4,8,,1,,400000,2,,,1,300000,1,100000,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,45,,.,45,,,1,7,17,2,,,,,,3,8,,,,2,,,,1,,,,,,,,1,,2,1,8,4,,2,,,,,2,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,3,9,,2,1,,121,62,1,,,18,136.686.769.788.938
619558,1,1,60,2,,,,,,,,,,2,8,,1,,350000,2,,,1,300000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,45,,.,45,,,1,7,17,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,30,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,2,3,5,,2,1,,117,62,1,,,18,109.591.155.628.764
619560,1,1,60,2,,,,,,,,,,1,1,,1,,140000,2,,,1,300000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,30,2,,30,,,1,8,14,2,,,,,,2,7,,,,2,,,,1,,,,,,,,1,,2,1,11,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,1,15,2,1,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,3,8,,2,1,,9199,53,91,,,18,119.270.389.946.197
620251,1,1,60,1,2,2,12,1,1,,1,1,1,12,1,,7,POR VINCULO DE LA IGLESIA,513000,2,,,2,,2,,2,,2,,,,45000,,2,,,2,1,,2,2,2,,,1,,250000,250000,,2,1,2,2,,,,,,,,,,,12,64,,.,64,,,1,6,12,1,14,16,2,,,2,1,,,,1,1,1,1,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,2,1,,9191,62,91,,,63,969.597.606.809.284
620252,1,1,60,2,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,500000,1,6000000,1,,7,96,,.,96,,,1,5,12,1,13,22,2,,,1,4,,,,2,,,,1,,,,,,,,1,,2,1,11,4,,2,,,,,4,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,1,1,1,1,1,1,2,1,1,2,2,,2,1,,3,3,2,3,3,3,2,2,1,3,,2,1,,6031,98,60,,,63,85.863.547.732.951
620252,1,2,60,2,,,,,,,,,,1,3,,1,,400000,2,,,1,42000,2,,2,,2,,,,28000,,2,,,2,1,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,9,42,,.,42,,,1,7,13,2,,,,,,1,2,,,,2,,,,1,,,,,,,,1,,2,1,8,4,,2,,,,,6,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,,9500,54,95,,,63,85.863.547.732.951
620259,1,1,60,2,,,,,,,,,,12,1,,1,,400000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,760000,,2,1,2,2,,,,,,,,,,,12,55,,.,55,,,1,6,12,1,13,17,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,4,8,,1,20,8,,0,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,9,,2,1,,111,60,1,,,63,938.018.807.919.178
620259,1,2,60,2,,,,,,,,,,24,3,,1,,108000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,24,2,,24,,,1,8,12,1,13,16,2,,,1,2,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,9,2,,,,2,,,2,,,,2,,,,1,1,2,1,2,1,2,2,2,2,2,,1,2,,2,2,2,3,3,2,2,2,3,3,,2,1,,9500,54,95,,,63,938.018.807.919.178
620259,1,4,60,2,,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,20000,0,20000,1,,0,16,2,,16,,,2,,,,,,,,,4,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,3,3,3,3,3,3,2,2,3,3,,2,1,,111,61,1,,,63,938.018.807.919.178
620261,1,1,60,1,2,1,,2,2,,1,1,1,12,2,,1,,461500,2,,,2,,2,,2,,2,,,42000,39000,,2,1,,1,1,,2,2,2,,,1,,230000,230000,,2,1,2,2,,,,,,,,,,,12,48,,.,48,,,1,6,12,1,13,17,2,,,9,7,,,,1,2,1,16,1,1,,,,,,,,,1,1,168,2,,1,16,8,,0,0,2,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,1,1,1,1,1,1,2,2,2,2,2,,2,2,,2,2,2,2,2,2,2,2,3,8,,2,1,7020,7512,0,75,7020,70,63,799.534.128.185.239
620262,1,2,60,1,2,2,3,1,1,,1,2,2,16,1,,1,,161000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,538000,,2,1,2,2,,,,,,,,,,,12,30,2,,30,,,1,14,19,2,,,,,,3,7,,,,2,,,,1,,,,,,,,1,,2,1,0,4,,2,,,,,2,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,1,1,2,2,2,1,2,2,2,,2,1,,2,2,2,3,3,2,2,3,3,8,,2,1,,5233,45,52,,,63,692.827.725.031.076
620263,1,2,60,1,2,1,,1,1,,1,1,1,228,2,,1,,2969000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,1,,3400000,2969000,3000000,2,1,1,2,,,,,,,,,,,11,48,,.,48,,,1,8,12,1,13,18,2,,,9,7,,,,1,2,1,25,1,1,,,,,,,,,1,1,72,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,3,3,3,,2,1,,7515,39,75,,,63,495.483.126.426.403
620263,1,3,60,2,,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,600000,1,7200000,3,,12,60,,.,60,,,1,7,12,1,13,19,2,,,3,7,,,,2,,,,1,,,,,,,,1,,2,1,60,4,,2,,,,,1,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,4,2,2,3,3,3,,2,1,,9302,57,93,,,63,495.483.126.426.403
620264,1,1,60,2,,,,,,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,110000,1,1320000,1,,12,21,2,,21,,,2,,,,,,,,,1,1,,,,1,2,2,28,1,1,,,,,,,,,1,1,228,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,4,3,3,,2,1,,123,61,1,,,63,820.239.961.398.161
620265,1,1,60,2,,,,,,,,,,24,1,,1,,340000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,7,12,1,13,17,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,36,8,,1,5,8,,50000,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,2,1,1,1,2,2,1,2,2,,2,1,,3,3,2,3,3,3,2,2,3,8,,2,1,,111,60,1,,,63,740.813.489.317.579
620265,1,2,60,2,,,,,,,,,,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,36,2,,36,,,1,6,12,1,17,19,2,,,1,1,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,4,3,2,2,3,3,3,,2,1,,5521,53,55,,,63,740.813.489.317.579
620270,1,1,60,1,2,1,,1,1,,1,1,1,60,2,,5,,950000,2,,,2,,2,,2,,2,,,,13000,,2,,,2,1,,2,2,2,,,1,,950000,950000,,2,1,2,2,,,,,,,,,,,12,84,,.,84,,,2,,,,,,,,,9,7,,,,1,3,1,5,1,1,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,300000,1,2,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,1,,2,1,,7524,58,75,,,63,480.258.295.911.451
620271,1,3,60,1,1,,,1,1,,1,1,1,60,1,,1,,400000,2,,,1,80000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,1,,200000,400000,,2,1,2,2,,,,,,,,,,,12,55,,.,55,,,1,6,12,1,13,18,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,12,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,2,1,,111,62,1,,,63,74.857.091.096.673
620272,1,1,60,1,1,,,1,1,,1,1,1,60,1,,1,,460000,2,,,2,,1,70000,2,,2,,,,,,,,,2,2,,2,2,2,,,1,,230000,460000,,2,1,2,2,,,,,,,,,,,12,100,,.,100,,,2,,,,,,,,,3,8,,,,1,4,2,15,1,,1,,,,,,,,2,1,96,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,8,,2,1,,121,62,1,,,63,591.117.086.213.713
620272,1,3,60,1,2,2,12,1,1,,1,1,1,36,1,,1,,460000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,1,,230000,460000,,2,1,2,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,9,7,,,,1,1,1,3,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,2,1,,5231,45,52,,,63,591.117.086.213.713
620272,1,4,60,1,2,2,12,1,1,,1,1,1,55,1,,1,,600000,2,,,2,,2,,2,,2,,,,28000,,2,,,9,1,,2,2,2,,,1,,300000,600000,,2,1,2,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,9,7,,,,1,1,1,8,1,1,,,,,,,,,1,1,36,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,2,1,,5237,58,52,,,63,591.117.086.213.713
620275,1,1,60,1,1,,,1,1,,1,1,2,36,1,,1,,440000,2,,,2,,1,100000,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,200000,,2,1,2,2,,,,,,,,,,,12,72,,.,72,,,2,,,,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,6,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,2,1,,111,62,1,,,63,589.042.497.000.946
620276,1,1,60,1,1,,,1,1,,1,1,2,16,1,,1,,460000,2,,,2,,1,100000,2,,2,,,,,,,,,2,2,,2,2,2,,,2,220000,,220000,,1,1,2,2,,,,,,,,,,,12,72,,.,72,,,2,,,,,,,,,4,8,,,,1,1,3,3,1,1,,,,,,,,,2,1,12,8,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,2,1,,111,60,1,,,63,684.515.750.069.525
620278,1,1,60,1,1,,,1,1,,2,2,2,18,1,,1,,400000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,45,,.,45,,,1,7,12,1,13,17,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,270,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,3,9,,2,1,,111,60,1,,,63,851.679.480.285.194
620278,1,2,60,2,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,250000,1,450000,3,,5,24,2,,12,5,,1,7,12,2,,,,,,1,7,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,2,3,3,2,2,3,3,,2,1,,123,62,1,,,63,851.679.480.285.194
620278,1,3,60,1,2,1,,1,2,,2,2,2,0,1,,1,,0,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,8,63,,.,63,,,1,7,12,1,13,17,2,,,7,7,,,,1,1,1,0,1,,,,,,,,1,,1,1,2,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,2,1,,123,62,1,,,63,851.679.480.285.194
620279,1,1,60,2,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,100000,1,,3,,10,45,,.,45,,,1,7,12,1,13,17,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,2,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,1,2,2,1,2,2,,2,1,,3,3,2,3,3,3,2,2,3,8,,2,1,,111,61,1,,,63,768.577.802.078.508
620279,1,6,60,2,,,,,,,,,,3,8,,1,,200000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,45,,.,45,,,1,7,12,1,13,17,2,,,4,8,,,,2,,,,1,,,,,,,,1,,2,1,3,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,,3,3,2,3,3,3,2,2,3,8,,2,1,,111,62,1,,,63,768.577.802.078.508
620280,1,1,60,2,,,,,,,,,,14,1,,1,,400000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,45,,.,45,,,1,7,12,1,13,17,2,,,3,8,,,,2,,,,1,,,,,,,,1,,2,1,408,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,1,21,2,1,1,1,2,1,2,2,2,2,1,2,2,,2,2,,2,3,2,3,3,3,2,3,3,6,,2,1,,111,60,1,,,63,910.496.257.665.013
620280,1,2,60,2,,,,,,,,,,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,21,2,,21,,,1,5,8,2,,,,,,1,1,,,,2,,,,1,,,,,,,,1,,2,1,150,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,1,1,2,,2,1,,2,2,2,3,3,3,2,3,3,3,,2,1,,5521,53,55,,,63,910.496.257.665.013
620281,1,1,60,2,,,,,,,,,,3,1,,1,,320000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,45,,.,45,,,1,5,12,1,13,15,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,6,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,,2,2,2,3,3,2,2,2,3,8,,2,1,,121,60,1,,,63,784.405.436.182.446
620282,1,1,60,2,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,400000,1,400000,3,,8,45,,.,45,,,1,7,12,1,13,17,2,,,1,8,,,,1,1,2,20,1,1,,,,,,,,,2,1,60,4,,2,,,,,4,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,3,3,3,2,2,3,9,,2,1,,116,61,1,,,63,67.132.557.599.899
