DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
5586493;1;4;1;80;11;;;;2;;;;2;;;.;;;;2;;1;10;;11;3629.2215989
5586498;1;2;1;80;11;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;11;5599.5748581
5586499;1;3;1;80;11;;;;2;;;;2;;;.;;;;2;;1;10;;11;3275.4536345
5586508;1;2;1;80;11;;;;2;;;;2;;;.;;;;2;;1;10;;11;3913.474817
5586508;1;4;1;80;11;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;11;3913.474817
5586509;1;3;1;80;11;;;;2;;;;2;;;.;2;2;;2;;1;10;;11;3323.2176844
5586511;1;2;1;80;11;;;908526;1;1;;1;;2;4;;2;2;;2;;1;10;3;11;3805.0102117
5586516;1;1;1;80;11;;;;1;7;;2;;;11;;2;2;;2;;1;10;4;11;3448.3847671
5586518;1;2;1;80;11;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;11;3275.4536345
5586518;1;3;1;80;11;;;;2;;;;2;;;.;2;2;;2;;1;10;;11;3275.4536345
5586527;1;2;1;80;11;2;;1500000;1;2;;1;;2;2;;2;2;;2;;1;10;3;11;3571.2349667
5586528;1;3;1;80;11;;;;2;;;;2;;;.;;;;2;;1;10;;11;3410.7459586
5586531;1;1;1;80;11;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;11;3646.3211163
5586532;1;2;1;80;11;;;;2;;;;2;;;.;2;2;;2;;1;10;;11;4159.6921865
5586533;1;1;1;80;11;;;;1;5;;2;;;11;;3;3;;2;;1;10;3;11;3448.3847671
5586534;1;1;1;80;11;;;;1;5;;2;;;11;;3;3;;2;;1;10;4;11;3459.7211765
5586539;1;2;1;80;11;;;;1;9;PANDEMIA COVID;2;;;9;;9;2;;2;;1;10;2;11;4247.2204606
5586554;1;3;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;488.11878742
5586556;1;1;1;80;13;;;;1;3;;2;;;8;;2;2;;2;;1;10;4;13;382.01182834
5586556;1;2;1;80;13;;;;1;3;;2;;;9;;1;2;;2;;1;10;4;13;382.01182834
5586556;1;6;1;80;13;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;13;382.01182834
5586557;1;2;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;536.17956188
5586557;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;536.17956188
5586557;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;536.17956188
5586558;1;2;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;417.44486013
5586559;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;532.43743568
5586559;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;532.43743568
5586560;1;2;1;80;13;;;;1;3;;2;;;1;;2;2;;2;;1;10;4;13;341.08536787
5586560;1;4;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;341.08536787
5586561;1;2;1;80;13;1;40;800000;1;7;;2;;;1;;2;2;;2;;1;10;3;13;488.10787248
5586562;1;1;1;80;13;;;;1;3;;2;;;8;;2;2;;2;;1;10;4;13;347.96171646
5586562;1;2;1;80;13;;;;1;9;POR LA EDAD;2;;;8;;2;2;;2;;1;10;4;13;347.96171646
5586562;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;347.96171646
5586562;1;6;1;80;13;2;;908000;2;;;;2;;;.;2;2;;2;;1;10;;13;347.96171646
5586564;1;3;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;502.46847348
5586566;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;536.35987522
5586566;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;536.35987522
5586567;1;1;1;80;13;;;;1;5;;2;;;10;;3;3;;2;;1;10;3;13;516.2148175
5586567;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;516.2148175
5586567;1;4;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;516.2148175
5586568;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;525.74140042
5586571;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;532.25712234
5586571;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;532.25712234
5586572;1;1;1;80;13;;;;1;4;;2;;;4;;2;2;;2;;1;10;1.4;13;475.59782922
5586572;1;5;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;475.59782922
5586573;1;2;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;13;437.63957906
5586575;1;2;1;80;13;2;;908526;1;4;;2;;;4;;2;2;;2;;1;10;3;13;511.38079942
5586576;1;5;1;80;13;;;;1;6;;2;;;8;;2;2;;2;;1;10;4;13;442.77387434
5586577;1;2;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;408.53253419
5586579;1;3;1;80;13;2;;908000;1;2;;2;;;2;;2;2;;2;;1;10;1.4;13;431.99668941
5586579;1;4;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;431.99668941
5586581;1;1;1;80;13;;;;1;6;;2;;;8;;2;2;;2;;1;10;4;13;409.43319778
5586581;1;3;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;409.43319778
5586582;1;1;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;429.94344395
5586582;1;2;1;80;13;;;;1;5;;2;;;8;;2;2;;2;;1;10;4;13;429.94344395
5586582;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;429.94344395
5586582;1;4;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;429.94344395
5586583;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;393.07949682
5586583;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;393.07949682
5586583;1;6;1;80;13;;;;1;5;;2;;;8;;2;2;;2;;1;10;4;13;393.07949682
5586583;1;7;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;393.07949682
5586584;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;425.10942588
5586585;1;3;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;521.99927422
5586587;1;1;1;80;13;;;;1;8;;2;;;8;;2;2;;2;;1;10;4;13;354.62956868
5586587;1;3;1;80;13;;;;1;3;;2;;;8;;2;2;;2;;1;10;4;13;354.62956868
5586588;1;2;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;454.5521079
5586590;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;439.66125515
5586590;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;439.66125515
5586591;1;1;1;80;13;;;;1;5;;2;;;4;;3;3;;2;;1;10;4;13;454.5521079
5586591;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;454.5521079
5586594;1;1;1;80;13;;;;1;9;POR LA EDAD;2;;;8;;2;2;;2;;1;10;4;13;465.1705827
5586594;1;5;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;465.1705827
5586595;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;532.43743568
5586595;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;532.43743568
5586597;1;1;1;80;13;1;40;800000;1;9;POR SEGURIDAD POR COVID 19;2;;;1;;2;2;;2;;1;10;2;13;458.72307147
5586597;1;3;1;80;13;;;;1;3;;2;;;11;;2;2;;2;;1;10;4;13;458.72307147
5586597;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;458.72307147
5586597;1;5;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;458.72307147
5586597;1;8;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;458.72307147
5586597;1;9;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;458.72307147
5586597;1;10;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;458.72307147
5586597;1;11;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;458.72307147
5586598;1;2;1;80;13;;;;1;8;;2;;;9;;1;2;;2;;1;10;3;13;498.72634728
5586598;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;498.72634728
5586599;1;1;1;80;13;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;13;341.26568121
5586599;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;341.26568121
5586599;1;3;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;341.26568121
5586599;1;5;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;341.26568121
5586601;1;1;1;80;13;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;13;374.06519108
5586601;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;374.06519108
5586603;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;469.66896362
5586603;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;469.66896362
5586605;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;421.18698634
5586607;1;1;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;349.98677888
5586608;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;536.35987522
5586609;1;4;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;532.25712234
5586610;1;2;1;80;13;;;;1;8;;2;;;9;;2;2;;2;;1;10;4;13;462.929847
5586610;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;462.929847
5586611;1;2;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;13;464.83494554
5586612;1;1;1;80;13;;;;1;3;;2;;;8;;2;2;;2;;1;10;4;13;572.30736422
5586612;1;5;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;572.30736422
5586612;1;7;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;572.30736422
5586613;1;1;1;80;13;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;13;511.38079942
5586614;1;1;1;80;13;1;40;908526;1;6;;2;;;8;;2;2;;2;;1;10;3;13;349.98677888
5586615;1;3;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;435.72790067
5586616;1;1;1;80;13;;;;1;7;;2;;;11;;2;2;;2;;1;10;4;13;338.32904026
5586616;1;5;1;80;13;;;;1;6;;2;;;8;;2;2;;2;;1;10;4;13;338.32904026
5586616;1;6;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;338.32904026
5586617;1;1;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;516.2148175
5586618;1;2;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;13;521.99927422
5586618;1;3;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;521.99927422
5586619;1;1;1;80;13;2;;908526;1;8;;2;;;2;;2;2;;2;;1;10;2;13;476.15366068
5586620;1;1;1;80;13;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;13;368.47196263
5586620;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;368.47196263
5586620;1;3;1;80;13;;;;1;5;;2;;;10;;3;3;;2;;1;10;3;13;368.47196263
5586620;1;4;1;80;13;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;13;368.47196263
5586620;1;5;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;368.47196263
5586623;1;2;1;80;13;;;;1;8;;2;;;12;QUIERE INICIAR SU PROPIO NEGOCIO;2;2;;2;;1;10;1.3;13;461.05691488
5586623;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;461.05691488
5586623;1;5;1;80;13;;;;1;5;;2;;;8;;2;2;;2;;1;10;4;13;461.05691488
5586624;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;464.83494554
5586625;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;519.95694371
5586625;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;519.95694371
5586627;1;2;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;512.10114968
5586627;1;4;1;80;13;;;;1;7;;2;;;8;;2;2;;2;;1;10;4;13;512.10114968
5586628;1;1;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;360.60525367
5586628;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;360.60525367
5586629;1;1;1;80;13;;;;1;5;;2;;;8;;3;3;;2;;1;10;4;13;404.96436816
5586629;1;2;1;80;13;;;;1;5;;2;;;8;;3;3;;2;;1;10;4;13;404.96436816
5586630;1;3;1;80;13;;;;1;7;;2;;;8;;2;2;;2;;1;10;3;13;283.5363261
5586630;1;6;1;80;13;;;;1;9;EDAD;2;;;8;;2;2;;2;;1;10;4;13;283.5363261
5586631;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;503.53592034
5586632;1;4;1;80;13;2;;908526;2;;;;2;;;.;2;2;;2;;1;10;;13;517.02030276
5586632;1;5;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;517.02030276
5586634;1;2;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;423.25832364
5586634;1;3;1;80;13;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;13;423.25832364
5586634;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;423.25832364
5586635;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;532.43743568
5586635;1;4;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;532.43743568
5586636;1;2;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;593.38263683
5586636;1;4;1;80;13;;;;1;4;;2;;;4;;2;2;;2;;1;10;2;13;593.38263683
5586637;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;521.81896088
5586639;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;532.61774901
5586639;1;4;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;532.61774901
5586640;1;4;1;80;13;1;40;908526;1;6;;2;;;1;;2;2;;2;;1;10;1.4;13;532.62866395
5586640;1;5;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;532.62866395
5586641;1;1;1;80;13;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;13;404.96436816
5586642;1;2;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;13;511.39171436
5586643;1;2;1;80;13;;;;1;9;PANDEMIA;2;;;12;PANDEMIA;2;2;;2;;1;10;2;13;510.64465462
5586643;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;510.64465462
5586643;1;4;1;80;13;;;;1;9;PANDEMIA;2;;;12;PANDEMIA;2;2;;2;;1;10;2;13;510.64465462
5586643;1;6;1;80;13;;;;1;1;;2;;;8;;2;2;;2;;1;10;4;13;510.64465462
5586643;1;7;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;510.64465462
5586644;1;1;1;80;13;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;13;591.3374645
5586644;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;591.3374645
5586645;1;3;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;517.89652134
5586646;1;2;1;80;13;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;13;349.99769382
5586650;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;408.00625402
5586651;1;5;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;345.19903569
5586652;1;1;1;80;13;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;13;330.64720642
5586652;1;2;1;80;13;1;40;900000;1;6;;1;;4;5;;2;2;;2;;1;10;4;13;330.64720642
5586653;1;3;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;518.07683468
5586654;1;1;1;80;13;1;48;700000;1;7;;2;;;1;;2;2;;2;;1;10;1.2;13;421.94324105
5586655;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;400.86796844
5586655;1;5;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;400.86796844
5586657;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;532.61774901
5586657;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;532.61774901
5586658;1;3;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;525.74140042
5586659;1;1;1;80;13;;;;1;6;;2;;;9;;2;2;;2;;1;10;3;13;395.07259678
5586659;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;395.07259678
5586659;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;395.07259678
5586662;1;1;1;80;13;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;13;525.94354364
5586663;1;1;1;80;13;;;;1;7;;2;;;8;;2;2;;2;;1;10;4;13;448.40246273
5586663;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;448.40246273
5586664;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;446.54851868
5586664;1;5;1;80;13;2;;900000;1;3;;2;;;9;;2;2;;2;;1;10;2;13;446.54851868
5586664;1;7;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;446.54851868
5586665;1;2;1;80;13;;;;1;3;;2;;;9;;1;2;;2;;1;10;3;13;518.07683468
5586665;1;3;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;518.07683468
5586666;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;617.6522773
5586666;1;4;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;617.6522773
5586666;1;7;1;80;13;;;;1;8;;2;;;11;;2;2;;2;;1;10;4;13;617.6522773
5586667;1;1;1;80;13;;;;1;9;POR LA EDAD;2;;;8;;2;2;;2;;1;10;4;13;452.5653611
5586667;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;452.5653611
5586667;1;5;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;452.5653611
5586667;1;6;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;452.5653611
5586669;1;1;1;80;13;1;40;908526;1;6;;2;;;1;;2;2;;2;;1;10;3;13;412.45497373
5586669;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;412.45497373
5586669;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;412.45497373
5586671;1;1;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;498.72634728
5586671;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;498.72634728
5586672;1;2;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;13;480.2629934
5586673;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;484.18543294
5586674;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;532.43743568
5586674;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;532.43743568
5586675;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;435.72790067
5586677;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;450.08850167
5586679;1;1;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;349.98677888
5586681;1;2;1;80;13;;;;1;6;;2;;;8;;2;2;;2;;1;10;4;13;444.8342967
5586681;1;3;1;80;13;2;;1500000;1;8;;2;;;2;;2;2;;2;;1;10;3;13;444.8342967
5586681;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;444.8342967
5586682;1;1;1;80;13;;;;1;9;POR PANDEMIA COVID 19;2;;;8;;2;2;;2;;1;10;2;13;393.7900619
5586682;1;4;1;80;13;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;13;393.7900619
5586682;1;5;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;393.7900619
5586685;1;1;1;80;13;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;13;465.1705827
5586685;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;465.1705827
5586685;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;465.1705827
5586685;1;5;1;80;13;1;48;1500000;1;9;PANDEMIA;2;;;12;PANDEMIA;2;2;;2;;1;10;2;13;465.1705827
5586687;1;1;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;13;507.45835988
5586688;1;1;1;80;13;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;13;404.96436816
5586688;1;2;1;80;13;;;;1;5;;2;;;8;;2;2;;2;;1;10;2;13;404.96436816
5586690;1;5;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;471.86661795
5586691;1;2;1;80;13;;;;1;8;;2;;;9;;2;2;;2;;1;10;3;13;521.81896088
5586691;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;521.81896088
5586692;1;5;1;80;13;;;;1;9;EDAD;2;;;8;;2;2;;2;;1;10;4;13;441.70642748
5586694;1;3;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;525.74140042
5586696;1;2;1;80;13;2;;908526;2;;;;2;;;.;2;2;;2;;1;10;;13;569.12106948
5586699;1;1;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;349.98677888
5586699;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;349.98677888
5586702;1;2;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;464.83494554
5586703;1;1;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;410.76893479
5586703;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;410.76893479
5586704;1;2;1;80;13;1;48;1000000;1;1;;2;;;9;;2;2;;2;;1;10;2;13;484.18543294
5586708;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;404.96436816
5586710;1;1;1;80;13;;;;1;3;;2;;;8;;2;2;;2;;1;10;4;13;388.42579208
5586710;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;388.42579208
5586713;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;354.62956868
5586713;1;3;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;354.62956868
5586714;1;1;1;80;13;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;13;479.5311837
5586714;1;2;1;80;13;;;;1;9;EDAD;2;;;8;;2;2;;2;;1;10;3;13;479.5311837
5586714;1;4;1;80;13;2;;1800000;1;2;;2;;;2;;2;2;;2;;1;10;2;13;479.5311837
5586714;1;5;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;479.5311837
5586714;1;6;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;479.5311837
5586715;1;2;1;80;13;2;;1500000;1;8;;2;;;2;;2;2;;2;;1;10;4;13;488.10787248
5586717;1;4;1;80;13;;;;2;;;;2;;;.;;;;2;;1;10;;13;532.61774901
5586719;1;2;1;80;13;;;;1;7;;2;;;8;;2;2;;2;;1;10;4;13;317.23649956
5586719;1;4;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;317.23649956
5586720;1;1;1;80;13;;;;1;5;;2;;;8;;3;3;;2;;1;10;4;13;404.96436816
5586720;1;2;1;80;13;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;404.96436816
5586722;1;1;1;80;13;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;13;279.50692167
5586722;1;2;1;80;13;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;279.50692167
5586722;1;3;1;80;13;;;;1;3;;2;;;8;;2;2;;2;;1;10;4;13;279.50692167
5586723;1;1;1;80;13;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;13;404.96436816
5586723;1;2;1;80;13;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;13;404.96436816
5586875;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;10;;17;197.2957574
5586877;1;1;1;80;17;;;;1;6;;2;;;8;;2;2;;2;;1;10;3;17;202.44495819
5586878;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;10;;17;156.20008447
5586879;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;10;;17;249.82260048
5586884;1;1;1;80;17;;;;1;4;;2;;;10;;3;3;;2;;1;10;3;17;185.0677155
5586884;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;17;185.0677155
5586888;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;17;185.0677155
5586888;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;17;185.0677155
5586891;1;1;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;17;202.44495819
5586893;1;1;1;80;17;;;;1;8;;2;;;9;;1;2;;2;;1;10;2;17;310.11591952
5586893;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;10;;17;310.11591952
5586894;1;1;1;80;17;;;;1;8;;2;;;8;;1;2;;2;;1;10;2;17;211.91051043
5586895;1;1;1;80;17;2;;1800000;1;7;;2;;;9;;2;2;;2;;1;10;3;17;188.1920802
5586899;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;10;;17;243.04321104
5586900;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;17;207.76842386
5586901;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;17;205.10669103
5586903;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;10;;17;168.15310467
5586905;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;17;187.72944833
5586905;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;10;;17;187.72944833
5586906;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;10;3;17;311.61771616
5586906;1;4;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;10;;17;311.61771616
5586906;1;5;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;10;;17;311.61771616
5586907;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;17;146.6337754
5586907;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;10;;17;146.6337754
5586908;1;1;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;17;214.21036822
5586908;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;10;;17;214.21036822
5586909;1;1;1;80;17;;;;1;6;;2;;;8;;2;2;;2;;1;10;4;17;202.44495819
5586910;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;17;238.90112447
5586910;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;10;;17;238.90112447
5586911;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;10;2;17;276.32148608
