DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6083;P6083S1;P6081;P6081S1;P6080;P6080S1;P6070;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S10A1;P3147S11;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
5583530;1;2;1;10;2;1;9;1961;60;2;3;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;3;99;2;1;2;;6;2;3;;13;13;10;13;404.96436816
5583532;1;1;1;10;1;1;4;1959;62;1;3;;3;;5;;4;;;;;;;;;1;;;;;;1;1;;;3;;;2;1;2;;5;11;2;;13;11;10;13;465.72641416
5583534;1;1;1;10;1;2;10;1981;40;1;2;;2;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;1;36341;2;1;2;;6;3;3;;13;14;10;13;525.74140042
5583534;1;2;1;10;2;1;10;1981;40;2;2;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;6;2;3;;13;13;10;13;525.74140042
5583534;1;3;1;10;1;1;11;2005;15;3;1;1;1;2;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;9;;;13;9;10;13;525.74140042
5583535;1;1;1;10;1;1;5;1991;30;1;3;;1;2;5;;6;;;;;;;;;1;;;;;;1;1;;;1;1;64000;2;1;2;;6;5;4;;13;16;10;13;643.71743631
5583535;1;2;1;10;2;1;2;2049;72;5;3;;3;;5;;5;;;;;;;;;;;;;;1;;1;;;1;2;98;2;1;2;;6;5;4;;13;16;10;13;643.71743631
5583535;1;3;1;10;1;1;7;1988;33;5;3;;1;2;5;;4;;;;;;;;;;;;;;1;;1;;;1;1;98;2;1;2;;6;2;3;;13;13;10;13;643.71743631
5583535;1;4;1;10;1;2;8;2010;11;5;2;;1;3;5;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;2;3;4;;;13;4;10;13;643.71743631
5583536;1;1;1;10;1;2;9;1976;45;1;2;;3;;6;;2;1;2;;;;;;;;;1;;;;2;1;;;1;3;113000;2;1;2;;4;9;;;13;9;10;13;624.33739762
5583536;1;2;1;10;1;1;1;1986;35;2;2;;2;;6;;2;1;1;;;;;;;;;1;;;;;1;;;1;3;113000;2;1;2;;5;11;2;;13;11;10;13;624.33739762
5583536;1;3;1;10;1;1;8;1996;25;3;1;1;2;;6;;6;;;;;;;;;;;1;;;;;1;;;3;;;2;1;2;;5;11;2;;13;11;10;13;624.33739762
5583536;1;4;1;10;1;1;3;2001;20;3;1;1;2;;6;;6;;;;;;;;;;;1;;;;;1;;;1;5;;2;1;2;;5;11;2;;13;11;10;13;624.33739762
5583536;1;5;1;10;1;2;1;2005;16;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;8;;;13;8;10;13;624.33739762
5583536;1;6;1;10;1;2;1;1999;22;3;1;1;2;;6;;4;;;;;;;;;;;1;;;;;1;;;1;3;113000;2;1;2;;5;11;2;;13;11;10;13;624.33739762
5583536;1;7;1;10;1;2;6;2018;3;4;1;6;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;2;2;;1;0;;;13;0;10;13;624.33739762
5583537;1;1;1;10;2;1;4;1987;34;1;2;;2;;6;;2;1;2;;;;;;;;;1;;;;2;1;;;1;1;36000;2;1;2;;5;11;2;;13;11;10;13;502.46847348
5583537;1;2;1;10;2;2;12;1982;38;2;2;;3;;6;;2;1;1;;;;;;;;;1;;;;;1;;;1;5;;2;1;2;;5;11;2;;13;11;10;13;502.46847348
5583537;1;3;1;10;2;1;8;2004;17;3;1;2;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;5;10;1;;13;10;10;13;502.46847348
5583537;1;4;1;10;2;2;5;2010;11;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;0;;;13;5;10;13;502.46847348
5583538;1;1;1;10;1;2;4;1985;36;1;2;;2;;5;;2;1;2;;;;;;;;;;;;1;1;1;;;3;;;2;1;2;;6;2;3;;13;13;10;13;498.72634728
5583538;1;2;1;10;1;1;11;1990;30;2;2;;2;;5;;2;1;1;;;;;;;1;;;;;;;1;;;3;;;2;1;2;;6;2;3;;13;13;10;13;498.72634728
5583538;1;3;1;10;1;2;8;2009;12;3;1;1;2;;5;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;4;6;;;13;6;10;13;498.72634728
5583538;1;4;1;10;1;2;3;2020;1;3;1;1;1;2;5;;;;;;;;;;;;;;;;;;1;;;3;;;2;;;;;;;;13;;10;13;498.72634728
5583539;1;1;1;10;1;2;2;1966;55;1;1;2;3;;6;;6;;;;;;;;;;;1;;;;2;1;;;3;;;2;1;2;;5;11;2;;13;11;10;13;340.26896768
5583539;1;2;1;10;1;2;6;2033;88;5;3;;3;;6;;5;;;;;;;;;;;1;;;;;1;;;1;2;109000;2;1;2;;3;5;;;13;5;10;13;340.26896768
5583540;1;1;1;10;1;2;5;1966;55;1;3;;3;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;5;11;2;;13;11;10;13;368.28073436
5583540;1;2;1;10;2;1;7;1964;57;2;2;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;13;11;10;13;368.28073436
5583540;1;3;1;10;3;2;1;1990;31;3;1;1;1;2;6;;6;;;;;;;;;1;;;;;;;1;;;3;;;2;1;2;;6;5;4;;13;16;10;13;368.28073436
5583540;1;4;1;10;4;1;3;2003;18;3;1;1;1;2;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;6;0;2;2;13;11;10;13;368.28073436
5583541;1;1;1;10;1;1;11;1968;52;1;2;;2;;6;;2;1;2;1;;;;;;1;;;;;;2;1;;;1;1;36341;2;1;2;;5;11;2;;13;11;10;13;548.13377368
5583541;1;2;1;10;2;2;11;1967;53;2;2;;3;;6;;2;1;1;1;;;;;;;;;;;;;1;;;3;;;2;1;2;;3;3;;;13;3;10;13;548.13377368
5583541;1;3;1;10;3;1;11;1992;28;3;2;;1;1;6;;6;;;;;;;;;1;;;;;;;1;;;1;1;36341;2;1;2;;5;11;2;;13;11;10;13;548.13377368
5583541;1;4;1;10;1;1;11;1999;21;3;2;;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;4;7;;;13;7;10;13;548.13377368
5583541;1;5;1;10;5;2;9;1990;31;3;2;;1;1;6;;4;;;;;;;;;1;;;;;;;1;;;3;;;2;1;2;;6;2;3;;13;13;10;13;548.13377368
5583541;1;6;1;10;5;2;9;2013;8;4;1;5;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;1;1;1;3;1;;;13;1;10;13;548.13377368
5583541;1;7;1;10;5;1;1;2018;3;4;1;5;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;2;2;;1;0;;;13;0;10;13;548.13377368
5583542;1;1;1;10;1;2;2;1978;43;1;2;;2;;5;;2;1;2;;1;;;;;;;;;;;1;1;;;3;;;2;1;2;;6;2;3;;13;13;10;13;521.81896088
5583542;1;2;1;10;2;1;6;1979;42;2;2;;2;;5;;2;1;1;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;13;11;10;13;521.81896088
5583542;1;3;1;10;1;1;10;2000;21;3;1;1;1;2;5;;6;;;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;13;11;10;13;521.81896088
5583542;1;4;1;10;1;1;9;2011;10;3;1;1;1;2;5;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;3;3;;;13;3;10;13;521.81896088
5583543;1;1;1;10;1;2;7;1987;34;1;2;;2;;5;;4;;;;;;;;;1;;;;;;1;1;;;1;1;36341;2;1;2;;6;2;3;;13;13;10;13;417.44486013
5583543;1;2;1;10;1;2;1;2008;13;3;1;1;2;;5;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;7;;;13;7;10;13;417.44486013
5583543;1;3;1;10;1;1;6;2010;11;3;1;1;2;;5;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;0;;;13;5;10;13;417.44486013
5583544;1;1;1;10;1;1;7;1970;51;1;2;;2;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;1;36341;2;1;2;;5;11;2;;13;11;10;13;362.74647594
5583544;1;2;1;10;2;2;4;1975;46;2;2;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;4;7;;;13;7;10;13;362.74647594
5583544;1;3;1;10;3;2;12;1995;25;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;13;11;10;13;362.74647594
5583544;1;4;1;10;4;2;12;1992;28;3;1;2;1;1;6;;4;;;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;5;11;2;;13;11;10;13;362.74647594
5583544;1;5;1;10;4;2;2;2017;4;4;1;4;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;1;1;2;0;;;13;0;10;13;362.74647594
5583544;1;6;1;10;4;2;4;2019;2;4;1;4;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;13;;10;13;362.74647594
5583545;1;1;1;10;1;2;12;1980;40;1;2;;2;;6;;4;;;;;;1;;;;;;;;;2;1;;;1;5;;2;1;2;;6;5;4;;13;16;10;13;337.15201339
5583545;1;2;1;10;1;1;8;2008;13;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;2;4;7;;;13;7;10;13;337.15201339
5583545;1;3;1;10;1;1;5;2013;8;3;1;1;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;1;1;2;3;2;;;13;2;10;13;337.15201339
5583545;1;4;1;10;1;2;6;2021;0;3;1;1;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;13;;10;13;337.15201339
5583545;1;5;1;10;5;2;12;1962;58;5;2;;3;;6;;6;;;;;;;;;;;;;;1;;1;;;1;3;113565;2;1;2;;5;11;2;;13;11;10;13;337.15201339
5583613;1;1;1;10;1;1;8;1976;45;1;2;;2;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;1;57840;2;1;2;;6;2;3;;17;13;10;17;238.05719046
5583613;1;2;1;10;2;2;3;1980;41;2;2;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;1;142800;2;1;2;;6;5;4;;17;16;10;17;238.05719046
5583613;1;3;1;10;2;2;12;2019;1;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;17;;10;17;238.05719046
5583614;1;1;1;10;1;1;11;1990;30;1;2;;2;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;3;113566;2;1;2;;6;3;3;;17;14;10;17;221.98651365
5583614;1;2;1;10;2;2;8;1986;35;2;2;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;6;3;2;2;17;14;10;17;221.98651365
5583614;1;3;1;10;2;1;7;2007;14;3;1;2;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;1;4;7;;;17;7;10;17;221.98651365
5583615;1;1;1;10;1;2;9;1982;39;1;2;;2;;6;;2;2;;1;;;1;;;;;;;;;2;1;;;1;1;580000;2;1;2;;6;8;5;;17;19;10;17;185.53034737
5583617;1;1;1;10;1;2;1;2038;83;1;3;;3;;6;;6;;;;;;;;;;;;;;1;2;1;;;1;2;72682;2;1;2;;3;5;;;17;5;10;17;187.72944833
5583617;1;2;1;10;2;1;5;1963;58;3;1;1;2;;6;;4;;;1;;;;;;;;;;;;;2;2;;;;;2;1;2;;4;8;;;17;8;10;17;187.72944833
5583617;1;3;1;10;3;1;4;1995;26;4;2;;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;38000;2;1;2;;6;2;3;;17;13;10;17;187.72944833
5583618;1;1;1;10;1;2;8;2045;76;1;2;;2;;6;;6;;;;;;;;;;;;;;1;2;1;;;1;2;72682;2;1;2;;4;9;;;17;9;10;17;248.00480166
5583618;1;2;1;10;2;2;7;1997;24;4;2;;2;;6;;6;;;1;;;;;;;;;;;;;1;;;1;3;113566;2;1;2;;6;3;3;;17;14;10;17;248.00480166
5583618;1;3;1;10;3;1;8;1998;23;4;2;;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;5;11;2;;17;11;10;17;248.00480166
5583619;1;1;1;10;1;2;9;1981;40;1;2;;3;;6;;6;;;;;;;;;;;;;;1;2;1;;;2;1;175000;2;1;2;;6;5;4;;17;16;10;17;219.32478082
5583619;1;2;1;10;1;1;7;2009;12;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;2;5;;2;1;1;1;4;7;;;17;7;10;17;219.32478082
5583620;1;1;1;10;1;1;2;1953;68;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;2;2;250000;2;1;2;;6;1;2;2;17;12;10;17;185.0677155
5583620;1;2;1;10;2;2;1;1960;61;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;2;5;;2;1;2;;5;11;2;;17;11;10;17;185.0677155
5583621;1;1;1;10;1;2;4;1958;63;1;3;;3;;6;;4;;;;;;;;;;;;;;1;1;1;;;3;;;2;1;2;;4;7;;;17;7;10;17;161.34928527
5583621;1;2;1;10;2;2;3;1988;33;3;1;1;2;;6;;6;;;;;;;;;1;;;;;;;1;;;3;;;2;1;2;;3;5;;;17;5;10;17;161.34928527
5583622;1;1;1;10;1;2;9;1979;42;1;2;;2;;6;;4;;;;;;;;;;;;;;1;2;1;;;1;1;36341;2;1;2;;5;11;2;;17;11;10;17;242.85560087
5583622;1;2;1;10;2;2;9;1997;24;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;6;3;2;2;17;14;10;17;242.85560087
5583622;1;3;1;10;3;2;2;1999;22;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;48000;2;1;1;1;6;0;2;2;17;11;10;17;242.85560087
5583622;1;4;1;10;1;1;6;2007;14;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;7;;;17;7;10;17;242.85560087
5583623;1;1;1;10;1;2;12;2049;71;1;3;;3;;6;;5;;;;1;1;;;;;;;;;;1;1;;;3;;;2;1;2;;3;5;;;17;5;10;17;164.0110181
5583623;1;2;1;10;2;2;4;1973;48;3;1;1;3;;6;;4;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;5;;;17;5;10;17;164.0110181
5583623;1;3;1;10;3;1;11;1995;25;4;1;2;2;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;4;8;;;17;8;10;17;164.0110181
5583624;1;1;1;10;1;1;2;1991;30;1;2;;2;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;1;36341;2;1;2;;5;11;2;;17;11;10;17;276.32148608
5583624;1;2;1;10;2;2;2;1990;31;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;5;11;2;;17;11;10;17;276.32148608
5583624;1;3;1;10;1;1;11;2020;0;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;17;;10;17;276.32148608
5583625;1;1;1;10;1;2;11;1975;45;1;2;;2;;6;;4;;;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;4;7;;;17;7;10;17;197.2957574
5583625;1;2;1;10;1;2;4;2005;16;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;4;8;;;17;8;10;17;197.2957574
5583626;1;1;1;10;1;1;4;1981;40;1;2;;2;;6;;6;;;;;;;;;1;;;;;;2;1;;;1;3;113566;2;1;2;;6;5;4;;17;16;10;17;229.28775313
5583627;1;1;1;10;1;2;11;2044;76;1;3;;3;;6;;5;;;;;;;;;;;;;;1;2;1;;;1;2;72682;2;1;2;;3;4;;;17;4;10;17;202.44495819
5583628;1;1;1;10;1;2;6;1981;40;1;2;;3;;6;;4;;;1;1;1;;;;1;;;;;;1;1;;;3;;;2;1;2;;5;11;2;;17;11;10;17;307.45418669
5583628;1;2;1;10;2;1;4;2003;18;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;4;9;;;17;9;10;17;307.45418669
5583628;1;3;1;10;1;1;6;2014;7;3;1;1;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;2;1;1;3;0;;;17;0;10;17;307.45418669
5583629;1;1;1;10;1;2;6;1993;28;1;2;;2;;6;;6;;;;;;;;;;;;;;1;2;1;;;1;1;36341;2;1;2;;5;11;2;;17;11;10;17;235.39545762
5583629;1;2;1;10;1;2;11;2019;1;3;1;1;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;17;;10;17;235.39545762
5583630;1;1;1;10;1;1;12;1985;35;1;2;;2;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;3;113566;2;1;2;;6;3;3;;17;14;10;17;249.82260048
5583630;1;2;1;10;2;2;3;1982;39;2;2;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;6;5;4;;17;16;10;17;249.82260048
5583630;1;3;1;10;2;2;12;2006;14;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;2;4;8;;;17;8;10;17;249.82260048
5583630;1;4;1;10;2;2;4;2017;4;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;2;;1;0;;;17;0;10;17;249.82260048
5583631;1;1;1;10;1;2;4;1963;58;1;2;;2;;6;;6;;;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;4;7;;;17;7;10;17;161.34928527
5583631;1;2;1;10;2;2;1;1996;25;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;40000;2;1;2;;6;2;3;;17;13;10;17;161.34928527
5583632;1;1;1;10;1;1;2;2047;74;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;2;72682;2;1;2;;5;11;2;;17;11;10;17;143.97204257
5583632;1;2;1;10;2;2;4;1952;69;2;3;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;2;72682;2;1;2;;3;5;;;17;5;10;17;143.97204257
5583632;1;3;1;10;3;2;10;1976;45;3;1;2;1;1;6;;6;;;;;;;;;1;;;;;;;1;;;1;5;;2;1;2;;6;7;4;;17;18;10;17;143.97204257
5583633;1;1;1;10;1;2;7;2035;86;1;3;;3;;6;;5;;;;;;;;;;;;;;1;2;1;;;1;2;72682;2;1;2;;3;1;;;17;1;10;17;139.829956
5583633;1;2;1;10;2;2;9;1964;57;3;1;1;3;;6;;4;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;17;11;10;17;139.829956
5583633;1;3;1;10;3;2;2;1986;35;4;1;2;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;1;36341;2;1;1;2;6;6;4;;17;17;10;17;139.829956
5583633;1;4;1;10;4;1;11;1968;52;3;1;1;3;;6;;4;;;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;5;11;2;;17;11;10;17;139.829956
5583634;1;1;1;10;2;1;2;1970;51;1;2;;3;;6;;3;1;2;1;;;;;;1;;;;;;2;1;;;1;3;113565;2;1;2;;6;2;3;;17;13;10;17;310.11591952
5583634;1;2;1;10;2;2;9;1984;37;2;2;;3;;6;;3;1;1;1;;;;;;1;;;;;;;1;;;1;5;;2;1;2;;6;2;3;;17;13;10;17;310.11591952
5583634;1;3;1;10;2;1;7;2005;16;3;1;2;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;2;4;9;;;17;9;10;17;310.11591952
5583634;1;4;1;10;2;1;10;2011;10;3;1;2;1;1;6;;6;;;1;;;;;;;1;;;;;;1;;;1;5;;2;1;1;2;3;4;;;17;4;10;17;310.11591952
5583635;1;1;1;10;1;2;9;1957;64;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;5;11;2;;17;11;10;17;196.49888566
5583635;1;2;1;10;2;1;11;1958;62;2;3;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;1;64000;2;1;2;;6;2;3;;17;13;10;17;196.49888566
5583635;1;3;1;10;3;1;8;1980;41;3;1;1;1;2;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;212000;2;1;2;;6;5;4;;17;16;10;17;196.49888566
5583635;1;4;1;10;4;2;2;1985;36;3;1;1;1;2;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;6;5;4;;17;16;10;17;196.49888566
5583635;1;5;1;10;4;2;9;2020;1;4;1;4;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;;;;;;;;17;;10;17;196.49888566
5583636;1;1;1;10;1;1;3;1975;46;1;2;;2;;6;;2;1;2;;;;1;;;;;;;;;1;2;1;18;;;;2;1;2;;5;11;2;;17;11;10;17;164.0110181
5583636;1;2;1;10;2;2;4;1976;45;2;2;;3;;6;;2;1;1;;;;;;;;;;;;1;;2;1;18;;;;2;1;2;;5;11;2;;17;11;10;17;164.0110181
5583636;1;3;1;10;2;2;7;2041;80;5;3;;3;;6;;4;;;;;;;;;;;;;;1;;1;;;1;2;72682;2;1;2;;5;11;2;;17;11;10;17;164.0110181
5583637;1;1;1;10;1;2;1;1967;54;1;3;;3;;6;;4;;;;;;;;1;;;;;;;1;1;;;3;;;2;1;2;;3;3;;;17;3;10;17;185.53034737
5583638;1;1;1;10;1;2;12;1989;31;1;2;;2;;6;;1;1;2;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;3;5;;;17;5;10;17;301.84235402
5583638;1;2;1;10;2;1;3;1964;57;2;2;;3;;6;;1;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;17;11;10;17;301.84235402
5583638;1;3;1;10;1;2;1;2006;15;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;4;8;;;17;8;10;17;301.84235402
5583638;1;4;1;10;1;1;4;2011;10;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;4;;;17;4;10;17;301.84235402
5583638;1;5;1;10;5;1;1;2002;19;9;2;;2;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;4;6;;;17;6;10;17;301.84235402
5583639;1;1;1;10;1;1;1;1994;27;1;2;;2;;6;;6;;;;;;;;;;;;;;1;2;1;;;1;1;36341;2;1;2;;5;11;2;;17;11;10;17;229.28775313
5583640;1;1;1;10;1;1;3;1954;67;1;3;;2;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;3;5;;;17;5;10;17;185.0677155
5583640;1;2;1;10;2;2;8;1957;64;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;4;8;;;17;8;10;17;185.0677155
5583641;1;1;1;10;1;2;1;2047;74;1;3;;3;;6;;6;;;;;;;;;;;;;;1;2;1;;;1;2;72682;2;1;2;;5;11;2;;17;11;10;17;202.44495819
5583642;1;1;1;10;2;1;7;1957;64;1;3;;3;;6;;3;1;2;;;1;;;;;;1;;;;2;1;;;1;3;113566;2;1;2;;4;8;;;17;8;10;17;187.72944833
5583642;1;2;1;10;2;2;8;1959;62;2;3;;3;;6;;3;1;1;;;;1;;;;;;;;;;1;;;1;5;;2;1;2;;4;8;;;17;8;10;17;187.72944833
5583642;1;3;1;10;3;1;5;1985;36;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;6;3;3;;17;14;10;17;187.72944833
5583643;1;1;1;10;1;1;8;1965;56;1;2;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;1;36341;2;1;2;;3;5;;;17;5;10;17;207.27100378
5583643;1;2;1;10;2;2;12;1969;51;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;3;5;;;17;5;10;17;207.27100378
5583643;1;3;1;10;3;1;10;1989;32;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;5;11;2;;17;11;10;17;207.27100378
5583643;1;4;1;10;4;1;10;1991;30;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;3;113566;2;1;2;;5;11;2;;17;11;10;17;207.27100378
5583643;1;5;1;10;5;1;4;2001;20;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;17;11;10;17;207.27100378
5583644;1;1;1;10;1;2;2;1966;55;1;2;;2;;6;;4;;;1;;;;;;;;;;;;1;1;;;3;;;2;1;2;;3;2;;;17;2;10;17;205.10669103
5583644;1;2;1;10;2;1;4;1995;26;5;2;;2;;6;;6;;;1;;;1;;;;;;;;;;1;;;1;1;36341;2;1;2;;4;8;;;17;8;10;17;205.10669103
5583645;1;1;1;10;1;1;12;1989;31;1;2;;2;;6;;2;1;2;;;;1;;;;;;;;;2;1;;;1;3;113566;2;1;2;;6;5;4;;17;16;10;17;188.1920802
5583645;1;2;1;10;2;2;4;1986;35;2;2;;2;;6;;2;1;1;;;;1;;;;;;;;;;1;;;1;1;36341;2;1;2;;6;3;3;;17;14;10;17;188.1920802
5583646;1;1;1;10;2;1;11;1976;44;1;2;;2;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;3;113566;2;1;2;;5;11;2;;17;11;10;17;211.72290026
5583646;1;2;1;10;2;2;2;1979;42;2;2;;2;;6;;2;1;1;1;;;;;;;;;;;;;1;;;1;5;;2;1;2;;6;5;4;;17;16;10;17;211.72290026
5583646;1;3;1;10;3;2;7;1999;22;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;6;5;4;;17;16;10;17;211.72290026
5583646;1;4;1;10;4;2;7;1999;22;3;1;2;1;1;6;;6;;;1;;;;;;;1;;;;;;1;;;1;1;52000;2;1;2;;6;5;4;;17;16;10;17;211.72290026
5583725;1;1;1;10;1;2;4;1956;65;1;3;;3;;6;;5;;;;;;;;;;;;;;1;1;1;;;3;;;2;2;2;;1;0;;;23;0;10;23;129.17610415
5583725;1;2;1;10;2;1;5;1983;38;3;1;1;3;;6;;2;1;3;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;4;8;;;23;8;10;23;129.17610415
5583725;1;3;1;10;3;2;11;1987;33;5;2;;2;;6;;2;1;2;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;23;11;10;23;129.17610415
5583725;1;4;1;10;3;2;6;2007;14;4;1;3;1;2;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;4;8;;;23;8;10;23;129.17610415
5583725;1;5;1;10;3;1;2;2018;3;4;1;3;1;2;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;2;2;;1;0;;;23;0;10;23;129.17610415
5583726;1;1;1;10;1;2;1;1969;52;1;2;;3;;6;;4;;;;1;;;;;;;;;;;1;1;;;3;;;2;1;2;;3;5;;;23;5;10;23;145.31384744
5583726;1;2;1;10;2;1;2;2004;17;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;4;8;;;23;8;10;23;145.31384744
