DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,FEX_C,CLASE,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,MES,DPTO,AREA,fex_c_2011
2731813,1,2,1,80,474.693.473.237.672,1,1,4,3,,2,,2,,,1,,4,1,1,7,68,68,474.314.957.785.667
2731813,2,3,2,80,474.693.473.237.672,1,2,,,,2,,2,,2,,.,,,1,7,68,68,474.314.957.785.667
2731815,1,2,1,80,833.535.841.127.832,1,2,,,,2,,2,,2,,.,,,1,7,68,68,837.427.856.772.216
2731816,1,2,1,80,821.740.528.606.378,1,2,,,,2,,2,,2,,.,,,1,7,68,68,82.307.789.995.581
2731817,1,1,1,80,108.503.873.324.201,1,1,4,5,,3,,2,,,,,10,2,1,7,68,68,107.546.277.336.346
2731818,1,1,1,80,115.296.671.317.669,1,1,4,6,,3,,2,,,,,9,2,1,7,68,68,114.146.480.620.629
2731818,1,3,1,80,115.296.671.317.669,1,1,4,4,,2,,2,,,,,8,2,1,7,68,68,114.146.480.620.629
2731819,1,1,1,80,116.002.321.625.916,1,1,4,4,,2,,2,,,,,4,2,1,7,68,68,114.314.211.874.909
2731820,1,3,1,80,258.623.724.462.699,1,2,,,,2,,2,,2,,.,,,1,7,11,11,258.640.860.860.432
2731821,1,3,1,80,221.080.360.480.272,1,2,,,,2,,2,,2,,.,,,1,7,11,11,221.060.707.420.815
2731822,1,3,1,80,1.600.001.556.862,1,2,,,,2,,2,,2,,.,,,1,7,47,47,159.347.600.257.383
2731822,1,4,1,80,1.600.001.556.862,1,1,4,7,,2,,2,,,,,8,2,1,7,47,47,159.347.600.257.383
2731823,1,3,1,80,14.877.467.896.873,1,2,,,,2,,2,,2,,.,,,1,7,47,47,150.525.586.988.508
2731824,1,1,1,80,150.080.626.230.968,1,1,4,5,,3,,2,,,,,8,2,1,7,47,47,148.907.125.036.797
2731824,1,2,1,80,150.080.626.230.968,1,2,,,,2,,2,,2,,.,,,1,7,47,47,148.907.125.036.797
2731824,1,3,1,80,150.080.626.230.968,1,1,2,6,,2,,2,,,,,2,2,1,7,47,47,148.907.125.036.797
2731824,1,4,1,80,150.080.626.230.968,1,2,,,,2,,2,,2,,.,,,1,7,47,47,148.907.125.036.797
2731825,1,2,1,80,8.473.291.682.936,1,1,4,5,,3,,2,,,,,10,2,1,7,47,47,847.477.547.832.842
2731825,1,3,1,80,8.473.291.682.936,1,2,,,,2,,2,,2,,.,,,1,7,47,47,847.477.547.832.842
2731825,1,4,1,80,8.473.291.682.936,1,2,,,,2,,2,,2,,.,,,1,7,47,47,847.477.547.832.842
2731825,1,5,1,80,8.473.291.682.936,1,2,,,,2,,2,,2,,.,,,1,7,47,47,847.477.547.832.842
2731828,1,2,1,80,167.970.572.746.258,1,1,4,3,,2,,2,,,,,9,2,1,7,47,47,166.726.145.357.225
2731829,1,1,1,80,103.211.736.115.883,1,1,4,5,,3,,2,,,,,10,2,1,7,47,47,102.902.716.616.651
2731829,1,2,1,80,103.211.736.115.883,1,1,4,8,,2,,2,,,,,9,2,1,7,47,47,102.902.716.616.651
2731829,1,3,1,80,103.211.736.115.883,1,1,1,8,,2,,2,,,,,9,2,1,7,47,47,102.902.716.616.651
2731829,1,4,1,80,103.211.736.115.883,1,2,,,,2,,2,,2,,.,,,1,7,47,47,102.902.716.616.651
2731829,1,5,1,80,103.211.736.115.883,1,1,4,4,,3,,2,,,,,10,2,1,7,47,47,102.902.716.616.651
2731830,1,2,1,80,120.681.657.280.968,1,1,4,3,,2,,2,,,,,9,2,1,7,47,47,11.881.321.993.987
2731833,1,3,1,80,152.050.815.882.986,1,1,2,6,,2,,2,,,2,,5,1,1,7,47,47,15.488.123.307.618
2731834,1,2,1,80,790.023.596.371.321,1,2,,,,2,,2,,2,,.,,,1,7,19,19,821.920.670.177.557
2731836,1,2,1,80,982.295.032.860.006,1,1,4,3,,2,,2,,,,,9,2,1,7,19,19,974.305.539.688.583
2731837,1,2,1,80,824.351.873.381.838,1,2,,,,2,,2,,2,,.,,,1,7,19,19,797.286.051.170.182
2731837,1,3,1,80,824.351.873.381.838,1,2,,,,2,,2,,2,,.,,,1,7,19,19,797.286.051.170.182
2731838,1,2,1,80,985.026.922.975.417,1,1,4,8,,2,,2,,,,PROBLEMAS DE DROGADICCION,12,2,1,7,19,19,97.578.955.841.265
2731839,1,1,1,80,870.923.460.886.574,1,2,,,,2,,2,,2,,.,,,1,7,19,19,830.683.031.147.704
2731840,1,1,1,80,798.732.028.109.924,1,1,1,6,,2,,2,,,,,8,2,1,7,19,19,770.718.531.198.607
2731841,1,1,1,80,113.746.896.493.308,1,1,4,4,,2,,2,,,,,4,2,1,7,19,19,107.637.098.160.224
2731841,1,2,1,80,113.746.896.493.308,1,1,2,7,,2,,2,,,,,8,2,1,7,19,19,107.637.098.160.224
2731844,1,1,1,80,954.756.391.945.203,1,1,4,4,,2,,2,,,,,4,2,1,7,19,19,943.297.833.282.461
2731845,1,1,1,80,985.026.922.975.417,1,1,3,4,,2,,2,,,,,4,2,1,7,19,19,97.578.955.841.265
2731845,1,2,1,80,985.026.922.975.417,1,2,,,,2,,2,,2,,.,,,1,7,19,19,97.578.955.841.265
2731847,1,2,1,80,823.250.706.176.351,1,1,4,6,,2,,2,,,,,1,2,1,7,19,19,78.965.753.424.718
2731848,1,1,1,80,927.647.867.288.504,1,2,,,,2,,2,,2,,.,,,1,7,19,19,92.340.504.109.034
2731848,1,2,1,80,927.647.867.288.504,1,2,,,,2,,2,,2,,.,,,1,7,19,19,92.340.504.109.034
2731848,1,3,1,80,927.647.867.288.504,1,2,,,,2,,2,,2,,.,,,1,7,19,19,92.340.504.109.034
2731849,1,2,1,80,785.760.422.792.319,1,2,,,,2,,2,,2,,.,,,1,7,19,19,801.693.220.316.487
2731850,1,1,1,80,792.980.175.146.137,1,1,4,5,,3,,2,,,,,10,2,1,7,19,19,757.165.809.116.991
2731850,1,2,1,80,792.980.175.146.137,1,2,,,,2,,2,,2,,.,,,1,7,19,19,757.165.809.116.991
2731852,1,1,1,80,829.857.242.073.074,1,1,4,3,,2,,2,,,,,9,2,1,7,19,19,848.709.488.057.086
2731852,1,5,1,80,829.857.242.073.074,1,1,4,5,,2,,2,,,,,4,2,1,7,19,19,848.709.488.057.086
2731855,1,2,1,80,916.862.194.719.473,1,2,,,,2,,2,,2,,.,,,1,7,19,19,932.785.668.724.898
2731855,1,3,1,80,916.862.194.719.473,1,2,,,,2,,2,,2,,.,,,1,7,19,19,932.785.668.724.898
2731855,1,4,1,80,916.862.194.719.473,1,2,,,,2,,2,,2,,.,,,1,7,19,19,932.785.668.724.898
2731856,1,4,1,80,110.107.984.875.454,1,2,,,,2,,2,,2,,.,,,1,7,19,19,109.603.518.459.455
2731856,1,5,1,80,110.107.984.875.454,1,2,,,,2,,2,,2,,.,,,1,7,19,19,109.603.518.459.455
2731857,1,2,1,80,853.395.595.343.827,1,2,,,,2,,2,,2,,.,,,1,7,19,19,858.470.125.126.178
2731858,1,1,1,80,827.917.793.597.051,1,2,,,,2,,2,,2,,.,,,1,7,19,19,832.432.834.735.121
2731859,1,6,1,80,634.738.837.102.686,1,2,,,,2,,2,,2,,.,,,1,7,19,19,680.267.522.915.368
2731860,1,1,1,80,774.355.393.568.636,1,1,3,5,,3,,2,,,,,1,2,1,7,19,19,752.309.757.730.552
2731860,1,2,1,80,774.355.393.568.636,1,1,2,8,,2,,2,,,,,9,2,1,7,19,19,752.309.757.730.552
2731861,1,6,1,80,618.100.947.123.206,1,1,4,4,,2,,2,,,,,4,2,1,7,19,19,654.452.265.781.314
2731862,1,1,1,80,627.872.573.848.827,1,1,4,4,,2,,2,,,,,4,2,1,7,44,44,60.768.503.311.544
2731862,1,3,1,80,627.872.573.848.827,1,1,4,9,POR LA EDAD,2,,2,,,,,8,2,1,7,44,44,60.768.503.311.544
2731864,1,2,1,80,673.589.299.237.558,1,1,2,2,,2,,2,,,,,2,2,1,7,44,44,633.129.324.108.272
2731866,1,1,1,80,751.863.202.978.146,1,1,4,5,,3,,2,,,,,10,2,1,7,44,44,784.116.406.463.655
2731866,1,2,1,80,751.863.202.978.146,1,1,4,4,,2,,2,,,,,4,2,1,7,44,44,784.116.406.463.655
2731868,1,2,1,80,101.028.006.401.901,1,1,1,8,,2,,2,,,,,2,2,1,7,41,41,101.445.940.025.489
2731868,1,3,1,80,101.028.006.401.901,1,1,1,8,,2,,2,,,,,2,2,1,7,41,41,101.445.940.025.489
2731869,1,1,1,80,133.142.226.175.442,1,1,4,5,,3,,2,,,,,4,2,1,7,41,41,131.469.145.057.342
2731871,1,2,1,80,133.142.226.175.442,1,1,4,4,,2,,2,,,,,4,2,1,7,41,41,131.469.145.057.342
2731873,1,2,1,80,980.813.397.844.257,1,1,4,1,,2,,2,,,4,,8,1,1,7,76,76,982.939.866.142.205
2731873,1,3,1,80,980.813.397.844.257,1,2,,,,2,,2,,2,,.,,,1,7,76,76,982.939.866.142.205
2731874,1,1,1,80,708.444.537.464.783,1,1,4,5,,3,,2,,,,,8,2,1,7,76,76,702.103.034.217.226
2731874,1,2,1,80,708.444.537.464.783,1,1,4,3,,2,,2,,,,,9,2,1,7,76,76,702.103.034.217.226
2731875,1,2,1,80,708.444.537.464.783,1,2,,,,2,,2,,2,,.,,,1,7,76,76,702.103.034.217.226
2731876,1,2,1,80,708.444.537.464.783,1,1,4,7,,2,,2,,,,,9,2,1,7,76,76,702.103.034.217.226
2731878,1,1,1,80,573.924.306.399.871,1,1,4,5,,3,,2,,,,,10,2,1,7,76,76,566.555.970.429.989
2731878,1,2,1,80,573.924.306.399.871,1,1,4,9,VIAJE,2,,2,,,,,9,2,1,7,76,76,566.555.970.429.989
2731879,1,3,1,80,944.286.064.456.949,1,2,,,,2,,2,,2,,.,,,1,7,76,76,951.673.930.503.829
2731879,1,4,1,80,944.286.064.456.949,1,2,,,,2,,2,,2,,.,,,1,7,76,76,951.673.930.503.829
2731881,1,1,1,80,696.867.703.161.574,1,1,4,5,,3,,2,,,,,10,2,1,7,76,76,693.779.987.394.056
2731884,1,3,1,80,6.431.505.791.623,1,2,,,,2,,2,,2,,.,,,1,7,76,76,642.159.971.278.662
2731885,1,2,1,80,828.791.916.267.268,1,1,1,8,,2,,2,,,,,1,2,1,7,76,76,824.644.540.748.551
2731885,1,3,1,80,828.791.916.267.268,1,2,,,,2,,2,,2,,.,,,1,7,76,76,824.644.540.748.551
2731886,1,3,1,80,884.232.703.251.544,1,2,,,,2,,2,,2,,.,,,1,7,76,76,88.780.282.488.064
2731887,1,1,1,80,763.497.957.964.785,1,1,4,5,,3,,2,,,,,10,2,1,7,76,76,764.701.477.809.987
2731887,1,2,1,80,763.497.957.964.785,1,1,3,5,,3,,2,,,,,10,2,1,7,76,76,764.701.477.809.987
2731887,1,3,1,80,763.497.957.964.785,1,2,,,,2,,2,,2,,.,,,1,7,76,76,764.701.477.809.987
2731887,1,4,1,80,763.497.957.964.785,1,2,,,,2,,2,,2,,.,,,1,7,76,76,764.701.477.809.987
2731888,1,2,1,80,573.924.306.399.871,1,2,,,,2,,2,,2,,.,,,1,7,76,76,566.555.970.429.989
2731891,1,2,1,80,976.877.468.118.247,1,2,,,,2,,2,,2,,.,,,1,7,70,70,977.354.213.310.905
2731892,1,1,1,80,880.977.927.217.106,1,1,3,5,,3,,2,,,,,10,2,1,7,70,70,870.239.880.329.509
2731892,1,2,1,80,880.977.927.217.106,1,2,,,,2,,2,,2,,.,,,1,7,70,70,870.239.880.329.509
2731894,1,4,1,80,658.453.555.579.336,1,2,,,,2,,2,,2,,.,,,1,7,70,70,650.664.375.366.443
2731895,1,2,1,80,10.639.444.007.231,1,1,1,8,,2,,1,200000,,,,1,2,1,7,70,70,104.904.960.499.579
2731895,1,4,1,80,10.639.444.007.231,1,2,,,,2,,2,,2,,.,,,1,7,70,70,104.904.960.499.579
2731895,1,5,1,80,10.639.444.007.231,1,2,,,,2,,2,,2,,.,,,1,7,70,70,104.904.960.499.579
2731900,1,2,1,80,896.392.180.974.854,1,2,,,,2,,2,,2,,.,,,1,7,70,70,899.983.416.114.027
2731901,1,3,1,80,936.848.399.349.157,1,2,,,,2,,2,,2,,.,,,1,7,70,70,936.801.255.029.535
2731902,1,1,1,80,920.778.865.624.287,1,1,4,3,,2,,2,,,,,9,2,1,7,70,70,923.893.838.461.122
2731903,1,2,1,80,100.091.960.755.875,1,2,,,,2,,2,,2,,.,,,1,7,70,70,100.234.436.334.543
2731905,1,1,1,80,103.194.013.185.064,1,1,4,4,,2,,2,,,,,4,2,1,7,70,70,102.192.881.518.715
2731907,1,1,1,80,112.733.143.607.105,1,1,4,5,,3,,2,,,,,10,2,1,7,52,52,105.043.839.017.909
2731908,1,1,1,80,107.915.251.341.511,1,1,4,3,,2,,2,,,,,9,2,1,7,52,52,106.648.755.505.397
2731910,1,2,1,80,188.194.362.092.593,1,1,4,3,,2,,2,,,,,9,2,1,7,52,52,191.734.017.815.694
2731910,1,3,1,80,188.194.362.092.593,1,2,,,,2,,2,,2,,.,,,1,7,52,52,191.734.017.815.694
2731912,1,4,1,80,176.253.051.998.312,1,2,,,,2,,2,,1,1,,2,,1,7,52,52,175.933.014.464.816
2731912,1,5,1,80,176.253.051.998.312,1,2,,,,2,,2,,2,,.,,,1,7,52,52,175.933.014.464.816
2731914,1,3,1,80,147.286.734.782.095,1,2,,,,2,,2,,2,,.,,,1,7,52,52,149.751.556.942.012
2731917,1,1,1,80,107.915.251.341.511,1,1,1,5,,3,,2,,,,,11,2,1,7,52,52,106.648.755.505.397
2731920,1,2,1,80,191.590.143.463.182,1,1,2,4,,2,,2,,,,,4,2,1,7,52,52,181.109.283.806.457
2731922,1,2,1,80,136.881.568.557.728,1,1,4,4,,2,,2,,,,,4,2,1,7,52,52,1.328.302.130.282
2731924,1,1,1,80,162.623.826.246.966,1,1,2,6,,2,,2,,,,,8,2,1,7,52,52,154.927.826.283.654
2731924,1,2,1,80,162.623.826.246.966,1,1,4,5,,3,,2,,,,,10,2,1,7,52,52,154.927.826.283.654
2731926,1,2,1,80,133.657.509.030.749,1,1,3,5,,3,,2,,,,,10,2,1,7,52,52,12.874.636.876.085
2731927,2,2,2,80,83.081.594.863.909,1,1,4,3,,2,,2,,,1,,4,1,1,7,52,52,849.156.939.388.076
2731927,2,3,2,80,83.081.594.863.909,1,2,,,,2,,2,,2,,.,,,1,7,52,52,849.156.939.388.076
2731927,2,4,2,80,83.081.594.863.909,1,2,,,,2,,2,,2,,.,,,1,7,52,52,849.156.939.388.076
2731928,1,1,1,80,107.915.251.341.511,1,1,2,5,,3,,2,,,,,4,2,1,7,52,52,106.648.755.505.397
2731929,1,3,1,80,806.541.705.716.973,1,2,,,,2,,2,,2,,.,,,1,7,52,52,806.384.723.523.908
2731929,1,4,1,80,806.541.705.716.973,1,1,4,3,,2,,2,,,,,9,2,1,7,52,52,806.384.723.523.908
2731930,1,2,1,80,200.909.331.868.786,1,1,1,8,,2,,2,,,,,9,2,1,7,52,52,197.197.276.207.261
2731931,1,3,1,80,126.550.606.788.557,1,2,,,,2,,2,,2,,.,,,1,7,52,52,122.594.340.236.917
2731933,1,1,1,80,131.045.224.417.846,1,1,4,4,,2,,2,,,,,11,2,1,7,5,5,131.382.604.042.194
2731933,1,3,1,80,131.045.224.417.846,1,1,4,4,,2,,2,,,4,,4,1,1,7,5,5,131.382.604.042.194
2731933,1,4,1,80,131.045.224.417.846,1,2,,,,2,,2,,2,,.,,,1,7,5,5,131.382.604.042.194
2731934,1,1,1,80,100.833.863.087.406,1,1,3,5,,3,,2,,,,,10,2,1,7,5,5,100.650.573.316.382
2731934,1,3,1,80,100.833.863.087.406,1,2,,,,2,,2,,2,,.,,,1,7,5,5,100.650.573.316.382
2731936,1,1,1,80,116.150.690.697.965,1,1,4,3,,2,,2,,,,,9,2,1,7,5,5,116.130.896.661.974
2731937,1,3,1,80,118.662.019.206.339,1,2,,,,2,,2,,2,,.,,,1,7,5,5,118.785.837.365.816
2731939,1,2,1,80,473.939.998.000.702,1,1,4,9,LOS HIJOS NO LA DEJAN TRABAJAR,2,,2,,,,,4,2,1,7,73,73,476.371.331.377.099
2731941,1,3,1,80,220.465.861.726.172,1,1,1,8,,2,,1,120000,,,,2,2,1,7,73,73,222.166.835.982.305
2731942,1,1,1,80,176.942.540.561.331,1,1,4,8,,2,,2,,,,,8,2,1,7,73,73,17.396.301.334.169
2731944,1,3,1,80,445.697.093.520.083,1,2,,,,2,,2,,2,,.,,,1,7,73,73,4.490.353.297.478
2731945,1,2,1,80,456.621.756.818.063,1,1,1,2,,2,,2,,,,,2,2,1,7,73,73,453.480.426.052.509
2731945,1,3,1,80,456.621.756.818.063,1,2,,,,2,,2,,2,,.,,,1,7,73,73,453.480.426.052.509
2731946,1,2,1,80,497.599.594.731.065,1,1,2,3,,2,,2,,,,,9,2,1,7,73,73,506.311.523.335.019
2731946,1,3,1,80,497.599.594.731.065,1,2,,,,2,,2,,2,,.,,,1,7,73,73,506.311.523.335.019
2731947,1,3,1,80,502.980.213.864.148,1,2,,,,2,,2,,1,2,,1,,1,7,73,73,502.987.394.868.139
2731950,1,1,1,80,209.484.695.597.281,1,1,3,4,,2,,2,,,,,4,2,1,7,73,73,208.488.864.731.863
2731950,1,2,1,80,209.484.695.597.281,1,2,,,,2,,2,,2,,.,,,1,7,73,73,208.488.864.731.863
2731954,1,2,1,80,38.517.749.394.405,1,1,1,8,,2,,2,,,,,9,2,1,7,73,73,387.272.056.091.293
2731954,1,4,1,80,38.517.749.394.405,1,2,,,,2,,2,,2,,.,,,1,7,73,73,387.272.056.091.293
2731955,1,1,1,80,353.885.081.122.662,1,1,4,4,,2,,2,,,,,8,2,1,7,73,73,34.792.602.668.338
2731955,1,2,1,80,353.885.081.122.662,1,1,4,4,,2,,2,,,,,8,2,1,7,73,73,34.792.602.668.338
2731956,1,2,1,80,439.307.305.320.652,1,2,,,,2,,2,,2,,.,,,1,7,73,73,441.389.138.553.875
2731956,1,3,1,80,439.307.305.320.652,1,2,,,,2,,2,,2,,.,,,1,7,73,73,441.389.138.553.875
2731960,1,1,1,80,473.785.313.044.564,1,1,4,5,,3,,2,,,,,8,2,1,7,73,73,472.289.579.068.883
2731960,1,2,1,80,473.785.313.044.564,1,2,,,,2,,2,,2,,.,,,1,7,73,73,472.289.579.068.883
2731963,1,1,1,80,143.444.599.178.458,1,1,4,8,,2,,2,,,,,8,2,1,7,73,73,141.684.956.105.325
2731965,1,2,1,80,236.549.601.285.582,1,1,1,8,,2,,2,,,,BUSCA TRABAJO SOLO EN TEMPORADA ALTA,12,2,1,7,73,73,235.547.405.963.154
2731966,1,1,1,80,176.942.540.561.331,1,1,3,4,,3,,2,,,,,4,2,1,7,73,73,17.396.301.334.169
2731966,1,2,1,80,176.942.540.561.331,1,1,4,7,,2,,2,,,,,8,2,1,7,73,73,17.396.301.334.169
2731968,1,1,1,80,176.942.540.561.331,1,1,4,5,,3,,2,,,4,,5,1,1,7,73,73,17.396.301.334.169
2731968,1,2,1,80,176.942.540.561.331,1,1,3,4,,2,,2,,,,,4,2,1,7,73,73,17.396.301.334.169
2731971,1,2,1,80,75.954.303.923.862,1,1,1,8,,2,,2,,,,,2,2,1,7,15,15,746.022.453.182.108
2731973,1,3,1,80,904.737.381.872.295,1,1,2,3,,2,,2,,,,,9,2,1,7,15,15,892.582.252.592.867
2731974,1,2,1,80,939.680.496.610.457,1,1,4,3,,2,,2,,,2,,4,1,1,7,15,15,949.418.027.998.159
2731974,1,4,1,80,939.680.496.610.457,1,2,,,,2,,2,,2,,.,,,1,7,15,15,949.418.027.998.159
2731975,1,3,1,80,113.172.269.015.075,1,2,,,,2,,2,,2,,.,,,1,7,15,15,114.091.126.972.473
2731976,1,5,1,80,108.468.791.214.386,1,2,,,,2,,2,,2,,.,,,1,7,15,15,107.095.867.404.986
2731977,1,2,1,80,114.088.778.077.105,1,2,,,,2,,2,,2,,.,,,1,7,15,15,11.464.794.871.316
2731977,1,3,1,80,114.088.778.077.105,1,2,,,,2,,2,,2,,.,,,1,7,15,15,11.464.794.871.316
2731978,1,1,1,80,113.172.269.015.075,1,1,4,1,,2,,2,,,3,,5,1,1,7,15,15,114.091.126.972.473
2731978,1,3,1,80,113.172.269.015.075,1,2,,,,2,,2,,2,,.,,,1,7,15,15,114.091.126.972.473
2731980,1,2,1,80,495.794.582.693.126,1,2,,,,2,,2,,2,,.,,,1,7,15,15,506.455.364.490.372
2731980,1,3,1,80,495.794.582.693.126,1,2,,,,2,,2,,2,,.,,,1,7,15,15,506.455.364.490.372
2731980,1,4,1,80,495.794.582.693.126,1,2,,,,2,,2,,2,,.,,,1,7,15,15,506.455.364.490.372
2731981,1,1,1,80,443.295.273.499.746,1,1,4,5,,3,,2,,,,,8,2,1,7,15,15,44.344.928.305.896
2731981,1,2,1,80,443.295.273.499.746,1,2,,,,2,,2,,2,,.,,,1,7,15,15,44.344.928.305.896
2731981,1,4,1,80,443.295.273.499.746,1,1,1,9,EMBARAZO,2,,2,,,,EMBARAZO,12,2,1,7,15,15,44.344.928.305.896
2731981,2,4,2,80,443.295.273.499.746,1,2,,,,2,,2,,2,,.,,,1,7,15,15,44.344.928.305.896
2731982,1,2,1,80,893.021.385.278.027,1,2,,,,2,,2,,2,,.,,,1,7,15,15,870.441.930.075.296
2731982,2,2,2,80,893.021.385.278.027,1,2,,,,2,,2,,2,,.,,,1,7,15,15,870.441.930.075.296
2731984,1,3,1,80,957.152.053.979.538,1,2,,,,2,,2,,2,,.,,,1,7,15,15,977.835.915.700.805
2731984,1,4,1,80,957.152.053.979.538,1,2,,,,2,,2,,2,,.,,,1,7,15,15,977.835.915.700.805
2731985,1,1,1,80,598.620.988.707.303,1,1,4,5,,3,,2,,,,,10,2,1,7,15,15,596.029.281.645.635
2731985,1,2,1,80,598.620.988.707.303,1,1,4,5,,3,,2,,,,,10,2,1,7,15,15,596.029.281.645.635
2731986,1,1,1,80,728.234.693.591.678,1,1,4,5,,3,,2,,,,,10,2,1,7,15,15,706.287.041.475.138
2731988,1,3,1,80,104.632.987.435.382,1,2,,,,2,,2,,2,,.,,,1,7,15,15,105.432.765.036.862
2731990,1,2,1,80,290.744.301.707.675,1,2,,,,2,,2,,2,,.,,,1,7,66,66,287.610.777.341.229
2731990,1,3,1,80,290.744.301.707.675,1,1,4,4,,2,,2,,,,,4,2,1,7,66,66,287.610.777.341.229
2731991,1,1,1,80,241.937.091.020.416,1,1,4,3,,2,,2,,,,,9,2,1,7,66,66,241.236.045.889.839
2731993,1,2,1,80,345.047.095.434.038,1,1,3,3,,2,,2,,,,,9,2,1,7,66,66,346.784.449.430.294
2731995,1,1,1,80,273.189.980.525.076,1,1,1,7,,2,,2,,,,,9,2,1,7,66,66,271.406.492.529.204
2731996,1,1,1,80,264.263.258.924.623,1,1,4,5,,3,,2,,,,,10,2,1,7,66,66,257.818.072.926.912
2731996,1,2,1,80,264.263.258.924.623,1,2,,,,2,,2,,2,,.,,,1,7,66,66,257.818.072.926.912
2731997,1,4,1,80,320.490.955.546.628,1,2,,,,2,,2,,2,,.,,,1,7,66,66,321.643.724.736.697
2731998,1,1,1,80,229.534.352.283.592,1,1,4,4,,2,,2,,,,,4,2,1,7,66,66,22.090.488.011.869
2731998,1,2,1,80,229.534.352.283.592,1,2,,,,2,,2,,2,,.,,,1,7,66,66,22.090.488.011.869
2731998,1,3,1,80,229.534.352.283.592,1,1,3,3,,2,,2,,,,,9,2,1,7,66,66,22.090.488.011.869
2732000,1,2,1,80,291.727.551.366.844,1,2,,,,2,,2,,2,,.,,,1,7,66,66,289.707.554.039.938
2732001,1,1,1,80,259.099.692.771.318,1,1,4,8,,2,,2,,,,,11,2,1,7,66,66,256.823.340.002.756
2732002,1,1,1,80,224.774.489.269.513,1,1,4,4,,2,,2,,,,,4,2,1,7,66,66,225.648.751.776.922
2732003,1,1,1,80,290.352.582.275.978,1,1,4,5,,3,,2,,,,,10,2,1,7,66,66,286.993.786.642.121
2732005,1,1,1,80,298.992.165.565.654,1,1,4,7,,2,,2,,,,,11,2,1,7,66,66,294.731.265.735.134
2732006,1,2,1,80,264.263.258.924.623,1,2,,,,2,,2,,1,4,,9,,1,7,66,66,257.818.072.926.912
2732007,1,2,1,80,296.619.620.470.946,1,2,,,,2,,2,,2,,.,,,1,7,66,66,295.905.094.794.732
2732008,1,3,1,80,294.518.572.425.441,1,2,,,,2,,2,,2,,.,,,1,7,66,66,291.876.116.023.692
2732008,1,4,1,80,294.518.572.425.441,1,2,,,,2,,2,,2,,.,,,1,7,66,66,291.876.116.023.692
2732009,1,1,1,80,298.878.882.889.532,1,1,4,4,,2,,2,,,,,4,2,1,7,66,66,301.255.295.189.568
2732012,1,1,1,80,259.099.692.771.318,1,1,4,5,,3,,2,,,,,11,2,1,7,66,66,256.823.340.002.756
2732013,1,2,1,80,312.942.414.111.097,1,2,,,,2,,2,,2,,.,,,1,7,66,66,313.113.047.371.772
2732014,1,1,1,80,284.088.826.233.337,1,1,3,5,,3,,2,,,,,11,2,1,7,66,66,284.494.172.017.053
2732016,1,1,1,80,259.099.692.771.318,1,2,,,,2,,2,,2,,.,,,1,7,66,66,256.823.340.002.756
2732023,1,2,1,80,131.672.165.158.447,1,2,,,,2,,2,,2,,.,,,1,7,23,23,129.975.807.782.845
2732024,1,2,1,80,134.667.355.849.858,1,1,1,9,LA MAMA NO QUERIA QUE TRABAJARA EN ESE SITIO,2,,1,150000,,,POR FALTA DE DOCUMENTOS,12,2,1,7,23,23,132.058.201.557.794
2732025,1,1,1,80,133.291.238.844.684,1,1,4,3,,2,,2,,,,,4,2,1,7,23,23,13.095.069.995.992
2732025,1,2,1,80,133.291.238.844.684,1,1,4,3,,2,,2,,,,,9,2,1,7,23,23,13.095.069.995.992
2732026,1,1,1,80,846.696.210.167.552,1,2,,,,2,,2,,2,,.,,,1,7,23,23,887.297.706.064.937
2732027,1,2,1,80,108.390.960.735.898,1,1,3,3,,2,,2,,,,,9,2,1,7,23,23,107.707.503.201.889
2732028,1,3,1,80,115.233.001.292.922,1,2,,,,2,,2,,2,,.,,,1,7,23,23,118.616.491.475.698
2732028,1,4,1,80,115.233.001.292.922,1,2,,,,2,,2,,2,,.,,,1,7,23,23,118.616.491.475.698
2732029,1,2,1,80,109.052.211.041.149,1,1,1,6,,2,,2,,,1,,4,1,1,7,23,23,114.146.597.481.212
2732032,1,3,1,80,116.388.465.710.803,1,2,,,,2,,2,,2,,.,,,1,7,23,23,113.399.239.601.971
2732034,1,1,1,80,128.050.324.487.564,1,2,,,,2,,2,,2,,.,,,1,7,23,23,126.182.333.441.393
2732035,1,1,1,80,761.347.804.962.944,1,2,,,,2,,2,,2,,.,,,1,7,18,18,754.462.845.506.403
2732035,1,2,1,80,761.347.804.962.944,1,2,,,,2,,2,,2,,.,,,1,7,18,18,754.462.845.506.403
2732036,1,3,1,80,614.704.300.275.523,1,2,,,,2,,2,,2,,.,,,1,7,18,18,612.791.591.704.012
2732036,1,4,1,80,614.704.300.275.523,1,1,4,3,,2,,2,,,,,9,2,1,7,18,18,612.791.591.704.012
2732037,1,2,1,80,594.231.834.282.228,1,1,2,7,,2,,2,,,,,9,2,1,7,18,18,603.034.963.629.824
2732037,1,3,1,80,594.231.834.282.228,1,2,,,,2,,2,,2,,.,,,1,7,18,18,603.034.963.629.824
2732038,1,3,1,80,780.810.562.042.997,1,2,,,,2,,2,,2,,.,,,1,7,18,18,777.555.517.359.396
2732038,1,4,1,80,780.810.562.042.997,1,2,,,,2,,2,,2,,.,,,1,7,18,18,777.555.517.359.396
