DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6083;P6083S1;P6081;P6081S1;P6080;P6080S1;P6070;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S10A1;P3147S11;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
6037256;1;2;1;10;2;1;10;1974;47;3;1;1;3;;6;;6;;;1;;1;1;;;;;1;;;;;1;;;1;1;76000;2;1;2;;5;11;2;;05;11;12;05;1238.1586259
6037256;1;3;1;10;3;1;10;1960;61;3;1;1;3;;6;;4;;;;;;1;;;1;;1;;;;;1;;;3;;;2;1;2;;5;11;2;;05;11;12;05;1238.1586259
6037256;1;4;1;10;4;1;4;1962;59;3;1;1;3;;6;;4;;;;;;1;;;;;1;;;;;1;;;3;;;1;1;2;;3;3;;;05;3;12;05;1238.1586259
6037257;1;1;1;10;1;1;3;1978;43;1;2;;2;;6;;4;;;;;;1;;;;;;;;;2;1;;;3;;;2;1;2;;3;5;;;05;5;12;05;1225.7209745
6037257;1;2;1;10;2;2;6;2000;21;3;2;;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;1;2;6;0;2;2;05;11;12;05;1225.7209745
6037257;1;3;1;10;3;1;1;2009;12;3;2;;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;1;1;4;0;;;05;5;12;05;1225.7209745
6037258;1;1;1;10;1;1;9;1970;51;1;2;;3;;6;;3;1;2;1;;;1;;;;;;;;;2;1;;;1;3;113566;2;1;2;;3;4;;;05;4;12;05;1432.1223282
6037258;1;2;1;10;2;2;10;1971;50;2;3;;3;;6;;3;1;1;1;;;;;;;;;;;;;1;;;1;5;;2;1;2;;5;11;2;;05;11;12;05;1432.1223282
6037258;1;3;1;10;3;1;11;2004;17;3;1;2;1;1;6;;6;;;;;;;;;;1;1;;;;;1;;;1;5;;2;1;1;1;4;8;;;05;8;12;05;1432.1223282
6037258;2;1;2;10;1;2;6;2001;20;1;3;;2;;6;;4;;;;;;;;;;;1;;;;2;1;;;3;;;2;1;1;2;6;1;2;2;05;12;12;05;1432.1223282
6037258;2;2;2;10;1;2;7;2020;1;3;1;1;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;;;;;;;;05;;12;05;1432.1223282
6037259;1;1;1;10;1;1;1;1976;45;1;2;;3;;6;;2;1;2;1;;;1;;;;;1;;;;2;1;;;1;5;;2;1;2;;6;5;4;;05;16;12;05;1155.4021972
6037259;1;2;1;10;2;2;3;1978;43;2;2;;3;;6;;2;1;1;;;;1;;;;;;;;;;1;;;1;1;48000;2;1;2;;6;3;3;;05;14;12;05;1155.4021972
6037259;1;3;1;10;3;2;10;2003;18;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;6;0;2;2;05;11;12;05;1155.4021972
6037263;1;1;1;10;1;2;5;1955;66;1;1;2;3;;6;;5;;;1;;;;;;;;1;;;;2;1;;;1;2;240000;2;1;2;;6;8;4;;05;19;12;05;1399.2280787
6037263;1;2;1;10;1;2;2;1938;83;5;3;;3;;6;;5;;;1;;;;;;;;1;;;;;1;;;1;5;;2;1;2;;3;5;;;05;5;12;05;1399.2280787
6037264;1;1;1;10;1;1;10;1965;56;1;2;;3;;6;;3;1;2;;;;;;;1;;;;;;2;1;;;1;3;113500;2;1;2;;6;3;3;;05;14;12;05;1142.6137173
6037264;1;2;1;10;2;2;5;1964;57;2;2;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;6;5;4;;05;16;12;05;1142.6137173
6037264;1;3;1;10;3;2;11;1992;29;3;1;2;1;1;6;;6;;;;;;1;;;;;;;;;;1;;;1;1;80000;2;1;1;1;6;5;3;;05;16;12;05;1142.6137173
6037264;1;4;1;10;4;1;11;1998;23;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;1;6;4;2;2;05;15;12;05;1142.6137173
6037265;1;1;1;10;1;1;8;1983;38;1;2;;2;;6;;2;1;2;1;;;;;;;;;;;;2;1;;;1;1;120000;2;1;2;;6;5;4;;05;16;12;05;1571.8626497
6037265;1;2;1;10;2;2;5;1973;48;2;2;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;1;100000;2;1;2;;6;5;4;;05;16;12;05;1571.8626497
6037265;1;3;1;10;2;2;10;2013;8;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;1;1;2;3;2;;;05;2;12;05;1571.8626497
6037266;1;1;1;10;1;1;5;1986;35;1;1;3;1;2;6;;6;;;;;;;;;;;;;;1;2;1;;;1;1;100000;2;1;2;;6;7;5;;05;18;12;05;1352.7304552
6037266;1;2;1;10;2;1;8;1961;60;5;3;;3;;6;;3;1;3;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;05;11;12;05;1352.7304552
6037266;1;3;1;10;3;2;4;1955;66;5;2;;3;;6;;3;1;2;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;05;11;12;05;1352.7304552
6037266;1;4;1;10;4;1;9;1989;32;5;1;3;1;2;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;70000;2;1;2;;6;5;4;;05;16;12;05;1352.7304552
6037266;1;5;1;10;5;1;12;1992;29;5;1;3;1;2;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;50000;2;1;2;;5;11;2;;05;11;12;05;1352.7304552
6037267;1;1;1;10;1;2;8;1996;25;1;3;;3;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;2;125000;2;1;1;1;6;4;2;2;05;15;12;05;1253.5627375
6037267;1;2;1;10;2;1;9;1989;32;2;2;;2;;6;;2;1;1;;;;1;;;;;;;;;;1;;;1;1;43000;2;1;2;;6;5;4;;05;16;12;05;1253.5627375
6037269;1;1;1;10;1;1;12;1971;50;1;2;;2;;6;;3;1;2;;;1;;;;;;;;;;2;1;;;1;3;113500;2;1;2;;4;8;;;05;8;12;05;1293.6238801
6037269;1;2;1;10;2;2;8;1961;60;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;2;72681;2;1;2;;6;3;3;;05;14;12;05;1293.6238801
6037269;1;3;1;10;3;2;3;1998;23;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;38000;2;1;1;2;6;4;2;2;05;15;12;05;1293.6238801
6037270;1;1;1;10;1;2;1;1983;38;1;2;;3;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;6;2;3;;05;13;12;05;1253.5627375
6037270;1;2;1;10;2;1;9;1983;38;2;2;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;05;11;12;05;1253.5627375
6037272;1;1;1;10;1;1;2;1947;74;1;3;;3;;6;;5;;;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;5;11;2;;05;11;12;05;1269.7689328
6037273;1;1;1;10;1;2;8;1946;75;1;3;;3;;6;;5;;;;;;;;;;;1;1;LAS RESTRICCIONES EL AISLAMIENTO SOCIAL;;2;1;;;1;5;;2;1;2;;5;11;2;;05;11;12;05;1261.0063958
6037273;1;2;1;10;2;2;5;1969;52;3;1;1;3;;6;;6;;;;;;;;;;;;1;LA VIRTUALIDAD Y EL AISLAMIENTO SOCIAL;;;1;;;1;1;86000;2;1;2;;6;7;5;;05;18;12;05;1261.0063958
6037274;1;1;1;10;1;2;1;1955;66;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;4;7;;;05;7;12;05;1296.0920571
6037274;1;2;1;10;1;1;5;1943;78;2;3;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;1;98;2;2;2;;1;0;;;05;0;12;05;1296.0920571
6037276;1;1;1;10;1;2;4;1998;23;1;2;;2;;6;;6;;;;;;;;;;;;;;1;2;1;;;1;1;36341;2;1;2;;6;3;3;;05;14;12;05;1248.4212897
6037277;1;1;1;10;1;2;2;1972;49;1;2;;2;;6;;4;;;;1;1;1;1;;;;1;;;;1;1;;;1;5;;1;1;2;;5;11;2;;05;11;12;05;1552.9831837
6037277;1;2;1;10;2;2;2;2010;11;3;1;1;2;;6;;6;;;;;;;;;;1;1;;;;;1;;;1;5;;2;1;1;2;4;0;;;05;5;12;05;1552.9831837
6037278;1;1;1;10;1;1;9;1976;45;1;2;;3;;6;;3;1;2;;;;;;;1;;1;;;;2;1;;;1;5;;2;1;2;;3;4;;;05;4;12;05;1113.822416
6037278;1;2;1;10;2;2;4;1975;46;2;2;;2;;6;;3;1;1;;;;;;;1;;1;;;;;1;;;1;5;;2;1;2;;6;2;3;;05;13;12;05;1113.822416
6037278;1;3;1;10;3;1;4;2000;21;3;1;2;1;1;6;;6;;;;;;;;;1;1;1;;;;;1;;;1;4;;2;1;2;;6;2;2;2;05;13;12;05;1113.822416
6037278;1;4;1;10;4;2;12;2001;19;3;1;2;1;1;6;;6;;;;;;;;;;1;1;;;;;1;;;1;1;36000;2;1;1;2;6;2;3;;05;13;12;05;1113.822416
6037279;1;1;1;10;1;1;5;1959;62;1;2;;2;;6;;4;;;1;;1;1;;;;;1;;;;2;1;;;1;1;36341;2;1;2;;3;3;;;05;3;12;05;1269.7689328
6037280;1;1;1;10;1;2;3;1982;39;1;1;4;2;;6;;3;1;2;;;;1;;;;;1;;;;2;1;;;1;1;90000;2;1;2;;6;5;4;;05;16;12;05;1598.185774
6037280;1;2;1;10;2;1;12;1978;42;2;2;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;1;52000;2;1;2;;6;7;4;;05;18;12;05;1598.185774
6037280;1;3;1;10;3;2;6;2014;7;3;1;1;1;2;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;1;1;1;3;0;;;05;0;12;05;1598.185774
6037280;1;4;1;10;4;2;1;1957;64;5;2;;3;;6;;4;;;;;;;;;;;1;;;;;1;;;1;5;;2;1;2;;4;6;;;05;6;12;05;1598.185774
6037281;1;1;1;10;1;1;1;2000;21;1;2;;3;;6;;1;1;2;;1;1;1;1;;1;;1;;;;2;1;;;1;1;36341;1;1;2;;5;11;2;;05;11;12;05;1108.6809682
6037281;1;2;1;10;2;2;2;2000;21;2;2;;2;;6;;1;1;1;;;1;1;;;;;1;;;;;1;;;1;1;40000;2;1;2;;5;11;2;;05;11;12;05;1108.6809682
6037281;1;3;1;10;3;2;6;1998;23;5;2;;3;;6;;6;;;;;1;1;;;;;1;;;;;1;;;1;1;36341;1;1;1;1;6;2;2;2;05;13;12;05;1108.6809682
6037282;1;1;1;10;1;1;5;1962;59;1;2;;3;;6;;2;1;2;;;1;1;;;;;1;;;;2;1;;;1;1;36341;1;1;2;;5;11;2;;05;11;12;05;1135.170059
6037282;1;2;1;10;2;2;3;1973;48;2;2;;3;;6;;2;1;1;;;1;;;;;;1;;;;;2;1;10;;;;1;1;2;;3;2;;;05;2;12;05;1135.170059
6037282;1;3;1;10;2;1;8;1994;27;3;1;2;1;1;6;;6;;;;;;;;;;;1;;;;;2;1;10;;;;1;2;2;;1;0;;;05;0;12;05;1135.170059
6037282;1;4;1;10;4;1;9;2001;20;3;1;2;1;1;6;;6;;;;;;;;;;;1;;;;;2;1;10;;;;2;1;2;;5;11;2;;05;11;12;05;1135.170059
6037283;1;1;1;10;1;1;10;1988;33;1;2;;2;;6;;3;1;2;;;;1;;;;;;;;;2;1;;;1;3;113000;2;1;2;;5;11;2;;05;11;12;05;1253.5627375
6037283;1;2;1;10;2;2;12;1992;29;2;2;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;1;40000;2;1;2;;6;3;3;;05;14;12;05;1253.5627375
6037284;1;1;1;10;1;1;3;1978;43;1;2;;2;;6;;6;;;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;5;11;2;;05;11;12;05;1365.4612961
6037285;1;1;1;10;1;1;1;1974;47;1;2;;2;;6;;3;1;2;;;;1;;;;;1;;;;2;1;;;1;1;56000;2;1;2;;6;2;3;;05;13;12;05;1471.3773889
6037285;1;2;1;10;2;2;2;1980;41;2;2;;2;;6;;3;1;1;;;1;1;;;;;1;1;LAS JORNADAS TAN EXTENSAS DE TELETRABAJO;;;1;;;1;1;200000;2;1;2;;6;6;5;;05;17;12;05;1471.3773889
6037285;1;3;1;10;2;1;7;2011;10;3;1;2;1;1;6;;6;;;;;;;;;;1;1;;;;;1;;;1;5;;1;1;1;2;3;3;;;05;3;12;05;1471.3773889
6037286;1;1;1;10;1;1;2;1982;39;1;2;;3;;6;;3;1;2;;;;1;;;;;;;;;2;1;;;1;3;113000;2;1;2;;6;5;4;;05;16;12;05;1571.8626497
6037286;1;2;1;10;2;2;9;1980;41;2;2;;3;;6;;3;1;1;;;;1;;;;;;;;;;1;;;1;5;;2;1;2;;6;5;4;;05;16;12;05;1571.8626497
6037286;1;3;1;10;1;2;2;2012;9;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;1;1;2;3;3;;;05;3;12;05;1571.8626497
6037287;1;1;1;10;1;2;12;1984;37;1;2;;3;;6;;3;1;2;;;;1;;;;;;;;;2;1;;;1;1;160000;2;1;2;;6;7;5;;05;18;12;05;1157.8703742
6037287;1;2;1;10;2;1;6;1957;64;2;2;;2;;6;;3;1;1;;;;1;;;;;;;;;;1;;;1;2;120000;2;1;2;;6;2;3;;05;13;12;05;1157.8703742
6037288;1;1;1;10;1;1;12;1984;36;1;2;;2;;6;;2;1;2;;;;1;;;;;;;;;2;1;;;1;5;;2;1;2;;6;7;5;;05;18;12;05;1571.8626497
6037288;1;2;1;10;2;2;4;1985;36;2;2;;2;;6;;2;1;1;;;;1;;;;;;;;;;1;;;1;3;113000;2;1;2;;6;6;5;;05;17;12;05;1571.8626497
6037288;1;3;1;10;3;2;4;2011;10;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;2;3;3;;;05;3;12;05;1571.8626497
6037289;1;1;1;10;1;2;10;1955;66;1;3;;3;;6;;4;;;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;3;5;;;05;5;12;05;1274.7444141
6037289;1;2;1;10;2;2;3;2000;21;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;4;;2;1;2;;6;2;3;;05;13;12;05;1274.7444141
6037290;1;1;1;10;1;1;11;1977;44;1;2;;3;;6;;3;1;2;1;;;;;;;;;;;;2;1;;;1;1;44000;2;1;2;;5;11;2;;05;11;12;05;1253.5627375
6037290;1;2;1;10;2;2;11;1988;33;2;2;;3;;6;;3;1;1;1;;;;;;;;;;;;;1;;;1;1;120000;2;1;2;;6;3;3;;05;14;12;05;1253.5627375
6037291;1;1;1;10;1;2;11;1958;63;1;3;;3;;6;;6;;;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;5;11;2;;05;11;12;05;1372.9049543
6037292;1;1;1;10;1;2;9;1964;57;1;3;;3;;6;;6;;;;;1;1;;;;;1;;;;1;1;;;1;3;103515;2;1;2;;5;11;2;;05;11;12;05;1331.3251731
6037292;1;2;1;10;2;1;2;2005;16;3;1;1;2;;6;;6;;;;;;1;;;;1;1;1;VIRTUALIDAD;;;1;;;1;5;;2;1;1;1;5;10;1;;05;10;12;05;1331.3251731
6037293;1;1;1;10;1;1;9;1980;41;1;2;;2;;6;;2;1;2;;;1;1;;;;;1;;;;2;1;;;1;9;;2;1;2;;6;5;4;;05;16;12;05;1571.8626497
6037293;1;2;1;10;2;2;5;1994;27;2;2;;2;;6;;2;1;1;;;;;;;;;1;;;;;1;;;1;9;;2;1;2;;6;3;3;;05;14;12;05;1571.8626497
6037293;1;3;1;10;2;2;4;2017;4;3;1;2;2;;6;;;;;;;;;;;;;;;;;;1;;;1;9;;2;2;1;1;2;0;;;05;0;12;05;1571.8626497
6037294;1;1;1;10;2;2;7;1989;32;1;2;;2;;6;;2;1;2;;;1;1;;;1;;;;;;2;1;;;1;1;200000;2;1;2;;6;6;5;;05;17;12;05;1253.5627375
6037294;1;2;1;10;2;1;4;1995;26;2;2;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;1;69600;2;1;1;2;6;4;2;2;05;15;12;05;1253.5627375
6037296;1;1;1;10;1;2;5;1989;32;1;2;;2;;6;;2;1;2;1;;1;1;;;;;1;;;;2;1;;;1;1;124000;2;1;2;;6;5;4;;05;16;12;05;2007.4919525
6037296;1;2;1;10;2;1;10;1986;35;2;2;;2;;6;;2;1;1;1;;;1;;;1;;1;;;;;1;;;1;1;35126;2;1;2;;6;5;4;;05;16;12;05;2007.4919525
6037296;1;3;1;10;1;1;8;2010;11;3;1;1;1;2;6;;6;;;1;;;;;;;;;1;ENCIERRO;;;1;;;1;5;;2;1;1;1;3;4;;;05;4;12;05;2007.4919525
6037296;1;4;1;10;1;1;12;2018;3;3;1;1;1;2;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;2;;1;0;;;05;0;12;05;2007.4919525
6037296;1;5;1;10;1;2;7;2020;1;3;1;1;1;2;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;05;;12;05;2007.4919525
6037297;1;1;1;10;1;2;7;1936;85;1;3;;3;;6;;6;;;;;;;;;;;;1;EL AISLAMIENTO SOCIAL;;1;1;;;1;2;72682;2;1;2;;3;5;;;05;5;12;05;1372.9049543
6037298;1;1;1;10;1;2;1;1965;56;1;3;;3;;6;;4;;;1;;;;;;;;;;;;2;1;;;1;1;128000;2;1;2;;6;5;4;;05;16;12;05;1391.7844204
6037298;1;2;1;10;2;1;3;1993;28;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;180000;2;1;2;;6;8;5;;05;19;12;05;1391.7844204
6037301;1;1;1;10;1;2;3;1953;68;1;3;;3;;6;;4;;;;;;;;;;;1;;;;2;1;;;1;5;;2;1;2;;3;5;;;05;5;12;05;1086.0329583
6037301;1;2;1;10;2;1;7;1963;58;3;1;1;2;;6;;6;;;1;;;;;;;;;;;;;1;;;1;1;72000;2;1;2;;5;11;2;;05;11;12;05;1086.0329583
6037301;1;3;1;10;3;2;3;2000;21;4;2;;1;2;6;;6;;;1;;;;;;;1;1;;;;;1;;;1;5;;2;1;1;2;6;4;3;;05;15;12;05;1086.0329583
6037301;1;4;1;10;4;2;10;1980;41;3;1;1;2;;6;;6;;;;;;;;;;;1;;;;;1;;;1;1;160000;2;1;2;;6;7;5;;05;18;12;05;1086.0329583
6037302;1;1;1;10;3;2;5;1964;57;1;3;;3;;6;;5;;;1;;;1;;;;;1;;;;2;1;;;1;5;;2;1;2;;4;7;;;05;7;12;05;1316.0685162
6037302;1;2;1;10;2;1;1;2001;20;3;1;1;3;;6;;6;;;;;;;;;;;1;;;;;1;;;1;3;113566;2;1;2;;6;2;2;2;05;13;12;05;1316.0685162
6037302;1;3;1;10;3;2;5;1951;70;5;3;;3;;6;;6;;;1;;;;;;;;1;;;;;1;;;1;2;72682;2;1;2;;4;8;;;05;8;12;05;1316.0685162
6037302;1;4;1;10;4;1;4;2002;19;9;2;;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;4;9;;;05;9;12;05;1316.0685162
6037303;1;1;1;10;1;2;4;1966;55;1;2;;2;;6;;4;;;;1;1;;;;;;1;;;;1;1;;;1;5;;2;1;2;;5;11;2;;05;11;12;05;1391.7844204
6037303;1;2;1;10;2;1;3;1993;28;3;1;1;2;;6;;6;;;;;;;;;;;1;;;;;1;;;1;1;36341;2;1;2;;5;11;2;;05;11;12;05;1391.7844204
6037304;1;1;1;10;1;2;8;1945;76;1;3;;3;;6;;5;;;;;;;;;;;1;;;;2;1;;;1;2;72682;2;1;2;;5;11;2;;05;11;12;05;1372.9049543
6037305;1;1;1;10;1;2;7;1945;76;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;2;72682;2;1;2;;4;9;;;05;9;12;05;1091.9764897
6037305;1;2;1;10;2;1;2;1948;73;2;3;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;2;72682;2;1;2;;5;11;2;;05;11;12;05;1091.9764897
6037305;1;3;1;10;3;1;1;1947;74;5;3;;3;;6;;6;;;;;;;;;;;;;;1;;1;;;1;2;72682;2;1;2;;3;5;;;05;5;12;05;1091.9764897
6037305;1;4;1;10;4;1;4;1955;66;5;3;;3;;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;48000;2;1;2;;4;7;;;05;7;12;05;1091.9764897
6037305;1;5;1;10;5;1;6;1957;64;5;3;;3;;6;;6;;;;;;;;;;;;;;1;;1;;;1;3;113565;2;1;2;;5;11;2;;05;11;12;05;1091.9764897
6037305;1;6;1;10;6;2;12;1963;57;5;3;;2;;6;;5;;;;;;;;;;;;;;1;;1;;;1;3;113565;2;1;2;;5;11;2;;05;11;12;05;1091.9764897
6037306;1;1;1;10;2;2;12;1940;80;1;3;;3;;6;;5;;;;;;;;;;;;;;1;2;1;;;1;2;72682;2;1;2;;3;5;;;05;5;12;05;1399.2280787
6037306;1;2;1;10;2;2;5;1952;69;5;3;;3;;6;;6;;;;;;;;;;;1;;;;;1;;;3;;;2;1;2;;3;2;;;05;2;12;05;1399.2280787
6037308;1;1;1;10;1;1;8;1994;27;1;2;;2;;6;;3;1;2;;;1;;;;;;1;;;;2;1;;;1;1;36345;2;1;2;;5;11;2;;05;11;12;05;1267.3007558
6037308;1;2;1;10;2;2;4;1997;24;2;2;;2;;6;;3;1;1;;;1;;;;;1;1;;;;;1;;;1;5;;2;1;1;1;6;3;2;2;05;14;12;05;1267.3007558
6037309;1;1;1;10;1;2;3;1968;53;1;2;;2;;6;;4;;;;;;;;;;;1;1;EL AISLAMIENTO SOCIAL;;2;1;;;1;1;36341;2;1;2;;6;3;3;;05;14;12;05;1141.6641789
6037309;1;2;1;10;2;2;1;1991;30;3;1;1;2;;6;;6;;;1;;;;;;;;1;1;EL AISLAMIENTO SOCIAL;;;1;;;1;1;40000;2;1;2;;6;5;4;;05;16;12;05;1141.6641789
6037309;1;3;1;10;3;1;7;1969;52;5;2;;2;;6;;4;;;;;;;;;;;;1;EL AISLAMIENTO SOCIAL;;;1;;;2;2;308000;2;1;2;;6;2;3;;05;13;12;05;1141.6641789
6037310;1;1;1;10;1;1;1;1966;55;1;3;;3;;6;;3;1;2;;;;1;;;;;1;;;;2;1;;;3;;;2;1;2;;3;5;;;05;5;12;05;1135.170059
6037310;1;2;1;10;2;2;9;1967;54;2;3;;3;;6;;3;1;1;;;;;;;;;1;;;;;1;;;3;;;2;1;2;;4;6;;;05;6;12;05;1135.170059
6037310;1;3;1;10;3;1;6;1989;32;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;5;11;2;;05;11;12;05;1135.170059
6037310;1;4;1;10;4;1;1;1998;23;3;1;2;1;1;6;;6;;;;;;;;;;;1;;;;;1;;;3;;;2;1;2;;5;11;2;;05;11;12;05;1135.170059
6037311;1;1;1;10;1;1;12;1988;32;1;2;;2;;6;;3;1;2;1;1;1;;;;;;;;;;1;1;;;3;;;2;1;2;;5;11;2;;05;11;12;05;1253.5627375
6037311;1;2;1;10;2;2;7;1993;28;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;6;2;3;;05;13;12;05;1253.5627375
6037312;1;1;1;10;1;2;6;1992;29;1;2;;2;;6;;6;;;;;;;;;1;;;;;;2;1;;;1;3;113566;2;1;2;;6;2;3;;05;13;12;05;1234.6832715
6037313;1;1;1;10;1;2;2;2001;20;1;3;;2;;6;;6;;;;;;1;;;;;1;1;EL AISLAMIENTO SOCIAL;;2;1;;;3;;;2;1;2;;5;11;2;;05;11;12;05;1566.7212019
6037313;1;2;1;10;1;2;11;2019;2;3;1;1;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;;;;;;;;05;;12;05;1566.7212019
6037315;1;1;1;10;1;1;5;1958;63;1;2;;3;;6;;3;1;2;;;;;;;;;;;;1;1;1;;;1;2;80000;2;1;2;;5;11;2;;05;11;12;05;1529.1284293
6037315;1;2;1;10;2;2;6;1966;55;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;4;7;;;05;7;12;05;1529.1284293
6037315;1;3;1;10;3;1;8;1990;31;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;48000;2;1;2;;6;2;3;;05;13;12;05;1529.1284293
6037315;1;4;1;10;4;2;6;1984;37;3;1;2;1;1;6;;6;;;;;1;1;;;;;;;;;;1;;;1;1;44000;2;1;2;;5;11;2;;05;11;12;05;1529.1284293
6037315;1;5;1;10;5;2;11;2001;20;4;1;4;3;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;1;1;6;0;2;2;05;11;12;05;1529.1284293
6037315;1;6;1;10;6;1;2;2014;7;4;1;4;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;1;1;1;3;2;;;05;2;12;05;1529.1284293
6037315;1;7;1;10;7;2;8;1995;26;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;48000;2;1;2;;6;2;3;;05;13;12;05;1529.1284293
6037315;1;8;1;10;7;2;6;2017;4;4;1;7;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;2;;1;0;;;05;0;12;05;1529.1284293
6037316;1;1;1;10;2;2;3;1973;48;1;2;;3;;6;;2;1;2;1;;;;;;;;;;;;2;1;;;1;1;48000;2;1;2;;6;3;3;;05;14;12;05;1088.706229
6037316;1;2;1;10;2;1;2;1975;46;2;3;;3;;6;;2;1;1;;;;1;;;;;;;;;;1;;;1;1;36341;2;1;2;;6;2;3;;05;13;12;05;1088.706229
6037316;1;3;1;10;3;2;2;1996;25;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;6;4;2;2;05;15;12;05;1088.706229
6037316;1;4;1;10;4;2;9;2000;21;3;1;1;1;2;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;1;6;3;3;;05;14;12;05;1088.706229
6037316;1;5;1;10;3;1;6;1994;27;5;3;;3;;6;;6;;;;;;1;;;;;;;;;;1;;;3;;;2;1;1;1;6;4;2;2;05;15;12;05;1088.706229
6037316;1;6;1;10;6;2;3;1941;80;5;3;;3;;5;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;2;;;05;2;12;05;1088.706229
6037317;1;1;1;10;1;1;3;1978;43;1;2;;3;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;1;80000;2;1;2;;5;11;2;;05;11;12;05;1057.2416569
6037317;1;2;1;10;2;2;11;1981;40;2;2;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;05;11;12;05;1057.2416569
6037317;1;3;1;10;3;2;7;1999;22;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;38000;2;1;2;;6;2;3;;05;13;12;05;1057.2416569
6037317;1;4;1;10;4;2;2;2004;17;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;05;11;12;05;1057.2416569
6037318;1;1;1;10;1;2;3;1982;39;1;2;;2;;6;;4;;;;;;1;;;;;;;;;1;1;;;3;;;2;1;2;;6;3;3;;05;14;12;05;1452.4979229
6037318;1;2;1;10;2;1;7;2017;4;3;1;1;2;;6;;;;;;;;;;;;;;;;;;1;;;2;5;;2;2;1;1;2;0;;;05;0;12;05;1452.4979229
