DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6083;P6083S1;P6081;P6081S1;P6080;P6080S1;P6070;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S10A1;P3147S11;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
6049380;1;5;1;10;5;1;1;2003;18;3;1;1;1;2;6;;6;;;;;;;;;;;1;1;NO HA PODIDO ESTUDIAR EDUCACION SUPERIOR;;;1;;;3;;;2;1;2;;5;11;2;;50;11;12;50;334.77845672
6049380;1;6;1;10;6;1;11;2006;15;3;1;1;1;2;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;4;8;;;50;8;12;50;334.77845672
6049381;1;1;1;10;1;2;11;1978;43;1;3;;2;;6;;2;1;2;;;;;;;;;;;;1;1;1;;;3;;;2;1;2;;4;6;;;50;6;12;50;349.43501185
6049381;1;2;1;10;2;1;9;1974;47;2;2;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;4;8;;;50;8;12;50;349.43501185
6049381;1;3;1;10;3;2;2;1999;22;3;1;1;1;2;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;6;5;4;;50;16;12;50;349.43501185
6049381;1;4;1;10;4;1;7;2005;16;3;1;1;1;2;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;1;1;5;10;1;;50;10;12;50;349.43501185
6049382;1;1;1;10;1;1;8;1998;23;1;2;;2;;6;;1;1;2;;;1;;1;;;;;;;;1;2;2;;;;;2;1;2;;3;5;;;50;5;12;50;366.73820448
6049382;1;2;1;10;1;2;9;1990;31;2;2;;2;;6;;1;1;1;;;;;;;;;;;;1;;2;2;;;;;2;1;2;;5;11;2;;50;11;12;50;366.73820448
6049382;1;3;1;10;1;1;3;2012;9;3;1;2;2;;6;;;;;;;;;;;;;;;;;;2;2;;;;;2;1;1;1;3;3;;;50;3;12;50;366.73820448
6049383;1;1;1;10;1;2;5;1971;50;1;2;;3;;6;;6;;;;;;;;;;;;;;1;1;1;;;1;1;74000;2;1;2;;6;5;4;;50;16;12;50;356.66541772
6049383;1;2;1;10;2;1;2;2007;14;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;2;4;8;;;50;8;12;50;356.66541772
6049383;1;3;1;10;3;2;9;1968;53;5;2;;3;;6;;5;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;50;11;12;50;356.66541772
6049384;1;1;1;10;1;2;1;1960;61;1;3;;3;;6;;5;;;1;;;1;;;;;;;;;2;1;;;3;;;2;1;2;;3;2;;;50;2;12;50;208.74769367
6049384;1;2;1;10;1;1;9;2012;9;4;2;;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;1;1;1;3;2;;;50;2;12;50;208.74769367
6049385;1;1;1;10;1;2;10;1977;44;1;3;;3;;6;;4;;;;;;1;;;;;;;;;2;1;;;3;;;2;1;2;;5;11;2;;50;11;12;50;202.92225676
6049385;1;2;1;10;2;2;3;2000;21;3;1;1;2;;6;;6;;;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;50;11;12;50;202.92225676
6049385;1;3;1;10;3;2;2;2002;19;3;1;1;2;;6;;6;;;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;50;11;12;50;202.92225676
6049385;1;4;1;10;3;1;11;2020;1;4;1;3;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;;;;;;;;50;;12;50;202.92225676
6049386;1;1;1;10;1;1;3;1974;47;1;2;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;1;38000;2;1;2;;5;11;2;;50;11;12;50;314.64780249
6049386;1;2;1;10;2;2;10;1984;37;2;3;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;50;11;12;50;314.64780249
6049386;1;3;1;10;2;2;12;2008;13;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;6;;;50;6;12;50;314.64780249
6049386;1;4;1;10;2;2;6;2014;7;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;1;1;1;3;1;;;50;1;12;50;314.64780249
6049387;1;1;1;10;1;2;12;1973;48;1;2;;3;;6;;3;1;2;;;;1;;;;;;;;;2;1;;;3;;;2;1;2;;3;5;;;50;5;12;50;365.43729015
6049387;1;2;1;10;2;1;2;1964;57;2;2;;3;;6;;3;1;1;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;4;9;;;50;9;12;50;365.43729015
6049387;1;3;1;10;1;1;8;2007;14;3;2;;1;2;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;2;;4;7;;;50;7;12;50;365.43729015
6049387;1;4;1;10;4;1;9;1992;29;3;1;1;1;2;6;;4;;;;;;1;;;;;;;;;;1;;;1;1;44000;2;1;2;;5;11;2;;50;11;12;50;365.43729015
6049387;1;5;1;10;5;2;9;1998;23;3;1;1;1;2;6;;4;;;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;5;10;1;;50;10;12;50;365.43729015
6049387;1;6;1;10;5;1;5;2013;8;4;1;5;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;1;2;;3;2;;;50;2;12;50;365.43729015
6049387;1;7;1;10;5;1;8;2017;4;4;1;5;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;2;1;1;2;0;;;50;0;12;50;365.43729015
6049388;1;1;1;10;1;2;5;1952;69;1;3;;3;;6;;4;;;1;;;;;;;;;;;;2;1;;;1;2;76000;2;1;2;;5;11;2;;50;11;12;50;192.33885089
6049389;1;1;1;10;1;2;7;1956;65;1;3;;3;;6;;2;1;2;;;;1;;;;;;;;;2;1;;;3;;;2;1;2;;3;2;;;50;2;12;50;158.87164772
6049389;1;2;1;10;2;1;10;1962;59;2;3;;3;;6;;2;1;1;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;3;2;;;50;2;12;50;158.87164772
6049389;1;3;1;10;3;2;2;1991;30;3;1;1;1;2;6;;6;;;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;50;11;12;50;158.87164772
6049389;1;4;1;10;3;1;12;2011;9;4;1;3;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;1;1;1;3;4;;;50;4;12;50;158.87164772
6049389;1;5;1;10;3;2;3;2017;4;4;1;3;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;2;1;1;2;1;;;50;0;12;50;158.87164772
6049389;1;6;1;10;6;2;12;2001;20;3;2;;3;;6;;6;;;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;50;11;12;50;158.87164772
6049389;1;7;1;10;6;2;1;2020;1;4;1;6;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;;;;;;;;50;;12;50;158.87164772
6049390;1;1;1;10;1;1;12;1998;23;1;2;;2;;6;;1;1;2;;;;;;;;;;;;1;2;1;;;1;1;37000;2;1;2;;5;11;2;;50;11;12;50;300.91131419
6049390;1;2;1;10;2;2;11;2004;17;2;2;;2;;6;;1;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;4;8;;;50;8;12;50;300.91131419
6049390;1;3;1;10;2;1;9;2018;3;3;1;2;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;2;;1;0;;;50;0;12;50;300.91131419
6049391;1;1;1;10;1;1;2;1969;52;1;2;;3;;6;;3;1;2;;;;1;;;;;;;;;2;1;;;2;5;;2;1;2;;5;11;2;;50;11;12;50;304.6007327
6049391;1;2;1;10;2;2;9;1971;50;2;3;;2;;5;;3;1;1;;;;1;;;;;;;;;;1;;;2;5;;2;1;2;;5;11;2;;50;11;12;50;304.6007327
6049391;1;3;1;10;3;2;2;2002;19;3;1;2;1;1;6;;6;;;;;;1;1;1;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;50;11;12;50;304.6007327
6049392;1;1;1;10;1;2;7;1979;42;1;2;;3;;6;;2;2;;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;6;2;3;;50;13;12;50;246.00424827
6049392;1;2;1;10;2;2;6;2005;16;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;50;11;12;50;246.00424827
6049393;1;1;1;10;1;2;1;1969;52;1;2;;3;;6;;2;1;2;;;;;;;;;1;;;;2;1;;;1;3;113000;2;1;2;;6;3;3;;50;14;12;50;288.67967531
6049393;1;2;1;10;2;1;2;1964;57;2;3;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;3;480000;2;1;2;;6;5;4;;50;16;12;50;288.67967531
6049394;1;1;1;10;1;2;6;1969;52;1;3;;3;;6;;4;;;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;5;11;2;;50;11;12;50;304.6007327
6049394;1;2;1;10;2;2;5;2001;20;3;1;1;1;3;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;38000;2;1;2;;5;11;2;;50;11;12;50;304.6007327
6049394;1;3;1;10;1;1;6;1969;52;9;3;;3;;6;;4;;;;;;;;;;;;;;1;;1;;;1;1;42000;2;1;2;;5;11;2;;50;11;12;50;304.6007327
6049395;1;1;1;10;1;1;7;1955;66;1;3;;3;;6;;2;1;2;1;1;1;1;;;;;;;;;1;1;;;3;;;2;1;2;;3;5;;;50;5;12;50;288.67967531
6049395;1;2;1;10;2;2;9;1973;48;2;2;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;5;;;50;5;12;50;288.67967531
6049396;1;1;1;10;1;1;10;1949;72;1;3;;3;;6;;4;;;;;;;;;;;;;;1;2;1;;;2;2;60000;2;1;2;;6;7;4;;50;18;12;50;340.94010372
6049396;1;2;1;10;2;1;8;1987;34;3;2;;1;1;6;;4;;;;;;1;;;;;;;;;;1;;;1;1;36300;2;1;2;;6;2;3;;50;13;12;50;340.94010372
6049397;1;1;1;10;1;1;11;1948;73;1;2;;3;;6;;4;;;;;;;;;;;;;;1;2;1;;;1;3;100000;2;1;2;;5;11;2;;50;11;12;50;343.58674122
6049397;1;2;1;10;1;1;5;2009;12;3;2;;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;6;;;50;6;12;50;343.58674122
6049397;1;3;1;10;1;1;1;2016;5;3;2;;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;1;1;3;0;;;50;0;12;50;343.58674122
6049398;1;1;1;10;1;2;9;1976;45;1;2;;2;;6;;5;;;;;;1;;;;;;;;;1;1;;;3;;;2;1;2;;4;9;;;50;9;12;50;305.49508256
6049399;1;1;1;10;1;1;9;1999;22;1;2;;2;;6;;2;1;2;;;;1;;;;;;;;;2;1;;;3;;;2;1;2;;4;6;;;50;6;12;50;300.91131419
6049399;1;2;1;10;2;2;5;2003;18;2;2;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;4;6;;;50;6;12;50;300.91131419
6049399;1;3;1;10;2;1;5;2020;1;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;;;;;;;;50;;12;50;300.91131419
6049400;1;1;1;10;1;1;2;1961;60;1;2;;2;;6;;3;1;2;;;1;1;1;;;;;;;;2;1;;;3;;;2;1;2;;5;11;2;;50;11;12;50;220.35772279
6049400;1;2;1;10;2;2;3;1966;55;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;50;11;12;50;220.35772279
6049400;1;3;1;10;2;1;11;2009;12;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;4;6;;;50;6;12;50;220.35772279
6049401;1;1;1;10;1;2;4;1993;28;1;2;;1;5;6;;2;1;2;;;;;;;;;;;;1;1;1;;;1;1;38000;2;1;2;;6;2;3;;50;13;12;50;367.37029931
6049401;1;2;1;10;2;1;1;1992;29;2;3;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;1;38000;2;1;2;;6;2;3;;50;13;12;50;367.37029931
6049401;1;3;1;10;3;2;7;2011;10;3;1;1;1;2;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;1;3;4;;;50;4;12;50;367.37029931
6049401;1;4;1;10;1;2;12;2016;5;3;1;1;1;2;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;1;1;2;0;;;50;0;12;50;367.37029931
6049401;1;5;1;10;5;1;8;1951;70;5;3;;3;;6;;4;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;3;2;;;50;2;12;50;367.37029931
6049402;1;1;1;10;1;1;8;1978;43;1;2;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;1;36300;2;1;2;;5;11;2;;50;11;12;50;445.4329502
6049402;1;2;1;10;2;2;2;1989;32;2;2;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;1;52000;2;1;2;;6;5;4;;50;16;12;50;445.4329502
6049402;1;3;1;10;2;1;11;2019;2;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;50;;12;50;445.4329502
6049402;1;4;1;10;2;2;11;1971;50;5;3;;3;;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;2;2;;1;0;;;50;0;12;50;445.4329502
6049402;1;5;1;10;5;1;9;1992;29;9;2;;2;;6;;6;;;;;;;;;;;;;;1;;1;;;2;1;72000;2;1;2;;5;11;2;;50;11;12;50;445.4329502
6049403;1;1;1;10;1;1;3;1953;68;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;1;1;;;1;2;160000;2;1;2;;6;2;3;;50;13;12;50;234.11992807
6049403;1;2;1;10;2;2;12;1956;65;2;3;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;3;5;;;50;5;12;50;234.11992807
6049403;1;3;1;10;3;1;12;1979;41;3;1;2;1;1;6;;4;;;;;;;;;;;;;;1;;2;1;4;;;;2;1;2;;4;9;;;50;9;12;50;234.11992807
6049404;1;1;1;10;1;2;2;1952;69;1;3;;3;;6;;5;;;;;;;;;;;;;;1;2;1;;;3;;;2;2;2;;1;0;;;50;0;12;50;198.6749069
6049404;1;2;1;10;1;2;10;1991;30;3;1;1;3;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;50;11;12;50;198.6749069
6049405;1;1;1;10;1;1;12;1979;42;1;2;;2;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;5;11;2;;50;11;12;50;396.90925253
6049405;1;2;1;10;2;2;6;1983;38;2;2;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;3;97000;1;1;2;;5;11;2;;50;11;12;50;396.90925253
6049405;1;3;1;10;2;1;6;2017;4;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;1;1;2;0;;;50;0;12;50;396.90925253
6049405;1;4;1;10;2;1;8;2021;0;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;50;;12;50;396.90925253
6049407;1;1;1;10;1;2;9;1966;55;1;3;;3;;6;;3;2;;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;5;11;2;;50;11;12;50;149.57951327
6049407;1;2;1;10;2;2;9;1962;59;5;3;;3;;6;;4;;;;;;;;;;;;;;1;;1;;;1;3;100000;2;1;2;;5;11;2;;50;11;12;50;149.57951327
6049409;1;1;1;10;1;1;3;1978;43;1;2;;2;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;1;38000;2;1;2;;5;11;2;;50;11;12;50;304.6007327
6049409;1;2;1;10;1;2;7;1982;39;2;2;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;6;5;4;;50;16;12;50;304.6007327
6049409;1;3;1;10;3;2;12;2003;18;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;6;0;2;2;50;11;12;50;304.6007327
6049411;1;1;1;10;1;1;7;1987;34;1;2;;2;;6;;3;2;;;;;;;;;;;;;1;2;1;;;1;1;60000;2;1;2;;6;2;3;;50;13;12;50;343.09895584
6049411;1;2;1;10;2;2;11;2003;18;3;2;;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;50;11;12;50;343.09895584
6049411;1;3;1;10;2;1;5;2009;12;3;2;;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;1;4;6;;;50;6;12;50;343.09895584
6049412;1;1;1;10;1;2;9;1948;73;1;3;;3;;6;;5;;;;;;;;;;;1;;;;1;1;;;3;;;2;1;2;;4;6;;;50;6;12;50;192.33885089
6049413;1;1;1;10;1;1;6;1988;33;1;2;;3;;6;;6;;;;;;;;;;;;;;1;1;1;;;3;;;2;1;2;;5;11;2;;50;11;12;50;340.94010372
6049413;1;2;1;10;2;1;8;1965;56;5;3;;3;;6;;4;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;5;;;50;5;12;50;340.94010372
6049415;1;1;1;10;1;1;9;1976;45;1;2;;2;;6;;4;;;;;1;1;;;;;;;;;2;1;;;1;1;84000;2;1;2;;6;5;4;;50;16;12;50;298.26467669
6049415;1;2;1;10;1;2;6;2006;15;3;2;;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;9;;;50;9;12;50;298.26467669
6049417;1;1;1;10;1;1;8;1964;57;1;3;;3;;6;;3;1;2;1;1;;1;;;;;;;;;2;1;;;2;2;99;2;1;2;;5;11;2;;52;11;12;52;192.78929791
6049417;1;2;1;10;2;2;2;1961;60;2;3;;3;;6;;3;1;1;1;1;;;;;;;;;;;;1;;;2;5;;2;1;2;;5;11;2;;52;11;12;52;192.78929791
6049417;1;3;1;10;3;1;7;1996;25;3;1;2;1;1;6;;6;;;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;6;7;5;;52;18;12;52;192.78929791
6049417;1;4;1;10;4;1;3;1998;23;3;1;2;1;1;6;;6;;;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;6;5;4;;52;16;12;52;192.78929791
6049419;1;1;1;10;1;2;12;1985;36;1;2;;2;;6;;3;2;;;;;;;;;;1;;;;2;1;;;2;5;;2;1;2;;6;5;4;;52;16;12;52;473.83963042
6049419;1;2;1;10;2;2;9;2012;9;3;1;1;2;;6;;;;;;;;;;;;;;;;;;1;;;2;5;;2;1;1;1;3;3;;;52;3;12;52;473.83963042
6049419;1;3;1;10;3;2;7;2014;7;3;1;1;2;;6;;;;;;;;;;;;;;;;;;1;;;2;5;;1;1;1;1;3;1;;;52;1;12;52;473.83963042
6049419;1;4;1;10;4;2;1;2016;5;3;1;1;2;;6;;;;;;;;;;;;;;;;;;1;;;2;5;;2;2;1;1;3;0;;;52;0;12;52;473.83963042
6049420;1;1;1;10;1;1;6;1957;64;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;3;130000;2;1;2;;6;7;5;;52;18;12;52;158.5093266
6049420;1;2;1;10;2;2;6;1971;50;2;3;;3;;6;;3;1;1;1;;;;;;;;;;;;;1;;;2;1;160000;2;1;2;;6;7;5;;52;18;12;52;158.5093266
6049420;1;3;1;10;3;2;6;1996;25;3;1;2;1;1;6;;6;;;1;;;;;;;;;;;;;1;;;1;1;100000;2;1;2;;6;5;4;;52;16;12;52;158.5093266
6049420;1;4;1;10;4;1;2;1998;23;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;2;6;4;2;2;52;15;12;52;158.5093266
6049421;1;1;1;10;1;1;6;1950;71;1;3;;3;;6;;3;1;2;;;;;;;1;;;;;;2;1;;;1;5;;2;1;2;;6;5;4;;52;16;12;52;192.92310248
6049421;1;2;1;10;2;2;2;1958;63;2;3;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;2;150000;2;1;2;;6;7;5;;52;18;12;52;192.92310248
6049421;1;3;1;10;3;1;6;1989;32;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;252000;2;1;2;;6;8;5;;52;19;12;52;192.92310248
6049422;1;1;1;10;1;2;7;1956;65;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;2;250000;2;1;2;;6;5;4;;52;16;12;52;192.92310248
6049422;1;2;1;10;2;1;8;1957;64;2;3;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;6;5;4;;52;16;12;52;192.92310248
6049422;1;3;1;10;3;1;9;1992;29;3;1;1;1;2;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;160000;2;1;2;;6;5;4;;52;16;12;52;192.92310248
6049423;1;1;1;10;1;2;8;1949;72;1;3;;3;;6;;5;;;1;1;1;;;;;;1;;;;2;1;;;2;2;700000;2;1;2;;6;6;5;;52;17;12;52;141.7234293
6049423;1;2;1;10;2;2;5;1985;36;3;1;1;3;;6;;6;;;1;1;1;;;;;;1;;;;;1;;;1;1;98;2;1;1;2;6;6;4;;52;17;12;52;141.7234293
6049423;1;3;1;10;3;2;6;2013;8;4;1;2;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;1;1;2;3;2;;;52;2;12;52;141.7234293
6049423;1;4;1;10;4;2;10;1996;25;4;2;;3;;6;;6;;;1;1;1;1;;;;;1;;;;;1;;;1;5;;2;1;1;2;6;5;4;;52;16;12;52;141.7234293
6049424;1;1;1;10;1;1;12;1953;68;1;2;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;2;400000;2;1;2;;6;5;4;;52;16;12;52;160.37833506
6049424;1;2;1;10;2;2;6;1963;58;2;3;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;2;1;200000;2;1;2;;6;6;5;;52;17;12;52;160.37833506
6049425;1;1;1;10;1;2;7;1988;33;1;2;;3;;6;;2;1;2;1;1;;;;;;1;1;;;;1;1;;;1;3;113600;2;1;2;;6;6;5;;52;17;12;52;239.97656165
6049425;1;2;1;10;2;1;4;1985;36;2;2;;3;;6;;2;1;1;1;1;;;;;;;1;;;;;1;;;1;1;99;2;1;2;;6;7;5;;52;18;12;52;239.97656165
6049426;1;1;1;10;1;2;4;1985;36;1;2;;2;;6;;6;;;1;;1;;;;1;;1;;;;1;1;;;3;;;2;1;2;;6;2;3;;52;13;12;52;207.43179424
6049427;1;1;1;10;1;2;1;1964;57;1;3;;2;;6;;4;;;1;;;;;;;;;;;;1;1;;;3;;;2;1;2;;6;5;4;;52;16;12;52;189.49590067
6049427;1;2;1;10;2;1;1;1987;34;3;1;1;2;;6;;6;;;1;;1;;1;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;189.49590067
6049427;1;3;1;10;3;1;5;1999;22;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;6;2;2;2;52;13;12;52;189.49590067
6049429;1;1;1;10;1;1;1;1981;40;1;2;;2;;6;;2;1;2;;;;;;;;;1;;;;2;1;;;1;1;45000;2;1;2;;6;5;4;;52;16;12;52;239.84275708
6049429;1;2;1;10;2;2;10;1984;37;2;2;;3;;6;;2;1;1;;;;;;;;;1;;;;;1;;;1;1;45000;2;1;2;;6;5;4;;52;16;12;52;239.84275708
6049429;1;3;1;10;3;1;10;2007;14;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;8;;;52;8;12;52;239.84275708
6049430;1;1;1;10;1;2;6;1959;62;1;3;;3;;6;;6;;;1;;;;;;;;;;;;2;1;;;1;1;40000;2;1;2;;5;11;2;;52;11;12;52;129.75692727
6049430;1;2;1;10;3;2;4;1995;26;3;1;1;3;;6;;6;;;;;;;;;;;;;;1;;1;;;1;3;110000;2;1;2;;6;5;4;;52;16;12;52;129.75692727
6049430;1;3;1;10;2;2;4;2015;6;4;1;2;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;1;1;1;3;1;;;52;1;12;52;129.75692727
6049430;1;4;1;10;4;2;6;1951;70;5;3;;3;;6;;6;;;;;;;;;;;;;;1;;1;;;1;2;72000;2;1;2;;6;1;2;2;52;12;12;52;129.75692727
6049430;1;5;1;10;5;2;2;1966;55;5;3;;3;;6;;4;;;;;;;;;;;;;;1;;1;;;1;1;120000;2;1;2;;5;11;2;;52;11;12;52;129.75692727
6049430;1;6;1;10;6;1;11;1990;31;5;1;5;2;;6;;6;;;;;;;1;;;;;;;;;2;1;4;;;;2;1;2;;6;5;4;;52;16;12;52;129.75692727
6049431;1;1;1;10;1;2;5;1990;31;1;2;;2;;6;;6;;;;;;;;;;;1;;;;1;1;;;1;3;180000;2;1;2;;6;5;4;;52;16;12;52;207.43179424
6049432;1;1;1;10;1;2;3;1931;90;1;3;;3;;6;;5;;;;1;1;;;;;;1;;;;2;1;;;2;2;98;2;1;2;;5;12;2;;52;12;12;52;157.08493783
6049433;1;1;1;10;1;2;2;1952;69;1;3;;3;;6;;5;;;1;1;1;;;;;;1;;;;2;1;;;2;2;1000000;2;1;2;;6;10;5;;52;21;12;52;222.17447266
6049433;1;2;1;10;1;1;2;1983;38;3;1;1;3;;6;;6;;;1;1;1;;;;;;;;;;;1;;;1;1;98;2;1;2;;6;9;5;;52;20;12;52;222.17447266
6049433;1;3;1;10;1;1;9;1984;37;3;1;1;3;;6;;6;;;1;1;1;;;;;;;;;;;1;;;1;1;98;2;1;2;;6;7;5;;52;18;12;52;222.17447266
6049435;1;1;1;10;1;2;8;1988;33;1;2;;2;;6;;4;;;1;1;1;1;;;;;1;;;;1;1;;;3;;;2;1;1;1;6;4;2;2;52;15;12;52;207.43179424
6049436;1;1;1;10;1;1;5;1980;41;1;2;;3;;6;;3;2;;1;1;1;1;;;;;1;;;;1;1;;;2;5;;2;1;2;;5;11;2;;52;11;12;52;324.51688862
6049436;1;2;1;10;2;1;11;2001;20;3;2;;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;2;5;;2;1;1;1;6;1;2;2;52;12;12;52;324.51688862
6049436;1;3;1;10;3;2;2;2006;15;3;2;;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;2;5;;2;1;1;1;5;10;1;;52;10;12;52;324.51688862
6049438;1;1;1;10;1;2;3;1964;57;1;2;;3;;6;;2;1;2;;1;1;1;;;;;1;;;;1;1;;;3;;;2;1;2;;3;5;;;52;5;12;52;160.37833506
6049438;1;2;1;10;1;1;;;60;2;3;;3;;6;;2;1;1;;1;1;1;;;;;1;;;;;1;;;3;;;2;1;2;;4;8;;;52;8;12;52;160.37833506
6049439;1;1;1;10;1;1;6;1968;53;1;3;;2;;6;;3;1;2;;;1;1;;;;;;;;;2;1;;;1;5;;1;1;2;;6;4;2;2;52;15;12;52;272.5686329
6049439;1;2;1;10;2;2;12;1970;51;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;1;40000;2;1;2;;6;3;3;;52;14;12;52;272.5686329
6049439;1;3;1;10;3;2;2;1999;22;3;1;2;1;1;6;;6;;;1;;;;;;;;;;;;;1;;;3;;;2;1;1;1;6;2;2;2;52;13;12;52;272.5686329
6049441;1;1;1;10;1;2;6;1977;44;1;2;;2;;6;;4;;;1;;;1;;;;;;;;;2;1;;;3;;;2;1;2;;4;8;;;52;8;12;52;331.67281092
6049441;1;2;1;10;2;1;4;2005;16;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;4;9;;;52;9;12;52;331.67281092
