DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;P6430;RAMA4D_R4;INGLABO;MES;DPTO;fex_c_2011;RAMA4DP8_R4
6,022,518;1;2;1;60;05;5;2;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;700,000;1;;3;;3;2;12;60;;.;60;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;160;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;8;;1;;57;96;1;4;9602;700000;11;05;1023.2182845;
6,022,519;1;1;1;60;05;5;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;1;800,000;1;;3;;3;2;12;60;;.;60;;;;1;7;;1;;2;;;;;;;;;;;;1;2;2;1;2;220;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;5;8;;1;;41;47;1;4;4724;800000;11;05;1122.243994;
6,022,519;1;2;1;60;05;5;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;1;600,000;1;;3;;3;2;12;55;;.;55;;;;1;7;;3;;2;;;;;;;;;;;;1;2;2;1;0;24;4;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;8;;1;;57;96;1;4;9602;600000;11;05;1122.243994;
6,022,520;1;1;1;60;05;5;1;2;1;;1;;1;1;2;1;80;;2;;2;1,200,000;2;;;2;;2;;2;;2;;2;;;1;106,000;1;2;;;2;;;2;;;2;;;1;1,200,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;9;;1;;1;2;1;10;1;;;;;;;;;1;2;1;2;90;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;1;;1;;97;77;1;1;7730;1200000;11;05;1172.5590335;
6,022,521;1;1;1;60;05;5;1;2;1;;1;;1;1;2;1;13;;5;;1;1,400,000;2;;;2;;2;;2;;2;;2;;;1;106,000;1;2;;;2;;;2;;;2;;;1;1,400,000;2;;1;1,400,000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;1;1;;;;;;;;;1;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;30;1;;1;;05;14;1;1;1410;1400000;11;05;1081.5584497;
6,022,522;1;3;1;60;05;5;2;;;;;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;1,200,000;1;;3;;3;2;12;50;;.;50;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;60;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;8;;1;;95;41;1;4;4111;1200000;11;05;1062.7729819;
6,022,523;1;2;1;60;05;5;1;2;1;;1;;1;2;2;2;4;;2;;2;1,200,000;2;;;2;;2;;2;;2;;2;;;1;106,000;1;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;9;;1;;1;1;2;10;1;;;;;;;;;1;2;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;1;;1;;95;41;1;1;4112;1200000;11;05;1533.853757;
6,022,524;1;1;1;60;05;5;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;;;;3;1,200,000;1;;3;;3;2;12;24;2;;24;;;;1;7;;2;;2;;;;;;1;;;;;;;2;2;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;20;2;;1;;07;86;1;4;8692;1200000;11;05;1543.4028106;
6,022,526;1;1;1;60;05;5;1;1;;;1;;1;2;2;2;36;;1;;2;900,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;3;7;;1;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;1;30;5;;1;;80;15;1;1;1522;900000;11;05;1187.847954;
6,022,526;1;2;1;60;05;5;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;400,000;1;;3;;3;2;12;15;2;;15;;;;1;1;;1;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;8;;1;;62;96;1;4;9609;400000;11;05;1187.847954;
6,022,528;1;1;1;60;05;5;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;2,000,000;1;;3;;4;2;12;70;;.;70;;;;1;4;;1;;1;1;2;20;1;;;;;;;;;1;2;1;0;36;1;;10;1;5;8;4;;1,800,000;1;1;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;20;8;;1;;98;49;1;4;4921;3800000;11;05;1130.1279916;
6,022,529;1;1;1;60;05;5;1;2;2;12;1;;1;2;2;2;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;2;2,500,000;1;;3;;8;2;12;48;;.;48;;;;9;7;;1;;1;2;2;10;1;;;;;;;;;1;1;1;0;3;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;1;35;5;;1;;98;85;1;4;8551;2500000;11;05;1079.8129521;
6,022,529;1;2;1;60;05;5;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;40,000;1;;3;;4;2;12;10;2;;10;;;;1;1;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;1;2;1;1;14;;5;;1;;77;56;1;4;5619;40000;11;05;1079.8129521;
6,022,530;1;2;1;60;05;5;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1,600,000;1;;3;;3;2;12;60;;.;60;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;4;92;4;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;40;8;;1;;93;43;1;4;4330;1600000;11;05;1122.243994;
6,022,531;1;3;1;60;05;5;1;2;1;;1;;1;1;1;1;156;;5;;1;6,000,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;1;2,500,000;2;1;6,000,000;1;6,000,000;1;6,000,000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;27;1;;1;1;;;;;;1;1;1;0;24;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;25;2;;1;;11;84;1;2;8412;6000000;11;05;1012.532832;
6,022,532;1;1;1;60;05;5;1;1;;;1;;2;2;2;2;6;;1;;2;800,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;30;1;;30;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;18;6;1;;13;2;;;;;;;;1;48;1;1;1;2;1;2;1;2;2;2;2;1;TENER PRESTACIONES SOCIALES;1;1;2;2;2;2;2;1;3;10;8;;1;1;45;47;1;1;4771;800000;11;05;1310.8783703;
6,022,532;1;7;1;60;05;5;2;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;200,000;1;;3;;5;2;12;40;;.;40;;;;1;6;;3;;2;;;;;;;;;;;;1;2;2;1;8;18;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;8;;1;;93;45;1;4;4520;200000;11;05;1310.8783703;
6,022,532;1;8;1;60;05;5;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1,000,000;1;;3;;1;2;12;89;;.;89;;;;1;4;;1;;1;1;2;8;1;;;;;;;;;1;2;1;9;48;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;3;10;8;;1;;98;49;1;4;4921;1000000;11;05;1310.8783703;
6,022,533;1;1;1;60;05;5;1;1;;;1;;1;2;2;2;16;;1;;2;1,000,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;2;7;;4;;2;;;;;;1;;;;;;;2;2;1;0;50;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;12;2;;1;;21;52;1;1;5221;1000000;11;05;1129.3258068;
6,022,533;1;2;1;60;05;5;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1,300,000;1;;3;;8;2;12;72;;.;72;;;;1;2;;4;;2;;;;;;;;;;;;1;2;2;1;0;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;2;;1;;57;96;1;4;9602;1300000;11;05;1129.3258068;
6,022,534;1;1;1;60;05;5;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;900,000;1;;3;;1;1;6;84;;.;0;1;;2;1;4;;3;;2;;;;;;;;;;;;1;2;2;1;6;18;1;;2;2;;;;;;;;2;;;;1;1;1;1;1;2;2;1;2;2;;2;1;1;1;2;2;2;2;3;15;5;;1;1;98;49;1;4;4921;900000;11;05;1187.847954;
6,022,534;1;2;1;60;05;5;1;1;;;1;;1;2;2;2;3;;1;;2;300,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;3;30;2;;0;7;CUIDAR PERSONA ENFERMA;;3;7;;2;;2;;;;;;;;;;;;1;2;2;1;12;6;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;20;3;;1;;79;14;1;1;1410;300000;11;05;1187.847954;
6,022,535;1;1;1;60;05;5;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;3;7;;1;2;;2;800,000;1;;3;;3;2;12;48;;.;48;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;1;500;5;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;8;;1;;41;47;1;5;4761;800000;11;05;1129.4006964;
6,022,537;1;1;1;60;05;5;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;200,000;1;;3;;5;2;12;30;2;;30;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;1;15;5;;1;;85;95;1;4;9522;200000;11;05;1070.3332361;
6,022,538;1;1;1;60;05;5;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;800,000;1;;3;;3;2;12;40;;.;40;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;1;30;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;2;;1;;57;96;1;4;9602;800000;11;05;1179.6408463;
6,022,539;1;1;1;60;05;5;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;3;7;;1;2;;2;900,000;1;;3;;5;2;12;56;;.;56;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;2;5;;1;;41;46;1;5;4661;900000;11;05;1533.853757;
6,022,540;1;2;1;60;05;5;2;;;;;;;;;;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;800,000;1;;3;;9;2;12;40;;.;40;;;;1;1;;3;;2;;;;;;1;;;;;;;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;79;14;1;4;1410;800000;11;05;1022.5523091;
6,022,540;1;3;1;60;05;5;1;2;1;;1;;1;1;2;1;84;;5;;1;3,500,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;3,500,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;12;1;;1;;;;;;;1;1;1;4;60;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;45;2;;1;;11;46;1;1;4669;3500000;11;05;1022.5523091;
6,022,541;1;1;1;60;05;5;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;800,000;1;;3;;5;2;12;56;;.;0;7;CALAMIDAD DOMESTICA;;1;7;;3;;2;;;;;;;;;;;;1;2;2;1;99;60;1;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;40;3;;1;;53;56;1;4;5619;800000;11;05;1070.2583464;
6,022,541;1;2;1;60;05;5;1;2;1;;1;;1;1;2;1;5;;1;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;70;;.;0;7;CALAMIDAD DOMESTICA;;9;4;;1;;1;2;1;25;1;;;;;;;;;1;1;1;0;12;4;;3;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;1;1;1;2;1;1;3;10;3;;1;1;98;49;1;1;4921;908526;11;05;1070.2583464;
6,022,541;1;3;1;60;05;5;1;2;1;;1;;1;1;2;1;10;;1;;2;1,080,000;1;200,000;2;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;350,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;0;1;;2;7;7;;1;;1;2;1;9;1;;;;;;;;;1;1;1;0;12;6;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;1;11;30;3;;1;;39;55;1;1;5511;1080000;11;05;1070.2583464;
6,022,542;1;1;1;60;05;5;2;;;;;;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;0;0;3;7;;1;1;2,021;2;1,000,000;1;;3;;3;2;12;48;;.;48;;;;2;7;;2;;2;;;;;;;1;;;;;;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;5;;1;;41;47;1;5;4752;1000000;11;05;1070.2583464;
6,022,542;1;2;1;60;05;5;1;1;;;1;;1;1;2;1;300;;1;;2;1,000,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;950,000;1;1,000,000;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;7;;1;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;3;;1;;32;47;1;1;4752;1000000;11;05;1070.2583464;
6,022,542;1;3;1;60;05;5;1;1;;;1;;1;1;2;1;168;;1;;2;908,526;2;;;1;400,000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;900,000;1;500,000;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;7;;3;;2;;;;;;;;;;;;1;2;2;1;0;6;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;3;;1;;45;47;1;1;4752;1308526;11;05;1070.2583464;
6,022,543;1;1;1;60;05;5;1;2;2;1;1;;2;1;2;1;3;;1;;2;600,000;2;;;2;;2;;1;100,000;2;;2;;;1;106,000;2;1;76,000;2;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;3;20;2;;20;;;;7;4;;1;;1;1;3;4;1;;;;;;;;;1;1;1;18;1;1;;13;2;;;;;;;;2;;;;1;1;1;2;2;2;2;1;1;2;;1;1;1;2;1;2;2;1;2;90;3;;1;1;98;49;1;1;4921;600000;11;05;1096.8473702;
6,022,543;1;4;1;60;05;5;1;2;1;;2;1;1;1;2;1;24;;2;;1;908,526;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;900,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;3;1;;;;;;;;;1;1;1;13;6;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;60;3;;1;;55;86;1;1;8691;908526;11;05;1096.8473702;7810
6,022,544;1;1;1;60;05;5;1;2;1;;2;4;2;1;2;1;24;;2;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;877,803;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;3;1;;;;;;;;;1;1;1;0;12;1;;3;2;;;;;;;;2;;;;1;2;1;1;2;2;2;2;2;2;;2;9;1;2;1;2;1;1;11;8;5;;1;1;59;86;1;1;8610;908526;11;05;1129.3258068;7810
6,022,546;1;2;1;60;05;5;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;5;;;;;2;20,000;1;;3;;4;2;12;2;2;;2;;;;1;5;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;5;3;;1;;45;47;1;4;4792;20000;11;05;1416.9858926;
6,022,546;1;3;1;60;05;5;1;2;1;;1;;1;1;2;1;15;;2;;1;1,500,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;1,500,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;15;1;;;;;;;;;1;1;1;0;9;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;60;1;;1;;02;43;1;1;4321;1500000;11;05;1416.9858926;
6,022,546;1;4;1;60;05;5;1;2;2;3;1;;1;1;2;1;12;;1;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;106,454;2;1;34,800;2;2;;;2;;;2;;;1;877,803;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;4;1;;;;;;;;;1;1;1;12;24;1;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;40;3;;1;;33;47;1;1;4711;908526;11;05;1416.9858926;
6,022,550;1;1;1;60;05;5;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;;;;;2;1,370,000;1;;3;;3;2;12;10;2;;10;;;;1;1;;1;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;10;LA PENSION;1;;13;85;1;4;8559;1370000;11;05;1071.6002924;
6,022,556;1;1;1;60;05;5;1;2;1;;1;;1;1;2;1;60;;1;;2;1,500,000;2;;;2;;2;;1;300,000;2;;2;;;1;106,000;1;1;38,400;2;2;;;2;;;2;;;1;1,500,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;3;5;;1;;1;2;1;98;1;;1;;;;;;;1;1;1;1;120;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;2;;1;;45;14;1;1;1410;1500000;11;05;1179.6408463;
6,022,557;1;1;1;60;05;5;2;;;;;;;;;;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;20,000;1;;3;;1;1;12;84;;.;84;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;12;120;4;;2;2;;;;;;;;1;20;2;1;2;;;;;;;;;;;;;1;1;1;2;1;1;3;60;8;;1;;45;47;1;4;4781;20000;11;05;1130.6677527;
6,022,560;1;1;1;60;05;5;1;2;1;;1;;1;1;1;1;456;;1;;2;3,000,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1,000,000;1;3,000,000;1;1,000,000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;40;1;;;;;;;;;1;1;1;3;6;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;1;;1;;21;84;1;2;8423;3000000;11;05;1064.5184795;
6,022,561;1;1;1;60;05;5;1;1;;;1;;1;2;2;2;15;;1;;2;2,000,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;3;5;;3;;2;;;;;;1;;;;;;;2;2;1;0;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;6;10;3;;1;;17;90;1;1;9007;2000000;11;05;1131.8734893;
6,022,566;1;1;1;60;05;5;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;5;;;;;2;100,000;1;;1;;3;1;12;8;2;;0;7;ACOMPANAMIENTO A FAMILIAR EN HOSPITAL;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;6;1;;12;2;;;;;;;;1;6;2;2;1;1;1;2;1;2;2;2;2;2;;2;1;1;2;2;2;1;1;14;;8;;1;1;45;47;1;4;4792;100000;11;05;1956.2183102;
6,022,566;1;2;1;60;05;5;2;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;6;;;;;2;40,000;1;;1;;5;2;4;20;2;;20;;;;1;1;;3;;;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;3;;1;;54;88;1;4;8891;40000;11;05;1956.2183102;
6,022,569;1;1;1;60;05;5;2;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;6;;;;;3;0;1;;1;;1;2;1;12;2;;12;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;60;5;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;3;;1;;54;88;1;4;8891;0;11;05;1542.6810675;
6,022,570;1;1;1;60;05;5;1;1;;;1;;1;2;2;2;7;;1;;2;400,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;8;62;;.;62;;;;2;7;;7;;2;;;;;;;;;;;;1;2;2;1;3;1;1;;3;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;1;2;1;2;2;1;3;20;3;;1;1;79;14;1;1;1410;400000;11;05;1129.3258068;
6,022,571;1;2;1;60;05;5;1;1;;;1;;1;2;2;2;24;;1;;2;300,000;2;;;2;;2;;2;;2;;2;;;1;960,000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;24;2;;24;;;;2;4;;2;;2;;;;;;;;;;;;1;2;2;1;6;12;1;;1;2;;;;;;;;1;24;2;1;2;;;;;;;;;;;;;1;2;1;2;1;1;12;20;8;;1;;97;47;1;1;4759;300000;11;05;1121.8404423;
6,022,572;1;1;1;60;05;5;2;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;3;7;;1;1;2,020;2;;1;;3;;10;2;12;84;;.;84;;;;2;1;;2;;2;;;;;;1;1;;;;;;2;2;1;0;9;8;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;5;;1;;45;56;1;4;5630;;11;05;1187.847954;
6,022,572;1;2;1;60;05;5;1;2;2;4;1;;1;1;2;1;2;;3;;1;908,526;1;30,000;2;2;;2;;2;;2;;2;;;1;106,000;1;1;37,000;2;2;;;2;;;1;18,000;2;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;5;52;;.;52;;;;9;7;;1;;1;1;1;3;1;;;;;;;;;1;1;1;4;3;1;;8;1;5;4;4;;100,000;2;1;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;105;2;;1;;38;82;1;1;8220;1008526;11;05;1187.847954;
