DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;clase;MES;ESC;DPTO;fex_c_2011
5180656;1;2;1;10;2;2;10;1953;66;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;52;1551,59632119621
5180656;1;3;1;10;3;2;5;1980;40;3;6; ;5;1;1;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;52;1551,59632119621
5180656;1;4;1;10;4;2;5;2000;20;4;6; ;6;2; ;1;3; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;52;1551,59632119621
5180656;1;5;1;10;4;1;8;2017;2;4;6; ; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;52;1551,59632119621
5180657;1;1;1;10;2;1;11;1955;64;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;07;1;52;1806,36480513748
5180657;1;2;1;10;2;2;5;1956;64;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;3;1; ; ;2;07;1;52;1806,36480513748
5180657;1;3;1;10;3;1;2;1987;33;3;6; ;6;1;1;1;2; ; ; ; ; ;1;1; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;52;1806,36480513748
5180657;1;4;1;10;4;2;10;2001;18;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;52;1806,36480513748
5180658;1;1;1;10;1;1;6;1978;42;1;6; ;3;2; ;2; ;1;2; ;1;1;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;52;3416,82535068978
5180658;1;2;1;10;2;2;2;1977;43;2;6; ;3;3; ;3; ;1;1; ;1;1;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;52;3416,82535068978
5180658;1;3;1;10;2;2;2;2009;11;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;52;3416,82535068978
5180659;1;1;1;10;1;1;11;1946;73;1;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;52;1846,45036887361
5180660;1;1;1;10;1;2;5;1943;77;1;6; ;4;3; ;3; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;52;2239,50588368539
5180660;1;2;1;10;2;2;12;1976;43;3;6; ;6;2; ;1;1; ; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;52;2239,50588368539
5180660;1;3;1;10;2;1;12;2004;15;4;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;07;9;52;2239,50588368539
5180660;1;4;1;10;2;1;4;2009;11;4;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;07;4;52;2239,50588368539
5180661;1;1;1;10;1;2;11;1953;66;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;52;1551,59632119621
5180661;1;2;1;10;2;1;9;1961;58;2;6; ;2;3; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;52;1551,59632119621
5180661;1;3;1;10;3;1;7;1997;23;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;52;1551,59632119621
5180662;1;1;1;10;1;1;11;1987;32;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;52;4403,46300750336
5180662;1;2;1;10;2;2;5;1982;38;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;52;4403,46300750336
5180662;1;3;1;10;1;1;4;2011;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;52;4403,46300750336
5180663;1;1;1;10;1;2;6;1965;55;1;6; ;6;3; ;1;4; ; ; ;1;1;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;52;1719,865886669
5180663;1;2;1;10;2;2;4;2000;20;3;6; ;6;2; ;1;1; ; ; ;1; ;1;1; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;52;1719,865886669
5180663;1;3;1;10;1;1;4;2011;9;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;52;1719,865886669
5180663;1;4;1;10;4;2;12;1933;86;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;52;1719,865886669
5180664;1;1;1;10;1;2;9;1995;24;1;6; ;6;2; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;07;6;52;3138,24928497626
5180664;1;2;1;10;1;2;4;2012;8;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;07;1;52;3138,24928497626
5180664;1;3;1;10;1;2;8;2014;5;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;07;0;52;3138,24928497626
5180709;1;1;1;10;1;1;7;1967;52;1;6; ;3;2; ;3; ;1;2; ;1;1;1; ; ; ; ;1; ; ;2;2; ; ; ; ;2;2;2; ;1;0; ; ;2;07;0;54;894,379696263079
5180709;1;2;1;10;2;2;3;1965;55;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;54;894,379696263079
5180709;1;3;1;10;3;1;6;1993;27;3;6; ;6;1;1;1;2; ; ; ; ;1; ; ; ;1; ;1; ; ;2;2; ; ; ; ;2;1;2; ;3;4; ; ;2;07;4;54;894,379696263079
5180709;1;4;1;10;2;1;3;2007;13;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;07;6;54;894,379696263079
5180710;1;1;1;10;1;2;6;1948;72;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;54;966,271552871471
5180710;1;2;1;10;2;1;5;1971;49;3;6; ;4;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;2;1;98;2;1;2; ;6;7;5; ;2;07;18;54;966,271552871471
5180710;1;3;1;10;3;2;7;1982;38;3;6; ;4;2; ;1;1; ; ; ; ;1;1; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;07;11;54;966,271552871471
5180710;1;4;1;10;3;1;1;2008;12;4;6; ;6;2; ;1;3; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;2;07;6;54;966,271552871471
5180710;1;5;1;10;3;2;12;2015;4;4;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;07;0;54;966,271552871471
5180711;1;1;1;10;1;1;7;1958;61;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ;1; ; ;9; ; ; ; ; ;2;1;2; ;3;4; ; ;2;07;4;54;445,807118390115
5180711;1;2;1;10;2;2;2;1966;54;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;2;1;84000;2;1;2; ;6;5;4; ;2;07;16;54;445,807118390115
5180711;1;3;1;10;3;2;6;1992;28;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;6;5;4; ;2;07;16;54;445,807118390115
5180712;1;1;1;10;1;2;2;1960;60;1;6; ;2;3; ;3; ;2; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;702,669161592228
5180712;1;2;1;10;1;1;7;1999;21;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;54;702,669161592228
5180713;1;1;1;10;1;1;1;1979;41;1;6; ;2;3; ;2; ;1;2; ; ;1;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;624,540041018163
5180713;1;2;1;10;1;2; ; ;45;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;624,540041018163
5180714;1;1;1;10;2;1;8;1980;39;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;1158,85626054654
5180714;1;2;1;10;2;2;12;1981;38;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;2;1;80000;2;1;1;1;6;4;2;1;2;07;15;54;1158,85626054654
5180714;1;3;1;10;3;2;6;2007;13;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;07;7;54;1158,85626054654
5180714;1;4;1;10;2;2;8;2015;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1158,85626054654
5180716;1;1;1;10;1;2;3;1972;48;1;6; ;2;2; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;54;922,694757441287
5180716;1;2;1;10;1;1;4;1984;36;2;6; ;2;2; ;2; ;1;1; ; ;1;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;922,694757441287
5180716;1;3;1;10;3;1;7;1993;27;3;6; ;6;2; ;1;1; ; ; ; ; ; ;1; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;07;13;54;922,694757441287
5180716;1;4;1;10;1;1;1;2012;8;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;54;922,694757441287
5180717;1;1;1;10;2;1;7;1933;86;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;668,743710207356
5180717;1;2;1;10;2;2;1;1937;83;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;668,743710207356
5180717;1;3;1;10;3;1;12;2003;16;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;07;8;54;668,743710207356
5180717;1;4;1;10;4;2;9;2005;14;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;07;8;54;668,743710207356
5180718;1;1;1;10;1;2;2;1976;44;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;07;1;54;1261,87740914014
5180718;1;2;1;10;2;1;9;1976;43;2;6; ;2;3; ;3; ;1;1; ; ;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1261,87740914014
5180718;1;3;1;10;1;1;2;2000;20;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1261,87740914014
5180718;1;4;1;10;1;2;5;2010;10;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;07;4;54;1261,87740914014
5180718;1;5;1;10;1;2;6;2013;7;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;07;0;54;1261,87740914014
5180719;1;1;1;10;1;1;7;1969;51;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1467,81649071491
5180719;1;2;1;10;2;2;4;1985;35;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1467,81649071491
5180719;1;3;1;10;3;1;8;2002;17;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;07;11;54;1467,81649071491
5180719;1;4;1;10;2;2;5;2008;12;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;07;6;54;1467,81649071491
5180719;1;5;1;10;2;1;9;2013;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;07;0;54;1467,81649071491
5180719;1;6;1;10;6;2;2;2001;19;3;6; ;5;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;54;1467,81649071491
5180719;1;7;1;10;6;2;5;2016;4;4;6; ; ;3; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1467,81649071491
5180720;1;1;1;10;1;2;10;1973;46;1;6; ;2;3; ;3; ;1;2; ;1; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;07;0;54;1783,22847356046
5180720;1;2;1;10;2;1;1;1976;44;2;6; ;2;2; ;3; ;1;1; ;1; ; ; ; ;1; ; ; ; ;2;1;48; ; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1783,22847356046
5180720;1;3;1;10;3;1;11;1996;23;3;6; ;6;3; ;1;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;54;1783,22847356046
5180720;1;4;1;10;4;2;6;2006;14;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;07;7;54;1783,22847356046
5180720;1;5;1;10;5;2;12;1998;21;3;6; ;4;3; ;1;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;1783,22847356046
5180720;1;6;1;10;5;1;9;2013;6;4;6; ; ;2; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;07;1;54;1783,22847356046
5180720;1;7;1;10;1;2;1;2016;4;4;6; ; ;2; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1783,22847356046
5180720;1;8;1;10;5;2;2;2017;3;4;6; ; ;2; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1783,22847356046
5180720;1;9;1;10;1;1;2;2011;9;4;6; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;54;1783,22847356046
5180720;1;10;1;10;1;2;2;2012;8;4;6; ; ;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;54;1783,22847356046
5180720;1;11;1;10;1;2;6;2014;6;4;6; ; ;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;07;0;54;1783,22847356046
5180721;1;1;1;10;1;2;4;1960;60;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;562,082929126685
5180721;1;2;1;10;1;1;3;1946;74;2;6; ;2;3; ;3; ;1;1; ; ;1; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;562,082929126685
5180722;1;1;1;10;1;2;9;1995;24;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;07;10;54;1724,08517273173
5180722;1;2;1;10;2;1;1;1988;32;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;54;1724,08517273173
5180722;1;3;1;10;1;2;12;2010;9;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;54;1724,08517273173
5180722;1;4;1;10;1;1;2;2017;3;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1724,08517273173
5180723;1;1;1;10;1;2;6;1974;46;1;6; ;5;3; ;2; ; ; ; ; ;1; ;1; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1063,00099321111
5180723;1;2;1;10;1;2;10;2006;13;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;07;4;54;1063,00099321111
5180723;1;3;1;10;1;2;9;2011;8;3;6; ; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;07;1;54;1063,00099321111
5180724;1;1;1;10;1;1;4;1972;48;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;624,540041018163
5180724;1;2;1;10;2;2;12;1973;46;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;54;624,540041018163
5180725;1;1;1;10;1;1;11;1984;35;1;6; ;2;3; ;2; ;1;2; ;1;1;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;07;1;54;1783,22847356046
5180725;1;2;1;10;2;2;11;1984;35;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1783,22847356046
5180725;1;3;1;10;2;1;1;2006;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;54;1783,22847356046
5180725;1;4;1;10;2;2;1;2009;11;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;07;3;54;1783,22847356046
5180725;1;5;1;10;2;2;6;2015;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1783,22847356046
5180725;1;6;1;10;2;2;5;2020;0;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;54;1783,22847356046
5180727;1;1;1;10;1;2;5;1977;43;1;6; ;4;2; ;1;4; ; ; ; ;1;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;54;445,807118390115
5180727;1;2;1;10;1;2;4;2009;11;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;54;445,807118390115
5180727;1;3;1;10;1;2;4;2009;11;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;54;445,807118390115
5180727;1;4;1;10;4;2;9;1948;71;5;6; ;2;3; ;3; ;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;54;445,807118390115
5180728;1;1;1;10;1;1;12;2000;19;1;6; ;1;2; ;2; ;1;2; ; ;1;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;07;7;54;1528,95160490221
5180728;1;2;1;10;2;2;8;2001;18;2;6; ;1;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;07;10;54;1528,95160490221
5180728;1;3;1;10;1;2;12;2019;0;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;54;1528,95160490221
5180729;1;1;1;10;1;2;4;1981;39;1;6; ;5;3; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;54;1533,15917172062
5180729;1;2;1;10;2;1;9;2003;16;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;1533,15917172062
5180729;1;3;1;10;3;1;11;2004;15;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;54;1533,15917172062
5180729;1;4;1;10;4;1;4;2008;12;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;07;3;54;1533,15917172062
5180729;1;5;1;10;1;1;10;2011;8;3;6; ; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;07;0;54;1533,15917172062
5180729;1;6;1;10;1;2;3;2020;0;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;54;1533,15917172062
5180729;1;7;1;10;7;1;4;1939;81;9;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;54;1533,15917172062
5180730;1;1;1;10;1;1;8;1965;54;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;695,50328033405
5180730;1;2;1;10;2;2;1;1963;57;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;695,50328033405
5180731;1;1;1;10;1;1;2;1972;48;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ;1; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;624,540041018163
5180731;1;2;1;10;2;2;3;1966;54;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;624,540041018163
5180732;1;1;1;10;1;1;2;1977;43;1;6; ;2;3; ;1;7;1;2; ; ;1;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;744,555195998529
5180732;1;2;1;10;2;2;11;1986;33;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;54;744,555195998529
5180732;1;3;1;10;2;1;4;2002;18;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;54;744,555195998529
5180732;1;4;1;10;2;2;8;2005;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;54;744,555195998529
5180732;1;5;1;10;2;1;4;2008;12;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;54;744,555195998529
5180732;1;6;1;10;2;1;7;2017;3;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;744,555195998529
5180732;1;7;1;10;7;2;2;1939;81;5;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;744,555195998529
5180733;1;1;1;10;1;1;10;1936;83;1;6; ;4;3; ;3; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;07;0;54;854,049152908292
5180735;1;1;1;10;1;2;2;1966;54;1;6; ;6;3; ;1;2; ; ; ;1; ; ; ; ;1; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;07;1;54;445,807118390115
5180735;1;2;1;10;1;2;9;1930;89;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;445,807118390115
5180736;1;1;1;10;1;2;8;1955;64;1;6; ;5;3; ;2; ; ; ; ;1;1; ; ; ; ; ;1; ; ;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;07;0;54;702,669161592228
