DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;clase;MES;ESC;DPTO;fex_c_2011
5180736;1;2;1;10;1;1;5;2000;20;3;6; ;6;3; ;1;1; ; ; ; ;1; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;54;702,669161592228
5180737;1;1;1;10;1;1;12;1972;47;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ;1; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;727,561189611766
5180737;1;2;1;10;2;2;6;1972;48;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;2;1;112000;2;1;2; ;6;6;5; ;2;07;17;54;727,561189611766
5180737;1;3;1;10;2;1;8;2003;16;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;2;5; ;2;1;1;1;5;10;1; ;2;07;10;54;727,561189611766
5180739;1;1;1;10;1;2;2;1970;50;1;6; ;3;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;54;738,263487744569
5180739;1;2;1;10;2;2;6;2003;17;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;07;11;54;738,263487744569
5180739;1;3;1;10;3;2;7;2004;16;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;07;8;54;738,263487744569
5180739;1;4;1;10;1;1;7;2010;9;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;54;738,263487744569
5180740;1;1;1;10;1;2;10;1951;68;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;599,648012998624
5180741;1;1;1;10;1;1;2;1945;75;1;6; ;3;3; ;3; ;1;2; ;1; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;562,082929126685
5180741;1;2;1;10;2;2;2;1949;71;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;562,082929126685
5180742;1;1;1;10;1;1;10;1984;35;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;9; ; ;2;1;2; ;4;7; ; ;2;07;7;54;1155,21662805947
5180742;1;2;1;10;2;2;1;1986;34;2;6; ;2;3; ;3; ;1;1; ; ;1;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;54;1155,21662805947
5180742;1;3;1;10;2;2;5;2019;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;54;1155,21662805947
5180743;1;1;1;10;1;1;8;1964;55;1;6; ;2;3; ;3; ;1;2; ; ;1;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;1;0; ; ;2;07;0;54;594,140838404401
5180743;1;2;1;10;2;2;1;1973;47;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;1;0; ; ;2;07;0;54;594,140838404401
5180743;1;3;1;10;3;1;6;2000;20;3;6; ;6;1;1;1;2; ; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;54;594,140838404401
5180744;1;1;1;10;1;2;4;1991;29;1;6; ;4;2; ;2; ; ; ; ;1;1; ;1; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;54;1261,66080981175
5180744;1;2;1;10;1;2;7;2011;9;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;54;1261,66080981175
5180744;1;3;1;10;1;1;6;2013;7;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;07;1;54;1261,66080981175
5180745;1;1;1;10;1;1;11;1995;24;1;6; ;2;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ;1; ; ;1;3;109000;2;1;2; ;4;6; ; ;2;07;6;54;1528,95160490221
5180745;1;2;1;10;2;2;5;2001;19;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;2;6;1;2;2;2;07;12;54;1528,95160490221
5180745;1;3;1;10;2;2;4;2019;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;54;1528,95160490221
5180747;1;1;1;10;1;2;8;1952;67;1;6; ;5;3; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;445,807118390115
5180747;1;2;1;10;1;2;4;1927;93;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;445,807118390115
5180748;1;1;1;10;1;1;4;1983;37;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;54;1261,87740914014
5180748;1;2;1;10;2;2;2;1985;35;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;1261,87740914014
5180748;1;3;1;10;3;1;2;2003;17;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;07;7;54;1261,87740914014
5180748;1;4;1;10;2;2;6;2008;12;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;07;7;54;1261,87740914014
5180748;1;5;1;10;2;2;5;2011;9;3;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;07;3;54;1261,87740914014
5180749;1;1;1;10;1;2;6;1987;33;1;6; ;4;2; ;2; ; ; ; ; ;1;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;54;1265,30044229881
5180749;1;2;1;10;1;2;1;2009;11;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;54;1265,30044229881
5180749;1;3;1;10;1;1;4;2012;8;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;07;1;54;1265,30044229881
5180749;1;4;1;10;1;2;1;2018;2;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;54;1265,30044229881
5180755;1;1;1;10;1;1;12;1959;60;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;54;1201,36916871185
5180755;1;2;1;10;2;2;6;1970;50;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;07;1;54;1201,36916871185
5180755;1;3;1;10;3;2;6;2003;17;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;1201,36916871185
5180755;1;4;1;10;4;1;3;2005;15;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;1201,36916871185
5180755;1;5;1;10;5;1;5;1994;26;3;6; ;1;1;1;1;2;1;6; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;54;1201,36916871185
5180755;1;6;1;10;6;2;7;2003;17;5;6; ;1;3; ;2; ;1;5; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;54;1201,36916871185
5180755;1;7;1;10;5;1;6;2020;0;4;6; ; ;1;5;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;54;1201,36916871185
5180755;1;8;1;10;8;2;8;1996;23;3;6; ;3;1;1;1;2;1;9; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;54;1201,36916871185
5180755;1;9;1;10;9;1;7;1989;31;5;6; ;3;2; ;2; ;1;8; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;54;1201,36916871185
5180755;1;10;1;10;8;1;3;2019;1;4;6; ; ;1;9;1;8; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;54;1201,36916871185
5180756;1;1;1;10;1;1;12;1935;84;1;6; ;3;3; ;3; ;1;2; ;1; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;562,082929126685
5180756;1;2;1;10;2;2;12;1960;59;2;6; ;3;2; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;562,082929126685
5180757;1;1;1;10;1;2;7;1968;52;1;6; ;4;3; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;696,431897626554
5180757;1;2;1;10;2;2;7;1985;35;3;6; ;4;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;696,431897626554
5180757;1;3;1;10;1;2;6;2017;3;4;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;696,431897626554
5180758;1;1;1;10;1;1;12;1986;33;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;54;1783,22847356046
5180758;1;2;1;10;2;2;4;1996;24;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;1783,22847356046
5180758;1;3;1;10;2;1;5;2011;9;3;6; ; ;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;54;1783,22847356046
5180758;1;4;1;10;2;1;12;2016;3;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1783,22847356046
5180758;1;5;1;10;2;2;11;2018;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;54;1783,22847356046
5180760;1;1;1;10;1;1;7;1974;46;1;6; ;3;2; ;3; ;1;2; ; ;1;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;07;1;54;826,839490105861
5180760;1;2;1;10;2;2;1;1975;45;2;6; ;3;2; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;54;826,839490105861
5180760;1;3;1;10;2;1;2;2017;3;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;826,839490105861
5180762;1;1;1;10;1;1;2;1971;49;1;6; ;4;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1090,49065270926
5180762;1;2;1;10;2;1;9;2005;14;3;6; ;6;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;1090,49065270926
5180763;1;1;1;10;1;1;1;1983;37;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;1258,23777665308
5180763;1;2;1;10;2;2;9;1987;32;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;1258,23777665308
5180763;1;3;1;10;1;1;7;2008;12;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;54;1258,23777665308
5180763;1;4;1;10;1;2;5;2013;7;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;07;1;54;1258,23777665308
5180764;1;1;1;10;1;1;3;1992;28;1;6; ;3;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;54;991,109136602723
5180764;1;2;1;10;2;2;11;2002;17;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;54;991,109136602723
5180765;1;1;1;10;1;1;3;1988;32;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1357,51607714717
5180765;1;2;1;10;2;2;4;1993;27;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;07;7;54;1357,51607714717
5180765;1;3;1;10;2;1;7;2011;8;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;07;3;54;1357,51607714717
5180765;1;4;1;10;2;2;11;2015;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1357,51607714717
5180766;1;1;1;10;1;1;5;2001;19;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1;38000;2;1;2; ;6;1;2;2;2;07;12;54;1200,5744669486
5180766;1;2;1;10;2;2;7;1999;21;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;54;1200,5744669486
5180766;1;3;1;10;1;1;5;2020;0;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;54;1200,5744669486
5180767;1;1;1;10;1;1;10;1962;57;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;800,079919979167
5180767;1;2;1;10;2;2;1;1977;43;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;800,079919979167
5180767;1;3;1;10;3;2;10;2006;13;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;07;3;54;800,079919979167
5180767;1;4;1;10;2;1;7;2008;12;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;54;800,079919979167
5180767;1;5;1;10;2;1;10;2010;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;07;0;54;800,079919979167
5180768;1;1;1;10;1;1;10;1995;24;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;54;837,645003851106
5180768;1;2;1;10;2;2;12;1983;36;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;837,645003851106
5180768;1;3;1;10;1;2;11;2000;19;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;54;837,645003851106
5180768;1;4;1;10;1;1;6;2020;0;4;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;54;837,645003851106
5180769;1;1;1;10;1;1;11;1990;29;1;6; ;2;2; ;2; ;1;2; ;1; ; ; ; ;1; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;54;1724,08517273173
5180769;1;2;1;10;2;2;8;1997;22;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;1724,08517273173
5180769;1;3;1;10;2;2;1;2015;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1724,08517273173
5180769;1;4;1;10;2;1;5;2018;2;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;54;1724,08517273173
5180770;1;1;1;10;1;2;6;1982;38;1;6; ;4;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;730,984222770435
5180770;1;2;1;10;1;1;2;2019;1;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;54;730,984222770435
5180771;1;1;1;10;1;1;5;1994;26;1;6; ;2;3; ;2; ;1;2; ; ;1;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;54;1724,08517273173
5180771;1;2;1;10;1;2;1;1999;21;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;07;10;54;1724,08517273173
5180771;1;3;1;10;1;1;11;2014;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;07;0;54;1724,08517273173
5180771;1;4;1;10;1;2;7;2020;0;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;54;1724,08517273173
5180772;1;1;1;10;2;1;5;1971;49;1;6; ;3;3; ;3; ;1;2; ; ; ;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;624,540041018163
5180772;1;2;1;10;2;2;4;1974;46;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;54;624,540041018163
5180783;1;1;1;10;1;1;3;1971;49;1;6; ;6;3; ;1;2; ; ; ;1;1;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;54;695,50328033405
5180783;1;2;1;10;2;2;1;1937;83;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;695,50328033405
5180784;1;1;1;10;1;1;11;1979;40;1;6; ;2;3; ;2; ;1;2; ; ;1;1; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;07;5;54;830,479122592928
5180784;1;2;1;10;2;2;4;1992;28;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;3;116000;2;1;2; ;5;11;2; ;2;07;11;54;830,479122592928
5180784;1;3;1;10;1;2;7;2010;10;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;2;07;2;54;830,479122592928
5180784;1;4;1;10;1;1;9;2013;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;2;07;1;54;830,479122592928
5180785;1;1;1;10;1;1;12;1982;37;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ;1; ; ;2;1;94; ; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1358,14295090618
5180785;1;2;1;10;2;2;9;1995;24;2;6; ;2;1;5;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;1358,14295090618
5180785;1;3;1;10;1;1;3;2011;9;3;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;54;1358,14295090618
5180785;1;4;1;10;1;1;12;2013;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;07;0;54;1358,14295090618
5180785;1;5;1;10;5;1;10;1944;75;5;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1358,14295090618
5180786;1;1;1;10;1;1;12;1972;47;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;54;830,58233820537
5180786;1;2;1;10;1;2;1;1968;52;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;830,58233820537
5180786;1;3;1;10;3;1;8;2001;18;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;07;8;54;830,58233820537
5180786;1;4;1;10;1;1;6;2005;15;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;07;8;54;830,58233820537
5180787;1;1;1;10;1;1;8;1957;62;1;6; ;2;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;07;1;54;562,082929126685
5180787;1;2;1;10;2;2;1;1963;57;2;6; ;2;2; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;562,082929126685
5180788;1;1;1;10;3;2;11;1927;92;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;445,807118390115
5180788;1;2;1;10;3;2;4;1965;55;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;445,807118390115
5180788;1;3;1;10;3;2;5;1969;51;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;54;445,807118390115
5180789;1;1;1;10;2;1;12;1984;35;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;54;826,839490105861
5180789;1;2;1;10;2;2;5;1992;28;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;07;6;54;826,839490105861
5180789;1;3;1;10;2;1;1;2013;7;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;07;1;54;826,839490105861
5180790;1;1;1;10;1;2;9;1936;83;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;54;702,669161592228
5180790;1;2;1;10;2;1;3;2003;17;4;6; ;6;2; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;54;702,669161592228
5180791;1;1;1;10;1;2;3;1963;57;1;6; ;5;3; ;3; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;1;1;2; ;3;2; ; ;2;07;2;54;445,807118390115
5180791;1;2;1;10;2;2;2;1987;33;3;6; ;1;3; ;1;1;1;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;1;1;2; ;5;11;2; ;2;07;11;54;445,807118390115
5180791;1;3;1;10;3;1;11;1981;38;5;6; ;1;2; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ;2;2; ; ; ; ;2;1;2; ;3;2; ; ;2;07;2;54;445,807118390115
5180791;1;4;1;10;2;2;11;2007;12;4;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;07;6;54;445,807118390115
5180792;1;1;1;10;1;1;2;1982;38;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;1357,51607714717
5180792;1;2;1;10;1;2;2;1993;27;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;54;1357,51607714717
5180792;1;3;1;10;1;2;12;2015;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;54;1357,51607714717
5180792;1;4;1;10;1;1;10;2019;0;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;54;1357,51607714717
